,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Annotation_0305
CELL.1222,CELL.1222,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1222,6,Immature NPTXEX
CELL.1223,CELL.1223,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1223,8,DEGC
CELL.1224,CELL.1224,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1224,8,DEGC
CELL.1225,CELL.1225,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1225,5,WNTEGC
CELL.1226,CELL.1226,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1226,0,VLMC
CELL.1227,CELL.1227,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1227,5,WNTEGC
CELL.1228,CELL.1228,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1228,6,Immature NPTXEX
CELL.1229,CELL.1229,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1229,8,DEGC
CELL.1230,CELL.1230,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1230,6,NPTXEX
CELL.1231,CELL.1231,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1231,2,Immature MPEX
CELL.1232,CELL.1232,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1232,5,DNBL2
CELL.1233,CELL.1233,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1233,5,DNBL2
CELL.1234,CELL.1234,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1234,6,NPTXEX
CELL.1235,CELL.1235,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1235,2,Immature MPEX
CELL.1237,CELL.1237,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1237,5,WNTEGC
CELL.1238,CELL.1238,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1238,8,DEGC
CELL.1240,CELL.1240,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1240,8,DNBL4
CELL.1241,CELL.1241,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1241,8,DEGC
CELL.1242,CELL.1242,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1242,6,NPTXEX
CELL.1244,CELL.1244,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1244,2,Immature MPEX
CELL.1245,CELL.1245,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1245,2,Immature MPEX
CELL.1246,CELL.1246,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1246,2,Immature MPEX
CELL.1247,CELL.1247,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1247,2,Immature MPEX
CELL.1248,CELL.1248,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1248,2,Immature MPEX
CELL.1249,CELL.1249,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1249,2,Immature MPEX
CELL.1250,CELL.1250,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1250,8,DEGC
CELL.1251,CELL.1251,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1251,8,DNBL4
CELL.1252,CELL.1252,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1252,5,WNTEGC
CELL.1253,CELL.1253,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1253,8,DNBL4
CELL.1254,CELL.1254,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1254,2,Immature MPEX
CELL.1255,CELL.1255,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1255,5,WNTEGC
CELL.1256,CELL.1256,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1256,0,VLMC
CELL.1257,CELL.1257,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1257,6,Immature NPTXEX
CELL.1258,CELL.1258,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1258,2,Immature MPEX
CELL.1259,CELL.1259,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1259,2,Immature MPEX
CELL.1260,CELL.1260,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1260,6,NPTXEX
CELL.1261,CELL.1261,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1261,2,Immature MPEX
CELL.1262,CELL.1262,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1262,8,DNBL4
CELL.1263,CELL.1263,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1263,2,Immature MPEX
CELL.1264,CELL.1264,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1264,0,VLMC
CELL.1265,CELL.1265,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1265,2,Immature MPEX
CELL.1266,CELL.1266,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1266,0,VLMC
CELL.1267,CELL.1267,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1267,2,Immature MPEX
CELL.1268,CELL.1268,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1268,2,Immature MPEX
CELL.1269,CELL.1269,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1269,8,DEGC
CELL.1270,CELL.1270,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1270,6,Immature NPTXEX
CELL.1271,CELL.1271,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1271,6,NPTXEX
CELL.1272,CELL.1272,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1272,6,Immature NPTXEX
CELL.1273,CELL.1273,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1273,2,Immature MPEX
CELL.1274,CELL.1274,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1274,2,Immature MPEX
CELL.1275,CELL.1275,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1275,2,Immature MPEX
CELL.1276,CELL.1276,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1276,2,Immature MPEX
CELL.1277,CELL.1277,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1277,6,Immature NPTXEX
CELL.1278,CELL.1278,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1278,5,DNBL2
CELL.1279,CELL.1279,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1279,6,NPTXEX
CELL.1280,CELL.1280,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1280,6,NPTXEX
CELL.1281,CELL.1281,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1281,8,DEGC
CELL.1282,CELL.1282,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1282,8,DEGC
CELL.1283,CELL.1283,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1283,8,DEGC
CELL.1284,CELL.1284,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1284,0,VLMC
CELL.1285,CELL.1285,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1285,6,Immature NPTXEX
CELL.1286,CELL.1286,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1286,8,DNBL4
CELL.1287,CELL.1287,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1287,5,DNBL2
CELL.1288,CELL.1288,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1288,2,Immature MPEX
CELL.1289,CELL.1289,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1289,6,NPTXEX
CELL.1290,CELL.1290,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1290,6,NPTXEX
CELL.1291,CELL.1291,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1291,0,VLMC
CELL.1292,CELL.1292,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1292,6,NPTXEX
CELL.1293,CELL.1293,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1293,6,NPTXEX
CELL.1294,CELL.1294,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1294,6,Immature NPTXEX
CELL.1295,CELL.1295,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1295,8,DEGC
CELL.1296,CELL.1296,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1296,5,DNBL2
CELL.1297,CELL.1297,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1297,2,Immature MPEX
CELL.1298,CELL.1298,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1298,2,Immature MPEX
CELL.1299,CELL.1299,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1299,8,DEGC
CELL.1300,CELL.1300,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1300,0,VLMC
CELL.1301,CELL.1301,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1301,2,Immature MPEX
CELL.1302,CELL.1302,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1302,5,DNBL2
CELL.1303,CELL.1303,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1303,6,NPTXEX
CELL.1304,CELL.1304,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1304,6,NPTXEX
CELL.1305,CELL.1305,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1305,8,DNBL4
CELL.1306,CELL.1306,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1306,2,Immature MPEX
CELL.1307,CELL.1307,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1307,5,WNTEGC
CELL.1308,CELL.1308,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1308,2,Immature MPEX
CELL.1309,CELL.1309,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1309,0,VLMC
CELL.1310,CELL.1310,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1310,5,DNBL2
CELL.1311,CELL.1311,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1311,5,WNTEGC
CELL.1312,CELL.1312,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1312,6,NPTXEX
CELL.1313,CELL.1313,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1313,8,DEGC
CELL.1314,CELL.1314,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1314,0,VLMC
CELL.1316,CELL.1316,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1316,8,DNBL4
CELL.1317,CELL.1317,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1317,2,Immature MPEX
CELL.1318,CELL.1318,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1318,2,Immature MPEX
CELL.1321,CELL.1321,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1321,8,DEGC
CELL.1322,CELL.1322,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1322,2,Immature MPEX
CELL.1323,CELL.1323,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1323,2,Immature MPEX
CELL.1324,CELL.1324,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1324,5,WNTEGC
CELL.1325,CELL.1325,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1325,5,WNTEGC
CELL.1326,CELL.1326,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1326,8,DEGC
CELL.1327,CELL.1327,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1327,8,DEGC
CELL.1328,CELL.1328,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1328,5,WNTEGC
CELL.1329,CELL.1329,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1329,2,Immature MPEX
CELL.1330,CELL.1330,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1330,6,Immature NPTXEX
CELL.1331,CELL.1331,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1331,2,Immature MPEX
CELL.1332,CELL.1332,4,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1332,4,WNTEGC
CELL.1333,CELL.1333,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1333,8,DEGC
CELL.1334,CELL.1334,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1334,6,Immature NPTXEX
CELL.1335,CELL.1335,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1335,2,Immature MPEX
CELL.1336,CELL.1336,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1336,6,NPTXEX
CELL.1337,CELL.1337,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1337,6,NPTXEX
CELL.1338,CELL.1338,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1338,6,NPTXEX
CELL.1339,CELL.1339,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1339,6,Immature NPTXEX
CELL.1340,CELL.1340,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1340,0,VLMC
CELL.1341,CELL.1341,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1341,8,DNBL4
CELL.1343,CELL.1343,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1343,5,WNTEGC
CELL.1344,CELL.1344,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1344,8,DEGC
CELL.1345,CELL.1345,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1345,2,Immature MPEX
CELL.1346,CELL.1346,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1346,2,Immature MPEX
CELL.1347,CELL.1347,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1347,5,DNBL2
CELL.1349,CELL.1349,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1349,5,DNBL2
CELL.1350,CELL.1350,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1350,2,Immature MPEX
CELL.1351,CELL.1351,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1351,0,VLMC
CELL.1352,CELL.1352,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1352,0,VLMC
CELL.1353,CELL.1353,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1353,6,NPTXEX
CELL.1354,CELL.1354,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1354,2,Immature MPEX
CELL.1355,CELL.1355,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1355,6,Immature NPTXEX
CELL.1356,CELL.1356,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1356,0,VLMC
CELL.1357,CELL.1357,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1357,2,Immature MPEX
CELL.1358,CELL.1358,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1358,8,DNBL4
CELL.1359,CELL.1359,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1359,6,NPTXEX
CELL.1360,CELL.1360,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1360,2,Immature MPEX
CELL.1361,CELL.1361,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1361,5,DNBL2
CELL.1362,CELL.1362,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1362,8,DEGC
CELL.1363,CELL.1363,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1363,5,WNTEGC
CELL.1365,CELL.1365,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1365,0,VLMC
CELL.1366,CELL.1366,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1366,5,WNTEGC
CELL.1367,CELL.1367,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1367,2,Immature MPEX
CELL.1368,CELL.1368,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1368,2,Immature MPEX
CELL.1369,CELL.1369,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1369,8,DEGC
CELL.1370,CELL.1370,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1370,6,NPTXEX
CELL.1371,CELL.1371,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1371,0,VLMC
CELL.1372,CELL.1372,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1372,0,VLMC
CELL.1373,CELL.1373,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1373,6,NPTXEX
CELL.1374,CELL.1374,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1374,2,Immature MPEX
CELL.1375,CELL.1375,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1375,5,WNTEGC
CELL.1376,CELL.1376,4,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1376,4,CP
CELL.1377,CELL.1377,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1377,6,Immature NPTXEX
CELL.1378,CELL.1378,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1378,8,DNBL4
CELL.1379,CELL.1379,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1379,6,NPTXEX
CELL.1380,CELL.1380,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1380,0,VLMC
CELL.1381,CELL.1381,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1381,2,Immature MPEX
CELL.1382,CELL.1382,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1382,2,Immature MPEX
CELL.1383,CELL.1383,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1383,2,Immature MPEX
CELL.1384,CELL.1384,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1384,6,Immature NPTXEX
CELL.1385,CELL.1385,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1385,5,DNBL2
CELL.1386,CELL.1386,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1386,8,DEGC
CELL.1387,CELL.1387,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1387,6,NPTXEX
CELL.1388,CELL.1388,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1388,2,Immature MPEX
CELL.1389,CELL.1389,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1389,5,WNTEGC
CELL.1390,CELL.1390,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1390,2,Immature MPEX
CELL.1391,CELL.1391,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1391,6,NPTXEX
CELL.1392,CELL.1392,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1392,8,DEGC
CELL.1393,CELL.1393,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1393,5,DNBL2
CELL.1394,CELL.1394,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1394,0,VLMC
CELL.1395,CELL.1395,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1395,2,Immature MPEX
CELL.1396,CELL.1396,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1396,6,NPTXEX
CELL.1397,CELL.1397,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1397,2,Immature MPEX
CELL.1398,CELL.1398,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1398,5,WNTEGC
CELL.1399,CELL.1399,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1399,6,NPTXEX
CELL.1400,CELL.1400,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1400,2,Immature MPEX
CELL.1401,CELL.1401,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1401,8,DEGC
CELL.1402,CELL.1402,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1402,8,DEGC
CELL.1403,CELL.1403,4,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1403,4,CP
CELL.1404,CELL.1404,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1404,6,Immature NPTXEX
CELL.1406,CELL.1406,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1406,2,Immature MPEX
CELL.1407,CELL.1407,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1407,8,DEGC
CELL.1408,CELL.1408,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1408,5,WNTEGC
CELL.1409,CELL.1409,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1409,0,VLMC
CELL.1410,CELL.1410,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1410,0,VLMC
CELL.1411,CELL.1411,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1411,5,DNBL2
CELL.1412,CELL.1412,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1412,8,DEGC
CELL.1413,CELL.1413,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1413,6,Immature NPTXEX
CELL.1414,CELL.1414,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1414,8,DEGC
CELL.1415,CELL.1415,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1415,2,Immature MPEX
CELL.1416,CELL.1416,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1416,6,Immature NPTXEX
CELL.1417,CELL.1417,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1417,2,Immature MPEX
CELL.1418,CELL.1418,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1418,2,Immature MPEX
CELL.1419,CELL.1419,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1419,6,NPTXEX
CELL.1420,CELL.1420,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1420,8,DEGC
CELL.1421,CELL.1421,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1421,2,Immature MPEX
CELL.1422,CELL.1422,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1422,8,DEGC
CELL.1423,CELL.1423,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1423,8,DEGC
CELL.1424,CELL.1424,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1424,8,DEGC
CELL.1425,CELL.1425,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1425,2,Immature MPEX
CELL.1426,CELL.1426,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1426,5,DNBL2
CELL.1427,CELL.1427,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1427,5,WNTEGC
CELL.1428,CELL.1428,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1428,8,DNBL4
CELL.1429,CELL.1429,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1429,8,DNBL4
CELL.1430,CELL.1430,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1430,8,DNBL4
CELL.1431,CELL.1431,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1431,6,NPTXEX
CELL.1432,CELL.1432,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1432,6,NPTXEX
CELL.1433,CELL.1433,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1433,5,WNTEGC
CELL.1434,CELL.1434,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1434,8,DEGC
CELL.1435,CELL.1435,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1435,2,Immature MPEX
CELL.1436,CELL.1436,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1436,0,VLMC
CELL.1437,CELL.1437,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1437,8,DEGC
CELL.1438,CELL.1438,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1438,2,Immature MPEX
CELL.1439,CELL.1439,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1439,8,DEGC
CELL.1440,CELL.1440,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1440,0,VLMC
CELL.1441,CELL.1441,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1441,0,VLMC
CELL.1442,CELL.1442,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1442,5,WNTEGC
CELL.1443,CELL.1443,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1443,6,NPTXEX
CELL.1444,CELL.1444,4,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1444,4,CP
CELL.1445,CELL.1445,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1445,6,Immature NPTXEX
CELL.1446,CELL.1446,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1446,2,Immature MPEX
CELL.1447,CELL.1447,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1447,8,DEGC
CELL.1448,CELL.1448,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1448,5,WNTEGC
CELL.1449,CELL.1449,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1449,0,VLMC
CELL.1450,CELL.1450,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1450,2,Immature MPEX
CELL.1451,CELL.1451,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1451,5,WNTEGC
CELL.1452,CELL.1452,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1452,6,Immature NPTXEX
CELL.1453,CELL.1453,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1453,5,DNBL2
CELL.1454,CELL.1454,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1454,8,DEGC
CELL.1456,CELL.1456,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1456,5,WNTEGC
CELL.1457,CELL.1457,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1457,2,Immature MPEX
CELL.1458,CELL.1458,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1458,6,NPTXEX
CELL.1459,CELL.1459,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1459,6,NPTXEX
CELL.1460,CELL.1460,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1460,6,NPTXEX
CELL.1461,CELL.1461,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1461,5,DNBL2
CELL.1462,CELL.1462,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1462,2,Immature MPEX
CELL.1463,CELL.1463,4,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1463,0,VLMC
CELL.1465,CELL.1465,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1465,5,WNTEGC
CELL.1466,CELL.1466,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1466,6,NPTXEX
CELL.1467,CELL.1467,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1467,0,VLMC
CELL.1468,CELL.1468,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1468,0,VLMC
CELL.1469,CELL.1469,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1469,6,Immature NPTXEX
CELL.1470,CELL.1470,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1470,8,DEGC
CELL.1471,CELL.1471,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1471,0,VLMC
CELL.1472,CELL.1472,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1472,2,Immature MPEX
CELL.1473,CELL.1473,3,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1473,2,Immature MPEX
CELL.1474,CELL.1474,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1474,5,DNBL2
CELL.1475,CELL.1475,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1475,6,NPTXEX
CELL.1476,CELL.1476,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1476,8,DEGC
CELL.1477,CELL.1477,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1477,6,NPTXEX
CELL.1478,CELL.1478,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1478,2,Immature MPEX
CELL.1479,CELL.1479,9,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1479,6,NPTXEX
CELL.1480,CELL.1480,2,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1480,0,VLMC
CELL.1481,CELL.1481,6,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1481,5,WNTEGC
CELL.1482,CELL.1482,4,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1482,4,CP
CELL.1483,CELL.1483,7,Stage57_telencephalon_rep2_DP8400015649BRD5_1,1483,8,DEGC
