,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Annotation_0305
CELL.2067,CELL.2067,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2067,4,CMPN
CELL.2070,CELL.2070,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2070,0,CMPN
CELL.2071,CELL.2071,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2071,4,MCG
CELL.2074,CELL.2074,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2074,8,CCKIN
CELL.2075,CELL.2075,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2075,4,CMPN
CELL.2076,CELL.2076,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2076,0,CMPN
CELL.2077,CELL.2077,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2077,0,CMPN
CELL.2078,CELL.2078,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2078,8,CCKIN
CELL.2079,CELL.2079,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2079,8,CCKIN
CELL.2080,CELL.2080,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2080,1,MSN
CELL.2081,CELL.2081,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2081,1,MSN
CELL.2082,CELL.2082,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,2082,4,MCG
CELL.2083,CELL.2083,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2083,2,MSN
CELL.2084,CELL.2084,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2084,1,MSN
CELL.2085,CELL.2085,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2085,0,CMPN
CELL.2088,CELL.2088,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2088,0,CMPN
CELL.2089,CELL.2089,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2089,8,CCKIN
CELL.2090,CELL.2090,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2090,8,CCKIN
CELL.2092,CELL.2092,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2092,1,MSN
CELL.2093,CELL.2093,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2093,4,MCG
CELL.2095,CELL.2095,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2095,0,CMPN
CELL.2097,CELL.2097,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2097,0,CMPN
CELL.2098,CELL.2098,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2098,0,CMPN
CELL.2099,CELL.2099,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2099,8,CCKIN
CELL.2100,CELL.2100,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2100,1,MSN
CELL.2101,CELL.2101,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2101,0,CMPN
CELL.2102,CELL.2102,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,2102,0,TLNBL
CELL.2103,CELL.2103,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2103,0,CMPN
CELL.2104,CELL.2104,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2104,0,CMPN
CELL.2105,CELL.2105,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2105,0,CMPN
CELL.2106,CELL.2106,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2106,1,MSN
CELL.2107,CELL.2107,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2107,0,CMPN
CELL.2108,CELL.2108,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2108,0,CMPN
CELL.2109,CELL.2109,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,2109,2,CP
CELL.2110,CELL.2110,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2110,1,MSN
CELL.2111,CELL.2111,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2111,0,CMPN
CELL.2112,CELL.2112,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2112,0,CMPN
CELL.2113,CELL.2113,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2113,8,CCKIN
CELL.2114,CELL.2114,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2114,0,CMPN
CELL.2115,CELL.2115,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2115,4,MCG
CELL.2116,CELL.2116,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2116,1,MSN
CELL.2117,CELL.2117,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,2117,4,MCG
CELL.2119,CELL.2119,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2119,8,CCKIN
CELL.2122,CELL.2122,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2122,1,MSN
CELL.2123,CELL.2123,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2123,1,MSN
CELL.2124,CELL.2124,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2124,1,MSN
CELL.2125,CELL.2125,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2125,4,MCG
CELL.2126,CELL.2126,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2126,1,MSN
CELL.2127,CELL.2127,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2127,0,CMPN
CELL.2128,CELL.2128,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2128,0,CMPN
CELL.2129,CELL.2129,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2129,11,CP
CELL.2131,CELL.2131,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2131,1,MSN
CELL.2132,CELL.2132,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2132,1,MSN
CELL.2133,CELL.2133,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2133,0,CMPN
CELL.2134,CELL.2134,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2134,4,MCG
CELL.2135,CELL.2135,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2135,1,MSN
CELL.2136,CELL.2136,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,2136,0,TLNBL
CELL.2137,CELL.2137,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2137,1,MSN
CELL.2138,CELL.2138,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2138,0,CMPN
CELL.2139,CELL.2139,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2139,0,CMPN
CELL.2140,CELL.2140,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2140,0,CMPN
CELL.2141,CELL.2141,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2141,1,MSN
CELL.2142,CELL.2142,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2142,0,MSN
CELL.2143,CELL.2143,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2143,0,CMPN
CELL.2144,CELL.2144,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,2144,1,MSN
CELL.2146,CELL.2146,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2146,1,MSN
CELL.2147,CELL.2147,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,2147,1,MSN
CELL.2148,CELL.2148,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,2148,8,CCKIN
CELL.2149,CELL.2149,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2149,1,MSN
CELL.2150,CELL.2150,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2150,1,MSN
CELL.2151,CELL.2151,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2151,1,MSN
CELL.2152,CELL.2152,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2152,0,CMPN
CELL.2154,CELL.2154,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2154,1,MSN
CELL.2155,CELL.2155,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2155,4,MCG
CELL.2156,CELL.2156,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2156,0,CMPN
CELL.2157,CELL.2157,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2157,1,MSN
CELL.2158,CELL.2158,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2158,4,MCG
CELL.2159,CELL.2159,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2159,0,CMPN
CELL.2160,CELL.2160,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2160,4,CMPN
CELL.2161,CELL.2161,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,2161,0,CMPN
CELL.2162,CELL.2162,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2162,0,CMPN
CELL.2163,CELL.2163,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2163,0,CMPN
CELL.2164,CELL.2164,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2164,4,MCG
CELL.2165,CELL.2165,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,2165,0,TLNBL
CELL.2168,CELL.2168,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2168,1,MSN
CELL.2169,CELL.2169,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2169,1,MSN
CELL.2170,CELL.2170,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2170,8,CCKIN
CELL.2171,CELL.2171,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2171,1,MSN
CELL.2173,CELL.2173,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2173,4,CMPN
CELL.2174,CELL.2174,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,2174,4,MCG
CELL.2175,CELL.2175,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2175,1,MSN
CELL.2176,CELL.2176,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2176,4,CMPN
CELL.2177,CELL.2177,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2177,8,CCKIN
CELL.2178,CELL.2178,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2178,1,MSN
CELL.2179,CELL.2179,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2179,8,CCKIN
CELL.2180,CELL.2180,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,2180,5,SFRPEGC
CELL.2181,CELL.2181,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,2181,0,CMPN
CELL.2183,CELL.2183,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2183,1,MSN
CELL.2184,CELL.2184,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2184,2,CP
CELL.2185,CELL.2185,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,2185,5,SFRPEGC
CELL.2186,CELL.2186,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2186,0,CMPN
CELL.2188,CELL.2188,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2188,1,MSN
CELL.2189,CELL.2189,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2189,2,CP
CELL.2190,CELL.2190,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2190,1,MSN
CELL.2191,CELL.2191,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2191,1,MSN
CELL.2192,CELL.2192,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2192,4,MCG
CELL.2193,CELL.2193,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2193,4,CMPN
CELL.2194,CELL.2194,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2194,1,MSN
CELL.2195,CELL.2195,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2195,0,CMPN
CELL.2198,CELL.2198,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2198,0,CMPN
CELL.2199,CELL.2199,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2199,0,CMPN
CELL.2200,CELL.2200,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,2200,5,SFRPEGC
CELL.2201,CELL.2201,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2201,0,CMPN
CELL.2202,CELL.2202,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2202,0,CMPN
CELL.2203,CELL.2203,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,2203,12,VLMC
CELL.2204,CELL.2204,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,2204,12,UnKnown
CELL.2205,CELL.2205,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2205,0,CMPN
CELL.2207,CELL.2207,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2207,0,CMPN
CELL.2208,CELL.2208,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2208,0,CMPN
CELL.2209,CELL.2209,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2209,0,CMPN
CELL.2210,CELL.2210,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2210,8,CCKIN
CELL.2211,CELL.2211,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2211,1,CCKIN
CELL.2212,CELL.2212,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2212,0,CMPN
CELL.2213,CELL.2213,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2213,1,MSN
CELL.2214,CELL.2214,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2214,4,CMPN
CELL.2215,CELL.2215,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2215,1,MSN
CELL.2216,CELL.2216,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2216,0,CMPN
CELL.2217,CELL.2217,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2217,0,CMPN
CELL.2219,CELL.2219,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2219,1,MSN
CELL.2220,CELL.2220,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,2220,4,MCG
CELL.2221,CELL.2221,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2221,11,VLMC
CELL.2222,CELL.2222,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2222,4,MCG
CELL.2224,CELL.2224,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2224,1,MSN
CELL.2225,CELL.2225,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2225,1,MSN
CELL.2226,CELL.2226,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2226,0,MCG
CELL.2227,CELL.2227,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2227,0,CMPN
CELL.2229,CELL.2229,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2229,0,CMPN
CELL.2230,CELL.2230,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2230,0,CMPN
CELL.2232,CELL.2232,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2232,4,MCG
CELL.2233,CELL.2233,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,2233,4,MCG
CELL.2234,CELL.2234,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2234,0,CMPN
CELL.2235,CELL.2235,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2235,8,CCKIN
CELL.2236,CELL.2236,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2236,1,MSN
CELL.2237,CELL.2237,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,2237,2,CP
CELL.2238,CELL.2238,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2238,0,CMPN
CELL.2239,CELL.2239,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2239,0,CMPN
CELL.2240,CELL.2240,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,2240,12,VLMC
CELL.2241,CELL.2241,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2241,1,MSN
CELL.2242,CELL.2242,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2242,0,CMPN
CELL.2243,CELL.2243,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2243,0,CMPN
CELL.2244,CELL.2244,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2244,8,CCKIN
CELL.2245,CELL.2245,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2245,4,MCG
CELL.2246,CELL.2246,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2246,0,CMPN
CELL.2247,CELL.2247,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2247,0,CMPN
CELL.2248,CELL.2248,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2248,1,MSN
CELL.2249,CELL.2249,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2249,8,CCKIN
CELL.2250,CELL.2250,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,2250,12,VLMC
CELL.2251,CELL.2251,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,2251,1,MSN
CELL.2252,CELL.2252,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2252,4,MCG
CELL.2254,CELL.2254,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2254,17,TLNBL
CELL.2255,CELL.2255,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2255,0,CMPN
CELL.2256,CELL.2256,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2256,0,CMPN
CELL.2257,CELL.2257,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2257,1,MSN
CELL.2259,CELL.2259,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2259,1,MSN
CELL.2261,CELL.2261,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2261,1,MSN
CELL.2262,CELL.2262,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2262,4,CMPN
CELL.2263,CELL.2263,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2263,17,TLNBL
CELL.2264,CELL.2264,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2264,8,CCKIN
CELL.2265,CELL.2265,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,2265,8,CCKIN
CELL.2267,CELL.2267,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2267,12,VLMC
CELL.2268,CELL.2268,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2268,4,MCG
CELL.2269,CELL.2269,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2269,4,CMPN
CELL.2270,CELL.2270,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2270,0,CMPN
CELL.2271,CELL.2271,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2271,0,CMPN
CELL.2272,CELL.2272,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2272,0,CMPN
CELL.2273,CELL.2273,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2273,0,CMPN
CELL.2274,CELL.2274,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,2274,1,MSN
CELL.2275,CELL.2275,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2275,5,SFRPEGC
CELL.2276,CELL.2276,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2276,0,CMPN
CELL.2277,CELL.2277,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2277,17,TLNBL
CELL.2278,CELL.2278,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2278,0,CMPN
CELL.2279,CELL.2279,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,2279,12,VLMC
CELL.2280,CELL.2280,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2280,4,MCG
CELL.2281,CELL.2281,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2281,0,CMPN
CELL.2282,CELL.2282,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2282,8,CCKIN
CELL.2283,CELL.2283,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,2283,12,VLMC
CELL.2284,CELL.2284,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2284,4,MCG
CELL.2286,CELL.2286,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2286,0,TLNBL
CELL.2287,CELL.2287,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2287,1,MSN
CELL.2288,CELL.2288,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2288,8,CCKIN
CELL.2289,CELL.2289,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2289,1,MSN
CELL.2290,CELL.2290,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2290,1,MSN
CELL.2291,CELL.2291,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,2291,2,CMPN
CELL.2292,CELL.2292,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2292,0,CMPN
CELL.2293,CELL.2293,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2293,0,CMPN
CELL.2294,CELL.2294,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2294,0,CMPN
CELL.2295,CELL.2295,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2295,8,CCKIN
CELL.2296,CELL.2296,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2296,1,MSN
CELL.2299,CELL.2299,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2299,0,CMPN
CELL.2301,CELL.2301,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,2301,4,VLMC
CELL.2302,CELL.2302,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2302,0,CMPN
CELL.2303,CELL.2303,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2303,8,CCKIN
CELL.2304,CELL.2304,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,2304,5,SFRPEGC
CELL.2305,CELL.2305,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2305,1,MSN
CELL.2306,CELL.2306,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2306,2,CP
CELL.2309,CELL.2309,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2309,1,MSN
CELL.2310,CELL.2310,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2310,1,MSN
CELL.2311,CELL.2311,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,2311,12,RIBEGC
CELL.2312,CELL.2312,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2312,1,MSN
CELL.2313,CELL.2313,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2313,8,CCKIN
CELL.2314,CELL.2314,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2314,1,MSN
CELL.2315,CELL.2315,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2315,1,MSN
CELL.2316,CELL.2316,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,2316,5,SFRPEGC
CELL.2317,CELL.2317,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2317,0,CMPN
CELL.2318,CELL.2318,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,2318,4,CMPN
CELL.2319,CELL.2319,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2319,1,MSN
CELL.2320,CELL.2320,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,2320,12,VLMC
CELL.2321,CELL.2321,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,2321,5,SFRPEGC
CELL.2322,CELL.2322,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2322,0,CMPN
CELL.2323,CELL.2323,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2323,0,CMPN
CELL.2326,CELL.2326,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,2326,0,CMPN
CELL.2327,CELL.2327,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2327,0,CMPN
CELL.2328,CELL.2328,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2328,1,MSN
CELL.2329,CELL.2329,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2329,1,MSN
CELL.2330,CELL.2330,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2330,8,CCKIN
CELL.2331,CELL.2331,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,2331,0,TLNBL
CELL.2332,CELL.2332,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2332,8,CCKIN
CELL.2337,CELL.2337,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,2337,5,SFRPEGC
CELL.2338,CELL.2338,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2338,0,CMPN
CELL.2339,CELL.2339,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2339,1,MSN
CELL.2340,CELL.2340,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,2340,12,VLMC
CELL.2342,CELL.2342,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2342,0,CMPN
CELL.2343,CELL.2343,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2343,1,MSN
CELL.2344,CELL.2344,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,2344,4,MCG
CELL.2345,CELL.2345,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2345,0,CMPN
CELL.2346,CELL.2346,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2346,0,CMPN
CELL.2347,CELL.2347,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2347,8,CCKIN
CELL.2348,CELL.2348,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2348,1,MSN
CELL.2349,CELL.2349,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2349,1,MSN
CELL.2350,CELL.2350,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,2350,5,SFRPEGC
CELL.2351,CELL.2351,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,2351,5,SFRPEGC
CELL.2352,CELL.2352,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2352,4,MCG
CELL.2353,CELL.2353,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,2353,2,CMPN
CELL.2354,CELL.2354,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,2354,2,CP
CELL.2355,CELL.2355,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2355,8,CCKIN
CELL.2356,CELL.2356,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2356,1,MSN
CELL.2357,CELL.2357,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,2357,5,SFRPEGC
CELL.2358,CELL.2358,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2358,4,CMPN
CELL.2359,CELL.2359,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,2359,12,VLMC
CELL.2360,CELL.2360,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2360,17,OLIGO
CELL.2362,CELL.2362,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2362,4,MCG
CELL.2363,CELL.2363,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2363,4,MCG
CELL.2364,CELL.2364,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2364,0,CMPN
CELL.2365,CELL.2365,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2365,4,MCG
CELL.2366,CELL.2366,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2366,0,CMPN
CELL.2367,CELL.2367,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2367,0,CMPN
CELL.2368,CELL.2368,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2368,8,CCKIN
CELL.2369,CELL.2369,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,2369,1,MSN
CELL.2370,CELL.2370,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2370,0,CMPN
CELL.2371,CELL.2371,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2371,0,CMPN
CELL.2372,CELL.2372,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2372,11,VLMC
CELL.2373,CELL.2373,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2373,0,CMPN
CELL.2374,CELL.2374,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,2374,4,MCG
CELL.2375,CELL.2375,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,2375,0,CMPN
