,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Annotation_0305
CELL.373,CELL.373,1,Stage44_telencephalon_rep2_FP200000239BL_E4,373,1,Immature MSN
CELL.375,CELL.375,3,Stage44_telencephalon_rep2_FP200000239BL_E4,375,2,DEGC
CELL.376,CELL.376,0,Stage44_telencephalon_rep2_FP200000239BL_E4,376,0,DEGC
CELL.377,CELL.377,3,Stage44_telencephalon_rep2_FP200000239BL_E4,377,3,DNBL1
CELL.379,CELL.379,0,Stage44_telencephalon_rep2_FP200000239BL_E4,379,0,DNBL1
CELL.380,CELL.380,1,Stage44_telencephalon_rep2_FP200000239BL_E4,380,1,Immature MSN
CELL.381,CELL.381,1,Stage44_telencephalon_rep2_FP200000239BL_E4,381,1,Immature MSN
CELL.382,CELL.382,3,Stage44_telencephalon_rep2_FP200000239BL_E4,382,2,DEGC
CELL.383,CELL.383,0,Stage44_telencephalon_rep2_FP200000239BL_E4,383,0,DEGC
CELL.384,CELL.384,3,Stage44_telencephalon_rep2_FP200000239BL_E4,384,2,DEGC
CELL.385,CELL.385,1,Stage44_telencephalon_rep2_FP200000239BL_E4,385,1,Immature MSN
CELL.386,CELL.386,1,Stage44_telencephalon_rep2_FP200000239BL_E4,386,1,Immature MSN
CELL.387,CELL.387,1,Stage44_telencephalon_rep2_FP200000239BL_E4,387,5,Immature CMPN
CELL.389,CELL.389,0,Stage44_telencephalon_rep2_FP200000239BL_E4,389,0,DEGC
CELL.390,CELL.390,0,Stage44_telencephalon_rep2_FP200000239BL_E4,390,2,DEGC
CELL.391,CELL.391,0,Stage44_telencephalon_rep2_FP200000239BL_E4,391,0,DEGC
CELL.392,CELL.392,3,Stage44_telencephalon_rep2_FP200000239BL_E4,392,0,DNBL1
CELL.393,CELL.393,0,Stage44_telencephalon_rep2_FP200000239BL_E4,393,2,DEGC
CELL.394,CELL.394,3,Stage44_telencephalon_rep2_FP200000239BL_E4,394,0,DNBL1
CELL.395,CELL.395,3,Stage44_telencephalon_rep2_FP200000239BL_E4,395,4,CP
CELL.396,CELL.396,3,Stage44_telencephalon_rep2_FP200000239BL_E4,396,0,DEGC
CELL.397,CELL.397,3,Stage44_telencephalon_rep2_FP200000239BL_E4,397,5,Immature CMPN
CELL.398,CELL.398,3,Stage44_telencephalon_rep2_FP200000239BL_E4,398,2,DEGC
CELL.399,CELL.399,3,Stage44_telencephalon_rep2_FP200000239BL_E4,399,0,DNBL1
CELL.400,CELL.400,3,Stage44_telencephalon_rep2_FP200000239BL_E4,400,0,DNBL1
CELL.401,CELL.401,2,Stage44_telencephalon_rep2_FP200000239BL_E4,401,4,CP
CELL.403,CELL.403,1,Stage44_telencephalon_rep2_FP200000239BL_E4,403,1,Immature MSN
CELL.404,CELL.404,2,Stage44_telencephalon_rep2_FP200000239BL_E4,404,4,CP
CELL.405,CELL.405,0,Stage44_telencephalon_rep2_FP200000239BL_E4,405,3,DNBL2
CELL.406,CELL.406,0,Stage44_telencephalon_rep2_FP200000239BL_E4,406,0,DEGC
CELL.408,CELL.408,3,Stage44_telencephalon_rep2_FP200000239BL_E4,408,0,DNBL1
CELL.409,CELL.409,1,Stage44_telencephalon_rep2_FP200000239BL_E4,409,1,Immature MSN
CELL.410,CELL.410,1,Stage44_telencephalon_rep2_FP200000239BL_E4,410,5,Immature CMPN
CELL.411,CELL.411,2,Stage44_telencephalon_rep2_FP200000239BL_E4,411,4,CP
CELL.412,CELL.412,3,Stage44_telencephalon_rep2_FP200000239BL_E4,412,0,DNBL1
CELL.413,CELL.413,0,Stage44_telencephalon_rep2_FP200000239BL_E4,413,2,DEGC
CELL.414,CELL.414,1,Stage44_telencephalon_rep2_FP200000239BL_E4,414,1,Immature MSN
CELL.415,CELL.415,0,Stage44_telencephalon_rep2_FP200000239BL_E4,415,2,DEGC
CELL.416,CELL.416,1,Stage44_telencephalon_rep2_FP200000239BL_E4,416,5,Immature CMPN
CELL.417,CELL.417,0,Stage44_telencephalon_rep2_FP200000239BL_E4,417,2,DEGC
CELL.418,CELL.418,0,Stage44_telencephalon_rep2_FP200000239BL_E4,418,2,DEGC
CELL.419,CELL.419,3,Stage44_telencephalon_rep2_FP200000239BL_E4,419,0,DNBL1
CELL.420,CELL.420,1,Stage44_telencephalon_rep2_FP200000239BL_E4,420,1,Immature MSN
CELL.421,CELL.421,0,Stage44_telencephalon_rep2_FP200000239BL_E4,421,2,DEGC
CELL.422,CELL.422,0,Stage44_telencephalon_rep2_FP200000239BL_E4,422,2,DEGC
CELL.423,CELL.423,0,Stage44_telencephalon_rep2_FP200000239BL_E4,423,2,DEGC
CELL.424,CELL.424,3,Stage44_telencephalon_rep2_FP200000239BL_E4,424,0,DNBL1
CELL.425,CELL.425,3,Stage44_telencephalon_rep2_FP200000239BL_E4,425,0,DNBL1
CELL.426,CELL.426,3,Stage44_telencephalon_rep2_FP200000239BL_E4,426,0,DNBL1
CELL.427,CELL.427,0,Stage44_telencephalon_rep2_FP200000239BL_E4,427,0,DEGC
CELL.428,CELL.428,3,Stage44_telencephalon_rep2_FP200000239BL_E4,428,0,DNBL1
CELL.429,CELL.429,3,Stage44_telencephalon_rep2_FP200000239BL_E4,429,2,DEGC
CELL.431,CELL.431,1,Stage44_telencephalon_rep2_FP200000239BL_E4,431,1,Immature MSN
CELL.433,CELL.433,0,Stage44_telencephalon_rep2_FP200000239BL_E4,433,2,DNBL2
CELL.434,CELL.434,0,Stage44_telencephalon_rep2_FP200000239BL_E4,434,2,DEGC
CELL.435,CELL.435,2,Stage44_telencephalon_rep2_FP200000239BL_E4,435,6,VLMC
CELL.436,CELL.436,3,Stage44_telencephalon_rep2_FP200000239BL_E4,436,0,DNBL1
CELL.437,CELL.437,0,Stage44_telencephalon_rep2_FP200000239BL_E4,437,2,DEGC
CELL.438,CELL.438,3,Stage44_telencephalon_rep2_FP200000239BL_E4,438,2,DEGC
CELL.439,CELL.439,0,Stage44_telencephalon_rep2_FP200000239BL_E4,439,2,DEGC
CELL.440,CELL.440,0,Stage44_telencephalon_rep2_FP200000239BL_E4,440,2,DEGC
CELL.441,CELL.441,1,Stage44_telencephalon_rep2_FP200000239BL_E4,441,5,Immature CMPN
CELL.442,CELL.442,1,Stage44_telencephalon_rep2_FP200000239BL_E4,442,5,Immature CMPN
CELL.443,CELL.443,2,Stage44_telencephalon_rep2_FP200000239BL_E4,443,4,CP
CELL.444,CELL.444,3,Stage44_telencephalon_rep2_FP200000239BL_E4,444,0,DNBL1
CELL.445,CELL.445,1,Stage44_telencephalon_rep2_FP200000239BL_E4,445,0,DNBL1
CELL.446,CELL.446,0,Stage44_telencephalon_rep2_FP200000239BL_E4,446,0,DEGC
CELL.447,CELL.447,3,Stage44_telencephalon_rep2_FP200000239BL_E4,447,0,DNBL1
CELL.448,CELL.448,1,Stage44_telencephalon_rep2_FP200000239BL_E4,448,5,Immature CMPN
CELL.449,CELL.449,3,Stage44_telencephalon_rep2_FP200000239BL_E4,449,2,DEGC
CELL.450,CELL.450,1,Stage44_telencephalon_rep2_FP200000239BL_E4,450,1,Immature MSN
CELL.451,CELL.451,2,Stage44_telencephalon_rep2_FP200000239BL_E4,451,4,CP
CELL.452,CELL.452,3,Stage44_telencephalon_rep2_FP200000239BL_E4,452,0,DEGC
CELL.453,CELL.453,1,Stage44_telencephalon_rep2_FP200000239BL_E4,453,5,Immature CMPN
CELL.454,CELL.454,3,Stage44_telencephalon_rep2_FP200000239BL_E4,454,0,DNBL1
CELL.455,CELL.455,0,Stage44_telencephalon_rep2_FP200000239BL_E4,455,2,DEGC
CELL.456,CELL.456,3,Stage44_telencephalon_rep2_FP200000239BL_E4,456,0,DNBL1
CELL.457,CELL.457,3,Stage44_telencephalon_rep2_FP200000239BL_E4,457,0,DEGC
CELL.458,CELL.458,0,Stage44_telencephalon_rep2_FP200000239BL_E4,458,2,DEGC
CELL.459,CELL.459,0,Stage44_telencephalon_rep2_FP200000239BL_E4,459,2,DEGC
CELL.460,CELL.460,0,Stage44_telencephalon_rep2_FP200000239BL_E4,460,2,DEGC
CELL.461,CELL.461,3,Stage44_telencephalon_rep2_FP200000239BL_E4,461,0,DNBL1
CELL.462,CELL.462,0,Stage44_telencephalon_rep2_FP200000239BL_E4,462,2,DEGC
CELL.463,CELL.463,3,Stage44_telencephalon_rep2_FP200000239BL_E4,463,2,DEGC
CELL.465,CELL.465,0,Stage44_telencephalon_rep2_FP200000239BL_E4,465,2,DEGC
CELL.466,CELL.466,3,Stage44_telencephalon_rep2_FP200000239BL_E4,466,0,DNBL1
CELL.467,CELL.467,3,Stage44_telencephalon_rep2_FP200000239BL_E4,467,0,DNBL1
CELL.468,CELL.468,2,Stage44_telencephalon_rep2_FP200000239BL_E4,468,6,VLMC
CELL.469,CELL.469,0,Stage44_telencephalon_rep2_FP200000239BL_E4,469,3,DNBL2
CELL.470,CELL.470,1,Stage44_telencephalon_rep2_FP200000239BL_E4,470,5,Immature CMPN
CELL.471,CELL.471,0,Stage44_telencephalon_rep2_FP200000239BL_E4,471,2,DEGC
CELL.472,CELL.472,3,Stage44_telencephalon_rep2_FP200000239BL_E4,472,2,DEGC
CELL.474,CELL.474,0,Stage44_telencephalon_rep2_FP200000239BL_E4,474,2,DEGC
CELL.475,CELL.475,3,Stage44_telencephalon_rep2_FP200000239BL_E4,475,0,DEGC
CELL.477,CELL.477,0,Stage44_telencephalon_rep2_FP200000239BL_E4,477,2,DEGC
CELL.478,CELL.478,3,Stage44_telencephalon_rep2_FP200000239BL_E4,478,0,DNBL1
CELL.479,CELL.479,3,Stage44_telencephalon_rep2_FP200000239BL_E4,479,0,DEGC
CELL.480,CELL.480,0,Stage44_telencephalon_rep2_FP200000239BL_E4,480,0,DEGC
CELL.481,CELL.481,3,Stage44_telencephalon_rep2_FP200000239BL_E4,481,0,DNBL1
CELL.482,CELL.482,0,Stage44_telencephalon_rep2_FP200000239BL_E4,482,2,DEGC
CELL.483,CELL.483,1,Stage44_telencephalon_rep2_FP200000239BL_E4,483,5,Immature CMPN
CELL.484,CELL.484,3,Stage44_telencephalon_rep2_FP200000239BL_E4,484,0,DNBL1
CELL.485,CELL.485,0,Stage44_telencephalon_rep2_FP200000239BL_E4,485,0,DEGC
CELL.486,CELL.486,3,Stage44_telencephalon_rep2_FP200000239BL_E4,486,0,DNBL1
CELL.487,CELL.487,0,Stage44_telencephalon_rep2_FP200000239BL_E4,487,0,DEGC
CELL.488,CELL.488,3,Stage44_telencephalon_rep2_FP200000239BL_E4,488,2,DEGC
CELL.489,CELL.489,3,Stage44_telencephalon_rep2_FP200000239BL_E4,489,0,DNBL1
CELL.490,CELL.490,1,Stage44_telencephalon_rep2_FP200000239BL_E4,490,5,Immature CMPN
CELL.492,CELL.492,0,Stage44_telencephalon_rep2_FP200000239BL_E4,492,2,DEGC
CELL.493,CELL.493,0,Stage44_telencephalon_rep2_FP200000239BL_E4,493,2,DEGC
CELL.494,CELL.494,0,Stage44_telencephalon_rep2_FP200000239BL_E4,494,2,DEGC
CELL.495,CELL.495,0,Stage44_telencephalon_rep2_FP200000239BL_E4,495,2,DEGC
CELL.496,CELL.496,1,Stage44_telencephalon_rep2_FP200000239BL_E4,496,5,Immature CMPN
CELL.497,CELL.497,1,Stage44_telencephalon_rep2_FP200000239BL_E4,497,5,Immature CMPN
CELL.498,CELL.498,2,Stage44_telencephalon_rep2_FP200000239BL_E4,498,6,VLMC
CELL.499,CELL.499,3,Stage44_telencephalon_rep2_FP200000239BL_E4,499,2,DEGC
CELL.500,CELL.500,2,Stage44_telencephalon_rep2_FP200000239BL_E4,500,4,CP
CELL.501,CELL.501,3,Stage44_telencephalon_rep2_FP200000239BL_E4,501,2,DNBL2
CELL.502,CELL.502,0,Stage44_telencephalon_rep2_FP200000239BL_E4,502,0,DEGC
CELL.503,CELL.503,3,Stage44_telencephalon_rep2_FP200000239BL_E4,503,0,DEGC
CELL.504,CELL.504,0,Stage44_telencephalon_rep2_FP200000239BL_E4,504,0,DEGC
CELL.505,CELL.505,0,Stage44_telencephalon_rep2_FP200000239BL_E4,505,2,DEGC
CELL.506,CELL.506,3,Stage44_telencephalon_rep2_FP200000239BL_E4,506,2,DEGC
CELL.507,CELL.507,1,Stage44_telencephalon_rep2_FP200000239BL_E4,507,5,Immature CMPN
CELL.508,CELL.508,0,Stage44_telencephalon_rep2_FP200000239BL_E4,508,2,DEGC
CELL.509,CELL.509,0,Stage44_telencephalon_rep2_FP200000239BL_E4,509,2,DEGC
CELL.510,CELL.510,3,Stage44_telencephalon_rep2_FP200000239BL_E4,510,0,DNBL1
CELL.512,CELL.512,3,Stage44_telencephalon_rep2_FP200000239BL_E4,512,0,DEGC
CELL.513,CELL.513,0,Stage44_telencephalon_rep2_FP200000239BL_E4,513,0,DEGC
CELL.514,CELL.514,0,Stage44_telencephalon_rep2_FP200000239BL_E4,514,0,DEGC
CELL.515,CELL.515,0,Stage44_telencephalon_rep2_FP200000239BL_E4,515,0,DEGC
CELL.516,CELL.516,0,Stage44_telencephalon_rep2_FP200000239BL_E4,516,0,DEGC
CELL.517,CELL.517,3,Stage44_telencephalon_rep2_FP200000239BL_E4,517,0,DNBL1
CELL.518,CELL.518,3,Stage44_telencephalon_rep2_FP200000239BL_E4,518,2,DEGC
CELL.519,CELL.519,1,Stage44_telencephalon_rep2_FP200000239BL_E4,519,5,Immature CMPN
CELL.520,CELL.520,1,Stage44_telencephalon_rep2_FP200000239BL_E4,520,5,Immature CMPN
CELL.522,CELL.522,2,Stage44_telencephalon_rep2_FP200000239BL_E4,522,4,CP
CELL.523,CELL.523,0,Stage44_telencephalon_rep2_FP200000239BL_E4,523,0,DEGC
CELL.524,CELL.524,2,Stage44_telencephalon_rep2_FP200000239BL_E4,524,4,CP
CELL.525,CELL.525,3,Stage44_telencephalon_rep2_FP200000239BL_E4,525,0,DEGC
CELL.526,CELL.526,1,Stage44_telencephalon_rep2_FP200000239BL_E4,526,5,Immature CMPN
CELL.527,CELL.527,1,Stage44_telencephalon_rep2_FP200000239BL_E4,527,5,Immature CMPN
CELL.528,CELL.528,4,Stage44_telencephalon_rep2_FP200000239BL_E4,528,3,DNBL2
CELL.529,CELL.529,0,Stage44_telencephalon_rep2_FP200000239BL_E4,529,2,DEGC
CELL.530,CELL.530,0,Stage44_telencephalon_rep2_FP200000239BL_E4,530,2,DEGC
CELL.531,CELL.531,0,Stage44_telencephalon_rep2_FP200000239BL_E4,531,0,DEGC
CELL.532,CELL.532,4,Stage44_telencephalon_rep2_FP200000239BL_E4,532,3,DNBL2
CELL.534,CELL.534,3,Stage44_telencephalon_rep2_FP200000239BL_E4,534,2,DEGC
CELL.535,CELL.535,0,Stage44_telencephalon_rep2_FP200000239BL_E4,535,3,DNBL2
CELL.536,CELL.536,3,Stage44_telencephalon_rep2_FP200000239BL_E4,536,0,DNBL1
CELL.537,CELL.537,3,Stage44_telencephalon_rep2_FP200000239BL_E4,537,5,Immature CMPN
CELL.538,CELL.538,0,Stage44_telencephalon_rep2_FP200000239BL_E4,538,0,DEGC
CELL.539,CELL.539,0,Stage44_telencephalon_rep2_FP200000239BL_E4,539,0,DEGC
CELL.540,CELL.540,4,Stage44_telencephalon_rep2_FP200000239BL_E4,540,4,CP
CELL.541,CELL.541,1,Stage44_telencephalon_rep2_FP200000239BL_E4,541,5,Immature CMPN
CELL.542,CELL.542,2,Stage44_telencephalon_rep2_FP200000239BL_E4,542,4,CP
CELL.543,CELL.543,0,Stage44_telencephalon_rep2_FP200000239BL_E4,543,2,DEGC
CELL.544,CELL.544,2,Stage44_telencephalon_rep2_FP200000239BL_E4,544,4,CP
CELL.545,CELL.545,2,Stage44_telencephalon_rep2_FP200000239BL_E4,545,4,CP
CELL.546,CELL.546,4,Stage44_telencephalon_rep2_FP200000239BL_E4,546,0,DNBL1
CELL.547,CELL.547,0,Stage44_telencephalon_rep2_FP200000239BL_E4,547,0,DEGC
CELL.548,CELL.548,0,Stage44_telencephalon_rep2_FP200000239BL_E4,548,2,DEGC
CELL.549,CELL.549,0,Stage44_telencephalon_rep2_FP200000239BL_E4,549,2,DEGC
CELL.550,CELL.550,3,Stage44_telencephalon_rep2_FP200000239BL_E4,550,5,Immature CMPN
CELL.551,CELL.551,1,Stage44_telencephalon_rep2_FP200000239BL_E4,551,5,Immature CMPN
CELL.552,CELL.552,0,Stage44_telencephalon_rep2_FP200000239BL_E4,552,0,DEGC
CELL.553,CELL.553,3,Stage44_telencephalon_rep2_FP200000239BL_E4,553,0,DNBL1
CELL.554,CELL.554,3,Stage44_telencephalon_rep2_FP200000239BL_E4,554,2,DNBL1
CELL.555,CELL.555,3,Stage44_telencephalon_rep2_FP200000239BL_E4,555,0,DEGC
CELL.556,CELL.556,0,Stage44_telencephalon_rep2_FP200000239BL_E4,556,0,DEGC
CELL.557,CELL.557,1,Stage44_telencephalon_rep2_FP200000239BL_E4,557,5,Immature CMPN
CELL.558,CELL.558,4,Stage44_telencephalon_rep2_FP200000239BL_E4,558,3,DNBL2
CELL.559,CELL.559,0,Stage44_telencephalon_rep2_FP200000239BL_E4,559,0,DEGC
CELL.560,CELL.560,3,Stage44_telencephalon_rep2_FP200000239BL_E4,560,0,DEGC
CELL.561,CELL.561,0,Stage44_telencephalon_rep2_FP200000239BL_E4,561,3,DNBL2
CELL.562,CELL.562,3,Stage44_telencephalon_rep2_FP200000239BL_E4,562,0,DEGC
CELL.563,CELL.563,4,Stage44_telencephalon_rep2_FP200000239BL_E4,563,3,DNBL2
CELL.564,CELL.564,0,Stage44_telencephalon_rep2_FP200000239BL_E4,564,0,DEGC
CELL.565,CELL.565,2,Stage44_telencephalon_rep2_FP200000239BL_E4,565,4,CP
CELL.566,CELL.566,4,Stage44_telencephalon_rep2_FP200000239BL_E4,566,3,DNBL2
CELL.567,CELL.567,0,Stage44_telencephalon_rep2_FP200000239BL_E4,567,0,DEGC
CELL.568,CELL.568,1,Stage44_telencephalon_rep2_FP200000239BL_E4,568,5,Immature CMPN
CELL.569,CELL.569,2,Stage44_telencephalon_rep2_FP200000239BL_E4,569,7,DNBL3
CELL.570,CELL.570,4,Stage44_telencephalon_rep2_FP200000239BL_E4,570,7,DNBL3
CELL.571,CELL.571,0,Stage44_telencephalon_rep2_FP200000239BL_E4,571,0,DEGC
CELL.572,CELL.572,2,Stage44_telencephalon_rep2_FP200000239BL_E4,572,0,DNBL1
CELL.573,CELL.573,4,Stage44_telencephalon_rep2_FP200000239BL_E4,573,5,Immature CMPN
CELL.574,CELL.574,3,Stage44_telencephalon_rep2_FP200000239BL_E4,574,2,DEGC
CELL.575,CELL.575,0,Stage44_telencephalon_rep2_FP200000239BL_E4,575,0,DEGC
CELL.576,CELL.576,0,Stage44_telencephalon_rep2_FP200000239BL_E4,576,0,DEGC
CELL.577,CELL.577,0,Stage44_telencephalon_rep2_FP200000239BL_E4,577,0,DEGC
CELL.578,CELL.578,1,Stage44_telencephalon_rep2_FP200000239BL_E4,578,5,Immature CMPN
CELL.580,CELL.580,0,Stage44_telencephalon_rep2_FP200000239BL_E4,580,0,DEGC
CELL.581,CELL.581,0,Stage44_telencephalon_rep2_FP200000239BL_E4,581,2,DEGC
CELL.582,CELL.582,3,Stage44_telencephalon_rep2_FP200000239BL_E4,582,0,DEGC
CELL.583,CELL.583,0,Stage44_telencephalon_rep2_FP200000239BL_E4,583,0,DEGC
CELL.584,CELL.584,3,Stage44_telencephalon_rep2_FP200000239BL_E4,584,0,DNBL1
CELL.585,CELL.585,0,Stage44_telencephalon_rep2_FP200000239BL_E4,585,0,DEGC
CELL.586,CELL.586,1,Stage44_telencephalon_rep2_FP200000239BL_E4,586,5,Immature CMPN
CELL.587,CELL.587,0,Stage44_telencephalon_rep2_FP200000239BL_E4,587,2,DEGC
CELL.588,CELL.588,0,Stage44_telencephalon_rep2_FP200000239BL_E4,588,0,DEGC
CELL.589,CELL.589,1,Stage44_telencephalon_rep2_FP200000239BL_E4,589,5,Immature CMPN
CELL.591,CELL.591,3,Stage44_telencephalon_rep2_FP200000239BL_E4,591,0,DEGC
CELL.593,CELL.593,4,Stage44_telencephalon_rep2_FP200000239BL_E4,593,3,DNBL2
CELL.594,CELL.594,4,Stage44_telencephalon_rep2_FP200000239BL_E4,594,3,DNBL2
CELL.595,CELL.595,4,Stage44_telencephalon_rep2_FP200000239BL_E4,595,3,DNBL2
CELL.596,CELL.596,0,Stage44_telencephalon_rep2_FP200000239BL_E4,596,2,DEGC
CELL.597,CELL.597,4,Stage44_telencephalon_rep2_FP200000239BL_E4,597,3,DNBL2
CELL.598,CELL.598,0,Stage44_telencephalon_rep2_FP200000239BL_E4,598,2,DEGC
CELL.599,CELL.599,0,Stage44_telencephalon_rep2_FP200000239BL_E4,599,0,DEGC
CELL.600,CELL.600,0,Stage44_telencephalon_rep2_FP200000239BL_E4,600,0,DEGC
CELL.601,CELL.601,0,Stage44_telencephalon_rep2_FP200000239BL_E4,601,2,DEGC
CELL.602,CELL.602,3,Stage44_telencephalon_rep2_FP200000239BL_E4,602,0,DEGC
CELL.603,CELL.603,1,Stage44_telencephalon_rep2_FP200000239BL_E4,603,5,Immature CMPN
CELL.604,CELL.604,5,Stage44_telencephalon_rep2_FP200000239BL_E4,604,7,DNBL3
CELL.605,CELL.605,5,Stage44_telencephalon_rep2_FP200000239BL_E4,605,7,DNBL3
CELL.606,CELL.606,3,Stage44_telencephalon_rep2_FP200000239BL_E4,606,0,DEGC
CELL.607,CELL.607,2,Stage44_telencephalon_rep2_FP200000239BL_E4,607,6,VLMC
CELL.608,CELL.608,0,Stage44_telencephalon_rep2_FP200000239BL_E4,608,2,DEGC
CELL.609,CELL.609,0,Stage44_telencephalon_rep2_FP200000239BL_E4,609,0,DEGC
CELL.610,CELL.610,0,Stage44_telencephalon_rep2_FP200000239BL_E4,610,0,DEGC
CELL.611,CELL.611,0,Stage44_telencephalon_rep2_FP200000239BL_E4,611,2,DEGC
CELL.612,CELL.612,2,Stage44_telencephalon_rep2_FP200000239BL_E4,612,6,VLMC
CELL.613,CELL.613,2,Stage44_telencephalon_rep2_FP200000239BL_E4,613,4,CP
CELL.614,CELL.614,0,Stage44_telencephalon_rep2_FP200000239BL_E4,614,0,DEGC
CELL.615,CELL.615,3,Stage44_telencephalon_rep2_FP200000239BL_E4,615,5,Immature CMPN
CELL.616,CELL.616,0,Stage44_telencephalon_rep2_FP200000239BL_E4,616,0,DEGC
CELL.617,CELL.617,1,Stage44_telencephalon_rep2_FP200000239BL_E4,617,5,Immature CMPN
CELL.618,CELL.618,2,Stage44_telencephalon_rep2_FP200000239BL_E4,618,5,Immature CMPN
CELL.619,CELL.619,4,Stage44_telencephalon_rep2_FP200000239BL_E4,619,3,DNBL2
CELL.620,CELL.620,0,Stage44_telencephalon_rep2_FP200000239BL_E4,620,2,DEGC
CELL.621,CELL.621,0,Stage44_telencephalon_rep2_FP200000239BL_E4,621,2,DEGC
CELL.622,CELL.622,1,Stage44_telencephalon_rep2_FP200000239BL_E4,622,1,Immature CMPN
CELL.623,CELL.623,1,Stage44_telencephalon_rep2_FP200000239BL_E4,623,5,Immature CMPN
CELL.624,CELL.624,0,Stage44_telencephalon_rep2_FP200000239BL_E4,624,0,DEGC
CELL.625,CELL.625,0,Stage44_telencephalon_rep2_FP200000239BL_E4,625,0,DEGC
CELL.626,CELL.626,1,Stage44_telencephalon_rep2_FP200000239BL_E4,626,5,Immature CMPN
CELL.628,CELL.628,4,Stage44_telencephalon_rep2_FP200000239BL_E4,628,3,DNBL2
CELL.629,CELL.629,0,Stage44_telencephalon_rep2_FP200000239BL_E4,629,0,DEGC
CELL.630,CELL.630,5,Stage44_telencephalon_rep2_FP200000239BL_E4,630,7,DNBL3
CELL.631,CELL.631,0,Stage44_telencephalon_rep2_FP200000239BL_E4,631,2,DEGC
CELL.632,CELL.632,0,Stage44_telencephalon_rep2_FP200000239BL_E4,632,0,DEGC
CELL.633,CELL.633,0,Stage44_telencephalon_rep2_FP200000239BL_E4,633,2,DEGC
CELL.634,CELL.634,1,Stage44_telencephalon_rep2_FP200000239BL_E4,634,5,Immature CMPN
CELL.635,CELL.635,2,Stage44_telencephalon_rep2_FP200000239BL_E4,635,5,Immature CMPN
CELL.636,CELL.636,3,Stage44_telencephalon_rep2_FP200000239BL_E4,636,2,DEGC
CELL.637,CELL.637,4,Stage44_telencephalon_rep2_FP200000239BL_E4,637,3,DNBL2
CELL.638,CELL.638,3,Stage44_telencephalon_rep2_FP200000239BL_E4,638,0,DNBL1
CELL.639,CELL.639,5,Stage44_telencephalon_rep2_FP200000239BL_E4,639,7,DNBL3
CELL.640,CELL.640,4,Stage44_telencephalon_rep2_FP200000239BL_E4,640,3,DNBL2
CELL.641,CELL.641,0,Stage44_telencephalon_rep2_FP200000239BL_E4,641,2,DEGC
CELL.642,CELL.642,1,Stage44_telencephalon_rep2_FP200000239BL_E4,642,5,Immature CMPN
CELL.643,CELL.643,4,Stage44_telencephalon_rep2_FP200000239BL_E4,643,3,DNBL2
CELL.644,CELL.644,0,Stage44_telencephalon_rep2_FP200000239BL_E4,644,2,DEGC
CELL.645,CELL.645,0,Stage44_telencephalon_rep2_FP200000239BL_E4,645,0,DEGC
CELL.647,CELL.647,0,Stage44_telencephalon_rep2_FP200000239BL_E4,647,0,DEGC
CELL.648,CELL.648,0,Stage44_telencephalon_rep2_FP200000239BL_E4,648,0,DEGC
CELL.649,CELL.649,5,Stage44_telencephalon_rep2_FP200000239BL_E4,649,7,DNBL3
CELL.650,CELL.650,0,Stage44_telencephalon_rep2_FP200000239BL_E4,650,2,DEGC
CELL.651,CELL.651,0,Stage44_telencephalon_rep2_FP200000239BL_E4,651,0,DEGC
CELL.652,CELL.652,3,Stage44_telencephalon_rep2_FP200000239BL_E4,652,0,DNBL1
CELL.654,CELL.654,5,Stage44_telencephalon_rep2_FP200000239BL_E4,654,7,DNBL3
CELL.655,CELL.655,0,Stage44_telencephalon_rep2_FP200000239BL_E4,655,0,DEGC
CELL.656,CELL.656,0,Stage44_telencephalon_rep2_FP200000239BL_E4,656,0,DEGC
CELL.657,CELL.657,3,Stage44_telencephalon_rep2_FP200000239BL_E4,657,0,DNBL1
CELL.658,CELL.658,0,Stage44_telencephalon_rep2_FP200000239BL_E4,658,2,DEGC
CELL.659,CELL.659,0,Stage44_telencephalon_rep2_FP200000239BL_E4,659,0,DEGC
CELL.660,CELL.660,0,Stage44_telencephalon_rep2_FP200000239BL_E4,660,2,DEGC
CELL.661,CELL.661,0,Stage44_telencephalon_rep2_FP200000239BL_E4,661,0,DEGC
CELL.662,CELL.662,0,Stage44_telencephalon_rep2_FP200000239BL_E4,662,0,DEGC
CELL.663,CELL.663,3,Stage44_telencephalon_rep2_FP200000239BL_E4,663,0,DNBL1
CELL.664,CELL.664,0,Stage44_telencephalon_rep2_FP200000239BL_E4,664,2,DEGC
CELL.665,CELL.665,0,Stage44_telencephalon_rep2_FP200000239BL_E4,665,2,DEGC
CELL.666,CELL.666,0,Stage44_telencephalon_rep2_FP200000239BL_E4,666,0,DEGC
CELL.667,CELL.667,0,Stage44_telencephalon_rep2_FP200000239BL_E4,667,0,DEGC
CELL.668,CELL.668,1,Stage44_telencephalon_rep2_FP200000239BL_E4,668,5,Immature CMPN
CELL.669,CELL.669,0,Stage44_telencephalon_rep2_FP200000239BL_E4,669,2,DEGC
CELL.670,CELL.670,0,Stage44_telencephalon_rep2_FP200000239BL_E4,670,2,DEGC
CELL.671,CELL.671,0,Stage44_telencephalon_rep2_FP200000239BL_E4,671,0,DNBL1
CELL.672,CELL.672,5,Stage44_telencephalon_rep2_FP200000239BL_E4,672,7,DNBL3
CELL.673,CELL.673,4,Stage44_telencephalon_rep2_FP200000239BL_E4,673,3,DNBL2
