,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Annotation_0305
CELL.759,CELL.759,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,759,1,Immature MSN
CELL.760,CELL.760,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,760,1,Immature MSN
CELL.761,CELL.761,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,761,1,Immature MSN
CELL.762,CELL.762,10,Stage54_telencephalon_rep2_DP8400015649BRD6_2,762,13,CP
CELL.763,CELL.763,10,Stage54_telencephalon_rep2_DP8400015649BRD6_2,763,13,CP
CELL.764,CELL.764,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,764,12,DNBL2
CELL.765,CELL.765,10,Stage54_telencephalon_rep2_DP8400015649BRD6_2,765,13,CP
CELL.766,CELL.766,10,Stage54_telencephalon_rep2_DP8400015649BRD6_2,766,13,CP
CELL.768,CELL.768,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,768,5,CP
CELL.769,CELL.769,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,769,11,Immature MPEX
CELL.770,CELL.770,10,Stage54_telencephalon_rep2_DP8400015649BRD6_2,770,13,CP
CELL.771,CELL.771,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,771,0,Immature CCKIN
CELL.772,CELL.772,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,772,3,DNBL1
CELL.773,CELL.773,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,773,3,DNBL1
CELL.774,CELL.774,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,774,0,VLMC
CELL.775,CELL.775,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,775,1,Immature MSN
CELL.777,CELL.777,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,777,3,DNBL1
CELL.778,CELL.778,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,778,6,DNBL2
CELL.779,CELL.779,10,Stage54_telencephalon_rep2_DP8400015649BRD6_2,779,13,CP
CELL.780,CELL.780,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,780,1,Immature MSN
CELL.781,CELL.781,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,781,11,Immature MPEX
CELL.782,CELL.782,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,782,11,Immature MPEX
CELL.783,CELL.783,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,783,0,Immature CCKIN
CELL.784,CELL.784,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,784,11,Immature MPEX
CELL.785,CELL.785,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,785,8,Immature CCKIN
CELL.786,CELL.786,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,786,1,Immature MSN
CELL.787,CELL.787,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,787,3,DNBL1
CELL.788,CELL.788,10,Stage54_telencephalon_rep2_DP8400015649BRD6_2,788,13,CP
CELL.789,CELL.789,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,789,11,Immature MPEX
CELL.790,CELL.790,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,790,0,VLMC
CELL.791,CELL.791,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,791,0,VLMC
CELL.792,CELL.792,10,Stage54_telencephalon_rep2_DP8400015649BRD6_2,792,13,CP
CELL.793,CELL.793,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,793,8,Immature CCKIN
CELL.794,CELL.794,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,794,11,Immature MPEX
CELL.795,CELL.795,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,795,12,WNTEGC
CELL.796,CELL.796,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,796,3,SFRPEGC
CELL.797,CELL.797,10,Stage54_telencephalon_rep2_DP8400015649BRD6_2,797,13,CP
CELL.798,CELL.798,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,798,13,CP
CELL.799,CELL.799,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,799,1,Immature MSN
CELL.800,CELL.800,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,800,11,Immature MPEX
CELL.801,CELL.801,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,801,1,Immature MSN
CELL.802,CELL.802,10,Stage54_telencephalon_rep2_DP8400015649BRD6_2,802,13,CP
CELL.803,CELL.803,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,803,5,CP
CELL.805,CELL.805,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,805,3,DNBL1
CELL.806,CELL.806,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,806,1,DNBL1
CELL.807,CELL.807,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,807,5,CP
CELL.808,CELL.808,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,808,1,Immature MSN
CELL.809,CELL.809,10,Stage54_telencephalon_rep2_DP8400015649BRD6_2,809,13,CP
CELL.810,CELL.810,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,810,12,DNBL2
CELL.812,CELL.812,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,812,3,DNBL1
CELL.813,CELL.813,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,813,1,Immature MSN
CELL.814,CELL.814,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,814,0,VLMC
CELL.815,CELL.815,10,Stage54_telencephalon_rep2_DP8400015649BRD6_2,815,13,CP
CELL.816,CELL.816,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,816,0,VLMC
CELL.817,CELL.817,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,817,1,Immature MSN
CELL.818,CELL.818,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,818,0,Immature CCKIN
CELL.819,CELL.819,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,819,11,Immature MPEX
CELL.820,CELL.820,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,820,5,CP
CELL.821,CELL.821,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,821,3,DNBL1
CELL.822,CELL.822,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,822,11,Immature MPEX
CELL.823,CELL.823,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,823,2,DEGC
CELL.824,CELL.824,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,824,0,VLMC
CELL.825,CELL.825,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,825,0,VLMC
CELL.826,CELL.826,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,826,11,Immature MPEX
CELL.827,CELL.827,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,827,6,DNBL2
CELL.828,CELL.828,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,828,5,CP
CELL.829,CELL.829,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,829,11,Immature MPEX
CELL.830,CELL.830,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,830,11,Immature MPEX
CELL.831,CELL.831,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,831,0,VLMC
CELL.832,CELL.832,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,832,11,Immature MPEX
CELL.833,CELL.833,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,833,11,Immature MPEX
CELL.834,CELL.834,10,Stage54_telencephalon_rep2_DP8400015649BRD6_2,834,13,CP
CELL.835,CELL.835,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,835,1,Immature MSN
CELL.836,CELL.836,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,836,1,Immature MSN
CELL.837,CELL.837,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,837,1,Immature MSN
CELL.838,CELL.838,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,838,12,WNTEGC
CELL.839,CELL.839,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,839,1,Immature MSN
CELL.840,CELL.840,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,840,8,Immature CCKIN
CELL.841,CELL.841,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,841,0,VLMC
CELL.842,CELL.842,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,842,3,DNBL1
CELL.844,CELL.844,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,844,3,DNBL1
CELL.845,CELL.845,10,Stage54_telencephalon_rep2_DP8400015649BRD6_2,845,13,CP
CELL.846,CELL.846,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,846,12,DNBL2
CELL.847,CELL.847,10,Stage54_telencephalon_rep2_DP8400015649BRD6_2,847,13,CP
CELL.848,CELL.848,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,848,3,DNBL1
CELL.849,CELL.849,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,849,11,Immature MPEX
CELL.850,CELL.850,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,850,11,Immature MPEX
CELL.851,CELL.851,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,851,1,Immature MSN
CELL.852,CELL.852,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,852,0,VLMC
CELL.853,CELL.853,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,853,0,VLMC
CELL.854,CELL.854,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,854,12,WNTEGC
CELL.855,CELL.855,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,855,12,WNTEGC
CELL.856,CELL.856,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,856,0,VLMC
CELL.857,CELL.857,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,857,11,Immature MPEX
CELL.858,CELL.858,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,858,1,Immature MSN
CELL.859,CELL.859,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,859,11,Immature MPEX
CELL.860,CELL.860,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,860,3,DNBL1
CELL.861,CELL.861,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,861,1,Immature MSN
CELL.862,CELL.862,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,862,2,DEGC
CELL.863,CELL.863,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,863,11,Immature MPEX
CELL.864,CELL.864,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,864,5,CP
CELL.865,CELL.865,10,Stage54_telencephalon_rep2_DP8400015649BRD6_2,865,13,CP
CELL.866,CELL.866,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,866,5,CP
CELL.867,CELL.867,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,867,5,CP
CELL.868,CELL.868,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,868,1,Immature MSN
CELL.869,CELL.869,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,869,0,VLMC
CELL.870,CELL.870,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,870,0,VLMC
CELL.871,CELL.871,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,871,0,VLMC
CELL.872,CELL.872,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,872,5,CP
CELL.873,CELL.873,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,873,11,Immature MPEX
CELL.874,CELL.874,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,874,11,Immature MPEX
CELL.875,CELL.875,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,875,2,DEGC
CELL.876,CELL.876,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,876,2,DEGC
CELL.877,CELL.877,10,Stage54_telencephalon_rep2_DP8400015649BRD6_2,877,13,CP
CELL.878,CELL.878,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,878,11,Immature MPEX
CELL.879,CELL.879,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,879,3,DNBL1
CELL.880,CELL.880,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,880,3,DNBL1
CELL.881,CELL.881,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,881,8,Immature CCKIN
CELL.882,CELL.882,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,882,2,DEGC
CELL.883,CELL.883,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,883,0,VLMC
CELL.884,CELL.884,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,884,5,CP
CELL.885,CELL.885,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,885,11,Immature MPEX
CELL.886,CELL.886,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,886,2,DEGC
CELL.887,CELL.887,10,Stage54_telencephalon_rep2_DP8400015649BRD6_2,887,13,CP
CELL.888,CELL.888,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,888,1,Immature MSN
CELL.889,CELL.889,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,889,11,Immature MPEX
CELL.890,CELL.890,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,890,11,Immature MPEX
CELL.891,CELL.891,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,891,3,DNBL1
CELL.892,CELL.892,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,892,0,VLMC
CELL.893,CELL.893,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,893,0,VLMC
CELL.894,CELL.894,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,894,11,Immature MPEX
CELL.895,CELL.895,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,895,5,CP
CELL.896,CELL.896,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,896,8,Immature CCKIN
CELL.897,CELL.897,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,897,11,Immature MPEX
CELL.899,CELL.899,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,899,3,DNBL1
CELL.900,CELL.900,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,900,2,DEGC
CELL.901,CELL.901,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,901,1,Immature MSN
CELL.902,CELL.902,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,902,1,Immature MSN
CELL.903,CELL.903,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,903,1,Immature MSN
CELL.904,CELL.904,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,904,11,Immature MPEX
CELL.905,CELL.905,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,905,11,Immature MPEX
CELL.906,CELL.906,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,906,1,Immature MSN
CELL.907,CELL.907,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,907,0,VLMC
CELL.908,CELL.908,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,908,6,Immature DPEX
CELL.909,CELL.909,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,909,6,Immature DPEX
CELL.910,CELL.910,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,910,11,Immature MPEX
CELL.911,CELL.911,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,911,8,Immature CCKIN
CELL.912,CELL.912,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,912,11,Immature MPEX
CELL.913,CELL.913,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,913,12,DNBL2
CELL.914,CELL.914,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,914,3,DNBL1
CELL.915,CELL.915,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,915,1,Immature MSN
CELL.916,CELL.916,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,916,9,DEGC
CELL.917,CELL.917,10,Stage54_telencephalon_rep2_DP8400015649BRD6_2,917,13,CP
CELL.918,CELL.918,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,918,12,WNTEGC
CELL.919,CELL.919,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,919,0,VLMC
CELL.920,CELL.920,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,920,6,Immature DPEX
CELL.921,CELL.921,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,921,0,VLMC
CELL.922,CELL.922,10,Stage54_telencephalon_rep2_DP8400015649BRD6_2,922,13,CP
CELL.923,CELL.923,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,923,1,Immature MSN
CELL.924,CELL.924,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,924,6,Immature DPEX
CELL.925,CELL.925,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,925,11,Immature MPEX
CELL.926,CELL.926,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,926,11,Immature MPEX
CELL.927,CELL.927,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,927,11,Immature MPEX
CELL.928,CELL.928,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,928,11,Immature MPEX
CELL.929,CELL.929,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,929,1,Immature MSN
CELL.930,CELL.930,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,930,6,Immature DPEX
CELL.931,CELL.931,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,931,1,Immature MSN
CELL.933,CELL.933,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,933,3,DNBL1
CELL.934,CELL.934,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,934,11,Immature MPEX
CELL.935,CELL.935,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,935,0,VLMC
CELL.936,CELL.936,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,936,5,CP
CELL.937,CELL.937,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,937,11,Immature MPEX
CELL.938,CELL.938,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,938,11,Immature MPEX
CELL.939,CELL.939,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,939,9,DNBL4
CELL.940,CELL.940,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,940,5,CP
CELL.941,CELL.941,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,941,1,Immature MSN
CELL.942,CELL.942,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,942,8,Immature CCKIN
CELL.943,CELL.943,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,943,6,Immature DPEX
CELL.944,CELL.944,10,Stage54_telencephalon_rep2_DP8400015649BRD6_2,944,0,VLMC
CELL.945,CELL.945,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,945,11,Immature MPEX
CELL.946,CELL.946,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,946,2,DEGC
CELL.947,CELL.947,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,947,3,DNBL1
CELL.948,CELL.948,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,948,11,Immature MPEX
CELL.949,CELL.949,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,949,3,DNBL1
CELL.950,CELL.950,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,950,12,DNBL2
CELL.951,CELL.951,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,951,3,DNBL1
CELL.952,CELL.952,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,952,0,VLMC
CELL.953,CELL.953,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,953,11,Immature MPEX
CELL.954,CELL.954,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,954,12,WNTEGC
CELL.955,CELL.955,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,955,0,VLMC
CELL.956,CELL.956,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,956,11,Immature MPEX
CELL.957,CELL.957,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,957,1,Immature MSN
CELL.958,CELL.958,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,958,6,Immature DPEX
CELL.959,CELL.959,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,959,11,Immature MPEX
CELL.960,CELL.960,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,960,0,VLMC
CELL.961,CELL.961,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,961,6,DNBL2
CELL.962,CELL.962,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,962,5,CP
CELL.963,CELL.963,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,963,0,VLMC
CELL.964,CELL.964,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,964,1,Immature MSN
CELL.965,CELL.965,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,965,1,Immature MSN
CELL.966,CELL.966,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,966,0,VLMC
CELL.967,CELL.967,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,967,5,CP
CELL.968,CELL.968,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,968,5,CP
CELL.970,CELL.970,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,970,6,Immature DPEX
CELL.971,CELL.971,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,971,6,Immature DPEX
CELL.972,CELL.972,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,972,11,Immature MPEX
CELL.973,CELL.973,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,973,1,Immature MSN
CELL.974,CELL.974,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,974,0,VLMC
CELL.975,CELL.975,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,975,3,DNBL1
CELL.976,CELL.976,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,976,11,Immature MPEX
CELL.977,CELL.977,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,977,0,VLMC
CELL.978,CELL.978,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,978,6,Immature DPEX
CELL.979,CELL.979,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,979,11,Immature MPEX
CELL.980,CELL.980,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,980,11,Immature MPEX
CELL.981,CELL.981,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,981,2,DEGC
CELL.982,CELL.982,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,982,3,DNBL1
CELL.983,CELL.983,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,983,5,CP
CELL.984,CELL.984,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,984,3,DNBL1
CELL.985,CELL.985,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,985,11,Immature MPEX
CELL.986,CELL.986,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,986,1,Immature MSN
CELL.987,CELL.987,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,987,8,Immature CCKIN
CELL.988,CELL.988,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,988,5,CP
CELL.989,CELL.989,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,989,2,DEGC
CELL.990,CELL.990,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,990,0,VLMC
CELL.991,CELL.991,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,991,2,DEGC
CELL.992,CELL.992,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,992,0,VLMC
CELL.993,CELL.993,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,993,0,VLMC
CELL.994,CELL.994,3,Stage54_telencephalon_rep2_DP8400015649BRD6_2,994,12,WNTEGC
CELL.995,CELL.995,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,995,11,Immature MPEX
CELL.996,CELL.996,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,996,3,DNBL1
CELL.997,CELL.997,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,997,3,DNBL1
CELL.998,CELL.998,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,998,6,Immature DPEX
CELL.999,CELL.999,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,999,3,DNBL1
CELL.1000,CELL.1000,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1000,0,VLMC
CELL.1001,CELL.1001,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1001,6,Immature DPEX
CELL.1002,CELL.1002,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1002,1,Immature MSN
CELL.1003,CELL.1003,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1003,6,Immature DPEX
CELL.1004,CELL.1004,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1004,11,Immature MPEX
CELL.1005,CELL.1005,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1005,11,Immature MPEX
CELL.1006,CELL.1006,0,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1006,1,Immature MSN
CELL.1007,CELL.1007,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1007,6,Immature DPEX
CELL.1008,CELL.1008,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1008,5,CP
CELL.1009,CELL.1009,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1009,6,DNBL2
CELL.1010,CELL.1010,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1010,2,DEGC
CELL.1012,CELL.1012,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1012,0,VLMC
CELL.1013,CELL.1013,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1013,5,CP
CELL.1014,CELL.1014,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1014,0,VLMC
CELL.1015,CELL.1015,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1015,11,Immature MPEX
CELL.1016,CELL.1016,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1016,0,VLMC
CELL.1017,CELL.1017,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1017,11,Immature MPEX
CELL.1018,CELL.1018,7,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1018,3,DNBL1
CELL.1019,CELL.1019,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1019,11,Immature MPEX
CELL.1020,CELL.1020,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1020,0,VLMC
CELL.1021,CELL.1021,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1021,0,VLMC
CELL.1022,CELL.1022,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1022,6,Immature DPEX
CELL.1023,CELL.1023,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1023,11,Immature MPEX
CELL.1024,CELL.1024,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1024,2,DEGC
CELL.1025,CELL.1025,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1025,3,DNBL1
CELL.1026,CELL.1026,5,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1026,5,CP
CELL.1027,CELL.1027,1,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1027,2,DEGC
CELL.1028,CELL.1028,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1028,0,VLMC
CELL.1029,CELL.1029,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1029,6,Immature DPEX
CELL.1030,CELL.1030,2,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1030,0,VLMC
CELL.1031,CELL.1031,8,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1031,11,Immature MPEX
CELL.1032,CELL.1032,9,Stage54_telencephalon_rep2_DP8400015649BRD6_2,1032,6,Immature DPEX
