,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Celltype,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.692,CELL.692,5,Injury_15DPI_rep4_FP200000266TR_E4,692,0,CMPN,inj,V,CMPN,CMPN
CELL.693,CELL.693,1,Injury_15DPI_rep4_FP200000266TR_E4,693,11,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.694,CELL.694,4,Injury_15DPI_rep4_FP200000266TR_E4,694,11,CP,uninj,V,NTNG1EX,NTNG1EX
CELL.695,CELL.695,1,Injury_15DPI_rep4_FP200000266TR_E4,695,0,CMPN,inj,V,CMPN,CMPN
CELL.696,CELL.696,3,Injury_15DPI_rep4_FP200000266TR_E4,696,10,BKC,inj,V,CCKIN,CCKIN
CELL.697,CELL.697,3,Injury_15DPI_rep4_FP200000266TR_E4,697,10,BKC,inj,V,CCKIN,CCKIN
CELL.698,CELL.698,3,Injury_15DPI_rep4_FP200000266TR_E4,698,10,BKC,inj,V,CCKIN,CCKIN
CELL.699,CELL.699,2,Injury_15DPI_rep4_FP200000266TR_E4,699,2,StriatumIN,inj,V,MSN,MSN
CELL.700,CELL.700,5,Injury_15DPI_rep4_FP200000266TR_E4,700,0,CMPN,inj,V,CMPN,CMPN
CELL.701,CELL.701,1,Injury_15DPI_rep4_FP200000266TR_E4,701,0,CMPN,inj,V,CMPN,CMPN
CELL.704,CELL.704,5,Injury_15DPI_rep4_FP200000266TR_E4,704,0,CMPN,inj,V,CMPN,CMPN
CELL.705,CELL.705,1,Injury_15DPI_rep4_FP200000266TR_E4,705,0,CMPN,inj,V,CMPN,CMPN
CELL.706,CELL.706,1,Injury_15DPI_rep4_FP200000266TR_E4,706,11,CP,inj,V,NTNG1EX,NTNG1EX
CELL.707,CELL.707,1,Injury_15DPI_rep4_FP200000266TR_E4,707,0,CMPN,inj,V,CMPN,CMPN
CELL.708,CELL.708,5,Injury_15DPI_rep4_FP200000266TR_E4,708,0,CMPN,inj,V,CMPN,CMPN
CELL.709,CELL.709,5,Injury_15DPI_rep4_FP200000266TR_E4,709,0,CMPN,inj,V,CMPN,CMPN
CELL.710,CELL.710,3,Injury_15DPI_rep4_FP200000266TR_E4,710,10,BKC,inj,V,CCKIN,CCKIN
CELL.711,CELL.711,3,Injury_15DPI_rep4_FP200000266TR_E4,711,2,StriatumIN,inj,V,MSN,MSN
CELL.712,CELL.712,3,Injury_15DPI_rep4_FP200000266TR_E4,712,2,StriatumIN,inj,V,MSN,MSN
CELL.713,CELL.713,5,Injury_15DPI_rep4_FP200000266TR_E4,713,0,CMPN,inj,V,CMPN,CMPN
CELL.714,CELL.714,1,Injury_15DPI_rep4_FP200000266TR_E4,714,0,CMPN,inj,V,CMPN,CMPN
CELL.715,CELL.715,5,Injury_15DPI_rep4_FP200000266TR_E4,715,0,CCND1RGC,inj,V,CMPN,CMPN
CELL.716,CELL.716,5,Injury_15DPI_rep4_FP200000266TR_E4,716,0,CMPN,inj,V,CMPN,CMPN
CELL.717,CELL.717,1,Injury_15DPI_rep4_FP200000266TR_E4,717,0,CMPN,inj,V,CMPN,CMPN
CELL.718,CELL.718,4,Injury_15DPI_rep4_FP200000266TR_E4,718,14,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.719,CELL.719,4,Injury_15DPI_rep4_FP200000266TR_E4,719,15,VLMC,uninj,V,VLMC,VLMC
CELL.720,CELL.720,3,Injury_15DPI_rep4_FP200000266TR_E4,720,10,BKC,inj,V,CCKIN,CCKIN
CELL.721,CELL.721,1,Injury_15DPI_rep4_FP200000266TR_E4,721,0,CMPN,inj,V,CMPN,CMPN
CELL.722,CELL.722,1,Injury_15DPI_rep4_FP200000266TR_E4,722,0,CMPN,inj,V,CMPN,CMPN
CELL.723,CELL.723,4,Injury_15DPI_rep4_FP200000266TR_E4,723,6,CP,inj,V,CP,CP
CELL.724,CELL.724,5,Injury_15DPI_rep4_FP200000266TR_E4,724,0,CMPN,inj,V,CMPN,CMPN
CELL.725,CELL.725,5,Injury_15DPI_rep4_FP200000266TR_E4,725,0,CMPN,inj,V,CMPN,CMPN
CELL.726,CELL.726,5,Injury_15DPI_rep4_FP200000266TR_E4,726,0,CMPN,inj,V,CMPN,CMPN
CELL.727,CELL.727,1,Injury_15DPI_rep4_FP200000266TR_E4,727,4,CP,inj,V,VLMC,VLMC
CELL.729,CELL.729,5,Injury_15DPI_rep4_FP200000266TR_E4,729,0,CMPN,inj,V,CMPN,CMPN
CELL.730,CELL.730,3,Injury_15DPI_rep4_FP200000266TR_E4,730,2,StriatumIN,inj,V,MSN,MSN
CELL.731,CELL.731,5,Injury_15DPI_rep4_FP200000266TR_E4,731,0,CMPN,inj,V,CMPN,CMPN
CELL.732,CELL.732,1,Injury_15DPI_rep4_FP200000266TR_E4,732,0,CMPN,inj,V,CMPN,CMPN
CELL.733,CELL.733,1,Injury_15DPI_rep4_FP200000266TR_E4,733,0,CMPN,inj,V,CMPN,CMPN
CELL.734,CELL.734,1,Injury_15DPI_rep4_FP200000266TR_E4,734,4,CP,inj,V,VLMC,VLMC
CELL.735,CELL.735,1,Injury_15DPI_rep4_FP200000266TR_E4,735,11,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.736,CELL.736,3,Injury_15DPI_rep4_FP200000266TR_E4,736,2,StriatumIN,inj,V,MSN,MSN
CELL.737,CELL.737,3,Injury_15DPI_rep4_FP200000266TR_E4,737,2,StriatumIN,inj,V,MSN,MSN
CELL.738,CELL.738,5,Injury_15DPI_rep4_FP200000266TR_E4,738,0,CMPN,inj,V,CMPN,CMPN
CELL.739,CELL.739,1,Injury_15DPI_rep4_FP200000266TR_E4,739,11,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.740,CELL.740,3,Injury_15DPI_rep4_FP200000266TR_E4,740,10,BKC,inj,V,CCKIN,CCKIN
CELL.741,CELL.741,3,Injury_15DPI_rep4_FP200000266TR_E4,741,2,MSN,inj,V,MSN,MSN
CELL.742,CELL.742,1,Injury_15DPI_rep4_FP200000266TR_E4,742,11,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.743,CELL.743,3,Injury_15DPI_rep4_FP200000266TR_E4,743,2,MSN,inj,V,MSN,MSN
CELL.744,CELL.744,1,Injury_15DPI_rep4_FP200000266TR_E4,744,0,CMPN,inj,V,CMPN,CMPN
CELL.745,CELL.745,3,Injury_15DPI_rep4_FP200000266TR_E4,745,2,StriatumIN,inj,V,MSN,MSN
CELL.746,CELL.746,1,Injury_15DPI_rep4_FP200000266TR_E4,746,2,StriatumIN,inj,V,MSN,MSN
CELL.747,CELL.747,3,Injury_15DPI_rep4_FP200000266TR_E4,747,10,BKC,inj,V,CCKIN,CCKIN
CELL.748,CELL.748,2,Injury_15DPI_rep4_FP200000266TR_E4,748,3,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.749,CELL.749,5,Injury_15DPI_rep4_FP200000266TR_E4,749,0,CMPN,inj,V,CMPN,CMPN
CELL.750,CELL.750,5,Injury_15DPI_rep4_FP200000266TR_E4,750,0,CMPN,inj,V,CMPN,CMPN
CELL.751,CELL.751,5,Injury_15DPI_rep4_FP200000266TR_E4,751,0,CMPN,inj,V,CMPN,CMPN
CELL.752,CELL.752,1,Injury_15DPI_rep4_FP200000266TR_E4,752,11,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.753,CELL.753,3,Injury_15DPI_rep4_FP200000266TR_E4,753,10,BKC,inj,V,CCKIN,CCKIN
CELL.754,CELL.754,3,Injury_15DPI_rep4_FP200000266TR_E4,754,2,StriatumIN,inj,V,MSN,MSN
CELL.755,CELL.755,1,Injury_15DPI_rep4_FP200000266TR_E4,755,12,NPYIN,inj,V,NPYIN,NPYIN
CELL.756,CELL.756,1,Injury_15DPI_rep4_FP200000266TR_E4,756,6,CP,inj,V,VLMC,VLMC
CELL.758,CELL.758,5,Injury_15DPI_rep4_FP200000266TR_E4,758,0,CMPN,inj,V,CMPN,CMPN
CELL.759,CELL.759,5,Injury_15DPI_rep4_FP200000266TR_E4,759,0,CMPN,inj,V,CMPN,CMPN
CELL.760,CELL.760,8,Injury_15DPI_rep4_FP200000266TR_E4,760,6,CP,inj,V,CP,CP
CELL.763,CELL.763,4,Injury_15DPI_rep4_FP200000266TR_E4,763,6,CP,uninj,V,NTNG1EX,NTNG1EX
CELL.764,CELL.764,3,Injury_15DPI_rep4_FP200000266TR_E4,764,2,MSN,inj,V,MSN,MSN
CELL.765,CELL.765,5,Injury_15DPI_rep4_FP200000266TR_E4,765,0,CMPN,inj,V,CMPN,CMPN
CELL.767,CELL.767,2,Injury_15DPI_rep4_FP200000266TR_E4,767,3,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.768,CELL.768,5,Injury_15DPI_rep4_FP200000266TR_E4,768,2,StriatumIN,inj,V,MSN,MSN
CELL.769,CELL.769,1,Injury_15DPI_rep4_FP200000266TR_E4,769,0,NBL,inj,V,CMPN,CMPN
CELL.770,CELL.770,1,Injury_15DPI_rep4_FP200000266TR_E4,770,11,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.771,CELL.771,5,Injury_15DPI_rep4_FP200000266TR_E4,771,0,CMPN,inj,V,CMPN,CMPN
CELL.772,CELL.772,5,Injury_15DPI_rep4_FP200000266TR_E4,772,0,NBL,inj,V,CMPN,CMPN
CELL.774,CELL.774,5,Injury_15DPI_rep4_FP200000266TR_E4,774,0,CMPN,inj,V,CMPN,CMPN
CELL.775,CELL.775,1,Injury_15DPI_rep4_FP200000266TR_E4,775,0,CMPN,inj,V,CMPN,CMPN
CELL.776,CELL.776,1,Injury_15DPI_rep4_FP200000266TR_E4,776,11,NBL,uninj,V,NTNG1EX,NTNG1EX
CELL.777,CELL.777,1,Injury_15DPI_rep4_FP200000266TR_E4,777,0,CMPN,inj,V,CMPN,CMPN
CELL.778,CELL.778,3,Injury_15DPI_rep4_FP200000266TR_E4,778,2,MSN,inj,V,MSN,MSN
CELL.779,CELL.779,5,Injury_15DPI_rep4_FP200000266TR_E4,779,0,CMPN,inj,V,CMPN,CMPN
CELL.780,CELL.780,1,Injury_15DPI_rep4_FP200000266TR_E4,780,0,CMPN,inj,V,CMPN,CMPN
CELL.781,CELL.781,2,Injury_15DPI_rep4_FP200000266TR_E4,781,2,StriatumIN,inj,V,MSN,MSN
CELL.782,CELL.782,1,Injury_15DPI_rep4_FP200000266TR_E4,782,11,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.783,CELL.783,4,Injury_15DPI_rep4_FP200000266TR_E4,783,15,VLMC,inj,V,VLMC,VLMC
CELL.785,CELL.785,1,Injury_15DPI_rep4_FP200000266TR_E4,785,4,CP,inj,V,VLMC,VLMC
CELL.787,CELL.787,3,Injury_15DPI_rep4_FP200000266TR_E4,787,2,MSN,inj,V,MSN,MSN
CELL.788,CELL.788,5,Injury_15DPI_rep4_FP200000266TR_E4,788,0,CMPN,inj,V,CMPN,CMPN
CELL.789,CELL.789,5,Injury_15DPI_rep4_FP200000266TR_E4,789,0,CMPN,inj,V,CMPN,CMPN
CELL.790,CELL.790,5,Injury_15DPI_rep4_FP200000266TR_E4,790,0,CMPN,inj,V,CMPN,CMPN
CELL.791,CELL.791,3,Injury_15DPI_rep4_FP200000266TR_E4,791,2,MSN,inj,V,MSN,MSN
CELL.792,CELL.792,3,Injury_15DPI_rep4_FP200000266TR_E4,792,2,MSN,inj,V,MSN,MSN
CELL.793,CELL.793,1,Injury_15DPI_rep4_FP200000266TR_E4,793,0,CMPN,inj,V,CMPN,CMPN
CELL.794,CELL.794,1,Injury_15DPI_rep4_FP200000266TR_E4,794,0,CMPN,inj,V,CMPN,CMPN
CELL.795,CELL.795,1,Injury_15DPI_rep4_FP200000266TR_E4,795,11,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.796,CELL.796,3,Injury_15DPI_rep4_FP200000266TR_E4,796,2,StriatumIN,inj,V,MSN,MSN
CELL.797,CELL.797,1,Injury_15DPI_rep4_FP200000266TR_E4,797,6,CP,uninj,V,VLMC,VLMC
CELL.798,CELL.798,2,Injury_15DPI_rep4_FP200000266TR_E4,798,2,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.799,CELL.799,5,Injury_15DPI_rep4_FP200000266TR_E4,799,0,CMPN,inj,V,CMPN,CMPN
CELL.800,CELL.800,5,Injury_15DPI_rep4_FP200000266TR_E4,800,0,CMPN,inj,V,CMPN,CMPN
CELL.801,CELL.801,1,Injury_15DPI_rep4_FP200000266TR_E4,801,6,CP,inj,V,VLMC,VLMC
CELL.802,CELL.802,1,Injury_15DPI_rep4_FP200000266TR_E4,802,6,CP,uninj,V,VLMC,VLMC
CELL.804,CELL.804,4,Injury_15DPI_rep4_FP200000266TR_E4,804,15,VLMC,uninj,V,VLMC,VLMC
CELL.805,CELL.805,3,Injury_15DPI_rep4_FP200000266TR_E4,805,2,MSN,inj,V,MSN,MSN
CELL.806,CELL.806,3,Injury_15DPI_rep4_FP200000266TR_E4,806,2,StriatumIN,inj,V,MSN,MSN
CELL.807,CELL.807,5,Injury_15DPI_rep4_FP200000266TR_E4,807,0,CMPN,inj,V,CMPN,CMPN
CELL.808,CELL.808,5,Injury_15DPI_rep4_FP200000266TR_E4,808,0,CMPN,inj,V,CMPN,CMPN
CELL.809,CELL.809,5,Injury_15DPI_rep4_FP200000266TR_E4,809,0,CMPN,inj,V,CMPN,CMPN
CELL.810,CELL.810,5,Injury_15DPI_rep4_FP200000266TR_E4,810,0,CMPN,inj,V,CMPN,CMPN
CELL.811,CELL.811,5,Injury_15DPI_rep4_FP200000266TR_E4,811,0,CMPN,inj,V,CMPN,CMPN
CELL.812,CELL.812,5,Injury_15DPI_rep4_FP200000266TR_E4,812,0,CMPN,inj,V,CMPN,CMPN
CELL.814,CELL.814,1,Injury_15DPI_rep4_FP200000266TR_E4,814,0,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.815,CELL.815,5,Injury_15DPI_rep4_FP200000266TR_E4,815,0,CMPN,inj,V,CMPN,CMPN
CELL.816,CELL.816,5,Injury_15DPI_rep4_FP200000266TR_E4,816,0,CMPN,inj,V,CMPN,CMPN
CELL.817,CELL.817,5,Injury_15DPI_rep4_FP200000266TR_E4,817,0,NBL,inj,V,CMPN,CMPN
CELL.818,CELL.818,1,Injury_15DPI_rep4_FP200000266TR_E4,818,0,CMPN,inj,V,CMPN,CMPN
CELL.819,CELL.819,1,Injury_15DPI_rep4_FP200000266TR_E4,819,6,NBL,inj,V,VLMC,VLMC
CELL.820,CELL.820,8,Injury_15DPI_rep4_FP200000266TR_E4,820,6,CP,uninj,V,VLMC,VLMC
CELL.821,CELL.821,3,Injury_15DPI_rep4_FP200000266TR_E4,821,2,StriatumIN,inj,V,MSN,MSN
CELL.822,CELL.822,4,Injury_15DPI_rep4_FP200000266TR_E4,822,15,VLMC,uninj,V,VLMC,VLMC
CELL.824,CELL.824,1,Injury_15DPI_rep4_FP200000266TR_E4,824,0,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.825,CELL.825,5,Injury_15DPI_rep4_FP200000266TR_E4,825,0,CMPN,inj,V,CMPN,CMPN
CELL.826,CELL.826,2,Injury_15DPI_rep4_FP200000266TR_E4,826,2,StriatumIN,inj,V,MSN,MSN
CELL.827,CELL.827,1,Injury_15DPI_rep4_FP200000266TR_E4,827,0,CMPN,inj,V,CMPN,CMPN
CELL.828,CELL.828,1,Injury_15DPI_rep4_FP200000266TR_E4,828,6,CP,inj,V,VLMC,VLMC
CELL.829,CELL.829,5,Injury_15DPI_rep4_FP200000266TR_E4,829,0,CMPN,inj,V,CMPN,CMPN
CELL.830,CELL.830,5,Injury_15DPI_rep4_FP200000266TR_E4,830,0,CMPN,inj,V,CMPN,CMPN
CELL.832,CELL.832,4,Injury_15DPI_rep4_FP200000266TR_E4,832,15,VLMC,uninj,V,VLMC,VLMC
CELL.833,CELL.833,1,Injury_15DPI_rep4_FP200000266TR_E4,833,11,NBL,uninj,V,NTNG1EX,NTNG1EX
CELL.834,CELL.834,4,Injury_15DPI_rep4_FP200000266TR_E4,834,5,VLMC,inj,V,Microglia,MCG
CELL.835,CELL.835,5,Injury_15DPI_rep4_FP200000266TR_E4,835,0,CMPN,inj,V,CMPN,CMPN
CELL.836,CELL.836,1,Injury_15DPI_rep4_FP200000266TR_E4,836,6,CP,inj,V,VLMC,VLMC
CELL.837,CELL.837,3,Injury_15DPI_rep4_FP200000266TR_E4,837,2,MSN,inj,V,MSN,MSN
CELL.838,CELL.838,5,Injury_15DPI_rep4_FP200000266TR_E4,838,0,CMPN,inj,V,CMPN,CMPN
CELL.839,CELL.839,3,Injury_15DPI_rep4_FP200000266TR_E4,839,2,StriatumIN,inj,V,MSN,MSN
CELL.840,CELL.840,5,Injury_15DPI_rep4_FP200000266TR_E4,840,0,CMPN,inj,V,CMPN,CMPN
CELL.841,CELL.841,5,Injury_15DPI_rep4_FP200000266TR_E4,841,0,CMPN,inj,V,CMPN,CMPN
CELL.842,CELL.842,1,Injury_15DPI_rep4_FP200000266TR_E4,842,11,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.843,CELL.843,1,Injury_15DPI_rep4_FP200000266TR_E4,843,6,CMPN,inj,V,VLMC,VLMC
CELL.844,CELL.844,4,Injury_15DPI_rep4_FP200000266TR_E4,844,15,VLMC,inj,V,VLMC,VLMC
CELL.845,CELL.845,5,Injury_15DPI_rep4_FP200000266TR_E4,845,0,CMPN,inj,V,CMPN,CMPN
CELL.846,CELL.846,4,Injury_15DPI_rep4_FP200000266TR_E4,846,6,CP,inj,V,VLMC,VLMC
CELL.847,CELL.847,3,Injury_15DPI_rep4_FP200000266TR_E4,847,2,SSTIN,inj,V,SSTIN,SSTIN
CELL.848,CELL.848,2,Injury_15DPI_rep4_FP200000266TR_E4,848,3,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.849,CELL.849,5,Injury_15DPI_rep4_FP200000266TR_E4,849,6,CP,inj,V,VLMC,VLMC
CELL.850,CELL.850,5,Injury_15DPI_rep4_FP200000266TR_E4,850,0,CMPN,inj,V,CMPN,CMPN
CELL.851,CELL.851,5,Injury_15DPI_rep4_FP200000266TR_E4,851,0,CMPN,inj,V,CMPN,CMPN
CELL.852,CELL.852,1,Injury_15DPI_rep4_FP200000266TR_E4,852,0,CMPN,inj,V,CMPN,CMPN
CELL.853,CELL.853,3,Injury_15DPI_rep4_FP200000266TR_E4,853,12,NPYIN,inj,V,NPYIN,NPYIN
CELL.854,CELL.854,5,Injury_15DPI_rep4_FP200000266TR_E4,854,0,CMPN,inj,V,CMPN,CMPN
CELL.855,CELL.855,1,Injury_15DPI_rep4_FP200000266TR_E4,855,6,CP,uninj,V,VLMC,VLMC
CELL.856,CELL.856,1,Injury_15DPI_rep4_FP200000266TR_E4,856,11,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.857,CELL.857,3,Injury_15DPI_rep4_FP200000266TR_E4,857,2,StriatumIN,inj,V,MSN,MSN
CELL.858,CELL.858,2,Injury_15DPI_rep4_FP200000266TR_E4,858,2,StriatumIN,inj,V,MSN,MSN
CELL.860,CELL.860,3,Injury_15DPI_rep4_FP200000266TR_E4,860,2,MSN,inj,V,MSN,MSN
CELL.861,CELL.861,1,Injury_15DPI_rep4_FP200000266TR_E4,861,0,CMPN,inj,V,CMPN,CMPN
CELL.862,CELL.862,1,Injury_15DPI_rep4_FP200000266TR_E4,862,6,CP,inj,V,VLMC,VLMC
CELL.863,CELL.863,5,Injury_15DPI_rep4_FP200000266TR_E4,863,0,CMPN,inj,V,CMPN,CMPN
CELL.864,CELL.864,3,Injury_15DPI_rep4_FP200000266TR_E4,864,2,MSN,inj,V,MSN,MSN
CELL.865,CELL.865,2,Injury_15DPI_rep4_FP200000266TR_E4,865,6,CP,inj,V,VLMC,VLMC
CELL.866,CELL.866,5,Injury_15DPI_rep4_FP200000266TR_E4,866,6,CP,inj,V,VLMC,VLMC
CELL.867,CELL.867,5,Injury_15DPI_rep4_FP200000266TR_E4,867,0,CMPN,inj,V,CMPN,CMPN
CELL.868,CELL.868,1,Injury_15DPI_rep4_FP200000266TR_E4,868,0,CMPN,inj,V,CMPN,CMPN
CELL.869,CELL.869,1,Injury_15DPI_rep4_FP200000266TR_E4,869,0,CMPN,uninj,V,CMPN,CMPN
CELL.870,CELL.870,2,Injury_15DPI_rep4_FP200000266TR_E4,870,0,CMPN,inj,V,CMPN,CMPN
CELL.871,CELL.871,5,Injury_15DPI_rep4_FP200000266TR_E4,871,0,CMPN,inj,V,CMPN,CMPN
CELL.872,CELL.872,1,Injury_15DPI_rep4_FP200000266TR_E4,872,0,CMPN,inj,V,CMPN,CMPN
CELL.873,CELL.873,1,Injury_15DPI_rep4_FP200000266TR_E4,873,11,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.874,CELL.874,4,Injury_15DPI_rep4_FP200000266TR_E4,874,15,VLMC,inj,V,VLMC,VLMC
CELL.875,CELL.875,3,Injury_15DPI_rep4_FP200000266TR_E4,875,2,StriatumIN,inj,V,MSN,MSN
CELL.876,CELL.876,1,Injury_15DPI_rep4_FP200000266TR_E4,876,0,NBL,inj,V,VLMC,VLMC
CELL.877,CELL.877,8,Injury_15DPI_rep4_FP200000266TR_E4,877,7,NPTXEX,inj,V,NPTXEX,NPTXEX
CELL.878,CELL.878,3,Injury_15DPI_rep4_FP200000266TR_E4,878,2,SSTIN,inj,V,MSN,MSN
CELL.879,CELL.879,2,Injury_15DPI_rep4_FP200000266TR_E4,879,0,CMPN,inj,V,CMPN,CMPN
CELL.880,CELL.880,4,Injury_15DPI_rep4_FP200000266TR_E4,880,15,VLMC,inj,V,VLMC,VLMC
CELL.881,CELL.881,5,Injury_15DPI_rep4_FP200000266TR_E4,881,0,CMPN,inj,V,CMPN,CMPN
CELL.882,CELL.882,5,Injury_15DPI_rep4_FP200000266TR_E4,882,0,CMPN,inj,V,RIBRGC,RIBEGC
CELL.883,CELL.883,8,Injury_15DPI_rep4_FP200000266TR_E4,883,6,CP,uninj,V,CP,CP
CELL.884,CELL.884,2,Injury_15DPI_rep4_FP200000266TR_E4,884,3,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.885,CELL.885,1,Injury_15DPI_rep4_FP200000266TR_E4,885,11,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.886,CELL.886,5,Injury_15DPI_rep4_FP200000266TR_E4,886,11,NBL,uninj,V,NTNG1EX,NTNG1EX
CELL.887,CELL.887,8,Injury_15DPI_rep4_FP200000266TR_E4,887,2,StriatumIN,inj,V,MSN,MSN
CELL.888,CELL.888,1,Injury_15DPI_rep4_FP200000266TR_E4,888,11,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.889,CELL.889,5,Injury_15DPI_rep4_FP200000266TR_E4,889,0,CMPN,inj,V,CMPN,CMPN
CELL.890,CELL.890,2,Injury_15DPI_rep4_FP200000266TR_E4,890,3,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.891,CELL.891,2,Injury_15DPI_rep4_FP200000266TR_E4,891,6,CP,inj,V,VLMC,VLMC
CELL.892,CELL.892,3,Injury_15DPI_rep4_FP200000266TR_E4,892,2,StriatumIN,inj,V,MSN,MSN
CELL.893,CELL.893,1,Injury_15DPI_rep4_FP200000266TR_E4,893,0,NBL,inj,V,CMPN,CMPN
CELL.894,CELL.894,1,Injury_15DPI_rep4_FP200000266TR_E4,894,11,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.895,CELL.895,4,Injury_15DPI_rep4_FP200000266TR_E4,895,15,VLMC,inj,V,VLMC,VLMC
CELL.896,CELL.896,5,Injury_15DPI_rep4_FP200000266TR_E4,896,0,CMPN,inj,V,CMPN,CMPN
CELL.897,CELL.897,3,Injury_15DPI_rep4_FP200000266TR_E4,897,12,NPYIN,inj,V,NPYIN,NPYIN
CELL.898,CELL.898,2,Injury_15DPI_rep4_FP200000266TR_E4,898,3,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.899,CELL.899,5,Injury_15DPI_rep4_FP200000266TR_E4,899,6,CP,inj,V,VLMC,VLMC
CELL.900,CELL.900,5,Injury_15DPI_rep4_FP200000266TR_E4,900,0,CMPN,inj,V,CMPN,CMPN
CELL.901,CELL.901,1,Injury_15DPI_rep4_FP200000266TR_E4,901,11,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.902,CELL.902,3,Injury_15DPI_rep4_FP200000266TR_E4,902,2,StriatumIN,inj,V,MSN,MSN
CELL.903,CELL.903,3,Injury_15DPI_rep4_FP200000266TR_E4,903,2,MSN,inj,V,MSN,MSN
CELL.904,CELL.904,4,Injury_15DPI_rep4_FP200000266TR_E4,904,6,CP,inj,V,VLMC,VLMC
CELL.905,CELL.905,5,Injury_15DPI_rep4_FP200000266TR_E4,905,0,CMPN,inj,V,CMPN,CMPN
CELL.906,CELL.906,5,Injury_15DPI_rep4_FP200000266TR_E4,906,0,CMPN,inj,V,CMPN,CMPN
CELL.907,CELL.907,5,Injury_15DPI_rep4_FP200000266TR_E4,907,11,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.908,CELL.908,1,Injury_15DPI_rep4_FP200000266TR_E4,908,0,CMPN,inj,V,CMPN,CMPN
CELL.909,CELL.909,1,Injury_15DPI_rep4_FP200000266TR_E4,909,11,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.910,CELL.910,3,Injury_15DPI_rep4_FP200000266TR_E4,910,2,MSN,inj,V,MSN,MSN
CELL.911,CELL.911,5,Injury_15DPI_rep4_FP200000266TR_E4,911,0,CMPN,inj,V,CMPN,CMPN
CELL.912,CELL.912,1,Injury_15DPI_rep4_FP200000266TR_E4,912,0,CMPN,inj,V,CMPN,CMPN
CELL.913,CELL.913,1,Injury_15DPI_rep4_FP200000266TR_E4,913,0,CMPN,inj,V,CMPN,CMPN
CELL.914,CELL.914,2,Injury_15DPI_rep4_FP200000266TR_E4,914,3,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.915,CELL.915,1,Injury_15DPI_rep4_FP200000266TR_E4,915,0,CMPN,inj,V,CMPN,CMPN
CELL.916,CELL.916,1,Injury_15DPI_rep4_FP200000266TR_E4,916,11,NBL,uninj,V,NTNG1EX,NTNG1EX
CELL.917,CELL.917,8,Injury_15DPI_rep4_FP200000266TR_E4,917,2,DMIN,inj,V,MSN,MSN
CELL.918,CELL.918,5,Injury_15DPI_rep4_FP200000266TR_E4,918,6,CP,inj,V,VLMC,VLMC
CELL.921,CELL.921,5,Injury_15DPI_rep4_FP200000266TR_E4,921,0,CMPN,inj,V,CMPN,CMPN
CELL.922,CELL.922,1,Injury_15DPI_rep4_FP200000266TR_E4,922,11,NBL,uninj,V,NTNG1EX,NTNG1EX
CELL.923,CELL.923,3,Injury_15DPI_rep4_FP200000266TR_E4,923,2,SSTIN,inj,V,MSN,MSN
CELL.924,CELL.924,2,Injury_15DPI_rep4_FP200000266TR_E4,924,18,IMC,inj,V,Microglia,MCG
CELL.926,CELL.926,2,Injury_15DPI_rep4_FP200000266TR_E4,926,4,CP,inj,V,VLMC,VLMC
CELL.927,CELL.927,5,Injury_15DPI_rep4_FP200000266TR_E4,927,0,CMPN,inj,V,CMPN,CMPN
CELL.928,CELL.928,2,Injury_15DPI_rep4_FP200000266TR_E4,928,18,IMC,inj,V,Microglia,MCG
CELL.929,CELL.929,8,Injury_15DPI_rep4_FP200000266TR_E4,929,6,CP,inj,V,VLMC,VLMC
CELL.930,CELL.930,1,Injury_15DPI_rep4_FP200000266TR_E4,930,6,CP,uninj,V,VLMC,VLMC
CELL.931,CELL.931,8,Injury_15DPI_rep4_FP200000266TR_E4,931,6,CP,uninj,V,VLMC,VLMC
