,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,x_center,y_center,inj_uninj,D_V,inj_M_L,Annotation_Final,Annotation_0306
CELL.1446,CELL.1446,5,Injury_5DPI_rep1_SS200000147BL_D2,1446,12,1175.0,598.0,inj,V,NO,VLMC,VLMC
CELL.1447,CELL.1447,6,Injury_5DPI_rep1_SS200000147BL_D2,1447,2,1175.0,1891.0,inj,V,NO,CCKIN,CCKIN
CELL.1449,CELL.1449,6,Injury_5DPI_rep1_SS200000147BL_D2,1449,5,1173.0,4217.0,uninj,V,NO,CCKIN,CCKIN
CELL.1450,CELL.1450,1,Injury_5DPI_rep1_SS200000147BL_D2,1450,0,1175.0,4903.0,uninj,V,NO,MSN,MSN
CELL.1451,CELL.1451,4,Injury_5DPI_rep1_SS200000147BL_D2,1451,5,1171.0,1059.0,inj,V,NO,CCKIN,CCKIN
CELL.1452,CELL.1452,0,Injury_5DPI_rep1_SS200000147BL_D2,1452,0,1177.0,4929.0,uninj,V,NO,MSN,MSN
CELL.1453,CELL.1453,5,Injury_5DPI_rep1_SS200000147BL_D2,1453,3,1177.0,5530.0,uninj,V,NO,VLMC,VLMC
CELL.1454,CELL.1454,6,Injury_5DPI_rep1_SS200000147BL_D2,1454,2,1183.0,2140.0,inj,V,NO,CMPN,CMPN
CELL.1455,CELL.1455,6,Injury_5DPI_rep1_SS200000147BL_D2,1455,11,1174.0,3527.0,uninj,V,NO,SSTIN,SSTIN
CELL.1456,CELL.1456,6,Injury_5DPI_rep1_SS200000147BL_D2,1456,2,1172.0,3866.0,uninj,V,NO,CMPN,CMPN
CELL.1457,CELL.1457,1,Injury_5DPI_rep1_SS200000147BL_D2,1457,5,1181.0,5202.0,uninj,V,NO,CCKIN,CCKIN
CELL.1459,CELL.1459,6,Injury_5DPI_rep1_SS200000147BL_D2,1459,2,1184.0,2521.0,inj,V,NO,CMPN,CMPN
CELL.1460,CELL.1460,2,Injury_5DPI_rep1_SS200000147BL_D2,1460,3,1175.0,4678.0,uninj,V,NO,VLMC,VLMC
CELL.1461,CELL.1461,4,Injury_5DPI_rep1_SS200000147BL_D2,1461,5,1184.0,1830.0,inj,V,NO,CCKIN,CCKIN
CELL.1462,CELL.1462,0,Injury_5DPI_rep1_SS200000147BL_D2,1462,2,1180.0,5000.0,uninj,V,NO,CCKIN,CCKIN
CELL.1463,CELL.1463,6,Injury_5DPI_rep1_SS200000147BL_D2,1463,11,1175.0,3804.0,uninj,V,NO,SSTIN,SSTIN
CELL.1464,CELL.1464,1,Injury_5DPI_rep1_SS200000147BL_D2,1464,5,1177.0,5180.0,uninj,V,NO,CCKIN,CCKIN
CELL.1465,CELL.1465,4,Injury_5DPI_rep1_SS200000147BL_D2,1465,5,1184.0,1329.0,inj,V,NO,CCKIN,CCKIN
CELL.1466,CELL.1466,4,Injury_5DPI_rep1_SS200000147BL_D2,1466,12,1185.0,1572.0,inj,V,NO,VLMC,VLMC
CELL.1467,CELL.1467,1,Injury_5DPI_rep1_SS200000147BL_D2,1467,0,1188.0,4846.0,uninj,V,NO,MSN,MSN
CELL.1468,CELL.1468,4,Injury_5DPI_rep1_SS200000147BL_D2,1468,2,1185.0,4114.0,uninj,V,NO,CCKIN,CCKIN
CELL.1469,CELL.1469,4,Injury_5DPI_rep1_SS200000147BL_D2,1469,6,1187.0,4267.0,uninj,V,NO,RIBRGC,RIBEGC
CELL.1470,CELL.1470,1,Injury_5DPI_rep1_SS200000147BL_D2,1470,0,1180.0,4878.0,uninj,V,NO,MSN,MSN
CELL.1471,CELL.1471,1,Injury_5DPI_rep1_SS200000147BL_D2,1471,0,1186.0,5020.0,uninj,V,NO,MSN,MSN
CELL.1472,CELL.1472,2,Injury_5DPI_rep1_SS200000147BL_D2,1472,7,1185.0,4386.0,uninj,V,NO,WNTRGC,WNTEGC
CELL.1473,CELL.1473,1,Injury_5DPI_rep1_SS200000147BL_D2,1473,3,1185.0,4787.0,uninj,V,NO,VLMC,VLMC
CELL.1474,CELL.1474,1,Injury_5DPI_rep1_SS200000147BL_D2,1474,4,1179.0,5150.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.1475,CELL.1475,4,Injury_5DPI_rep1_SS200000147BL_D2,1475,2,1183.0,1757.0,inj,V,NO,CMPN,CMPN
CELL.1476,CELL.1476,6,Injury_5DPI_rep1_SS200000147BL_D2,1476,2,1181.0,2182.0,inj,V,NO,CMPN,CMPN
CELL.1477,CELL.1477,4,Injury_5DPI_rep1_SS200000147BL_D2,1477,3,1187.0,1498.0,inj,V,NO,VLMC,VLMC
CELL.1478,CELL.1478,4,Injury_5DPI_rep1_SS200000147BL_D2,1478,2,1183.0,2561.0,inj,V,NO,MPEX,MPEX
CELL.1479,CELL.1479,2,Injury_5DPI_rep1_SS200000147BL_D2,1479,3,1184.0,4628.0,uninj,V,NO,VLMC,VLMC
CELL.1480,CELL.1480,4,Injury_5DPI_rep1_SS200000147BL_D2,1480,5,1184.0,1190.0,inj,V,NO,CCKIN,CCKIN
CELL.1481,CELL.1481,4,Injury_5DPI_rep1_SS200000147BL_D2,1481,5,1193.0,1281.0,inj,V,NO,CCKIN,CCKIN
CELL.1482,CELL.1482,6,Injury_5DPI_rep1_SS200000147BL_D2,1482,2,1189.0,4055.0,uninj,V,NO,CMPN,CMPN
CELL.1483,CELL.1483,4,Injury_5DPI_rep1_SS200000147BL_D2,1483,5,1185.0,1439.0,inj,V,NO,CCKIN,CCKIN
CELL.1484,CELL.1484,4,Injury_5DPI_rep1_SS200000147BL_D2,1484,2,1184.0,1714.0,inj,V,NO,CMPN,CMPN
CELL.1485,CELL.1485,2,Injury_5DPI_rep1_SS200000147BL_D2,1485,6,1190.0,4574.0,uninj,V,NO,RIBRGC,RIBEGC
CELL.1486,CELL.1486,4,Injury_5DPI_rep1_SS200000147BL_D2,1486,5,1192.0,1154.0,inj,V,NO,CCKIN,CCKIN
CELL.1487,CELL.1487,6,Injury_5DPI_rep1_SS200000147BL_D2,1487,2,1189.0,2034.0,inj,V,NO,CMPN,CMPN
CELL.1488,CELL.1488,7,Injury_5DPI_rep1_SS200000147BL_D2,1488,11,1185.0,2428.0,inj,V,NO,SSTIN,SSTIN
CELL.1489,CELL.1489,1,Injury_5DPI_rep1_SS200000147BL_D2,1489,0,1190.0,4967.0,uninj,V,NO,MSN,MSN
CELL.1491,CELL.1491,6,Injury_5DPI_rep1_SS200000147BL_D2,1491,17,1198.0,3964.0,uninj,V,NO,CCKIN,CCKIN
CELL.1492,CELL.1492,4,Injury_5DPI_rep1_SS200000147BL_D2,1492,17,1193.0,4173.0,uninj,V,NO,CCKIN,CCKIN
CELL.1493,CELL.1493,1,Injury_5DPI_rep1_SS200000147BL_D2,1493,0,1190.0,5112.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.1495,CELL.1495,4,Injury_5DPI_rep1_SS200000147BL_D2,1495,5,1193.0,1385.0,inj,V,NO,CCKIN,CCKIN
CELL.1496,CELL.1496,2,Injury_5DPI_rep1_SS200000147BL_D2,1496,6,1193.0,4307.0,uninj,V,NO,RIBRGC,RIBEGC
CELL.1497,CELL.1497,7,Injury_5DPI_rep1_SS200000147BL_D2,1497,6,1194.0,4225.0,uninj,V,NO,RIBRGC,RIBEGC
CELL.1498,CELL.1498,0,Injury_5DPI_rep1_SS200000147BL_D2,1498,0,1195.0,4915.0,uninj,V,NO,MSN,MSN
CELL.1499,CELL.1499,4,Injury_5DPI_rep1_SS200000147BL_D2,1499,5,1198.0,1095.0,inj,V,NO,CCKIN,CCKIN
CELL.1500,CELL.1500,2,Injury_5DPI_rep1_SS200000147BL_D2,1500,3,1203.0,4655.0,uninj,V,NO,VLMC,VLMC
CELL.1501,CELL.1501,1,Injury_5DPI_rep1_SS200000147BL_D2,1501,9,1197.0,5059.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.1502,CELL.1502,5,Injury_5DPI_rep1_SS200000147BL_D2,1502,4,1197.0,5368.0,uninj,V,NO,OBNBL,OBNBL
CELL.1503,CELL.1503,4,Injury_5DPI_rep1_SS200000147BL_D2,1503,12,1197.0,1547.0,inj,V,NO,VLMC,VLMC
CELL.1504,CELL.1504,4,Injury_5DPI_rep1_SS200000147BL_D2,1504,5,1196.0,1668.0,inj,V,NO,CCKIN,CCKIN
CELL.1505,CELL.1505,2,Injury_5DPI_rep1_SS200000147BL_D2,1505,7,1197.0,4338.0,uninj,V,NO,WNTRGC,WNTEGC
CELL.1506,CELL.1506,6,Injury_5DPI_rep1_SS200000147BL_D2,1506,2,1201.0,3675.0,uninj,V,NO,CMPN,CMPN
CELL.1507,CELL.1507,4,Injury_5DPI_rep1_SS200000147BL_D2,1507,5,1203.0,1254.0,inj,V,NO,CCKIN,CCKIN
CELL.1508,CELL.1508,4,Injury_5DPI_rep1_SS200000147BL_D2,1508,2,1205.0,2107.0,inj,V,NO,CMPN,CMPN
CELL.1509,CELL.1509,1,Injury_5DPI_rep1_SS200000147BL_D2,1509,9,1201.0,5088.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.1510,CELL.1510,4,Injury_5DPI_rep1_SS200000147BL_D2,1510,11,1202.0,1026.0,inj,V,NO,SSTIN,SSTIN
CELL.1511,CELL.1511,4,Injury_5DPI_rep1_SS200000147BL_D2,1511,5,1201.0,1223.0,inj,V,NO,CCKIN,CCKIN
CELL.1512,CELL.1512,4,Injury_5DPI_rep1_SS200000147BL_D2,1512,2,1206.0,1943.0,inj,V,NO,CMPN,CMPN
CELL.1513,CELL.1513,0,Injury_5DPI_rep1_SS200000147BL_D2,1513,9,1202.0,5323.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.1514,CELL.1514,2,Injury_5DPI_rep1_SS200000147BL_D2,1514,7,1196.0,4360.0,uninj,V,NO,WNTRGC,WNTEGC
CELL.1515,CELL.1515,6,Injury_5DPI_rep1_SS200000147BL_D2,1515,11,1194.0,3575.0,uninj,V,NO,SSTIN,SSTIN
CELL.1517,CELL.1517,1,Injury_5DPI_rep1_SS200000147BL_D2,1517,4,1206.0,5241.0,uninj,V,NO,OBNBL,OBNBL
CELL.1518,CELL.1518,1,Injury_5DPI_rep1_SS200000147BL_D2,1518,0,1204.0,5171.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.1519,CELL.1519,4,Injury_5DPI_rep1_SS200000147BL_D2,1519,2,1205.0,1794.0,inj,V,NO,CCKIN,CCKIN
CELL.1520,CELL.1520,6,Injury_5DPI_rep1_SS200000147BL_D2,1520,11,1203.0,2446.0,inj,V,NO,SSTIN,SSTIN
CELL.1521,CELL.1521,2,Injury_5DPI_rep1_SS200000147BL_D2,1521,12,1202.0,4696.0,uninj,V,NO,VLMC,VLMC
CELL.1522,CELL.1522,2,Injury_5DPI_rep1_SS200000147BL_D2,1522,12,1205.0,4745.0,uninj,V,NO,VLMC,VLMC
CELL.1523,CELL.1523,1,Injury_5DPI_rep1_SS200000147BL_D2,1523,0,1202.0,4887.0,uninj,V,NO,MSN,MSN
CELL.1525,CELL.1525,1,Injury_5DPI_rep1_SS200000147BL_D2,1525,0,1207.0,5135.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.1526,CELL.1526,4,Injury_5DPI_rep1_SS200000147BL_D2,1526,5,1209.0,1336.0,inj,V,NO,CCKIN,CCKIN
CELL.1527,CELL.1527,4,Injury_5DPI_rep1_SS200000147BL_D2,1527,2,1210.0,2592.0,inj,V,NO,MPEX,MPEX
CELL.1528,CELL.1528,2,Injury_5DPI_rep1_SS200000147BL_D2,1528,7,1212.0,4401.0,uninj,V,NO,WNTRGC,WNTEGC
CELL.1529,CELL.1529,2,Injury_5DPI_rep1_SS200000147BL_D2,1529,7,1209.0,4599.0,uninj,V,NO,WNTRGC,WNTEGC
CELL.1530,CELL.1530,5,Injury_5DPI_rep1_SS200000147BL_D2,1530,12,1206.0,5704.0,uninj,V,NO,VLMC,VLMC
CELL.1531,CELL.1531,4,Injury_5DPI_rep1_SS200000147BL_D2,1531,5,1210.0,1058.0,inj,V,NO,CCKIN,CCKIN
CELL.1532,CELL.1532,4,Injury_5DPI_rep1_SS200000147BL_D2,1532,2,1207.0,1472.0,inj,V,NO,CCKIN,CCKIN
CELL.1533,CELL.1533,4,Injury_5DPI_rep1_SS200000147BL_D2,1533,2,1200.0,1875.0,inj,V,NO,CMPN,CMPN
CELL.1534,CELL.1534,2,Injury_5DPI_rep1_SS200000147BL_D2,1534,7,1208.0,4382.0,uninj,V,NO,WNTRGC,WNTEGC
CELL.1535,CELL.1535,1,Injury_5DPI_rep1_SS200000147BL_D2,1535,0,1207.0,4936.0,uninj,V,NO,MSN,MSN
CELL.1536,CELL.1536,6,Injury_5DPI_rep1_SS200000147BL_D2,1536,5,1214.0,941.0,inj,V,NO,CCKIN,CCKIN
CELL.1537,CELL.1537,6,Injury_5DPI_rep1_SS200000147BL_D2,1537,4,1210.0,3548.0,uninj,V,NO,OBNBL,OBNBL
CELL.1538,CELL.1538,6,Injury_5DPI_rep1_SS200000147BL_D2,1538,17,1206.0,4138.0,uninj,V,NO,CCKIN,CCKIN
CELL.1539,CELL.1539,1,Injury_5DPI_rep1_SS200000147BL_D2,1539,0,1211.0,5004.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.1540,CELL.1540,4,Injury_5DPI_rep1_SS200000147BL_D2,1540,3,1211.0,1517.0,inj,V,NO,VLMC,VLMC
CELL.1542,CELL.1542,5,Injury_5DPI_rep1_SS200000147BL_D2,1542,2,1205.0,3509.0,uninj,V,NO,MPEX,MPEX
CELL.1543,CELL.1543,1,Injury_5DPI_rep1_SS200000147BL_D2,1543,12,1206.0,4771.0,uninj,V,NO,VLMC,VLMC
CELL.1544,CELL.1544,0,Injury_5DPI_rep1_SS200000147BL_D2,1544,0,1214.0,5302.0,uninj,V,NO,MSN,MSN
CELL.1545,CELL.1545,6,Injury_5DPI_rep1_SS200000147BL_D2,1545,2,1210.0,4023.0,uninj,V,NO,CMPN,CMPN
CELL.1546,CELL.1546,4,Injury_5DPI_rep1_SS200000147BL_D2,1546,5,1209.0,1123.0,inj,V,NO,CCKIN,CCKIN
CELL.1547,CELL.1547,4,Injury_5DPI_rep1_SS200000147BL_D2,1547,12,1196.0,1594.0,inj,V,NO,VLMC,VLMC
CELL.1550,CELL.1550,4,Injury_5DPI_rep1_SS200000147BL_D2,1550,0,1208.0,1423.0,inj,V,NO,CCKIN,CCKIN
CELL.1551,CELL.1551,4,Injury_5DPI_rep1_SS200000147BL_D2,1551,3,1214.0,1645.0,inj,V,NO,VLMC,VLMC
CELL.1552,CELL.1552,2,Injury_5DPI_rep1_SS200000147BL_D2,1552,3,1213.0,4631.0,uninj,V,NO,VLMC,VLMC
CELL.1553,CELL.1553,1,Injury_5DPI_rep1_SS200000147BL_D2,1553,3,1210.0,4830.0,uninj,V,NO,VLMC,VLMC
CELL.1554,CELL.1554,4,Injury_5DPI_rep1_SS200000147BL_D2,1554,2,1213.0,1732.0,inj,V,NO,CMPN,CMPN
CELL.1555,CELL.1555,4,Injury_5DPI_rep1_SS200000147BL_D2,1555,12,1193.0,2886.0,inj,V,NO,VLMC,VLMC
CELL.1556,CELL.1556,1,Injury_5DPI_rep1_SS200000147BL_D2,1556,3,1215.0,4805.0,uninj,V,NO,VLMC,VLMC
CELL.1557,CELL.1557,4,Injury_5DPI_rep1_SS200000147BL_D2,1557,5,1212.0,1308.0,inj,V,NO,CCKIN,CCKIN
CELL.1558,CELL.1558,4,Injury_5DPI_rep1_SS200000147BL_D2,1558,3,1213.0,4196.0,uninj,V,NO,VLMC,VLMC
CELL.1559,CELL.1559,2,Injury_5DPI_rep1_SS200000147BL_D2,1559,6,1213.0,4562.0,uninj,V,NO,RIBRGC,RIBEGC
CELL.1560,CELL.1560,0,Injury_5DPI_rep1_SS200000147BL_D2,1560,6,1214.0,1397.0,inj,V,NO,RIBRGC,RIBEGC
CELL.1561,CELL.1561,5,Injury_5DPI_rep1_SS200000147BL_D2,1561,2,1217.0,3767.0,uninj,V,NO,CMPN,CMPN
CELL.1562,CELL.1562,6,Injury_5DPI_rep1_SS200000147BL_D2,1562,3,1216.0,4232.0,uninj,V,NO,VLMC,VLMC
CELL.1564,CELL.1564,4,Injury_5DPI_rep1_SS200000147BL_D2,1564,5,1215.0,1171.0,inj,V,NO,CCKIN,CCKIN
CELL.1565,CELL.1565,6,Injury_5DPI_rep1_SS200000147BL_D2,1565,12,1213.0,1570.0,inj,V,NO,VLMC,VLMC
CELL.1566,CELL.1566,2,Injury_5DPI_rep1_SS200000147BL_D2,1566,7,1217.0,4305.0,uninj,V,NO,WNTRGC,WNTEGC
CELL.1567,CELL.1567,2,Injury_5DPI_rep1_SS200000147BL_D2,1567,12,1220.0,4719.0,uninj,V,NO,VLMC,VLMC
CELL.1568,CELL.1568,4,Injury_5DPI_rep1_SS200000147BL_D2,1568,6,1226.0,1696.0,inj,V,NO,RIBRGC,RIBEGC
CELL.1569,CELL.1569,6,Injury_5DPI_rep1_SS200000147BL_D2,1569,2,1224.0,2033.0,inj,V,NO,CMPN,CMPN
CELL.1570,CELL.1570,5,Injury_5DPI_rep1_SS200000147BL_D2,1570,12,1227.0,3238.0,uninj,V,NO,VLMC,VLMC
CELL.1571,CELL.1571,2,Injury_5DPI_rep1_SS200000147BL_D2,1571,6,1224.0,4264.0,uninj,V,NO,RIBRGC,RIBEGC
CELL.1572,CELL.1572,0,Injury_5DPI_rep1_SS200000147BL_D2,1572,9,1219.0,5381.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.1573,CELL.1573,4,Injury_5DPI_rep1_SS200000147BL_D2,1573,2,1215.0,1843.0,inj,V,NO,CMPN,CMPN
CELL.1574,CELL.1574,1,Injury_5DPI_rep1_SS200000147BL_D2,1574,3,1217.0,4859.0,uninj,V,NO,VLMC,VLMC
CELL.1575,CELL.1575,4,Injury_5DPI_rep1_SS200000147BL_D2,1575,11,1229.0,1012.0,inj,V,NO,SSTIN,SSTIN
CELL.1576,CELL.1576,4,Injury_5DPI_rep1_SS200000147BL_D2,1576,5,1224.0,1498.0,inj,V,NO,CCKIN,CCKIN
CELL.1577,CELL.1577,1,Injury_5DPI_rep1_SS200000147BL_D2,1577,0,1219.0,4908.0,uninj,V,NO,MSN,MSN
CELL.1578,CELL.1578,6,Injury_5DPI_rep1_SS200000147BL_D2,1578,5,1227.0,895.0,inj,V,NO,CCKIN,CCKIN
CELL.1579,CELL.1579,6,Injury_5DPI_rep1_SS200000147BL_D2,1579,2,1225.0,2302.0,inj,V,NO,CMPN,CMPN
CELL.1580,CELL.1580,6,Injury_5DPI_rep1_SS200000147BL_D2,1580,11,1222.0,2469.0,inj,V,NO,SSTIN,SSTIN
CELL.1581,CELL.1581,4,Injury_5DPI_rep1_SS200000147BL_D2,1581,5,1232.0,970.0,inj,V,NO,CCKIN,CCKIN
CELL.1582,CELL.1582,4,Injury_5DPI_rep1_SS200000147BL_D2,1582,5,1224.0,1083.0,inj,V,NO,CCKIN,CCKIN
CELL.1583,CELL.1583,1,Injury_5DPI_rep1_SS200000147BL_D2,1583,0,1223.0,4966.0,uninj,V,NO,MSN,MSN
CELL.1584,CELL.1584,4,Injury_5DPI_rep1_SS200000147BL_D2,1584,3,1218.0,1622.0,inj,V,NO,VLMC,VLMC
CELL.1585,CELL.1585,4,Injury_5DPI_rep1_SS200000147BL_D2,1585,6,1229.0,1746.0,inj,V,NO,RIBRGC,RIBEGC
CELL.1586,CELL.1586,6,Injury_5DPI_rep1_SS200000147BL_D2,1586,3,1226.0,2856.0,inj,V,NO,VLMC,VLMC
CELL.1587,CELL.1587,1,Injury_5DPI_rep1_SS200000147BL_D2,1587,0,1222.0,5040.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.1588,CELL.1588,4,Injury_5DPI_rep1_SS200000147BL_D2,1588,5,1225.0,1232.0,inj,V,NO,CCKIN,CCKIN
CELL.1589,CELL.1589,7,Injury_5DPI_rep1_SS200000147BL_D2,1589,11,1225.0,2263.0,inj,V,NO,SSTIN,SSTIN
CELL.1591,CELL.1591,2,Injury_5DPI_rep1_SS200000147BL_D2,1591,7,1225.0,4339.0,uninj,V,NO,WNTRGC,WNTEGC
CELL.1592,CELL.1592,2,Injury_5DPI_rep1_SS200000147BL_D2,1592,6,1212.0,4537.0,uninj,V,NO,RIBRGC,RIBEGC
CELL.1593,CELL.1593,7,Injury_5DPI_rep1_SS200000147BL_D2,1593,4,1228.0,5256.0,uninj,V,NO,OBNBL,OBNBL
CELL.1594,CELL.1594,1,Injury_5DPI_rep1_SS200000147BL_D2,1594,4,1236.0,5280.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.1595,CELL.1595,4,Injury_5DPI_rep1_SS200000147BL_D2,1595,5,1228.0,1043.0,inj,V,NO,CCKIN,CCKIN
CELL.1596,CELL.1596,4,Injury_5DPI_rep1_SS200000147BL_D2,1596,12,1225.0,1541.0,inj,V,NO,VLMC,VLMC
CELL.1597,CELL.1597,0,Injury_5DPI_rep1_SS200000147BL_D2,1597,0,1227.0,5081.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.1598,CELL.1598,5,Injury_5DPI_rep1_SS200000147BL_D2,1598,3,1227.0,5732.0,uninj,V,NO,VLMC,VLMC
CELL.1599,CELL.1599,4,Injury_5DPI_rep1_SS200000147BL_D2,1599,2,1223.0,1905.0,inj,V,NO,CMPN,CMPN
CELL.1600,CELL.1600,6,Injury_5DPI_rep1_SS200000147BL_D2,1600,2,1227.0,2640.0,inj,V,NO,CMPN,CMPN
CELL.1601,CELL.1601,7,Injury_5DPI_rep1_SS200000147BL_D2,1601,2,1226.0,3458.0,uninj,V,NO,MPEX,MPEX
CELL.1602,CELL.1602,6,Injury_5DPI_rep1_SS200000147BL_D2,1602,2,1225.0,3915.0,uninj,V,NO,CMPN,CMPN
CELL.1603,CELL.1603,1,Injury_5DPI_rep1_SS200000147BL_D2,1603,3,1230.0,4775.0,uninj,V,NO,VLMC,VLMC
CELL.1604,CELL.1604,5,Injury_5DPI_rep1_SS200000147BL_D2,1604,3,1215.0,591.0,inj,V,NO,VLMC,VLMC
CELL.1605,CELL.1605,4,Injury_5DPI_rep1_SS200000147BL_D2,1605,5,1233.0,1448.0,inj,V,NO,CCKIN,CCKIN
CELL.1606,CELL.1606,4,Injury_5DPI_rep1_SS200000147BL_D2,1606,6,1227.0,1773.0,inj,V,NO,RIBRGC,RIBEGC
CELL.1607,CELL.1607,0,Injury_5DPI_rep1_SS200000147BL_D2,1607,11,1225.0,2563.0,inj,V,NO,SSTIN,SSTIN
CELL.1608,CELL.1608,6,Injury_5DPI_rep1_SS200000147BL_D2,1608,11,1230.0,3670.0,uninj,V,NO,SSTIN,SSTIN
CELL.1609,CELL.1609,4,Injury_5DPI_rep1_SS200000147BL_D2,1609,5,1232.0,1471.0,inj,V,NO,CCKIN,CCKIN
CELL.1610,CELL.1610,6,Injury_5DPI_rep1_SS200000147BL_D2,1610,2,1227.0,1966.0,inj,V,NO,NPYIN,NPYIN
CELL.1611,CELL.1611,6,Injury_5DPI_rep1_SS200000147BL_D2,1611,5,1231.0,4086.0,uninj,V,NO,CCKIN,CCKIN
CELL.1612,CELL.1612,0,Injury_5DPI_rep1_SS200000147BL_D2,1612,9,1234.0,4996.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.1613,CELL.1613,1,Injury_5DPI_rep1_SS200000147BL_D2,1613,9,1227.0,5195.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.1614,CELL.1614,7,Injury_5DPI_rep1_SS200000147BL_D2,1614,3,1227.0,806.0,inj,V,NO,VLMC,VLMC
CELL.1615,CELL.1615,0,Injury_5DPI_rep1_SS200000147BL_D2,1615,0,1231.0,5157.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.1616,CELL.1616,6,Injury_5DPI_rep1_SS200000147BL_D2,1616,11,1235.0,3791.0,uninj,V,NO,SSTIN,SSTIN
CELL.1617,CELL.1617,1,Injury_5DPI_rep1_SS200000147BL_D2,1617,0,1236.0,4935.0,uninj,V,NO,MSN,MSN
CELL.1618,CELL.1618,4,Injury_5DPI_rep1_SS200000147BL_D2,1618,2,1232.0,1189.0,inj,V,NO,CCKIN,CCKIN
CELL.1619,CELL.1619,6,Injury_5DPI_rep1_SS200000147BL_D2,1619,11,1236.0,2444.0,inj,V,NO,SSTIN,SSTIN
CELL.1620,CELL.1620,2,Injury_5DPI_rep1_SS200000147BL_D2,1620,6,1238.0,4582.0,uninj,V,NO,RIBRGC,RIBEGC
CELL.1621,CELL.1621,0,Injury_5DPI_rep1_SS200000147BL_D2,1621,0,1236.0,5357.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.1622,CELL.1622,4,Injury_5DPI_rep1_SS200000147BL_D2,1622,5,1236.0,1146.0,inj,V,NO,CCKIN,CCKIN
CELL.1623,CELL.1623,4,Injury_5DPI_rep1_SS200000147BL_D2,1623,5,1230.0,1363.0,inj,V,NO,CCKIN,CCKIN
CELL.1624,CELL.1624,2,Injury_5DPI_rep1_SS200000147BL_D2,1624,12,1235.0,1590.0,inj,V,NO,VLMC,VLMC
CELL.1625,CELL.1625,6,Injury_5DPI_rep1_SS200000147BL_D2,1625,11,1238.0,3973.0,uninj,V,NO,SSTIN,SSTIN
CELL.1626,CELL.1626,4,Injury_5DPI_rep1_SS200000147BL_D2,1626,3,1240.0,4226.0,uninj,V,NO,VLMC,VLMC
CELL.1627,CELL.1627,2,Injury_5DPI_rep1_SS200000147BL_D2,1627,6,1236.0,4651.0,uninj,V,NO,RIBRGC,RIBEGC
CELL.1628,CELL.1628,4,Injury_5DPI_rep1_SS200000147BL_D2,1628,2,1237.0,1868.0,inj,V,NO,CMPN,CMPN
CELL.1629,CELL.1629,4,Injury_5DPI_rep1_SS200000147BL_D2,1629,2,1232.0,3943.0,uninj,V,NO,CMPN,CMPN
CELL.1630,CELL.1630,2,Injury_5DPI_rep1_SS200000147BL_D2,1630,6,1235.0,4614.0,uninj,V,NO,DIPC,TLNBL
CELL.1631,CELL.1631,1,Injury_5DPI_rep1_SS200000147BL_D2,1631,0,1232.0,5128.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.1632,CELL.1632,5,Injury_5DPI_rep1_SS200000147BL_D2,1632,3,1237.0,5768.0,uninj,V,NO,VLMC,VLMC
CELL.1633,CELL.1633,1,Injury_5DPI_rep1_SS200000147BL_D2,1633,0,1239.0,4902.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.1634,CELL.1634,1,Injury_5DPI_rep1_SS200000147BL_D2,1634,0,1231.0,5104.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.1635,CELL.1635,7,Injury_5DPI_rep1_SS200000147BL_D2,1635,2,1240.0,2146.0,inj,V,NO,CMPN,CMPN
CELL.1636,CELL.1636,2,Injury_5DPI_rep1_SS200000147BL_D2,1636,6,1239.0,4363.0,uninj,V,NO,RIBRGC,RIBEGC
CELL.1637,CELL.1637,0,Injury_5DPI_rep1_SS200000147BL_D2,1637,4,1239.0,5236.0,uninj,V,NO,OBNBL,OBNBL
CELL.1638,CELL.1638,1,Injury_5DPI_rep1_SS200000147BL_D2,1638,4,1247.0,5306.0,uninj,V,NO,OBNBL,OBNBL
CELL.1639,CELL.1639,4,Injury_5DPI_rep1_SS200000147BL_D2,1639,5,1239.0,1395.0,inj,V,NO,CCKIN,CCKIN
CELL.1640,CELL.1640,6,Injury_5DPI_rep1_SS200000147BL_D2,1640,2,1243.0,2391.0,inj,V,NO,CMPN,CMPN
CELL.1641,CELL.1641,1,Injury_5DPI_rep1_SS200000147BL_D2,1641,0,1240.0,4876.0,uninj,V,NO,MSN,MSN
