,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,x_center,y_center,inj_uninj,D_V,inj_M_L,Annotation_Final,Annotation_0306
CELL.2570,CELL.2570,5,Injury_5DPI_rep2_SS200000147BL_D2,2570,0,4012.0,13184.0,uninj,V,NO,OBNBL,OBNBL
CELL.2571,CELL.2571,6,Injury_5DPI_rep2_SS200000147BL_D2,2571,6,4009.0,8778.0,inj,V,NO,CCKIN,CCKIN
CELL.2572,CELL.2572,4,Injury_5DPI_rep2_SS200000147BL_D2,2572,7,4009.0,10923.0,uninj,V,NO,VLMC,VLMC
CELL.2573,CELL.2573,3,Injury_5DPI_rep2_SS200000147BL_D2,2573,2,4005.0,11633.0,uninj,V,NO,CMPN,CMPN
CELL.2574,CELL.2574,5,Injury_5DPI_rep2_SS200000147BL_D2,2574,4,4003.0,12014.0,uninj,V,NO,RIPC2,REAEGC
CELL.2575,CELL.2575,6,Injury_5DPI_rep2_SS200000147BL_D2,2575,6,4010.0,8907.0,inj,V,NO,CCKIN,CCKIN
CELL.2576,CELL.2576,3,Injury_5DPI_rep2_SS200000147BL_D2,2576,2,4008.0,11571.0,uninj,V,NO,CMPN,CMPN
CELL.2577,CELL.2577,5,Injury_5DPI_rep2_SS200000147BL_D2,2577,0,4013.0,12973.0,uninj,V,NO,OBNBL,OBNBL
CELL.2578,CELL.2578,5,Injury_5DPI_rep2_SS200000147BL_D2,2578,0,4014.0,13345.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2579,CELL.2579,6,Injury_5DPI_rep2_SS200000147BL_D2,2579,6,4012.0,8867.0,inj,V,NO,CCKIN,CCKIN
CELL.2580,CELL.2580,0,Injury_5DPI_rep2_SS200000147BL_D2,2580,1,4009.0,12540.0,uninj,V,NO,MSN,MSN
CELL.2581,CELL.2581,5,Injury_5DPI_rep2_SS200000147BL_D2,2581,0,4010.0,13378.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2582,CELL.2582,3,Injury_5DPI_rep2_SS200000147BL_D2,2582,15,4017.0,9514.0,inj,V,NO,SCGNIN,SCGNIN
CELL.2584,CELL.2584,3,Injury_5DPI_rep2_SS200000147BL_D2,2584,15,4008.0,11170.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2585,CELL.2585,3,Injury_5DPI_rep2_SS200000147BL_D2,2585,15,4013.0,11412.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2586,CELL.2586,3,Injury_5DPI_rep2_SS200000147BL_D2,2586,2,4021.0,11675.0,uninj,V,NO,CMPN,CMPN
CELL.2587,CELL.2587,5,Injury_5DPI_rep2_SS200000147BL_D2,2587,4,4007.0,12234.0,uninj,V,NO,VLMC,VLMC
CELL.2588,CELL.2588,3,Injury_5DPI_rep2_SS200000147BL_D2,2588,15,4011.0,11203.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2589,CELL.2589,1,Injury_5DPI_rep2_SS200000147BL_D2,2589,10,4014.0,11977.0,uninj,V,NO,WNTRGC,WNTEGC
CELL.2590,CELL.2590,0,Injury_5DPI_rep2_SS200000147BL_D2,2590,0,4014.0,13151.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2591,CELL.2591,6,Injury_5DPI_rep2_SS200000147BL_D2,2591,13,4013.0,8828.0,inj,V,NO,SSTIN,SSTIN
CELL.2592,CELL.2592,3,Injury_5DPI_rep2_SS200000147BL_D2,2592,2,4014.0,11338.0,uninj,V,NO,CMPN,CMPN
CELL.2593,CELL.2593,1,Injury_5DPI_rep2_SS200000147BL_D2,2593,3,4014.0,12381.0,uninj,V,NO,DIPC,TLNBL
CELL.2594,CELL.2594,3,Injury_5DPI_rep2_SS200000147BL_D2,2594,11,4018.0,9157.0,inj,V,NO,RIPC2,REAEGC
CELL.2595,CELL.2595,6,Injury_5DPI_rep2_SS200000147BL_D2,2595,6,4016.0,8635.0,inj,V,NO,CCKIN,CCKIN
CELL.2596,CELL.2596,6,Injury_5DPI_rep2_SS200000147BL_D2,2596,6,4018.0,9030.0,inj,V,NO,CCKIN,CCKIN
CELL.2597,CELL.2597,3,Injury_5DPI_rep2_SS200000147BL_D2,2597,15,4017.0,11114.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2598,CELL.2598,6,Injury_5DPI_rep2_SS200000147BL_D2,2598,13,4020.0,8803.0,inj,V,NO,SSTIN,SSTIN
CELL.2599,CELL.2599,3,Injury_5DPI_rep2_SS200000147BL_D2,2599,2,4018.0,9955.0,inj,V,NO,NPYIN,NPYIN
CELL.2600,CELL.2600,6,Injury_5DPI_rep2_SS200000147BL_D2,2600,6,4018.0,8740.0,inj,V,NO,CCKIN,CCKIN
CELL.2601,CELL.2601,3,Injury_5DPI_rep2_SS200000147BL_D2,2601,2,4015.0,9693.0,inj,V,NO,CMPN,CMPN
CELL.2603,CELL.2603,3,Injury_5DPI_rep2_SS200000147BL_D2,2603,15,4017.0,11231.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2604,CELL.2604,3,Injury_5DPI_rep2_SS200000147BL_D2,2604,3,4018.0,11847.0,uninj,V,NO,DIPC,TLNBL
CELL.2605,CELL.2605,3,Injury_5DPI_rep2_SS200000147BL_D2,2605,15,4022.0,11304.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2606,CELL.2606,3,Injury_5DPI_rep2_SS200000147BL_D2,2606,2,4023.0,9423.0,inj,V,NO,CMPN,CMPN
CELL.2608,CELL.2608,3,Injury_5DPI_rep2_SS200000147BL_D2,2608,2,4022.0,11771.0,uninj,V,NO,CMPN,CMPN
CELL.2609,CELL.2609,0,Injury_5DPI_rep2_SS200000147BL_D2,2609,0,4014.0,12804.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2610,CELL.2610,5,Injury_5DPI_rep2_SS200000147BL_D2,2610,6,4030.0,8333.0,inj,V,NO,CCKIN,CCKIN
CELL.2611,CELL.2611,0,Injury_5DPI_rep2_SS200000147BL_D2,2611,1,4022.0,12508.0,uninj,V,NO,MSN,MSN
CELL.2612,CELL.2612,6,Injury_5DPI_rep2_SS200000147BL_D2,2612,6,4022.0,8952.0,inj,V,NO,CCKIN,CCKIN
CELL.2613,CELL.2613,0,Injury_5DPI_rep2_SS200000147BL_D2,2613,0,4027.0,12879.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2614,CELL.2614,6,Injury_5DPI_rep2_SS200000147BL_D2,2614,6,4022.0,8991.0,inj,V,NO,CCKIN,CCKIN
CELL.2615,CELL.2615,3,Injury_5DPI_rep2_SS200000147BL_D2,2615,11,4025.0,9129.0,inj,V,NO,RIPC2,REAEGC
CELL.2616,CELL.2616,1,Injury_5DPI_rep2_SS200000147BL_D2,2616,3,4023.0,12302.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.2617,CELL.2617,0,Injury_5DPI_rep2_SS200000147BL_D2,2617,1,4025.0,13220.0,uninj,V,NO,MSN,MSN
CELL.2618,CELL.2618,3,Injury_5DPI_rep2_SS200000147BL_D2,2618,4,4021.0,9259.0,inj,V,NO,VLMC,VLMC
CELL.2619,CELL.2619,3,Injury_5DPI_rep2_SS200000147BL_D2,2619,2,4025.0,10312.0,inj,V,NO,CMPN,CMPN
CELL.2620,CELL.2620,1,Injury_5DPI_rep2_SS200000147BL_D2,2620,10,4026.0,11887.0,uninj,V,NO,WNTRGC,WNTEGC
CELL.2621,CELL.2621,1,Injury_5DPI_rep2_SS200000147BL_D2,2621,3,4029.0,12411.0,uninj,V,NO,DIPC,TLNBL
CELL.2622,CELL.2622,0,Injury_5DPI_rep2_SS200000147BL_D2,2622,3,4028.0,12448.0,uninj,V,NO,DIPC,TLNBL
CELL.2623,CELL.2623,6,Injury_5DPI_rep2_SS200000147BL_D2,2623,6,4033.0,8681.0,inj,V,NO,CCKIN,CCKIN
CELL.2624,CELL.2624,6,Injury_5DPI_rep2_SS200000147BL_D2,2624,7,4035.0,9300.0,inj,V,NO,VLMC,VLMC
CELL.2625,CELL.2625,3,Injury_5DPI_rep2_SS200000147BL_D2,2625,15,4025.0,10022.0,inj,V,NO,SCGNIN,SCGNIN
CELL.2626,CELL.2626,5,Injury_5DPI_rep2_SS200000147BL_D2,2626,10,4023.0,12251.0,uninj,V,NO,WNTRGC,WNTEGC
CELL.2627,CELL.2627,0,Injury_5DPI_rep2_SS200000147BL_D2,2627,1,4029.0,12682.0,uninj,V,NO,MSN,MSN
CELL.2628,CELL.2628,3,Injury_5DPI_rep2_SS200000147BL_D2,2628,2,4027.0,9394.0,inj,V,NO,CMPN,CMPN
CELL.2629,CELL.2629,3,Injury_5DPI_rep2_SS200000147BL_D2,2629,2,4031.0,11814.0,uninj,V,NO,NPYIN,NPYIN
CELL.2630,CELL.2630,0,Injury_5DPI_rep2_SS200000147BL_D2,2630,0,4028.0,12479.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2631,CELL.2631,1,Injury_5DPI_rep2_SS200000147BL_D2,2631,7,4034.0,9236.0,inj,V,NO,VLMC,VLMC
CELL.2632,CELL.2632,3,Injury_5DPI_rep2_SS200000147BL_D2,2632,2,4030.0,9470.0,inj,V,NO,CMPN,CMPN
CELL.2633,CELL.2633,1,Injury_5DPI_rep2_SS200000147BL_D2,2633,10,4024.0,11947.0,uninj,V,NO,WNTRGC,WNTEGC
CELL.2634,CELL.2634,5,Injury_5DPI_rep2_SS200000147BL_D2,2634,4,4029.0,12050.0,uninj,V,NO,VLMC,VLMC
CELL.2635,CELL.2635,1,Injury_5DPI_rep2_SS200000147BL_D2,2635,3,4033.0,12339.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.2636,CELL.2636,3,Injury_5DPI_rep2_SS200000147BL_D2,2636,13,4031.0,9613.0,inj,V,NO,SSTIN,SSTIN
CELL.2637,CELL.2637,3,Injury_5DPI_rep2_SS200000147BL_D2,2637,2,4031.0,11438.0,uninj,V,NO,CMPN,CMPN
CELL.2638,CELL.2638,0,Injury_5DPI_rep2_SS200000147BL_D2,2638,2,4033.0,12628.0,uninj,V,NO,NPYIN,NPYIN
CELL.2639,CELL.2639,7,Injury_5DPI_rep2_SS200000147BL_D2,2639,0,4030.0,13116.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2640,CELL.2640,6,Injury_5DPI_rep2_SS200000147BL_D2,2640,6,4034.0,9059.0,inj,V,NO,CCKIN,CCKIN
CELL.2641,CELL.2641,3,Injury_5DPI_rep2_SS200000147BL_D2,2641,7,4032.0,9329.0,inj,V,NO,VLMC,VLMC
CELL.2642,CELL.2642,6,Injury_5DPI_rep2_SS200000147BL_D2,2642,6,4034.0,8895.0,inj,V,NO,CCKIN,CCKIN
CELL.2643,CELL.2643,3,Injury_5DPI_rep2_SS200000147BL_D2,2643,2,4037.0,9978.0,inj,V,NO,NPYIN,NPYIN
CELL.2644,CELL.2644,1,Injury_5DPI_rep2_SS200000147BL_D2,2644,7,4047.0,9197.0,inj,V,NO,VLMC,VLMC
CELL.2645,CELL.2645,3,Injury_5DPI_rep2_SS200000147BL_D2,2645,3,4041.0,9351.0,inj,V,NO,DIPC,TLNBL
CELL.2647,CELL.2647,3,Injury_5DPI_rep2_SS200000147BL_D2,2647,4,4038.0,11397.0,uninj,V,NO,VLMC,VLMC
CELL.2648,CELL.2648,0,Injury_5DPI_rep2_SS200000147BL_D2,2648,1,4034.0,12600.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2649,CELL.2649,4,Injury_5DPI_rep2_SS200000147BL_D2,2649,7,4036.0,10520.0,inj,V,NO,VLMC,VLMC
CELL.2650,CELL.2650,0,Injury_5DPI_rep2_SS200000147BL_D2,2650,1,4047.0,12562.0,uninj,V,NO,MSN,MSN
CELL.2651,CELL.2651,6,Injury_5DPI_rep2_SS200000147BL_D2,2651,6,4040.0,8612.0,inj,V,NO,CCKIN,CCKIN
CELL.2652,CELL.2652,3,Injury_5DPI_rep2_SS200000147BL_D2,2652,15,4035.0,10267.0,inj,V,NO,SCGNIN,SCGNIN
CELL.2653,CELL.2653,0,Injury_5DPI_rep2_SS200000147BL_D2,2653,1,4042.0,12839.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2654,CELL.2654,4,Injury_5DPI_rep2_SS200000147BL_D2,2654,12,4042.0,8178.0,inj,V,NO,VLMC,VLMC
CELL.2655,CELL.2655,3,Injury_5DPI_rep2_SS200000147BL_D2,2655,15,4043.0,11011.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2656,CELL.2656,6,Injury_5DPI_rep2_SS200000147BL_D2,2656,6,4037.0,8772.0,inj,V,NO,CCKIN,CCKIN
CELL.2657,CELL.2657,6,Injury_5DPI_rep2_SS200000147BL_D2,2657,6,4043.0,9098.0,inj,V,NO,CCKIN,CCKIN
CELL.2658,CELL.2658,7,Injury_5DPI_rep2_SS200000147BL_D2,2658,0,4041.0,12917.0,uninj,V,NO,OBNBL,OBNBL
CELL.2659,CELL.2659,6,Injury_5DPI_rep2_SS200000147BL_D2,2659,6,4041.0,8925.0,inj,V,NO,CCKIN,CCKIN
CELL.2660,CELL.2660,3,Injury_5DPI_rep2_SS200000147BL_D2,2660,2,4048.0,9885.0,inj,V,NO,NPYIN,NPYIN
CELL.2661,CELL.2661,1,Injury_5DPI_rep2_SS200000147BL_D2,2661,10,4041.0,11915.0,uninj,V,NO,WNTRGC,WNTEGC
CELL.2662,CELL.2662,0,Injury_5DPI_rep2_SS200000147BL_D2,2662,0,4041.0,12768.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2663,CELL.2663,4,Injury_5DPI_rep2_SS200000147BL_D2,2663,0,4040.0,12999.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2664,CELL.2664,3,Injury_5DPI_rep2_SS200000147BL_D2,2664,13,4043.0,8530.0,inj,V,NO,SSTIN,SSTIN
CELL.2665,CELL.2665,3,Injury_5DPI_rep2_SS200000147BL_D2,2665,2,4033.0,9531.0,inj,V,NO,CMPN,CMPN
CELL.2666,CELL.2666,0,Injury_5DPI_rep2_SS200000147BL_D2,2666,1,4050.0,12805.0,uninj,V,NO,MSN,MSN
CELL.2667,CELL.2667,5,Injury_5DPI_rep2_SS200000147BL_D2,2667,4,4046.0,10400.0,inj,V,NO,VLMC,VLMC
CELL.2668,CELL.2668,5,Injury_5DPI_rep2_SS200000147BL_D2,2668,4,4044.0,12069.0,uninj,V,NO,VLMC,VLMC
CELL.2669,CELL.2669,0,Injury_5DPI_rep2_SS200000147BL_D2,2669,0,4047.0,13074.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2670,CELL.2670,3,Injury_5DPI_rep2_SS200000147BL_D2,2670,15,4040.0,11219.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2671,CELL.2671,3,Injury_5DPI_rep2_SS200000147BL_D2,2671,15,4046.0,11313.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2672,CELL.2672,0,Injury_5DPI_rep2_SS200000147BL_D2,2672,0,4050.0,12723.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2673,CELL.2673,7,Injury_5DPI_rep2_SS200000147BL_D2,2673,0,4040.0,13191.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2674,CELL.2674,5,Injury_5DPI_rep2_SS200000147BL_D2,2674,0,4042.0,13392.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2675,CELL.2675,6,Injury_5DPI_rep2_SS200000147BL_D2,2675,6,4042.0,8858.0,inj,V,NO,CCKIN,CCKIN
CELL.2676,CELL.2676,3,Injury_5DPI_rep2_SS200000147BL_D2,2676,15,4045.0,10981.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2678,CELL.2678,3,Injury_5DPI_rep2_SS200000147BL_D2,2678,15,4048.0,11690.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2679,CELL.2679,6,Injury_5DPI_rep2_SS200000147BL_D2,2679,13,4049.0,8581.0,inj,V,NO,SSTIN,SSTIN
CELL.2680,CELL.2680,6,Injury_5DPI_rep2_SS200000147BL_D2,2680,6,4048.0,8963.0,inj,V,NO,CCKIN,CCKIN
CELL.2681,CELL.2681,1,Injury_5DPI_rep2_SS200000147BL_D2,2681,4,4046.0,9163.0,inj,V,NO,VLMC,VLMC
CELL.2682,CELL.2682,0,Injury_5DPI_rep2_SS200000147BL_D2,2682,0,4045.0,13143.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2683,CELL.2683,6,Injury_5DPI_rep2_SS200000147BL_D2,2683,6,4051.0,8809.0,inj,V,NO,CCKIN,CCKIN
CELL.2684,CELL.2684,3,Injury_5DPI_rep2_SS200000147BL_D2,2684,2,4049.0,9768.0,inj,V,NO,NPYIN,NPYIN
CELL.2687,CELL.2687,0,Injury_5DPI_rep2_SS200000147BL_D2,2687,0,4045.0,13326.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2688,CELL.2688,3,Injury_5DPI_rep2_SS200000147BL_D2,2688,2,4039.0,9447.0,inj,V,NO,CMPN,CMPN
CELL.2689,CELL.2689,3,Injury_5DPI_rep2_SS200000147BL_D2,2689,15,4055.0,11094.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2690,CELL.2690,3,Injury_5DPI_rep2_SS200000147BL_D2,2690,15,4050.0,11628.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2691,CELL.2691,3,Injury_5DPI_rep2_SS200000147BL_D2,2691,2,4046.0,11760.0,uninj,V,NO,NPYIN,NPYIN
CELL.2692,CELL.2692,1,Injury_5DPI_rep2_SS200000147BL_D2,2692,10,4050.0,11949.0,uninj,V,NO,WNTRGC,WNTEGC
CELL.2693,CELL.2693,3,Injury_5DPI_rep2_SS200000147BL_D2,2693,6,4052.0,8636.0,inj,V,NO,CCKIN,CCKIN
CELL.2694,CELL.2694,0,Injury_5DPI_rep2_SS200000147BL_D2,2694,0,4043.0,12944.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2695,CELL.2695,6,Injury_5DPI_rep2_SS200000147BL_D2,2695,6,4049.0,8743.0,inj,V,NO,CCKIN,CCKIN
CELL.2696,CELL.2696,5,Injury_5DPI_rep2_SS200000147BL_D2,2696,4,4053.0,10478.0,inj,V,NO,VLMC,VLMC
CELL.2697,CELL.2697,1,Injury_5DPI_rep2_SS200000147BL_D2,2697,10,4051.0,11990.0,uninj,V,NO,WNTRGC,WNTEGC
CELL.2698,CELL.2698,3,Injury_5DPI_rep2_SS200000147BL_D2,2698,2,4049.0,9643.0,inj,V,NO,CMPN,CMPN
CELL.2699,CELL.2699,0,Injury_5DPI_rep2_SS200000147BL_D2,2699,1,4053.0,12514.0,uninj,V,NO,MSN,MSN
CELL.2700,CELL.2700,6,Injury_5DPI_rep2_SS200000147BL_D2,2700,6,4054.0,8663.0,inj,V,NO,CCKIN,CCKIN
CELL.2701,CELL.2701,1,Injury_5DPI_rep2_SS200000147BL_D2,2701,7,4055.0,9265.0,inj,V,NO,VLMC,VLMC
CELL.2702,CELL.2702,0,Injury_5DPI_rep2_SS200000147BL_D2,2702,3,4053.0,12462.0,uninj,V,NO,DIPC,TLNBL
CELL.2703,CELL.2703,3,Injury_5DPI_rep2_SS200000147BL_D2,2703,2,4056.0,11808.0,uninj,V,NO,NPYIN,NPYIN
CELL.2704,CELL.2704,0,Injury_5DPI_rep2_SS200000147BL_D2,2704,2,4054.0,12634.0,uninj,V,NO,CMPN,CMPN
CELL.2705,CELL.2705,3,Injury_5DPI_rep2_SS200000147BL_D2,2705,4,4057.0,9041.0,inj,V,NO,MPEX,MPEX
CELL.2706,CELL.2706,3,Injury_5DPI_rep2_SS200000147BL_D2,2706,3,4053.0,9408.0,inj,V,NO,DIPC,TLNBL
CELL.2707,CELL.2707,3,Injury_5DPI_rep2_SS200000147BL_D2,2707,15,4055.0,11182.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2708,CELL.2708,3,Injury_5DPI_rep2_SS200000147BL_D2,2708,2,4057.0,11735.0,uninj,V,NO,NPYIN,NPYIN
CELL.2709,CELL.2709,4,Injury_5DPI_rep2_SS200000147BL_D2,2709,12,4057.0,10748.0,uninj,V,NO,VLMC,VLMC
CELL.2710,CELL.2710,3,Injury_5DPI_rep2_SS200000147BL_D2,2710,15,4058.0,11118.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2711,CELL.2711,0,Injury_5DPI_rep2_SS200000147BL_D2,2711,0,4056.0,13114.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2712,CELL.2712,1,Injury_5DPI_rep2_SS200000147BL_D2,2712,3,4056.0,9125.0,inj,V,NO,DIPC,TLNBL
CELL.2713,CELL.2713,3,Injury_5DPI_rep2_SS200000147BL_D2,2713,10,4058.0,11873.0,uninj,V,NO,DIPC,TLNBL
CELL.2714,CELL.2714,5,Injury_5DPI_rep2_SS200000147BL_D2,2714,0,4053.0,13034.0,uninj,V,NO,OBNBL,OBNBL
CELL.2715,CELL.2715,3,Injury_5DPI_rep2_SS200000147BL_D2,2715,15,4057.0,11543.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2716,CELL.2716,0,Injury_5DPI_rep2_SS200000147BL_D2,2716,0,4056.0,12895.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2717,CELL.2717,6,Injury_5DPI_rep2_SS200000147BL_D2,2717,4,4052.0,9015.0,inj,V,NO,VLMC,VLMC
CELL.2718,CELL.2718,3,Injury_5DPI_rep2_SS200000147BL_D2,2718,2,4055.0,9473.0,inj,V,NO,CMPN,CMPN
CELL.2719,CELL.2719,5,Injury_5DPI_rep2_SS200000147BL_D2,2719,15,4059.0,11662.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2720,CELL.2720,6,Injury_5DPI_rep2_SS200000147BL_D2,2720,3,4063.0,9063.0,inj,V,NO,DIPC,TLNBL
CELL.2721,CELL.2721,3,Injury_5DPI_rep2_SS200000147BL_D2,2721,4,4061.0,9328.0,inj,V,NO,VLMC,VLMC
CELL.2722,CELL.2722,3,Injury_5DPI_rep2_SS200000147BL_D2,2722,2,4060.0,10001.0,inj,V,NO,NPYIN,NPYIN
CELL.2723,CELL.2723,5,Injury_5DPI_rep2_SS200000147BL_D2,2723,15,4063.0,11412.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2724,CELL.2724,6,Injury_5DPI_rep2_SS200000147BL_D2,2724,6,4061.0,8713.0,inj,V,NO,CCKIN,CCKIN
CELL.2726,CELL.2726,1,Injury_5DPI_rep2_SS200000147BL_D2,2726,3,4057.0,12378.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.2727,CELL.2727,0,Injury_5DPI_rep2_SS200000147BL_D2,2727,1,4062.0,12589.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2728,CELL.2728,0,Injury_5DPI_rep2_SS200000147BL_D2,2728,1,4066.0,12666.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2729,CELL.2729,0,Injury_5DPI_rep2_SS200000147BL_D2,2729,0,4061.0,12868.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2730,CELL.2730,3,Injury_5DPI_rep2_SS200000147BL_D2,2730,4,4066.0,8906.0,inj,V,NO,VLMC,VLMC
CELL.2731,CELL.2731,3,Injury_5DPI_rep2_SS200000147BL_D2,2731,2,4072.0,9491.0,inj,V,NO,CMPN,CMPN
CELL.2734,CELL.2734,3,Injury_5DPI_rep2_SS200000147BL_D2,2734,3,4062.0,9358.0,inj,V,NO,DIPC,TLNBL
CELL.2735,CELL.2735,1,Injury_5DPI_rep2_SS200000147BL_D2,2735,3,4064.0,12431.0,uninj,V,NO,DIPC,TLNBL
CELL.2736,CELL.2736,0,Injury_5DPI_rep2_SS200000147BL_D2,2736,1,4063.0,12693.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2737,CELL.2737,1,Injury_5DPI_rep2_SS200000147BL_D2,2737,7,4068.0,9294.0,inj,V,NO,VLMC,VLMC
CELL.2738,CELL.2738,3,Injury_5DPI_rep2_SS200000147BL_D2,2738,2,4061.0,9591.0,inj,V,NO,CMPN,CMPN
CELL.2739,CELL.2739,1,Injury_5DPI_rep2_SS200000147BL_D2,2739,3,4058.0,12288.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.2740,CELL.2740,3,Injury_5DPI_rep2_SS200000147BL_D2,2740,2,4062.0,9617.0,inj,V,NO,CMPN,CMPN
CELL.2741,CELL.2741,1,Injury_5DPI_rep2_SS200000147BL_D2,2741,10,4069.0,11907.0,uninj,V,NO,WNTRGC,WNTEGC
CELL.2742,CELL.2742,5,Injury_5DPI_rep2_SS200000147BL_D2,2742,0,4069.0,13404.0,uninj,V,NO,OBNBL,OBNBL
CELL.2743,CELL.2743,1,Injury_5DPI_rep2_SS200000147BL_D2,2743,3,4070.0,9149.0,inj,V,NO,SFRPRGC,SFRPEGC
CELL.2744,CELL.2744,5,Injury_5DPI_rep2_SS200000147BL_D2,2744,15,4069.0,11020.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2747,CELL.2747,5,Injury_5DPI_rep2_SS200000147BL_D2,2747,4,4071.0,8460.0,inj,V,NO,MPEX,MPEX
CELL.2748,CELL.2748,3,Injury_5DPI_rep2_SS200000147BL_D2,2748,3,4072.0,9382.0,inj,V,NO,DIPC,TLNBL
CELL.2749,CELL.2749,0,Injury_5DPI_rep2_SS200000147BL_D2,2749,0,4077.0,12932.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2750,CELL.2750,6,Injury_5DPI_rep2_SS200000147BL_D2,2750,6,4069.0,8680.0,inj,V,NO,CCKIN,CCKIN
CELL.2751,CELL.2751,3,Injury_5DPI_rep2_SS200000147BL_D2,2751,4,4072.0,8945.0,inj,V,NO,VLMC,VLMC
CELL.2752,CELL.2752,6,Injury_5DPI_rep2_SS200000147BL_D2,2752,6,4068.0,8844.0,inj,V,NO,CCKIN,CCKIN
CELL.2753,CELL.2753,1,Injury_5DPI_rep2_SS200000147BL_D2,2753,7,4071.0,9228.0,inj,V,NO,VLMC,VLMC
CELL.2754,CELL.2754,0,Injury_5DPI_rep2_SS200000147BL_D2,2754,0,4070.0,13078.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2755,CELL.2755,6,Injury_5DPI_rep2_SS200000147BL_D2,2755,6,4073.0,8615.0,inj,V,NO,CCKIN,CCKIN
CELL.2756,CELL.2756,3,Injury_5DPI_rep2_SS200000147BL_D2,2756,7,4080.0,8973.0,inj,V,NO,VLMC,VLMC
CELL.2757,CELL.2757,1,Injury_5DPI_rep2_SS200000147BL_D2,2757,3,4076.0,9171.0,inj,V,NO,SFRPRGC,SFRPEGC
CELL.2758,CELL.2758,1,Injury_5DPI_rep2_SS200000147BL_D2,2758,3,4074.0,9195.0,inj,V,NO,SFRPRGC,SFRPEGC
CELL.2759,CELL.2759,1,Injury_5DPI_rep2_SS200000147BL_D2,2759,10,4071.0,11937.0,uninj,V,NO,WNTRGC,WNTEGC
CELL.2760,CELL.2760,0,Injury_5DPI_rep2_SS200000147BL_D2,2760,14,4075.0,12840.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2761,CELL.2761,3,Injury_5DPI_rep2_SS200000147BL_D2,2761,15,4075.0,10250.0,inj,V,NO,SCGNIN,SCGNIN
CELL.2763,CELL.2763,3,Injury_5DPI_rep2_SS200000147BL_D2,2763,15,4070.0,10993.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2764,CELL.2764,0,Injury_5DPI_rep2_SS200000147BL_D2,2764,0,4071.0,12770.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.2765,CELL.2765,6,Injury_5DPI_rep2_SS200000147BL_D2,2765,6,4076.0,8561.0,inj,V,NO,CCKIN,CCKIN
CELL.2766,CELL.2766,3,Injury_5DPI_rep2_SS200000147BL_D2,2766,15,4074.0,11273.0,uninj,V,NO,OBNBL,OBNBL
