,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,y_center,x_center,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.6099,CELL.6099,6,Injury_20DPI_rep2_SS200000147BL_B4,6099,1,10550.0,2877.0,uninj,V,DIPC,TLNBL
CELL.6104,CELL.6104,1,Injury_20DPI_rep2_SS200000147BL_B4,6104,13,9187.0,2883.0,uninj,V,NPYIN,NPYIN
CELL.6105,CELL.6105,3,Injury_20DPI_rep2_SS200000147BL_B4,6105,0,11141.0,2873.0,uninj,V,MSN,MSN
CELL.6106,CELL.6106,3,Injury_20DPI_rep2_SS200000147BL_B4,6106,0,11191.0,2878.0,uninj,V,MSN,MSN
CELL.6108,CELL.6108,6,Injury_20DPI_rep2_SS200000147BL_B4,6108,7,8643.0,2880.0,inj,V,NTNG1EX,NTNG1EX
CELL.6109,CELL.6109,1,Injury_20DPI_rep2_SS200000147BL_B4,6109,4,9388.0,2875.0,uninj,V,CMPN,CMPN
CELL.6110,CELL.6110,1,Injury_20DPI_rep2_SS200000147BL_B4,6110,4,9959.0,2878.0,uninj,V,CMPN,CMPN
CELL.6114,CELL.6114,2,Injury_20DPI_rep2_SS200000147BL_B4,6114,1,10195.0,2884.0,uninj,V,WNTRGC,WNTEGC
CELL.6115,CELL.6115,3,Injury_20DPI_rep2_SS200000147BL_B4,6115,10,11102.0,2889.0,uninj,V,Striatum IN,MSN
CELL.6120,CELL.6120,2,Injury_20DPI_rep2_SS200000147BL_B4,6120,1,10601.0,2876.0,uninj,V,DIPC,TLNBL
CELL.6121,CELL.6121,3,Injury_20DPI_rep2_SS200000147BL_B4,6121,10,10845.0,2886.0,uninj,V,Striatum IN,MSN
CELL.6122,CELL.6122,0,Injury_20DPI_rep2_SS200000147BL_B4,6122,15,11403.0,2880.0,uninj,V,OBNBL,OBNBL
CELL.6124,CELL.6124,6,Injury_20DPI_rep2_SS200000147BL_B4,6124,11,6940.0,2885.0,inj,V,CCKIN,CCKIN
CELL.6125,CELL.6125,6,Injury_20DPI_rep2_SS200000147BL_B4,6125,7,8914.0,2886.0,uninj,V,NTNG1EX,NTNG1EX
CELL.6126,CELL.6126,9,Injury_20DPI_rep2_SS200000147BL_B4,6126,1,10763.0,2881.0,uninj,V,DIPC,TLNBL
CELL.6127,CELL.6127,6,Injury_20DPI_rep2_SS200000147BL_B4,6127,15,11614.0,2882.0,uninj,V,OBNBL,OBNBL
CELL.6128,CELL.6128,1,Injury_20DPI_rep2_SS200000147BL_B4,6128,4,7394.0,2882.0,inj,V,CMPN,CMPN
CELL.6130,CELL.6130,1,Injury_20DPI_rep2_SS200000147BL_B4,6130,7,8030.0,2885.0,inj,V,NTNG1EX,NTNG1EX
CELL.6131,CELL.6131,5,Injury_20DPI_rep2_SS200000147BL_B4,6131,17,9080.0,2885.0,uninj,V,NTNG1EX,NTNG1EX
CELL.6132,CELL.6132,1,Injury_20DPI_rep2_SS200000147BL_B4,6132,7,9335.0,2890.0,uninj,V,CMPN,CMPN
CELL.6133,CELL.6133,2,Injury_20DPI_rep2_SS200000147BL_B4,6133,1,10680.0,2883.0,uninj,V,DIPC,TLNBL
CELL.6135,CELL.6135,1,Injury_20DPI_rep2_SS200000147BL_B4,6135,4,10012.0,2884.0,uninj,V,CMPN,CMPN
CELL.6136,CELL.6136,2,Injury_20DPI_rep2_SS200000147BL_B4,6136,1,10573.0,2885.0,uninj,V,DIPC,TLNBL
CELL.6137,CELL.6137,0,Injury_20DPI_rep2_SS200000147BL_B4,6137,15,11252.0,2887.0,uninj,V,OBNBL,OBNBL
CELL.6140,CELL.6140,2,Injury_20DPI_rep2_SS200000147BL_B4,6140,1,10234.0,2884.0,uninj,V,WNTRGC,WNTEGC
CELL.6142,CELL.6142,2,Injury_20DPI_rep2_SS200000147BL_B4,6142,1,10724.0,2874.0,uninj,V,DIPC,TLNBL
CELL.6146,CELL.6146,3,Injury_20DPI_rep2_SS200000147BL_B4,6146,10,10929.0,2890.0,uninj,V,Striatum IN,MSN
CELL.6148,CELL.6148,5,Injury_20DPI_rep2_SS200000147BL_B4,6148,4,10386.0,2891.0,uninj,V,CMPN,CMPN
CELL.6149,CELL.6149,3,Injury_20DPI_rep2_SS200000147BL_B4,6149,10,10899.0,2895.0,uninj,V,Striatum IN,MSN
CELL.6150,CELL.6150,3,Injury_20DPI_rep2_SS200000147BL_B4,6150,10,10979.0,2893.0,uninj,V,Striatum IN,MSN
CELL.6153,CELL.6153,5,Injury_20DPI_rep2_SS200000147BL_B4,6153,9,8341.0,2895.0,inj,V,VLMC,VLMC
CELL.6154,CELL.6154,1,Injury_20DPI_rep2_SS200000147BL_B4,6154,7,8879.0,2892.0,inj,V,NTNG1EX,NTNG1EX
CELL.6155,CELL.6155,1,Injury_20DPI_rep2_SS200000147BL_B4,6155,4,9810.0,2894.0,uninj,V,CMPN,CMPN
CELL.6156,CELL.6156,1,Injury_20DPI_rep2_SS200000147BL_B4,6156,4,10074.0,2895.0,uninj,V,CMPN,CMPN
CELL.6157,CELL.6157,5,Injury_20DPI_rep2_SS200000147BL_B4,6157,2,11327.0,2895.0,uninj,V,VLMC,VLMC
CELL.6159,CELL.6159,1,Injury_20DPI_rep2_SS200000147BL_B4,6159,4,7487.0,2896.0,inj,V,CMPN,CMPN
CELL.6160,CELL.6160,1,Injury_20DPI_rep2_SS200000147BL_B4,6160,4,7740.0,2895.0,inj,V,CMPN,CMPN
CELL.6162,CELL.6162,1,Injury_20DPI_rep2_SS200000147BL_B4,6162,4,7077.0,2899.0,inj,V,CMPN,CMPN
CELL.6164,CELL.6164,5,Injury_20DPI_rep2_SS200000147BL_B4,6164,9,8364.0,2902.0,inj,V,VLMC,VLMC
CELL.6165,CELL.6165,3,Injury_20DPI_rep2_SS200000147BL_B4,6165,10,10801.0,2895.0,uninj,V,Striatum IN,MSN
CELL.6169,CELL.6169,1,Injury_20DPI_rep2_SS200000147BL_B4,6169,13,9721.0,2897.0,uninj,V,NPYIN,NPYIN
CELL.6170,CELL.6170,2,Injury_20DPI_rep2_SS200000147BL_B4,6170,1,10527.0,2875.0,uninj,V,DIPC,TLNBL
CELL.6173,CELL.6173,6,Injury_20DPI_rep2_SS200000147BL_B4,6173,4,7142.0,2900.0,inj,V,CMPN,CMPN
CELL.6176,CELL.6176,1,Injury_20DPI_rep2_SS200000147BL_B4,6176,17,8264.0,2900.0,inj,V,NTNG1EX,NTNG1EX
CELL.6177,CELL.6177,1,Injury_20DPI_rep2_SS200000147BL_B4,6177,4,9877.0,2897.0,uninj,V,CMPN,CMPN
CELL.6178,CELL.6178,2,Injury_20DPI_rep2_SS200000147BL_B4,6178,1,10109.0,2900.0,uninj,V,WNTRGC,WNTEGC
CELL.6179,CELL.6179,2,Injury_20DPI_rep2_SS200000147BL_B4,6179,1,10703.0,2897.0,uninj,V,DIPC,TLNBL
CELL.6180,CELL.6180,3,Injury_20DPI_rep2_SS200000147BL_B4,6180,0,11030.0,2897.0,uninj,V,MSN,MSN
CELL.6184,CELL.6184,1,Injury_20DPI_rep2_SS200000147BL_B4,6184,7,9228.0,2897.0,uninj,V,NTNG1EX,NTNG1EX
CELL.6186,CELL.6186,3,Injury_20DPI_rep2_SS200000147BL_B4,6186,10,11009.0,2898.0,uninj,V,Striatum IN,MSN
CELL.6187,CELL.6187,0,Injury_20DPI_rep2_SS200000147BL_B4,6187,0,11145.0,2901.0,uninj,V,MSN,MSN
CELL.6189,CELL.6189,3,Injury_20DPI_rep2_SS200000147BL_B4,6189,10,11198.0,2899.0,uninj,V,Striatum IN,MSN
CELL.6191,CELL.6191,1,Injury_20DPI_rep2_SS200000147BL_B4,6191,13,9550.0,2903.0,uninj,V,NPYIN,NPYIN
CELL.6192,CELL.6192,6,Injury_20DPI_rep2_SS200000147BL_B4,6192,1,10549.0,2900.0,uninj,V,DIPC,TLNBL
CELL.6193,CELL.6193,7,Injury_20DPI_rep2_SS200000147BL_B4,6193,2,11286.0,2909.0,uninj,V,NPTXEX,NPTXEX
CELL.6194,CELL.6194,1,Injury_20DPI_rep2_SS200000147BL_B4,6194,17,9182.0,2901.0,uninj,V,NTNG1EX,NTNG1EX
CELL.6197,CELL.6197,1,Injury_20DPI_rep2_SS200000147BL_B4,6197,4,6962.0,2907.0,inj,V,CMPN,CMPN
CELL.6198,CELL.6198,1,Injury_20DPI_rep2_SS200000147BL_B4,6198,17,7300.0,2902.0,inj,V,NTNG1EX,NTNG1EX
CELL.6199,CELL.6199,5,Injury_20DPI_rep2_SS200000147BL_B4,6199,7,8655.0,2906.0,inj,V,VLMC,VLMC
CELL.6200,CELL.6200,1,Injury_20DPI_rep2_SS200000147BL_B4,6200,4,9938.0,2898.0,uninj,V,CMPN,CMPN
CELL.6202,CELL.6202,5,Injury_20DPI_rep2_SS200000147BL_B4,6202,7,9011.0,2907.0,uninj,V,VLMC,VLMC
CELL.6203,CELL.6203,3,Injury_20DPI_rep2_SS200000147BL_B4,6203,0,11066.0,2912.0,uninj,V,MSN,MSN
CELL.6204,CELL.6204,3,Injury_20DPI_rep2_SS200000147BL_B4,6204,0,11093.0,2906.0,uninj,V,MSN,MSN
CELL.6206,CELL.6206,2,Injury_20DPI_rep2_SS200000147BL_B4,6206,1,10147.0,2896.0,uninj,V,WNTRGC,WNTEGC
CELL.6208,CELL.6208,2,Injury_20DPI_rep2_SS200000147BL_B4,6208,1,10656.0,2906.0,uninj,V,DIPC,TLNBL
CELL.6211,CELL.6211,1,Injury_20DPI_rep2_SS200000147BL_B4,6211,7,7208.0,2905.0,inj,V,VLMC,VLMC
CELL.6213,CELL.6213,1,Injury_20DPI_rep2_SS200000147BL_B4,6213,13,9670.0,2916.0,uninj,V,NPYIN,NPYIN
CELL.6214,CELL.6214,3,Injury_20DPI_rep2_SS200000147BL_B4,6214,10,10948.0,2912.0,uninj,V,Striatum IN,MSN
CELL.6215,CELL.6215,1,Injury_20DPI_rep2_SS200000147BL_B4,6215,4,7549.0,2912.0,inj,V,CMPN,CMPN
CELL.6217,CELL.6217,1,Injury_20DPI_rep2_SS200000147BL_B4,6217,17,7122.0,2909.0,inj,V,NTNG1EX,NTNG1EX
CELL.6218,CELL.6218,3,Injury_20DPI_rep2_SS200000147BL_B4,6218,1,10764.0,2911.0,uninj,V,DIPC,TLNBL
CELL.6219,CELL.6219,3,Injury_20DPI_rep2_SS200000147BL_B4,6219,10,10876.0,2904.0,uninj,V,Striatum IN,MSN
CELL.6220,CELL.6220,0,Injury_20DPI_rep2_SS200000147BL_B4,6220,0,11171.0,2909.0,uninj,V,MSN,MSN
CELL.6222,CELL.6222,2,Injury_20DPI_rep2_SS200000147BL_B4,6222,1,10185.0,2912.0,uninj,V,WNTRGC,WNTEGC
CELL.6223,CELL.6223,0,Injury_20DPI_rep2_SS200000147BL_B4,6223,14,11232.0,2908.0,uninj,V,SSTIN,SSTIN
CELL.6224,CELL.6224,1,Injury_20DPI_rep2_SS200000147BL_B4,6224,17,7442.0,2908.0,inj,V,NTNG1EX,NTNG1EX
CELL.6225,CELL.6225,1,Injury_20DPI_rep2_SS200000147BL_B4,6225,7,9520.0,2919.0,uninj,V,NTNG1EX,NTNG1EX
CELL.6226,CELL.6226,3,Injury_20DPI_rep2_SS200000147BL_B4,6226,0,10914.0,2915.0,uninj,V,MSN,MSN
CELL.6227,CELL.6227,1,Injury_20DPI_rep2_SS200000147BL_B4,6227,14,6993.0,2918.0,inj,V,SSTIN,SSTIN
CELL.6228,CELL.6228,1,Injury_20DPI_rep2_SS200000147BL_B4,6228,7,7157.0,2921.0,inj,V,VLMC,VLMC
CELL.6230,CELL.6230,2,Injury_20DPI_rep2_SS200000147BL_B4,6230,1,10135.0,2916.0,uninj,V,WNTRGC,WNTEGC
CELL.6233,CELL.6233,5,Injury_20DPI_rep2_SS200000147BL_B4,6233,7,8020.0,2914.0,inj,V,VLMC,VLMC
CELL.6234,CELL.6234,1,Injury_20DPI_rep2_SS200000147BL_B4,6234,16,9324.0,2916.0,uninj,V,SCGNIN,SCGNIN
CELL.6235,CELL.6235,2,Injury_20DPI_rep2_SS200000147BL_B4,6235,1,10626.0,2917.0,uninj,V,DIPC,TLNBL
CELL.6236,CELL.6236,1,Injury_20DPI_rep2_SS200000147BL_B4,6236,7,8522.0,2924.0,inj,V,NTNG1EX,NTNG1EX
CELL.6237,CELL.6237,1,Injury_20DPI_rep2_SS200000147BL_B4,6237,13,9816.0,2916.0,uninj,V,NPYIN,NPYIN
CELL.6243,CELL.6243,2,Injury_20DPI_rep2_SS200000147BL_B4,6243,1,10676.0,2931.0,uninj,V,DIPC,TLNBL
CELL.6244,CELL.6244,3,Injury_20DPI_rep2_SS200000147BL_B4,6244,10,11019.0,2918.0,uninj,V,Striatum IN,MSN
CELL.6246,CELL.6246,6,Injury_20DPI_rep2_SS200000147BL_B4,6246,9,7822.0,2921.0,inj,V,VLMC,VLMC
CELL.6247,CELL.6247,1,Injury_20DPI_rep2_SS200000147BL_B4,6247,7,8452.0,2923.0,inj,V,NTNG1EX,NTNG1EX
CELL.6248,CELL.6248,5,Injury_20DPI_rep2_SS200000147BL_B4,6248,2,9050.0,2920.0,uninj,V,NPTXEX,NPTXEX
CELL.6249,CELL.6249,1,Injury_20DPI_rep2_SS200000147BL_B4,6249,13,9785.0,2914.0,uninj,V,NPYIN,NPYIN
CELL.6250,CELL.6250,3,Injury_20DPI_rep2_SS200000147BL_B4,6250,4,10095.0,2919.0,uninj,V,DIPC,TLNBL
CELL.6253,CELL.6253,6,Injury_20DPI_rep2_SS200000147BL_B4,6253,17,7234.0,2919.0,inj,V,NTNG1EX,NTNG1EX
CELL.6260,CELL.6260,3,Injury_20DPI_rep2_SS200000147BL_B4,6260,4,10058.0,2925.0,uninj,V,CMPN,CMPN
CELL.6261,CELL.6261,0,Injury_20DPI_rep2_SS200000147BL_B4,6261,15,11362.0,2916.0,uninj,V,OBNBL,OBNBL
CELL.6263,CELL.6263,1,Injury_20DPI_rep2_SS200000147BL_B4,6263,4,7618.0,2918.0,inj,V,CMPN,CMPN
CELL.6265,CELL.6265,1,Injury_20DPI_rep2_SS200000147BL_B4,6265,4,9991.0,2915.0,uninj,V,CMPN,CMPN
CELL.6266,CELL.6266,2,Injury_20DPI_rep2_SS200000147BL_B4,6266,1,10721.0,2923.0,uninj,V,DIPC,TLNBL
CELL.6267,CELL.6267,6,Injury_20DPI_rep2_SS200000147BL_B4,6267,7,7887.0,2929.0,inj,V,CMPN,CMPN
CELL.6268,CELL.6268,1,Injury_20DPI_rep2_SS200000147BL_B4,6268,17,9132.0,2925.0,uninj,V,NTNG1EX,NTNG1EX
CELL.6269,CELL.6269,1,Injury_20DPI_rep2_SS200000147BL_B4,6269,13,9690.0,2926.0,uninj,V,NPYIN,NPYIN
CELL.6270,CELL.6270,3,Injury_20DPI_rep2_SS200000147BL_B4,6270,10,10797.0,2923.0,uninj,V,Immature Neuron-Wound,IMN
CELL.6272,CELL.6272,1,Injury_20DPI_rep2_SS200000147BL_B4,6272,4,8066.0,2922.0,inj,V,CMPN,CMPN
CELL.6273,CELL.6273,5,Injury_20DPI_rep2_SS200000147BL_B4,6273,7,11588.0,2923.0,uninj,V,VLMC,VLMC
CELL.6275,CELL.6275,3,Injury_20DPI_rep2_SS200000147BL_B4,6275,0,11144.0,2927.0,uninj,V,MSN,MSN
CELL.6277,CELL.6277,6,Injury_20DPI_rep2_SS200000147BL_B4,6277,4,9432.0,2929.0,uninj,V,CMPN,CMPN
CELL.6278,CELL.6278,3,Injury_20DPI_rep2_SS200000147BL_B4,6278,10,11039.0,2927.0,uninj,V,Striatum IN,MSN
CELL.6279,CELL.6279,3,Injury_20DPI_rep2_SS200000147BL_B4,6279,10,10838.0,2916.0,uninj,V,Striatum IN,MSN
CELL.6280,CELL.6280,0,Injury_20DPI_rep2_SS200000147BL_B4,6280,0,11479.0,2932.0,uninj,V,MSN,MSN
CELL.6281,CELL.6281,1,Injury_20DPI_rep2_SS200000147BL_B4,6281,4,7477.0,2930.0,inj,V,CMPN,CMPN
CELL.6282,CELL.6282,1,Injury_20DPI_rep2_SS200000147BL_B4,6282,4,7510.0,2930.0,inj,V,CMPN,CMPN
CELL.6283,CELL.6283,3,Injury_20DPI_rep2_SS200000147BL_B4,6283,10,10866.0,2932.0,uninj,V,Striatum IN,MSN
CELL.6284,CELL.6284,0,Injury_20DPI_rep2_SS200000147BL_B4,6284,0,11188.0,2930.0,uninj,V,MSN,MSN
CELL.6287,CELL.6287,6,Injury_20DPI_rep2_SS200000147BL_B4,6287,4,7122.0,2931.0,inj,V,CMPN,CMPN
CELL.6288,CELL.6288,1,Injury_20DPI_rep2_SS200000147BL_B4,6288,16,9185.0,2928.0,uninj,V,SCGNIN,SCGNIN
CELL.6289,CELL.6289,1,Injury_20DPI_rep2_SS200000147BL_B4,6289,13,9735.0,2929.0,uninj,V,NPYIN,NPYIN
CELL.6290,CELL.6290,7,Injury_20DPI_rep2_SS200000147BL_B4,6290,2,11264.0,2924.0,uninj,V,NPTXEX,NPTXEX
CELL.6294,CELL.6294,1,Injury_20DPI_rep2_SS200000147BL_B4,6294,14,7023.0,2930.0,inj,V,SSTIN,SSTIN
CELL.6296,CELL.6296,5,Injury_20DPI_rep2_SS200000147BL_B4,6296,9,8719.0,2934.0,inj,V,VLMC,VLMC
CELL.6298,CELL.6298,5,Injury_20DPI_rep2_SS200000147BL_B4,6298,0,9930.0,2932.0,uninj,V,Immature Neuron-Wound,IMN
CELL.6299,CELL.6299,1,Injury_20DPI_rep2_SS200000147BL_B4,6299,7,7912.0,2938.0,inj,V,NTNG1EX,NTNG1EX
CELL.6300,CELL.6300,0,Injury_20DPI_rep2_SS200000147BL_B4,6300,15,11382.0,2938.0,uninj,V,OBNBL,OBNBL
CELL.6302,CELL.6302,5,Injury_20DPI_rep2_SS200000147BL_B4,6302,9,8341.0,2930.0,inj,V,VLMC,VLMC
CELL.6304,CELL.6304,3,Injury_20DPI_rep2_SS200000147BL_B4,6304,10,10964.0,2933.0,uninj,V,Striatum IN,MSN
CELL.6305,CELL.6305,5,Injury_20DPI_rep2_SS200000147BL_B4,6305,9,8745.0,2950.0,inj,V,VLMC,VLMC
CELL.6306,CELL.6306,1,Injury_20DPI_rep2_SS200000147BL_B4,6306,4,9352.0,2936.0,uninj,V,CMPN,CMPN
CELL.6307,CELL.6307,2,Injury_20DPI_rep2_SS200000147BL_B4,6307,1,10642.0,2939.0,uninj,V,DIPC,TLNBL
CELL.6310,CELL.6310,6,Injury_20DPI_rep2_SS200000147BL_B4,6310,4,9080.0,2935.0,uninj,V,CMPN,CMPN
CELL.6311,CELL.6311,1,Injury_20DPI_rep2_SS200000147BL_B4,6311,4,9387.0,2930.0,uninj,V,CMPN,CMPN
CELL.6316,CELL.6316,1,Injury_20DPI_rep2_SS200000147BL_B4,6316,4,7066.0,2936.0,inj,V,CMPN,CMPN
CELL.6317,CELL.6317,1,Injury_20DPI_rep2_SS200000147BL_B4,6317,4,8122.0,2940.0,inj,V,CMPN,CMPN
CELL.6322,CELL.6322,5,Injury_20DPI_rep2_SS200000147BL_B4,6322,9,8806.0,2934.0,inj,V,VLMC,VLMC
CELL.6325,CELL.6325,3,Injury_20DPI_rep2_SS200000147BL_B4,6325,1,10089.0,2939.0,uninj,V,DIPC,TLNBL
CELL.6326,CELL.6326,1,Injury_20DPI_rep2_SS200000147BL_B4,6326,17,7275.0,2944.0,inj,V,NTNG1EX,NTNG1EX
CELL.6327,CELL.6327,1,Injury_20DPI_rep2_SS200000147BL_B4,6327,4,7386.0,2938.0,inj,V,CMPN,CMPN
CELL.6328,CELL.6328,2,Injury_20DPI_rep2_SS200000147BL_B4,6328,1,10132.0,2938.0,uninj,V,WNTRGC,WNTEGC
CELL.6329,CELL.6329,3,Injury_20DPI_rep2_SS200000147BL_B4,6329,0,11116.0,2934.0,uninj,V,MSN,MSN
CELL.6331,CELL.6331,2,Injury_20DPI_rep2_SS200000147BL_B4,6331,12,10700.0,2940.0,uninj,V,SFRPRGC,SFRPEGC
CELL.6332,CELL.6332,3,Injury_20DPI_rep2_SS200000147BL_B4,6332,0,10900.0,2940.0,uninj,V,Striatum IN,MSN
CELL.6333,CELL.6333,3,Injury_20DPI_rep2_SS200000147BL_B4,6333,0,11060.0,2943.0,uninj,V,MSN,MSN
CELL.6334,CELL.6334,3,Injury_20DPI_rep2_SS200000147BL_B4,6334,11,6882.0,2946.0,inj,V,CCKIN,CCKIN
CELL.6335,CELL.6335,3,Injury_20DPI_rep2_SS200000147BL_B4,6335,0,10987.0,2932.0,uninj,V,MSN,MSN
CELL.6338,CELL.6338,1,Injury_20DPI_rep2_SS200000147BL_B4,6338,17,7334.0,2938.0,inj,V,NTNG1EX,NTNG1EX
CELL.6339,CELL.6339,1,Injury_20DPI_rep2_SS200000147BL_B4,6339,4,7432.0,2944.0,inj,V,CMPN,CMPN
CELL.6341,CELL.6341,2,Injury_20DPI_rep2_SS200000147BL_B4,6341,1,10604.0,2940.0,uninj,V,DIPC,TLNBL
CELL.6342,CELL.6342,3,Injury_20DPI_rep2_SS200000147BL_B4,6342,0,11015.0,2947.0,uninj,V,MSN,MSN
CELL.6348,CELL.6348,1,Injury_20DPI_rep2_SS200000147BL_B4,6348,4,9976.0,2946.0,uninj,V,CMPN,CMPN
CELL.6349,CELL.6349,0,Injury_20DPI_rep2_SS200000147BL_B4,6349,0,11092.0,2944.0,uninj,V,MSN,MSN
CELL.6350,CELL.6350,5,Injury_20DPI_rep2_SS200000147BL_B4,6350,9,11961.0,2963.0,uninj,V,VLMC,VLMC
CELL.6353,CELL.6353,6,Injury_20DPI_rep2_SS200000147BL_B4,6353,17,9028.0,2944.0,uninj,V,NTNG1EX,NTNG1EX
CELL.6354,CELL.6354,1,Injury_20DPI_rep2_SS200000147BL_B4,6354,13,7707.0,2950.0,inj,V,NPYIN,NPYIN
CELL.6355,CELL.6355,1,Injury_20DPI_rep2_SS200000147BL_B4,6355,7,8480.0,2946.0,inj,V,NTNG1EX,NTNG1EX
CELL.6358,CELL.6358,5,Injury_20DPI_rep2_SS200000147BL_B4,6358,9,8371.0,2942.0,inj,V,VLMC,VLMC
CELL.6359,CELL.6359,9,Injury_20DPI_rep2_SS200000147BL_B4,6359,1,10760.0,2951.0,uninj,V,DIPC,TLNBL
CELL.6360,CELL.6360,1,Injury_20DPI_rep2_SS200000147BL_B4,6360,4,7219.0,2954.0,inj,V,CMPN,CMPN
CELL.6361,CELL.6361,1,Injury_20DPI_rep2_SS200000147BL_B4,6361,4,9803.0,2951.0,uninj,V,CMPN,CMPN
CELL.6362,CELL.6362,9,Injury_20DPI_rep2_SS200000147BL_B4,6362,3,10829.0,2948.0,uninj,V,Immature Neuron-Wound,IMN
CELL.6363,CELL.6363,1,Injury_20DPI_rep2_SS200000147BL_B4,6363,4,7568.0,2948.0,inj,V,CMPN,CMPN
CELL.6364,CELL.6364,5,Injury_20DPI_rep2_SS200000147BL_B4,6364,7,8906.0,2947.0,uninj,V,VLMC,VLMC
CELL.6365,CELL.6365,1,Injury_20DPI_rep2_SS200000147BL_B4,6365,17,9520.0,2946.0,uninj,V,NTNG1EX,NTNG1EX
CELL.6366,CELL.6366,3,Injury_20DPI_rep2_SS200000147BL_B4,6366,10,10939.0,2946.0,uninj,V,Striatum IN,MSN
CELL.6368,CELL.6368,6,Injury_20DPI_rep2_SS200000147BL_B4,6368,7,11866.0,2947.0,uninj,V,VLMC,VLMC
CELL.6369,CELL.6369,1,Injury_20DPI_rep2_SS200000147BL_B4,6369,14,6977.0,2944.0,inj,V,SSTIN,SSTIN
CELL.6370,CELL.6370,5,Injury_20DPI_rep2_SS200000147BL_B4,6370,2,11777.0,2949.0,uninj,V,VLMC,VLMC
CELL.6371,CELL.6371,6,Injury_20DPI_rep2_SS200000147BL_B4,6371,15,11436.0,2951.0,uninj,V,OBNBL,OBNBL
CELL.6376,CELL.6376,2,Injury_20DPI_rep2_SS200000147BL_B4,6376,1,10173.0,2959.0,uninj,V,WNTRGC,WNTEGC
CELL.6377,CELL.6377,6,Injury_20DPI_rep2_SS200000147BL_B4,6377,4,7171.0,2959.0,inj,V,CMPN,CMPN
CELL.6378,CELL.6378,1,Injury_20DPI_rep2_SS200000147BL_B4,6378,7,8275.0,2967.0,inj,V,CMPN,CMPN
CELL.6379,CELL.6379,9,Injury_20DPI_rep2_SS200000147BL_B4,6379,10,10797.0,2954.0,uninj,V,Immature Neuron-Wound,IMN
CELL.6387,CELL.6387,1,Injury_20DPI_rep2_SS200000147BL_B4,6387,13,9420.0,2960.0,uninj,V,NPYIN,NPYIN
CELL.6388,CELL.6388,1,Injury_20DPI_rep2_SS200000147BL_B4,6388,13,9648.0,2958.0,uninj,V,NPYIN,NPYIN
CELL.6389,CELL.6389,1,Injury_20DPI_rep2_SS200000147BL_B4,6389,13,9710.0,2960.0,uninj,V,NPYIN,NPYIN
CELL.6390,CELL.6390,5,Injury_20DPI_rep2_SS200000147BL_B4,6390,9,11942.0,2960.0,uninj,V,VLMC,VLMC
CELL.6394,CELL.6394,1,Injury_20DPI_rep2_SS200000147BL_B4,6394,4,7107.0,2960.0,inj,V,CMPN,CMPN
CELL.6395,CELL.6395,1,Injury_20DPI_rep2_SS200000147BL_B4,6395,7,8506.0,2968.0,inj,V,NTNG1EX,NTNG1EX
CELL.6396,CELL.6396,2,Injury_20DPI_rep2_SS200000147BL_B4,6396,1,10260.0,2965.0,uninj,V,DIPC,TLNBL
CELL.6398,CELL.6398,2,Injury_20DPI_rep2_SS200000147BL_B4,6398,1,10618.0,2965.0,uninj,V,WNTRGC,WNTEGC
CELL.6400,CELL.6400,1,Injury_20DPI_rep2_SS200000147BL_B4,6400,13,7875.0,2961.0,inj,V,NPYIN,NPYIN
CELL.6401,CELL.6401,1,Injury_20DPI_rep2_SS200000147BL_B4,6401,7,8449.0,2957.0,inj,V,NTNG1EX,NTNG1EX
CELL.6402,CELL.6402,5,Injury_20DPI_rep2_SS200000147BL_B4,6402,9,8810.0,2964.0,inj,V,VLMC,VLMC
CELL.6403,CELL.6403,6,Injury_20DPI_rep2_SS200000147BL_B4,6403,6,10293.0,2966.0,uninj,V,WNTRGC,WNTEGC
CELL.6404,CELL.6404,3,Injury_20DPI_rep2_SS200000147BL_B4,6404,10,11129.0,2962.0,uninj,V,Striatum IN,MSN
CELL.6408,CELL.6408,1,Injury_20DPI_rep2_SS200000147BL_B4,6408,4,6811.0,2969.0,inj,V,CMPN,CMPN
CELL.6409,CELL.6409,5,Injury_20DPI_rep2_SS200000147BL_B4,6409,9,8721.0,2963.0,inj,V,VLMC,VLMC
CELL.6410,CELL.6410,1,Injury_20DPI_rep2_SS200000147BL_B4,6410,1,10032.0,2956.0,uninj,V,DIPC,TLNBL
CELL.6411,CELL.6411,3,Injury_20DPI_rep2_SS200000147BL_B4,6411,10,10870.0,2962.0,uninj,V,Striatum IN,MSN
CELL.6412,CELL.6412,0,Injury_20DPI_rep2_SS200000147BL_B4,6412,2,11192.0,2963.0,uninj,V,NPTXEX,NPTXEX
CELL.6414,CELL.6414,1,Injury_20DPI_rep2_SS200000147BL_B4,6414,4,7354.0,2964.0,inj,V,CMPN,CMPN
CELL.6415,CELL.6415,6,Injury_20DPI_rep2_SS200000147BL_B4,6415,7,8653.0,2955.0,inj,V,VLMC,VLMC
CELL.6416,CELL.6416,6,Injury_20DPI_rep2_SS200000147BL_B4,6416,4,9153.0,2964.0,uninj,V,CMPN,CMPN
CELL.6417,CELL.6417,2,Injury_20DPI_rep2_SS200000147BL_B4,6417,1,10079.0,2960.0,uninj,V,WNTRGC,WNTEGC
