,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Celltype,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.3407,CELL.3407,2,Injury_control_FP200000239BL_E3,3407,8,VLMC,uninj,D,VLMC,VLMC
CELL.3408,CELL.3408,7,Injury_control_FP200000239BL_E3,3408,9,DPEX,uninj,D,DPEX,DPEX
CELL.3409,CELL.3409,1,Injury_control_FP200000239BL_E3,3409,10,BKC,uninj,V,CCKIN,CCKIN
CELL.3410,CELL.3410,1,Injury_control_FP200000239BL_E3,3410,14,StriatumIN,uninj,V,NPYIN,NPYIN
CELL.3412,CELL.3412,1,Injury_control_FP200000239BL_E3,3412,14,StriatumIN,uninj,V,NPYIN,NPYIN
CELL.3413,CELL.3413,1,Injury_control_FP200000239BL_E3,3413,2,StriatumIN,uninj,V,NPYIN,NPYIN
CELL.3414,CELL.3414,6,Injury_control_FP200000239BL_E3,3414,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3416,CELL.3416,7,Injury_control_FP200000239BL_E3,3416,9,DPEX,uninj,D,DPEX,DPEX
CELL.3417,CELL.3417,1,Injury_control_FP200000239BL_E3,3417,10,BKC,uninj,V,CCKIN,CCKIN
CELL.3419,CELL.3419,3,Injury_control_FP200000239BL_E3,3419,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3420,CELL.3420,8,Injury_control_FP200000239BL_E3,3420,0,CMPN,uninj,V,CMPN,CMPN
CELL.3422,CELL.3422,3,Injury_control_FP200000239BL_E3,3422,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3423,CELL.3423,3,Injury_control_FP200000239BL_E3,3423,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3424,CELL.3424,7,Injury_control_FP200000239BL_E3,3424,13,SSTIN,uninj,D,SSTIN,SSTIN
CELL.3425,CELL.3425,4,Injury_control_FP200000239BL_E3,3425,5,MPEX,uninj,D,NPTXEX,NPTXEX
CELL.3427,CELL.3427,2,Injury_control_FP200000239BL_E3,3427,8,VLMC,uninj,D,VLMC,VLMC
CELL.3428,CELL.3428,6,Injury_control_FP200000239BL_E3,3428,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3430,CELL.3430,2,Injury_control_FP200000239BL_E3,3430,8,VLMC,uninj,V,VLMC,VLMC
CELL.3431,CELL.3431,8,Injury_control_FP200000239BL_E3,3431,2,StriatumIN,uninj,V,CP,CP
CELL.3432,CELL.3432,4,Injury_control_FP200000239BL_E3,3432,8,CP,uninj,D,CP,CP
CELL.3433,CELL.3433,2,Injury_control_FP200000239BL_E3,3433,3,CP,uninj,D,CP,CP
CELL.3434,CELL.3434,7,Injury_control_FP200000239BL_E3,3434,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3435,CELL.3435,6,Injury_control_FP200000239BL_E3,3435,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3437,CELL.3437,2,Injury_control_FP200000239BL_E3,3437,3,CP,uninj,V,CP,CP
CELL.3438,CELL.3438,2,Injury_control_FP200000239BL_E3,3438,3,CP,uninj,D,CP,CP
CELL.3439,CELL.3439,4,Injury_control_FP200000239BL_E3,3439,13,SSTIN,uninj,D,SSTIN,SSTIN
CELL.3440,CELL.3440,1,Injury_control_FP200000239BL_E3,3440,0,CMPN,uninj,V,CMPN,CMPN
CELL.3441,CELL.3441,6,Injury_control_FP200000239BL_E3,3441,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3442,CELL.3442,6,Injury_control_FP200000239BL_E3,3442,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3443,CELL.3443,3,Injury_control_FP200000239BL_E3,3443,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3444,CELL.3444,7,Injury_control_FP200000239BL_E3,3444,4,MPEX,uninj,D,MPEX,MPEX
CELL.3445,CELL.3445,2,Injury_control_FP200000239BL_E3,3445,3,VLMC,uninj,V,VLMC,VLMC
CELL.3446,CELL.3446,6,Injury_control_FP200000239BL_E3,3446,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3447,CELL.3447,3,Injury_control_FP200000239BL_E3,3447,1,CCND1RGC,uninj,D,RIBRGC,RIBEGC
CELL.3449,CELL.3449,0,Injury_control_FP200000239BL_E3,3449,5,NPTXEX,uninj,V,NPTXEX,NPTXEX
CELL.3450,CELL.3450,6,Injury_control_FP200000239BL_E3,3450,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3451,CELL.3451,6,Injury_control_FP200000239BL_E3,3451,1,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3452,CELL.3452,2,Injury_control_FP200000239BL_E3,3452,8,VLMC,uninj,D,VLMC,VLMC
CELL.3453,CELL.3453,7,Injury_control_FP200000239BL_E3,3453,9,DPEX,uninj,D,DPEX,DPEX
CELL.3454,CELL.3454,1,Injury_control_FP200000239BL_E3,3454,10,BKC,uninj,V,CCKIN,CCKIN
CELL.3455,CELL.3455,3,Injury_control_FP200000239BL_E3,3455,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3456,CELL.3456,2,Injury_control_FP200000239BL_E3,3456,3,SFRP1RGC,uninj,V,VLMC,VLMC
CELL.3458,CELL.3458,1,Injury_control_FP200000239BL_E3,3458,10,BKC,uninj,V,CCKIN,CCKIN
CELL.3459,CELL.3459,8,Injury_control_FP200000239BL_E3,3459,0,CMPN,uninj,V,CMPN,CMPN
CELL.3460,CELL.3460,6,Injury_control_FP200000239BL_E3,3460,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3461,CELL.3461,3,Injury_control_FP200000239BL_E3,3461,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3462,CELL.3462,4,Injury_control_FP200000239BL_E3,3462,4,MPEX,uninj,D,Unknown,UnKnown
CELL.3463,CELL.3463,8,Injury_control_FP200000239BL_E3,3463,0,CMPN,uninj,V,CMPN,CMPN
CELL.3464,CELL.3464,3,Injury_control_FP200000239BL_E3,3464,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3465,CELL.3465,4,Injury_control_FP200000239BL_E3,3465,4,MPEX,uninj,D,MPEX,MPEX
CELL.3466,CELL.3466,6,Injury_control_FP200000239BL_E3,3466,1,CCND1RGC,uninj,V,WNTRGC,WNTEGC
CELL.3467,CELL.3467,7,Injury_control_FP200000239BL_E3,3467,9,DPEX,uninj,D,DPEX,DPEX
CELL.3469,CELL.3469,2,Injury_control_FP200000239BL_E3,3469,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3471,CELL.3471,2,Injury_control_FP200000239BL_E3,3471,3,CP,uninj,D,CP,CP
CELL.3472,CELL.3472,7,Injury_control_FP200000239BL_E3,3472,4,DPEX,uninj,D,DPEX,DPEX
CELL.3473,CELL.3473,0,Injury_control_FP200000239BL_E3,3473,0,CMPN,uninj,V,CMPN,CMPN
CELL.3474,CELL.3474,7,Injury_control_FP200000239BL_E3,3474,4,MPEX,uninj,D,Unknown,UnKnown
CELL.3475,CELL.3475,1,Injury_control_FP200000239BL_E3,3475,10,BKC,uninj,V,CCKIN,CCKIN
CELL.3476,CELL.3476,2,Injury_control_FP200000239BL_E3,3476,8,VLMC,uninj,V,VLMC,VLMC
CELL.3477,CELL.3477,3,Injury_control_FP200000239BL_E3,3477,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3478,CELL.3478,3,Injury_control_FP200000239BL_E3,3478,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3479,CELL.3479,4,Injury_control_FP200000239BL_E3,3479,13,SSTIN,uninj,D,SSTIN,SSTIN
CELL.3480,CELL.3480,8,Injury_control_FP200000239BL_E3,3480,0,CMPN,uninj,V,CMPN,CMPN
CELL.3482,CELL.3482,3,Injury_control_FP200000239BL_E3,3482,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3483,CELL.3483,8,Injury_control_FP200000239BL_E3,3483,0,CMPN,uninj,V,CMPN,CMPN
CELL.3484,CELL.3484,2,Injury_control_FP200000239BL_E3,3484,8,VLMC,uninj,V,VLMC,VLMC
CELL.3486,CELL.3486,0,Injury_control_FP200000239BL_E3,3486,0,CMPN,uninj,V,CMPN,CMPN
CELL.3487,CELL.3487,7,Injury_control_FP200000239BL_E3,3487,9,DPEX,uninj,D,DPEX,DPEX
CELL.3489,CELL.3489,4,Injury_control_FP200000239BL_E3,3489,13,SSTIN,uninj,D,SSTIN,SSTIN
CELL.3490,CELL.3490,6,Injury_control_FP200000239BL_E3,3490,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3491,CELL.3491,6,Injury_control_FP200000239BL_E3,3491,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3492,CELL.3492,2,Injury_control_FP200000239BL_E3,3492,3,CP,uninj,V,CP,CP
CELL.3493,CELL.3493,3,Injury_control_FP200000239BL_E3,3493,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3494,CELL.3494,4,Injury_control_FP200000239BL_E3,3494,5,MPEX,uninj,D,Unknown,UnKnown
CELL.3495,CELL.3495,3,Injury_control_FP200000239BL_E3,3495,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3496,CELL.3496,3,Injury_control_FP200000239BL_E3,3496,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3499,CELL.3499,3,Injury_control_FP200000239BL_E3,3499,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3500,CELL.3500,7,Injury_control_FP200000239BL_E3,3500,9,DPEX,uninj,D,DPEX,DPEX
CELL.3501,CELL.3501,4,Injury_control_FP200000239BL_E3,3501,2,StriatumIN,uninj,D,MSN,MSN
CELL.3502,CELL.3502,2,Injury_control_FP200000239BL_E3,3502,8,VLMC,uninj,D,VLMC,VLMC
CELL.3504,CELL.3504,1,Injury_control_FP200000239BL_E3,3504,10,BKC,uninj,V,CCKIN,CCKIN
CELL.3505,CELL.3505,6,Injury_control_FP200000239BL_E3,3505,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3507,CELL.3507,0,Injury_control_FP200000239BL_E3,3507,10,BKC,uninj,V,CCKIN,CCKIN
CELL.3508,CELL.3508,2,Injury_control_FP200000239BL_E3,3508,3,CP,uninj,V,CP,CP
CELL.3509,CELL.3509,2,Injury_control_FP200000239BL_E3,3509,1,SFRP1RGC,uninj,D,DIPC,TLNBL
CELL.3511,CELL.3511,6,Injury_control_FP200000239BL_E3,3511,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3513,CELL.3513,2,Injury_control_FP200000239BL_E3,3513,3,CP,uninj,V,CP,CP
CELL.3514,CELL.3514,7,Injury_control_FP200000239BL_E3,3514,9,DPEX,uninj,D,DPEX,DPEX
CELL.3515,CELL.3515,8,Injury_control_FP200000239BL_E3,3515,0,CMPN,uninj,V,Unknown,UnKnown
CELL.3516,CELL.3516,8,Injury_control_FP200000239BL_E3,3516,0,CMPN,uninj,V,CMPN,CMPN
CELL.3517,CELL.3517,2,Injury_control_FP200000239BL_E3,3517,3,CP,uninj,D,CP,CP
CELL.3518,CELL.3518,2,Injury_control_FP200000239BL_E3,3518,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3519,CELL.3519,8,Injury_control_FP200000239BL_E3,3519,2,StriatumIN,uninj,V,MSN,MSN
CELL.3520,CELL.3520,2,Injury_control_FP200000239BL_E3,3520,3,CP,uninj,V,CP,CP
CELL.3522,CELL.3522,4,Injury_control_FP200000239BL_E3,3522,4,MPEX,uninj,D,NPTXEX,NPTXEX
CELL.3523,CELL.3523,7,Injury_control_FP200000239BL_E3,3523,9,DPEX,uninj,D,DPEX,DPEX
CELL.3524,CELL.3524,1,Injury_control_FP200000239BL_E3,3524,10,BKC,uninj,V,CCKIN,CCKIN
CELL.3525,CELL.3525,8,Injury_control_FP200000239BL_E3,3525,0,CMPN,uninj,V,CMPN,CMPN
CELL.3526,CELL.3526,8,Injury_control_FP200000239BL_E3,3526,0,CMPN,uninj,V,CMPN,CMPN
CELL.3527,CELL.3527,6,Injury_control_FP200000239BL_E3,3527,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3528,CELL.3528,3,Injury_control_FP200000239BL_E3,3528,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3529,CELL.3529,8,Injury_control_FP200000239BL_E3,3529,0,CMPN,uninj,V,CMPN,CMPN
CELL.3530,CELL.3530,2,Injury_control_FP200000239BL_E3,3530,3,CP,uninj,V,CP,CP
CELL.3532,CELL.3532,2,Injury_control_FP200000239BL_E3,3532,3,VLMC,uninj,V,VLMC,VLMC
CELL.3533,CELL.3533,6,Injury_control_FP200000239BL_E3,3533,6,CP,uninj,V,CP,CP
CELL.3535,CELL.3535,8,Injury_control_FP200000239BL_E3,3535,0,CMPN,uninj,V,CMPN,CMPN
CELL.3536,CELL.3536,6,Injury_control_FP200000239BL_E3,3536,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3537,CELL.3537,2,Injury_control_FP200000239BL_E3,3537,3,CP,uninj,V,CP,CP
CELL.3538,CELL.3538,3,Injury_control_FP200000239BL_E3,3538,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3540,CELL.3540,3,Injury_control_FP200000239BL_E3,3540,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3541,CELL.3541,4,Injury_control_FP200000239BL_E3,3541,4,MPEX,uninj,D,MPEX,MPEX
CELL.3542,CELL.3542,2,Injury_control_FP200000239BL_E3,3542,3,IMC,uninj,V,Microglia,MCG
CELL.3544,CELL.3544,8,Injury_control_FP200000239BL_E3,3544,0,CMPN,uninj,V,CMPN,CMPN
CELL.3546,CELL.3546,6,Injury_control_FP200000239BL_E3,3546,11,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.3547,CELL.3547,3,Injury_control_FP200000239BL_E3,3547,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3548,CELL.3548,2,Injury_control_FP200000239BL_E3,3548,3,VLMC,uninj,V,VLMC,VLMC
CELL.3550,CELL.3550,3,Injury_control_FP200000239BL_E3,3550,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3551,CELL.3551,7,Injury_control_FP200000239BL_E3,3551,9,DPEX,uninj,D,DPEX,DPEX
CELL.3552,CELL.3552,4,Injury_control_FP200000239BL_E3,3552,4,MPEX,uninj,D,MPEX,MPEX
CELL.3553,CELL.3553,7,Injury_control_FP200000239BL_E3,3553,4,MPEX,uninj,D,Unknown,UnKnown
CELL.3554,CELL.3554,7,Injury_control_FP200000239BL_E3,3554,4,MPEX,uninj,D,Unknown,UnKnown
CELL.3555,CELL.3555,6,Injury_control_FP200000239BL_E3,3555,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3556,CELL.3556,0,Injury_control_FP200000239BL_E3,3556,10,BKC,uninj,V,CCKIN,CCKIN
CELL.3557,CELL.3557,2,Injury_control_FP200000239BL_E3,3557,2,StriatumIN,uninj,V,MSN,MSN
CELL.3558,CELL.3558,2,Injury_control_FP200000239BL_E3,3558,3,WNTRGC,uninj,V,CP,CP
CELL.3559,CELL.3559,3,Injury_control_FP200000239BL_E3,3559,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3560,CELL.3560,6,Injury_control_FP200000239BL_E3,3560,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3561,CELL.3561,6,Injury_control_FP200000239BL_E3,3561,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3562,CELL.3562,3,Injury_control_FP200000239BL_E3,3562,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3563,CELL.3563,4,Injury_control_FP200000239BL_E3,3563,4,MPEX,uninj,D,MPEX,MPEX
CELL.3564,CELL.3564,7,Injury_control_FP200000239BL_E3,3564,9,DPEX,uninj,D,DPEX,DPEX
CELL.3565,CELL.3565,7,Injury_control_FP200000239BL_E3,3565,9,DPEX,uninj,D,DPEX,DPEX
CELL.3566,CELL.3566,2,Injury_control_FP200000239BL_E3,3566,3,CP,uninj,D,CP,CP
CELL.3567,CELL.3567,1,Injury_control_FP200000239BL_E3,3567,10,BKC,uninj,V,CCKIN,CCKIN
CELL.3568,CELL.3568,6,Injury_control_FP200000239BL_E3,3568,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3569,CELL.3569,2,Injury_control_FP200000239BL_E3,3569,3,VLMC,uninj,V,VLMC,VLMC
CELL.3570,CELL.3570,8,Injury_control_FP200000239BL_E3,3570,0,CMPN,uninj,V,CMPN,CMPN
CELL.3571,CELL.3571,6,Injury_control_FP200000239BL_E3,3571,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3572,CELL.3572,6,Injury_control_FP200000239BL_E3,3572,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3574,CELL.3574,1,Injury_control_FP200000239BL_E3,3574,10,BKC,uninj,V,CCKIN,CCKIN
CELL.3575,CELL.3575,3,Injury_control_FP200000239BL_E3,3575,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3576,CELL.3576,4,Injury_control_FP200000239BL_E3,3576,4,MPEX,uninj,D,MPEX,MPEX
CELL.3577,CELL.3577,7,Injury_control_FP200000239BL_E3,3577,9,DPEX,uninj,D,DPEX,DPEX
CELL.3579,CELL.3579,8,Injury_control_FP200000239BL_E3,3579,10,BKC,uninj,V,CCKIN,CCKIN
CELL.3580,CELL.3580,3,Injury_control_FP200000239BL_E3,3580,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3581,CELL.3581,8,Injury_control_FP200000239BL_E3,3581,0,CMPN,uninj,V,CMPN,CMPN
CELL.3582,CELL.3582,3,Injury_control_FP200000239BL_E3,3582,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3583,CELL.3583,2,Injury_control_FP200000239BL_E3,3583,3,CP,uninj,V,CP,CP
CELL.3584,CELL.3584,8,Injury_control_FP200000239BL_E3,3584,0,NBL,uninj,V,CMPN,CMPN
CELL.3585,CELL.3585,6,Injury_control_FP200000239BL_E3,3585,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3586,CELL.3586,6,Injury_control_FP200000239BL_E3,3586,3,CP,uninj,V,CP,CP
CELL.3588,CELL.3588,7,Injury_control_FP200000239BL_E3,3588,9,DPEX,uninj,D,DPEX,DPEX
CELL.3590,CELL.3590,3,Injury_control_FP200000239BL_E3,3590,6,WNTRGC,uninj,D,DIPC,TLNBL
CELL.3591,CELL.3591,3,Injury_control_FP200000239BL_E3,3591,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3592,CELL.3592,4,Injury_control_FP200000239BL_E3,3592,4,MPEX,uninj,D,Unknown,UnKnown
CELL.3593,CELL.3593,7,Injury_control_FP200000239BL_E3,3593,9,DPEX,uninj,D,DPEX,DPEX
CELL.3594,CELL.3594,7,Injury_control_FP200000239BL_E3,3594,9,DPEX,uninj,D,DPEX,DPEX
CELL.3595,CELL.3595,8,Injury_control_FP200000239BL_E3,3595,0,CMPN,uninj,V,CMPN,CMPN
CELL.3596,CELL.3596,0,Injury_control_FP200000239BL_E3,3596,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3597,CELL.3597,7,Injury_control_FP200000239BL_E3,3597,9,DPEX,uninj,D,DPEX,DPEX
CELL.3598,CELL.3598,0,Injury_control_FP200000239BL_E3,3598,0,NBL,uninj,V,CMPN,CMPN
CELL.3599,CELL.3599,2,Injury_control_FP200000239BL_E3,3599,3,CP,uninj,V,CP,CP
CELL.3600,CELL.3600,3,Injury_control_FP200000239BL_E3,3600,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3601,CELL.3601,3,Injury_control_FP200000239BL_E3,3601,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3602,CELL.3602,4,Injury_control_FP200000239BL_E3,3602,13,CP,uninj,D,SSTIN,SSTIN
CELL.3603,CELL.3603,8,Injury_control_FP200000239BL_E3,3603,0,CMPN,uninj,V,CMPN,CMPN
CELL.3604,CELL.3604,2,Injury_control_FP200000239BL_E3,3604,3,CP,uninj,V,CP,CP
CELL.3605,CELL.3605,3,Injury_control_FP200000239BL_E3,3605,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3607,CELL.3607,6,Injury_control_FP200000239BL_E3,3607,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3609,CELL.3609,2,Injury_control_FP200000239BL_E3,3609,3,CP,uninj,D,CP,CP
CELL.3610,CELL.3610,6,Injury_control_FP200000239BL_E3,3610,6,SFRP1RGC,uninj,V,DIPC,TLNBL
CELL.3613,CELL.3613,3,Injury_control_FP200000239BL_E3,3613,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3614,CELL.3614,8,Injury_control_FP200000239BL_E3,3614,0,CMPN,uninj,V,Unknown,UnKnown
CELL.3615,CELL.3615,2,Injury_control_FP200000239BL_E3,3615,2,StriatumIN,uninj,D,MSN,MSN
CELL.3616,CELL.3616,4,Injury_control_FP200000239BL_E3,3616,4,MPEX,uninj,D,MPEX,MPEX
CELL.3617,CELL.3617,7,Injury_control_FP200000239BL_E3,3617,4,MPEX,uninj,D,Unknown,UnKnown
CELL.3618,CELL.3618,1,Injury_control_FP200000239BL_E3,3618,10,BKC,uninj,V,CCKIN,CCKIN
CELL.3619,CELL.3619,2,Injury_control_FP200000239BL_E3,3619,3,CP,uninj,V,CP,CP
CELL.3620,CELL.3620,4,Injury_control_FP200000239BL_E3,3620,4,MPEX,uninj,D,MPEX,MPEX
CELL.3621,CELL.3621,7,Injury_control_FP200000239BL_E3,3621,9,DPEX,uninj,D,DPEX,DPEX
CELL.3622,CELL.3622,8,Injury_control_FP200000239BL_E3,3622,0,CMPN,uninj,V,CMPN,CMPN
CELL.3623,CELL.3623,8,Injury_control_FP200000239BL_E3,3623,2,StriatumIN,uninj,V,MSN,MSN
CELL.3625,CELL.3625,6,Injury_control_FP200000239BL_E3,3625,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3626,CELL.3626,4,Injury_control_FP200000239BL_E3,3626,4,MPEX,uninj,D,MPEX,MPEX
CELL.3627,CELL.3627,7,Injury_control_FP200000239BL_E3,3627,9,DPEX,uninj,D,DPEX,DPEX
CELL.3628,CELL.3628,7,Injury_control_FP200000239BL_E3,3628,4,MPEX,uninj,D,MPEX,MPEX
CELL.3629,CELL.3629,1,Injury_control_FP200000239BL_E3,3629,10,BKC,uninj,V,CCKIN,CCKIN
CELL.3630,CELL.3630,8,Injury_control_FP200000239BL_E3,3630,0,CMPN,uninj,V,CMPN,CMPN
CELL.3631,CELL.3631,6,Injury_control_FP200000239BL_E3,3631,6,CCND1RGC,uninj,V,DIPC,TLNBL
CELL.3632,CELL.3632,2,Injury_control_FP200000239BL_E3,3632,6,SFRP1RGC,uninj,V,DIPC,TLNBL
CELL.3633,CELL.3633,4,Injury_control_FP200000239BL_E3,3633,4,MPEX,uninj,D,MPEX,MPEX
CELL.3634,CELL.3634,7,Injury_control_FP200000239BL_E3,3634,3,CP,uninj,D,CP,CP
CELL.3635,CELL.3635,2,Injury_control_FP200000239BL_E3,3635,3,VLMC,uninj,V,CP,CP
CELL.3636,CELL.3636,2,Injury_control_FP200000239BL_E3,3636,3,CP,uninj,D,CP,CP
CELL.3637,CELL.3637,6,Injury_control_FP200000239BL_E3,3637,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3638,CELL.3638,3,Injury_control_FP200000239BL_E3,3638,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3639,CELL.3639,4,Injury_control_FP200000239BL_E3,3639,4,MPEX,uninj,D,Unknown,UnKnown
CELL.3640,CELL.3640,7,Injury_control_FP200000239BL_E3,3640,9,DPEX,uninj,D,DPEX,DPEX
CELL.3641,CELL.3641,7,Injury_control_FP200000239BL_E3,3641,9,DPEX,uninj,D,DPEX,DPEX
CELL.3642,CELL.3642,0,Injury_control_FP200000239BL_E3,3642,6,SFRP1RGC,uninj,D,DIPC,TLNBL
CELL.3643,CELL.3643,8,Injury_control_FP200000239BL_E3,3643,0,CMPN,uninj,V,CMPN,CMPN
CELL.3644,CELL.3644,3,Injury_control_FP200000239BL_E3,3644,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3645,CELL.3645,3,Injury_control_FP200000239BL_E3,3645,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3646,CELL.3646,2,Injury_control_FP200000239BL_E3,3646,3,CP,uninj,D,CP,CP
CELL.3647,CELL.3647,3,Injury_control_FP200000239BL_E3,3647,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3648,CELL.3648,8,Injury_control_FP200000239BL_E3,3648,0,CMPN,uninj,V,CMPN,CMPN
CELL.3649,CELL.3649,2,Injury_control_FP200000239BL_E3,3649,3,CP,uninj,V,CP,CP
CELL.3650,CELL.3650,4,Injury_control_FP200000239BL_E3,3650,4,MPEX,uninj,D,MPEX,MPEX
CELL.3651,CELL.3651,3,Injury_control_FP200000239BL_E3,3651,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3652,CELL.3652,7,Injury_control_FP200000239BL_E3,3652,4,MPEX,uninj,D,MPEX,MPEX
CELL.3653,CELL.3653,0,Injury_control_FP200000239BL_E3,3653,0,CMPN,uninj,V,CMPN,CMPN
CELL.3654,CELL.3654,0,Injury_control_FP200000239BL_E3,3654,0,CMPN,uninj,V,CMPN,CMPN
CELL.3655,CELL.3655,8,Injury_control_FP200000239BL_E3,3655,6,SFRP1RGC,uninj,V,DIPC,TLNBL
CELL.3656,CELL.3656,8,Injury_control_FP200000239BL_E3,3656,0,CMPN,uninj,V,CMPN,CMPN
CELL.3657,CELL.3657,6,Injury_control_FP200000239BL_E3,3657,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3659,CELL.3659,2,Injury_control_FP200000239BL_E3,3659,3,CP,uninj,V,CP,CP
CELL.3660,CELL.3660,4,Injury_control_FP200000239BL_E3,3660,4,MPEX,uninj,D,Unknown,UnKnown
CELL.3661,CELL.3661,7,Injury_control_FP200000239BL_E3,3661,9,DPEX,uninj,D,DPEX,DPEX
CELL.3662,CELL.3662,6,Injury_control_FP200000239BL_E3,3662,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3663,CELL.3663,3,Injury_control_FP200000239BL_E3,3663,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3664,CELL.3664,7,Injury_control_FP200000239BL_E3,3664,13,SSTIN,uninj,D,SSTIN,SSTIN
CELL.3665,CELL.3665,6,Injury_control_FP200000239BL_E3,3665,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3666,CELL.3666,6,Injury_control_FP200000239BL_E3,3666,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3667,CELL.3667,6,Injury_control_FP200000239BL_E3,3667,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.3670,CELL.3670,3,Injury_control_FP200000239BL_E3,3670,1,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.3671,CELL.3671,0,Injury_control_FP200000239BL_E3,3671,0,CMPN,uninj,V,CMPN,CMPN
CELL.3672,CELL.3672,7,Injury_control_FP200000239BL_E3,3672,4,DPEX,uninj,D,DPEX,DPEX
CELL.3673,CELL.3673,7,Injury_control_FP200000239BL_E3,3673,9,DPEX,uninj,D,DPEX,DPEX
CELL.3674,CELL.3674,8,Injury_control_FP200000239BL_E3,3674,0,CMPN,uninj,V,Unknown,UnKnown
