,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,x_center,y_center,inj_uninj,D_V,inj_M_L,Annotation_Final,Annotation_0306
CELL.23112,CELL.23112,5,Injury_10DPI_rep1_SS200000147BL_B5,23112,2,4397.0,3674.0,uninj,V,NO,DIPC,TLNBL
CELL.23113,CELL.23113,9,Injury_10DPI_rep1_SS200000147BL_B5,23113,8,6580.0,3673.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23116,CELL.23116,1,Injury_10DPI_rep1_SS200000147BL_B5,23116,0,6267.0,3674.0,uninj,D,NO,MSN,MSN
CELL.23126,CELL.23126,5,Injury_10DPI_rep1_SS200000147BL_B5,23126,2,5188.0,3676.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23127,CELL.23127,4,Injury_10DPI_rep1_SS200000147BL_B5,23127,2,5856.0,3667.0,uninj,D,NO,DIPC,TLNBL
CELL.23132,CELL.23132,8,Injury_10DPI_rep1_SS200000147BL_B5,23132,9,4144.0,3681.0,uninj,V,NO,CCKIN,CCKIN
CELL.23133,CELL.23133,1,Injury_10DPI_rep1_SS200000147BL_B5,23133,1,6316.0,3681.0,uninj,D,NO,Striatum IN,MSN
CELL.23134,CELL.23134,9,Injury_10DPI_rep1_SS200000147BL_B5,23134,8,6526.0,3680.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23139,CELL.23139,8,Injury_10DPI_rep1_SS200000147BL_B5,23139,9,3962.0,3683.0,uninj,V,NO,CCKIN,CCKIN
CELL.23140,CELL.23140,8,Injury_10DPI_rep1_SS200000147BL_B5,23140,9,4196.0,3678.0,uninj,V,NO,CCKIN,CCKIN
CELL.23141,CELL.23141,8,Injury_10DPI_rep1_SS200000147BL_B5,23141,9,4310.0,3677.0,uninj,V,NO,CCKIN,CCKIN
CELL.23142,CELL.23142,4,Injury_10DPI_rep1_SS200000147BL_B5,23142,2,5953.0,3679.0,uninj,D,NO,DIPC,TLNBL
CELL.23148,CELL.23148,8,Injury_10DPI_rep1_SS200000147BL_B5,23148,9,3618.0,3678.0,uninj,V,NO,CCKIN,CCKIN
CELL.23149,CELL.23149,1,Injury_10DPI_rep1_SS200000147BL_B5,23149,0,5893.0,3682.0,uninj,D,NO,MSN,MSN
CELL.23150,CELL.23150,5,Injury_10DPI_rep1_SS200000147BL_B5,23150,2,6050.0,3679.0,uninj,D,NO,DIPC,TLNBL
CELL.23151,CELL.23151,9,Injury_10DPI_rep1_SS200000147BL_B5,23151,8,6408.0,3675.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23154,CELL.23154,5,Injury_10DPI_rep1_SS200000147BL_B5,23154,2,4918.0,3667.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23155,CELL.23155,9,Injury_10DPI_rep1_SS200000147BL_B5,23155,8,6481.0,3681.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23157,CELL.23157,5,Injury_10DPI_rep1_SS200000147BL_B5,23157,5,5269.0,3680.0,uninj,D,NO,VLMC,VLMC
CELL.23158,CELL.23158,9,Injury_10DPI_rep1_SS200000147BL_B5,23158,8,6644.0,3678.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23159,CELL.23159,2,Injury_10DPI_rep1_SS200000147BL_B5,23159,3,7363.0,3679.0,uninj,D,NO,VLMC,VLMC
CELL.23162,CELL.23162,5,Injury_10DPI_rep1_SS200000147BL_B5,23162,2,4610.0,3681.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23163,CELL.23163,5,Injury_10DPI_rep1_SS200000147BL_B5,23163,2,4792.0,3681.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23164,CELL.23164,5,Injury_10DPI_rep1_SS200000147BL_B5,23164,2,4825.0,3680.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23165,CELL.23165,6,Injury_10DPI_rep1_SS200000147BL_B5,23165,3,6879.0,3682.0,uninj,D,NO,VLMC,VLMC
CELL.23169,CELL.23169,8,Injury_10DPI_rep1_SS200000147BL_B5,23169,9,4084.0,3689.0,uninj,V,NO,CCKIN,CCKIN
CELL.23170,CELL.23170,6,Injury_10DPI_rep1_SS200000147BL_B5,23170,2,5763.0,3684.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23171,CELL.23171,1,Injury_10DPI_rep1_SS200000147BL_B5,23171,0,6293.0,3683.0,uninj,D,NO,MSN,MSN
CELL.23172,CELL.23172,9,Injury_10DPI_rep1_SS200000147BL_B5,23172,8,6739.0,3684.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23176,CELL.23176,8,Injury_10DPI_rep1_SS200000147BL_B5,23176,9,3658.0,3689.0,uninj,V,NO,CCKIN,CCKIN
CELL.23177,CELL.23177,8,Injury_10DPI_rep1_SS200000147BL_B5,23177,9,3926.0,3680.0,uninj,V,NO,CCKIN,CCKIN
CELL.23178,CELL.23178,5,Injury_10DPI_rep1_SS200000147BL_B5,23178,2,4638.0,3682.0,uninj,V,NO,DIPC,TLNBL
CELL.23179,CELL.23179,5,Injury_10DPI_rep1_SS200000147BL_B5,23179,2,5158.0,3682.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23180,CELL.23180,4,Injury_10DPI_rep1_SS200000147BL_B5,23180,2,5405.0,3683.0,uninj,D,NO,DIPC,TLNBL
CELL.23181,CELL.23181,8,Injury_10DPI_rep1_SS200000147BL_B5,23181,15,4020.0,3683.0,uninj,V,NO,NPYIN,NPYIN
CELL.23182,CELL.23182,5,Injury_10DPI_rep1_SS200000147BL_B5,23182,2,4522.0,3686.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23183,CELL.23183,5,Injury_10DPI_rep1_SS200000147BL_B5,23183,2,5088.0,3682.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23188,CELL.23188,5,Injury_10DPI_rep1_SS200000147BL_B5,23188,2,5124.0,3685.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23196,CELL.23196,5,Injury_10DPI_rep1_SS200000147BL_B5,23196,2,4888.0,3686.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23197,CELL.23197,5,Injury_10DPI_rep1_SS200000147BL_B5,23197,5,5225.0,3682.0,uninj,D,NO,VLMC,VLMC
CELL.23198,CELL.23198,5,Injury_10DPI_rep1_SS200000147BL_B5,23198,2,6090.0,3688.0,uninj,D,NO,DIPC,TLNBL
CELL.23199,CELL.23199,9,Injury_10DPI_rep1_SS200000147BL_B5,23199,8,6680.0,3684.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23204,CELL.23204,5,Injury_10DPI_rep1_SS200000147BL_B5,23204,2,5655.0,3690.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23205,CELL.23205,4,Injury_10DPI_rep1_SS200000147BL_B5,23205,0,5921.0,3687.0,uninj,D,NO,MSN,MSN
CELL.23209,CELL.23209,5,Injury_10DPI_rep1_SS200000147BL_B5,23209,2,5308.0,3684.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23210,CELL.23210,4,Injury_10DPI_rep1_SS200000147BL_B5,23210,2,6234.0,3687.0,uninj,D,NO,DIPC,TLNBL
CELL.23214,CELL.23214,8,Injury_10DPI_rep1_SS200000147BL_B5,23214,9,4055.0,3687.0,uninj,V,NO,CCKIN,CCKIN
CELL.23215,CELL.23215,5,Injury_10DPI_rep1_SS200000147BL_B5,23215,2,4436.0,3693.0,uninj,V,NO,DIPC,TLNBL
CELL.23216,CELL.23216,5,Injury_10DPI_rep1_SS200000147BL_B5,23216,2,5020.0,3688.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23217,CELL.23217,1,Injury_10DPI_rep1_SS200000147BL_B5,23217,0,6338.0,3689.0,uninj,D,NO,MSN,MSN
CELL.23218,CELL.23218,9,Injury_10DPI_rep1_SS200000147BL_B5,23218,8,6550.0,3690.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23221,CELL.23221,8,Injury_10DPI_rep1_SS200000147BL_B5,23221,9,3602.0,3693.0,uninj,V,NO,CCKIN,CCKIN
CELL.23222,CELL.23222,8,Injury_10DPI_rep1_SS200000147BL_B5,23222,1,4267.0,3691.0,uninj,V,NO,Striatum IN,MSN
CELL.23223,CELL.23223,5,Injury_10DPI_rep1_SS200000147BL_B5,23223,2,5739.0,3695.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23224,CELL.23224,4,Injury_10DPI_rep1_SS200000147BL_B5,23224,2,5982.0,3691.0,uninj,D,NO,DIPC,TLNBL
CELL.23229,CELL.23229,0,Injury_10DPI_rep1_SS200000147BL_B5,23229,9,3723.0,3693.0,uninj,V,NO,CCKIN,CCKIN
CELL.23230,CELL.23230,8,Injury_10DPI_rep1_SS200000147BL_B5,23230,2,4341.0,3696.0,uninj,V,NO,DIPC,TLNBL
CELL.23231,CELL.23231,2,Injury_10DPI_rep1_SS200000147BL_B5,23231,3,7392.0,3687.0,uninj,D,NO,VLMC,VLMC
CELL.23234,CELL.23234,8,Injury_10DPI_rep1_SS200000147BL_B5,23234,9,3843.0,3691.0,uninj,V,NO,CCKIN,CCKIN
CELL.23237,CELL.23237,8,Injury_10DPI_rep1_SS200000147BL_B5,23237,1,3567.0,3687.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.23241,CELL.23241,5,Injury_10DPI_rep1_SS200000147BL_B5,23241,2,4762.0,3696.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23242,CELL.23242,5,Injury_10DPI_rep1_SS200000147BL_B5,23242,2,5624.0,3697.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23243,CELL.23243,5,Injury_10DPI_rep1_SS200000147BL_B5,23243,2,4457.0,3691.0,uninj,V,NO,DIPC,TLNBL
CELL.23244,CELL.23244,6,Injury_10DPI_rep1_SS200000147BL_B5,23244,8,6848.0,3695.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23246,CELL.23246,8,Injury_10DPI_rep1_SS200000147BL_B5,23246,9,3866.0,3697.0,uninj,V,NO,CCKIN,CCKIN
CELL.23247,CELL.23247,5,Injury_10DPI_rep1_SS200000147BL_B5,23247,2,5808.0,3699.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23248,CELL.23248,9,Injury_10DPI_rep1_SS200000147BL_B5,23248,8,6626.0,3695.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23252,CELL.23252,8,Injury_10DPI_rep1_SS200000147BL_B5,23252,9,3490.0,3703.0,uninj,V,NO,CCKIN,CCKIN
CELL.23253,CELL.23253,5,Injury_10DPI_rep1_SS200000147BL_B5,23253,2,5339.0,3698.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23254,CELL.23254,5,Injury_10DPI_rep1_SS200000147BL_B5,23254,2,6115.0,3706.0,uninj,D,NO,DIPC,TLNBL
CELL.23257,CELL.23257,8,Injury_10DPI_rep1_SS200000147BL_B5,23257,9,3807.0,3697.0,uninj,V,NO,CCKIN,CCKIN
CELL.23258,CELL.23258,9,Injury_10DPI_rep1_SS200000147BL_B5,23258,8,6595.0,3697.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23261,CELL.23261,8,Injury_10DPI_rep1_SS200000147BL_B5,23261,1,3929.0,3707.0,uninj,V,NO,Striatum IN,MSN
CELL.23262,CELL.23262,5,Injury_10DPI_rep1_SS200000147BL_B5,23262,2,4554.0,3698.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23263,CELL.23263,2,Injury_10DPI_rep1_SS200000147BL_B5,23263,3,7369.0,3703.0,uninj,D,NO,VLMC,VLMC
CELL.23265,CELL.23265,8,Injury_10DPI_rep1_SS200000147BL_B5,23265,9,3987.0,3699.0,uninj,V,NO,CCKIN,CCKIN
CELL.23266,CELL.23266,5,Injury_10DPI_rep1_SS200000147BL_B5,23266,2,4720.0,3705.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23271,CELL.23271,8,Injury_10DPI_rep1_SS200000147BL_B5,23271,9,3770.0,3698.0,uninj,V,NO,CCKIN,CCKIN
CELL.23272,CELL.23272,5,Injury_10DPI_rep1_SS200000147BL_B5,23272,2,4852.0,3698.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23273,CELL.23273,5,Injury_10DPI_rep1_SS200000147BL_B5,23273,2,5538.0,3704.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23274,CELL.23274,9,Injury_10DPI_rep1_SS200000147BL_B5,23274,1,6378.0,3693.0,uninj,D,NO,Striatum IN,MSN
CELL.23275,CELL.23275,9,Injury_10DPI_rep1_SS200000147BL_B5,23275,8,6430.0,3699.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23276,CELL.23276,9,Injury_10DPI_rep1_SS200000147BL_B5,23276,8,6773.0,3702.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23281,CELL.23281,8,Injury_10DPI_rep1_SS200000147BL_B5,23281,2,4381.0,3702.0,uninj,V,NO,DIPC,TLNBL
CELL.23282,CELL.23282,5,Injury_10DPI_rep1_SS200000147BL_B5,23282,2,4687.0,3706.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23283,CELL.23283,5,Injury_10DPI_rep1_SS200000147BL_B5,23283,2,5367.0,3701.0,uninj,D,NO,DIPC,TLNBL
CELL.23292,CELL.23292,2,Injury_10DPI_rep1_SS200000147BL_B5,23292,3,2889.0,3697.0,uninj,V,NO,VLMC,VLMC
CELL.23293,CELL.23293,8,Injury_10DPI_rep1_SS200000147BL_B5,23293,9,3691.0,3701.0,uninj,V,NO,CCKIN,CCKIN
CELL.23294,CELL.23294,8,Injury_10DPI_rep1_SS200000147BL_B5,23294,9,3896.0,3705.0,uninj,V,NO,CCKIN,CCKIN
CELL.23295,CELL.23295,8,Injury_10DPI_rep1_SS200000147BL_B5,23295,0,4111.0,3699.0,uninj,V,NO,Striatum IN,MSN
CELL.23296,CELL.23296,8,Injury_10DPI_rep1_SS200000147BL_B5,23296,9,4136.0,3703.0,uninj,V,NO,DIPC,TLNBL
CELL.23297,CELL.23297,5,Injury_10DPI_rep1_SS200000147BL_B5,23297,2,4588.0,3699.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23298,CELL.23298,5,Injury_10DPI_rep1_SS200000147BL_B5,23298,2,5720.0,3695.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23308,CELL.23308,8,Injury_10DPI_rep1_SS200000147BL_B5,23308,1,4219.0,3706.0,uninj,V,NO,DIPC,TLNBL
CELL.23309,CELL.23309,5,Injury_10DPI_rep1_SS200000147BL_B5,23309,2,5781.0,3707.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23310,CELL.23310,9,Injury_10DPI_rep1_SS200000147BL_B5,23310,8,6509.0,3705.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23311,CELL.23311,9,Injury_10DPI_rep1_SS200000147BL_B5,23311,8,6714.0,3707.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23317,CELL.23317,5,Injury_10DPI_rep1_SS200000147BL_B5,23317,2,6019.0,3706.0,uninj,D,NO,DIPC,TLNBL
CELL.23318,CELL.23318,9,Injury_10DPI_rep1_SS200000147BL_B5,23318,8,6527.0,3706.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23323,CELL.23323,8,Injury_10DPI_rep1_SS200000147BL_B5,23323,1,4239.0,3705.0,uninj,V,NO,Striatum IN,MSN
CELL.23324,CELL.23324,5,Injury_10DPI_rep1_SS200000147BL_B5,23324,2,4517.0,3710.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23327,CELL.23327,8,Injury_10DPI_rep1_SS200000147BL_B5,23327,9,3637.0,3707.0,uninj,V,NO,CCKIN,CCKIN
CELL.23328,CELL.23328,5,Injury_10DPI_rep1_SS200000147BL_B5,23328,2,4987.0,3697.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23329,CELL.23329,5,Injury_10DPI_rep1_SS200000147BL_B5,23329,2,5144.0,3707.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23330,CELL.23330,5,Injury_10DPI_rep1_SS200000147BL_B5,23330,2,5838.0,3703.0,uninj,D,NO,DIPC,TLNBL
CELL.23331,CELL.23331,5,Injury_10DPI_rep1_SS200000147BL_B5,23331,2,5961.0,3708.0,uninj,D,NO,DIPC,TLNBL
CELL.23332,CELL.23332,1,Injury_10DPI_rep1_SS200000147BL_B5,23332,0,6284.0,3707.0,uninj,D,NO,MSN,MSN
CELL.23346,CELL.23346,5,Injury_10DPI_rep1_SS200000147BL_B5,23346,1,4263.0,3710.0,uninj,V,NO,Striatum IN,MSN
CELL.23347,CELL.23347,5,Injury_10DPI_rep1_SS200000147BL_B5,23347,2,5060.0,3698.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23348,CELL.23348,5,Injury_10DPI_rep1_SS200000147BL_B5,23348,2,5427.0,3704.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23349,CELL.23349,5,Injury_10DPI_rep1_SS200000147BL_B5,23349,2,5566.0,3707.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23350,CELL.23350,5,Injury_10DPI_rep1_SS200000147BL_B5,23350,2,5680.0,3709.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23351,CELL.23351,9,Injury_10DPI_rep1_SS200000147BL_B5,23351,8,6661.0,3708.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23352,CELL.23352,2,Injury_10DPI_rep1_SS200000147BL_B5,23352,3,7497.0,3706.0,uninj,D,NO,VLMC,VLMC
CELL.23358,CELL.23358,5,Injury_10DPI_rep1_SS200000147BL_B5,23358,2,4905.0,3711.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23364,CELL.23364,8,Injury_10DPI_rep1_SS200000147BL_B5,23364,15,4037.0,3710.0,uninj,V,NO,NPYIN,NPYIN
CELL.23365,CELL.23365,5,Injury_10DPI_rep1_SS200000147BL_B5,23365,2,4809.0,3708.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23366,CELL.23366,5,Injury_10DPI_rep1_SS200000147BL_B5,23366,2,4955.0,3709.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23367,CELL.23367,5,Injury_10DPI_rep1_SS200000147BL_B5,23367,2,6152.0,3711.0,uninj,D,NO,DIPC,TLNBL
CELL.23368,CELL.23368,9,Injury_10DPI_rep1_SS200000147BL_B5,23368,8,6468.0,3706.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23375,CELL.23375,5,Injury_10DPI_rep1_SS200000147BL_B5,23375,2,6193.0,3714.0,uninj,D,NO,DIPC,TLNBL
CELL.23376,CELL.23376,4,Injury_10DPI_rep1_SS200000147BL_B5,23376,0,6259.0,3711.0,uninj,D,NO,MSN,MSN
CELL.23380,CELL.23380,2,Injury_10DPI_rep1_SS200000147BL_B5,23380,3,2867.0,3712.0,uninj,V,NO,VLMC,VLMC
CELL.23381,CELL.23381,5,Injury_10DPI_rep1_SS200000147BL_B5,23381,2,5093.0,3711.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23382,CELL.23382,5,Injury_10DPI_rep1_SS200000147BL_B5,23382,2,5872.0,3713.0,uninj,D,NO,DIPC,TLNBL
CELL.23383,CELL.23383,8,Injury_10DPI_rep1_SS200000147BL_B5,23383,9,3554.0,3718.0,uninj,V,NO,CCKIN,CCKIN
CELL.23384,CELL.23384,8,Injury_10DPI_rep1_SS200000147BL_B5,23384,2,4193.0,3717.0,uninj,V,NO,DIPC,TLNBL
CELL.23389,CELL.23389,8,Injury_10DPI_rep1_SS200000147BL_B5,23389,2,4334.0,3716.0,uninj,V,NO,DIPC,TLNBL
CELL.23390,CELL.23390,5,Injury_10DPI_rep1_SS200000147BL_B5,23390,2,6074.0,3715.0,uninj,D,NO,DIPC,TLNBL
CELL.23394,CELL.23394,8,Injury_10DPI_rep1_SS200000147BL_B5,23394,9,3584.0,3717.0,uninj,V,NO,CCKIN,CCKIN
CELL.23395,CELL.23395,8,Injury_10DPI_rep1_SS200000147BL_B5,23395,9,4058.0,3719.0,uninj,V,NO,CCKIN,CCKIN
CELL.23396,CELL.23396,5,Injury_10DPI_rep1_SS200000147BL_B5,23396,2,5484.0,3706.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23398,CELL.23398,8,Injury_10DPI_rep1_SS200000147BL_B5,23398,9,3793.0,3718.0,uninj,V,NO,CCKIN,CCKIN
CELL.23399,CELL.23399,8,Injury_10DPI_rep1_SS200000147BL_B5,23399,9,3952.0,3719.0,uninj,V,NO,CCKIN,CCKIN
CELL.23400,CELL.23400,8,Injury_10DPI_rep1_SS200000147BL_B5,23400,2,4167.0,3708.0,uninj,V,NO,DIPC,TLNBL
CELL.23401,CELL.23401,5,Injury_10DPI_rep1_SS200000147BL_B5,23401,2,4408.0,3712.0,uninj,V,NO,DIPC,TLNBL
CELL.23402,CELL.23402,5,Injury_10DPI_rep1_SS200000147BL_B5,23402,2,5024.0,3716.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23403,CELL.23403,2,Injury_10DPI_rep1_SS200000147BL_B5,23403,5,5296.0,3715.0,uninj,D,NO,VLMC,VLMC
CELL.23404,CELL.23404,5,Injury_10DPI_rep1_SS200000147BL_B5,23404,2,5938.0,3720.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23405,CELL.23405,5,Injury_10DPI_rep1_SS200000147BL_B5,23405,2,6231.0,3720.0,uninj,D,NO,DIPC,TLNBL
CELL.23406,CELL.23406,7,Injury_10DPI_rep1_SS200000147BL_B5,23406,2,6327.0,3717.0,uninj,D,NO,DIPC,TLNBL
CELL.23408,CELL.23408,5,Injury_10DPI_rep1_SS200000147BL_B5,23408,2,4307.0,3714.0,uninj,V,NO,DIPC,TLNBL
CELL.23409,CELL.23409,4,Injury_10DPI_rep1_SS200000147BL_B5,23409,2,6358.0,3726.0,uninj,D,NO,DIPC,TLNBL
CELL.23416,CELL.23416,5,Injury_10DPI_rep1_SS200000147BL_B5,23416,2,5592.0,3711.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23422,CELL.23422,2,Injury_10DPI_rep1_SS200000147BL_B5,23422,3,2883.0,3732.0,uninj,V,NO,VLMC,VLMC
CELL.23423,CELL.23423,5,Injury_10DPI_rep1_SS200000147BL_B5,23423,2,5616.0,3723.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23424,CELL.23424,5,Injury_10DPI_rep1_SS200000147BL_B5,23424,2,5643.0,3720.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23428,CELL.23428,6,Injury_10DPI_rep1_SS200000147BL_B5,23428,1,3218.0,3722.0,uninj,V,NO,Striatum IN,MSN
CELL.23429,CELL.23429,8,Injury_10DPI_rep1_SS200000147BL_B5,23429,15,4088.0,3719.0,uninj,V,NO,NPYIN,NPYIN
CELL.23430,CELL.23430,8,Injury_10DPI_rep1_SS200000147BL_B5,23430,2,4284.0,3723.0,uninj,V,NO,DIPC,TLNBL
CELL.23431,CELL.23431,9,Injury_10DPI_rep1_SS200000147BL_B5,23431,8,6567.0,3715.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23432,CELL.23432,9,Injury_10DPI_rep1_SS200000147BL_B5,23432,8,6686.0,3724.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23436,CELL.23436,5,Injury_10DPI_rep1_SS200000147BL_B5,23436,2,4358.0,3731.0,uninj,V,NO,DIPC,TLNBL
CELL.23437,CELL.23437,5,Injury_10DPI_rep1_SS200000147BL_B5,23437,2,5387.0,3719.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23441,CELL.23441,8,Injury_10DPI_rep1_SS200000147BL_B5,23441,9,3828.0,3727.0,uninj,V,NO,CCKIN,CCKIN
CELL.23442,CELL.23442,5,Injury_10DPI_rep1_SS200000147BL_B5,23442,2,4443.0,3726.0,uninj,V,NO,DIPC,TLNBL
CELL.23443,CELL.23443,5,Injury_10DPI_rep1_SS200000147BL_B5,23443,2,4494.0,3712.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23444,CELL.23444,5,Injury_10DPI_rep1_SS200000147BL_B5,23444,2,4751.0,3728.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23445,CELL.23445,5,Injury_10DPI_rep1_SS200000147BL_B5,23445,2,4874.0,3722.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23446,CELL.23446,2,Injury_10DPI_rep1_SS200000147BL_B5,23446,3,7400.0,3722.0,uninj,D,NO,VLMC,VLMC
CELL.23449,CELL.23449,8,Injury_10DPI_rep1_SS200000147BL_B5,23449,9,3521.0,3723.0,uninj,V,NO,CCKIN,CCKIN
CELL.23453,CELL.23453,5,Injury_10DPI_rep1_SS200000147BL_B5,23453,2,4667.0,3725.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23454,CELL.23454,8,Injury_10DPI_rep1_SS200000147BL_B5,23454,9,3868.0,3733.0,uninj,V,NO,CCKIN,CCKIN
CELL.23455,CELL.23455,5,Injury_10DPI_rep1_SS200000147BL_B5,23455,2,5356.0,3731.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23456,CELL.23456,4,Injury_10DPI_rep1_SS200000147BL_B5,23456,2,5906.0,3718.0,uninj,D,NO,DIPC,TLNBL
CELL.23457,CELL.23457,5,Injury_10DPI_rep1_SS200000147BL_B5,23457,2,6103.0,3727.0,uninj,D,NO,DIPC,TLNBL
CELL.23458,CELL.23458,9,Injury_10DPI_rep1_SS200000147BL_B5,23458,8,6826.0,3729.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23461,CELL.23461,2,Injury_10DPI_rep1_SS200000147BL_B5,23461,5,5253.0,3730.0,uninj,D,NO,VLMC,VLMC
CELL.23462,CELL.23462,5,Injury_10DPI_rep1_SS200000147BL_B5,23462,2,6048.0,3729.0,uninj,D,NO,DIPC,TLNBL
CELL.23467,CELL.23467,8,Injury_10DPI_rep1_SS200000147BL_B5,23467,9,3707.0,3738.0,uninj,V,NO,CCKIN,CCKIN
CELL.23468,CELL.23468,2,Injury_10DPI_rep1_SS200000147BL_B5,23468,5,5219.0,3731.0,uninj,D,NO,VLMC,VLMC
CELL.23469,CELL.23469,9,Injury_10DPI_rep1_SS200000147BL_B5,23469,8,6528.0,3733.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23470,CELL.23470,9,Injury_10DPI_rep1_SS200000147BL_B5,23470,8,6739.0,3734.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23471,CELL.23471,6,Injury_10DPI_rep1_SS200000147BL_B5,23471,3,7537.0,3729.0,uninj,D,NO,VLMC,VLMC
CELL.23473,CELL.23473,5,Injury_10DPI_rep1_SS200000147BL_B5,23473,2,5997.0,3725.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.23474,CELL.23474,9,Injury_10DPI_rep1_SS200000147BL_B5,23474,8,6599.0,3730.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.23476,CELL.23476,2,Injury_10DPI_rep1_SS200000147BL_B5,23476,3,7510.0,3733.0,uninj,D,NO,VLMC,VLMC
CELL.23480,CELL.23480,8,Injury_10DPI_rep1_SS200000147BL_B5,23480,9,4139.0,3730.0,uninj,V,NO,CCKIN,CCKIN
CELL.23481,CELL.23481,5,Injury_10DPI_rep1_SS200000147BL_B5,23481,2,4471.0,3733.0,uninj,V,NO,SFRPRGC,SFRPEGC
CELL.23482,CELL.23482,9,Injury_10DPI_rep1_SS200000147BL_B5,23482,2,6430.0,3738.0,uninj,D,NO,DIPC,TLNBL
CELL.23487,CELL.23487,5,Injury_10DPI_rep1_SS200000147BL_B5,23487,2,5815.0,3729.0,uninj,D,NO,SFRPRGC,SFRPEGC
