,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Celltype,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.1246,CELL.1246,6,Injury_60DPI_rep3_FP200000264BL_A6,1246,9,MPEX,inj,D,MPEX,MPEX
CELL.1247,CELL.1247,7,Injury_60DPI_rep3_FP200000264BL_A6,1247,9,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.1248,CELL.1248,6,Injury_60DPI_rep3_FP200000264BL_A6,1248,10,DPEX,inj,D,DPEX,DPEX
CELL.1249,CELL.1249,6,Injury_60DPI_rep3_FP200000264BL_A6,1249,10,DPEX,inj,D,DPEX,DPEX
CELL.1250,CELL.1250,6,Injury_60DPI_rep3_FP200000264BL_A6,1250,12,DPEX,inj,D,MPIN,MPIN
CELL.1251,CELL.1251,6,Injury_60DPI_rep3_FP200000264BL_A6,1251,12,SSTIN,inj,D,SSTIN,SSTIN
CELL.1252,CELL.1252,2,Injury_60DPI_rep3_FP200000264BL_A6,1252,3,CCND1RGC,uninj,D,RIBRGC,RIBEGC
CELL.1253,CELL.1253,5,Injury_60DPI_rep3_FP200000264BL_A6,1253,0,CP,inj,D,VLMC,VLMC
CELL.1254,CELL.1254,2,Injury_60DPI_rep3_FP200000264BL_A6,1254,3,CCND1RGC,uninj,D,RIBRGC,RIBEGC
CELL.1255,CELL.1255,7,Injury_60DPI_rep3_FP200000264BL_A6,1255,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1256,CELL.1256,6,Injury_60DPI_rep3_FP200000264BL_A6,1256,12,SSTIN,inj,D,MPEX,MPEX
CELL.1257,CELL.1257,2,Injury_60DPI_rep3_FP200000264BL_A6,1257,8,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.1258,CELL.1258,6,Injury_60DPI_rep3_FP200000264BL_A6,1258,10,WNTRGC,uninj,D,Immature EX,TLNBL
CELL.1259,CELL.1259,6,Injury_60DPI_rep3_FP200000264BL_A6,1259,9,DPEX,uninj,D,DPEX,DPEX
CELL.1260,CELL.1260,2,Injury_60DPI_rep3_FP200000264BL_A6,1260,8,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.1261,CELL.1261,6,Injury_60DPI_rep3_FP200000264BL_A6,1261,10,DPEX,inj,D,DPEX,DPEX
CELL.1262,CELL.1262,6,Injury_60DPI_rep3_FP200000264BL_A6,1262,10,DPEX,inj,D,DPEX,DPEX
CELL.1263,CELL.1263,6,Injury_60DPI_rep3_FP200000264BL_A6,1263,10,WNTRGC,uninj,D,Immature EX,TLNBL
CELL.1264,CELL.1264,4,Injury_60DPI_rep3_FP200000264BL_A6,1264,14,VLMC,inj,D,VLMC,VLMC
CELL.1265,CELL.1265,6,Injury_60DPI_rep3_FP200000264BL_A6,1265,10,DPEX,inj,D,DPEX,DPEX
CELL.1267,CELL.1267,7,Injury_60DPI_rep3_FP200000264BL_A6,1267,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1268,CELL.1268,7,Injury_60DPI_rep3_FP200000264BL_A6,1268,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1269,CELL.1269,6,Injury_60DPI_rep3_FP200000264BL_A6,1269,12,SSTIN,inj,D,SSTIN,SSTIN
CELL.1270,CELL.1270,7,Injury_60DPI_rep3_FP200000264BL_A6,1270,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1273,CELL.1273,7,Injury_60DPI_rep3_FP200000264BL_A6,1273,9,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.1274,CELL.1274,5,Injury_60DPI_rep3_FP200000264BL_A6,1274,9,NPTXEX,inj,D,DPEX,DPEX
CELL.1275,CELL.1275,6,Injury_60DPI_rep3_FP200000264BL_A6,1275,10,DPEX,inj,D,DPEX,DPEX
CELL.1277,CELL.1277,7,Injury_60DPI_rep3_FP200000264BL_A6,1277,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1278,CELL.1278,6,Injury_60DPI_rep3_FP200000264BL_A6,1278,10,DPEX,inj,D,DPEX,DPEX
CELL.1279,CELL.1279,5,Injury_60DPI_rep3_FP200000264BL_A6,1279,14,VLMC,inj,D,VLMC,VLMC
CELL.1280,CELL.1280,5,Injury_60DPI_rep3_FP200000264BL_A6,1280,14,VLMC,inj,D,VLMC,VLMC
CELL.1281,CELL.1281,6,Injury_60DPI_rep3_FP200000264BL_A6,1281,10,DPEX,uninj,D,DPEX,DPEX
CELL.1282,CELL.1282,6,Injury_60DPI_rep3_FP200000264BL_A6,1282,10,DPEX,inj,D,DPEX,DPEX
CELL.1283,CELL.1283,6,Injury_60DPI_rep3_FP200000264BL_A6,1283,10,DPEX,inj,D,DPEX,DPEX
CELL.1284,CELL.1284,2,Injury_60DPI_rep3_FP200000264BL_A6,1284,4,CP,uninj,D,VLMC,VLMC
CELL.1285,CELL.1285,7,Injury_60DPI_rep3_FP200000264BL_A6,1285,9,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.1287,CELL.1287,6,Injury_60DPI_rep3_FP200000264BL_A6,1287,10,WNTRGC,uninj,D,Immature EX,TLNBL
CELL.1288,CELL.1288,2,Injury_60DPI_rep3_FP200000264BL_A6,1288,8,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.1289,CELL.1289,2,Injury_60DPI_rep3_FP200000264BL_A6,1289,3,CCND1RGC,uninj,D,RIBRGC,RIBEGC
CELL.1290,CELL.1290,7,Injury_60DPI_rep3_FP200000264BL_A6,1290,9,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.1291,CELL.1291,6,Injury_60DPI_rep3_FP200000264BL_A6,1291,10,DPEX,inj,D,DPEX,DPEX
CELL.1292,CELL.1292,6,Injury_60DPI_rep3_FP200000264BL_A6,1292,10,DPEX,uninj,D,DPEX,DPEX
CELL.1293,CELL.1293,6,Injury_60DPI_rep3_FP200000264BL_A6,1293,9,DPEX,inj,D,DPEX,DPEX
CELL.1294,CELL.1294,6,Injury_60DPI_rep3_FP200000264BL_A6,1294,10,DPEX,inj,D,DPEX,DPEX
CELL.1295,CELL.1295,6,Injury_60DPI_rep3_FP200000264BL_A6,1295,16,NPYIN,inj,D,NPYIN,NPYIN
CELL.1297,CELL.1297,6,Injury_60DPI_rep3_FP200000264BL_A6,1297,12,SSTIN,uninj,D,MPEX,MPEX
CELL.1298,CELL.1298,2,Injury_60DPI_rep3_FP200000264BL_A6,1298,3,CCND1RGC,uninj,D,RIBRGC,RIBEGC
CELL.1299,CELL.1299,6,Injury_60DPI_rep3_FP200000264BL_A6,1299,10,DPEX,inj,D,DPEX,DPEX
CELL.1300,CELL.1300,2,Injury_60DPI_rep3_FP200000264BL_A6,1300,8,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.1301,CELL.1301,7,Injury_60DPI_rep3_FP200000264BL_A6,1301,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1302,CELL.1302,4,Injury_60DPI_rep3_FP200000264BL_A6,1302,14,VLMC,inj,D,VLMC,VLMC
CELL.1303,CELL.1303,2,Injury_60DPI_rep3_FP200000264BL_A6,1303,8,WNTRGC,uninj,D,Immature EX,TLNBL
CELL.1304,CELL.1304,7,Injury_60DPI_rep3_FP200000264BL_A6,1304,9,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.1305,CELL.1305,7,Injury_60DPI_rep3_FP200000264BL_A6,1305,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1306,CELL.1306,6,Injury_60DPI_rep3_FP200000264BL_A6,1306,12,SSTIN,inj,D,MPEX,MPEX
CELL.1307,CELL.1307,7,Injury_60DPI_rep3_FP200000264BL_A6,1307,9,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.1308,CELL.1308,6,Injury_60DPI_rep3_FP200000264BL_A6,1308,10,DPEX,inj,D,DPEX,DPEX
CELL.1309,CELL.1309,6,Injury_60DPI_rep3_FP200000264BL_A6,1309,10,DPEX,uninj,D,DPEX,DPEX
CELL.1310,CELL.1310,2,Injury_60DPI_rep3_FP200000264BL_A6,1310,8,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.1311,CELL.1311,7,Injury_60DPI_rep3_FP200000264BL_A6,1311,9,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.1312,CELL.1312,7,Injury_60DPI_rep3_FP200000264BL_A6,1312,7,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1313,CELL.1313,6,Injury_60DPI_rep3_FP200000264BL_A6,1313,10,DPEX,inj,D,DPEX,DPEX
CELL.1314,CELL.1314,4,Injury_60DPI_rep3_FP200000264BL_A6,1314,14,VLMC,uninj,D,VLMC,VLMC
CELL.1315,CELL.1315,3,Injury_60DPI_rep3_FP200000264BL_A6,1315,9,NPTXEX,uninj,D,DPEX,DPEX
CELL.1316,CELL.1316,7,Injury_60DPI_rep3_FP200000264BL_A6,1316,9,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.1317,CELL.1317,4,Injury_60DPI_rep3_FP200000264BL_A6,1317,14,VLMC,inj,D,VLMC,VLMC
CELL.1318,CELL.1318,2,Injury_60DPI_rep3_FP200000264BL_A6,1318,3,CCND1RGC,uninj,D,RIBRGC,RIBEGC
CELL.1319,CELL.1319,6,Injury_60DPI_rep3_FP200000264BL_A6,1319,10,DPEX,inj,D,DPEX,DPEX
CELL.1320,CELL.1320,6,Injury_60DPI_rep3_FP200000264BL_A6,1320,10,DPEX,inj,D,DPEX,DPEX
CELL.1321,CELL.1321,6,Injury_60DPI_rep3_FP200000264BL_A6,1321,10,DPEX,uninj,D,DPEX,DPEX
CELL.1322,CELL.1322,7,Injury_60DPI_rep3_FP200000264BL_A6,1322,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1323,CELL.1323,7,Injury_60DPI_rep3_FP200000264BL_A6,1323,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1324,CELL.1324,6,Injury_60DPI_rep3_FP200000264BL_A6,1324,10,DPEX,inj,D,DPEX,DPEX
CELL.1325,CELL.1325,4,Injury_60DPI_rep3_FP200000264BL_A6,1325,14,VLMC,uninj,D,VLMC,VLMC
CELL.1328,CELL.1328,2,Injury_60DPI_rep3_FP200000264BL_A6,1328,3,CCND1RGC,uninj,D,RIBRGC,RIBEGC
CELL.1329,CELL.1329,7,Injury_60DPI_rep3_FP200000264BL_A6,1329,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1330,CELL.1330,6,Injury_60DPI_rep3_FP200000264BL_A6,1330,10,DPEX,inj,D,DPEX,DPEX
CELL.1331,CELL.1331,6,Injury_60DPI_rep3_FP200000264BL_A6,1331,10,DPEX,uninj,D,DPEX,DPEX
CELL.1332,CELL.1332,6,Injury_60DPI_rep3_FP200000264BL_A6,1332,12,SSTIN,uninj,D,MPEX,MPEX
CELL.1334,CELL.1334,6,Injury_60DPI_rep3_FP200000264BL_A6,1334,10,DPEX,uninj,D,DPEX,DPEX
CELL.1335,CELL.1335,2,Injury_60DPI_rep3_FP200000264BL_A6,1335,8,WNTRGC,uninj,D,Immature EX,TLNBL
CELL.1336,CELL.1336,5,Injury_60DPI_rep3_FP200000264BL_A6,1336,0,VLMC,inj,D,VLMC,VLMC
CELL.1337,CELL.1337,6,Injury_60DPI_rep3_FP200000264BL_A6,1337,10,DPEX,inj,D,DPEX,DPEX
CELL.1338,CELL.1338,6,Injury_60DPI_rep3_FP200000264BL_A6,1338,10,DPEX,inj,D,DPEX,DPEX
CELL.1339,CELL.1339,4,Injury_60DPI_rep3_FP200000264BL_A6,1339,14,VLMC,inj,D,VLMC,VLMC
CELL.1340,CELL.1340,6,Injury_60DPI_rep3_FP200000264BL_A6,1340,9,MPEX,uninj,D,MPEX,MPEX
CELL.1341,CELL.1341,6,Injury_60DPI_rep3_FP200000264BL_A6,1341,10,DPEX,uninj,D,DPEX,DPEX
CELL.1342,CELL.1342,2,Injury_60DPI_rep3_FP200000264BL_A6,1342,8,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.1344,CELL.1344,5,Injury_60DPI_rep3_FP200000264BL_A6,1344,14,VLMC,inj,D,VLMC,VLMC
CELL.1345,CELL.1345,7,Injury_60DPI_rep3_FP200000264BL_A6,1345,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1346,CELL.1346,6,Injury_60DPI_rep3_FP200000264BL_A6,1346,10,DPEX,inj,D,DPEX,DPEX
CELL.1347,CELL.1347,5,Injury_60DPI_rep3_FP200000264BL_A6,1347,2,WNTRGC,inj,D,Immature EX,TLNBL
CELL.1348,CELL.1348,2,Injury_60DPI_rep3_FP200000264BL_A6,1348,8,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.1349,CELL.1349,6,Injury_60DPI_rep3_FP200000264BL_A6,1349,10,DPEX,inj,D,DPEX,DPEX
CELL.1350,CELL.1350,7,Injury_60DPI_rep3_FP200000264BL_A6,1350,9,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.1351,CELL.1351,2,Injury_60DPI_rep3_FP200000264BL_A6,1351,8,WNTRGC,uninj,D,Immature EX,TLNBL
CELL.1352,CELL.1352,2,Injury_60DPI_rep3_FP200000264BL_A6,1352,4,CP,uninj,D,VLMC,VLMC
CELL.1353,CELL.1353,7,Injury_60DPI_rep3_FP200000264BL_A6,1353,9,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.1354,CELL.1354,7,Injury_60DPI_rep3_FP200000264BL_A6,1354,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1355,CELL.1355,6,Injury_60DPI_rep3_FP200000264BL_A6,1355,12,SSTIN,inj,D,SSTIN,SSTIN
CELL.1356,CELL.1356,7,Injury_60DPI_rep3_FP200000264BL_A6,1356,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1357,CELL.1357,5,Injury_60DPI_rep3_FP200000264BL_A6,1357,14,VLMC,inj,D,VLMC,VLMC
CELL.1358,CELL.1358,2,Injury_60DPI_rep3_FP200000264BL_A6,1358,8,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.1359,CELL.1359,6,Injury_60DPI_rep3_FP200000264BL_A6,1359,10,DPEX,inj,D,DPEX,DPEX
CELL.1360,CELL.1360,6,Injury_60DPI_rep3_FP200000264BL_A6,1360,2,MPEX,inj,D,MPEX,MPEX
CELL.1361,CELL.1361,2,Injury_60DPI_rep3_FP200000264BL_A6,1361,3,CCND1RGC,uninj,D,RIBRGC,RIBEGC
CELL.1362,CELL.1362,6,Injury_60DPI_rep3_FP200000264BL_A6,1362,12,SSTIN,inj,D,MPEX,MPEX
CELL.1363,CELL.1363,6,Injury_60DPI_rep3_FP200000264BL_A6,1363,10,DPEX,uninj,D,DPEX,DPEX
CELL.1364,CELL.1364,2,Injury_60DPI_rep3_FP200000264BL_A6,1364,3,CCND1RGC,uninj,D,RIBRGC,RIBEGC
CELL.1365,CELL.1365,5,Injury_60DPI_rep3_FP200000264BL_A6,1365,9,NPTXEX,inj,D,DPEX,DPEX
CELL.1366,CELL.1366,7,Injury_60DPI_rep3_FP200000264BL_A6,1366,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1367,CELL.1367,6,Injury_60DPI_rep3_FP200000264BL_A6,1367,10,DPEX,inj,D,DPEX,DPEX
CELL.1368,CELL.1368,6,Injury_60DPI_rep3_FP200000264BL_A6,1368,10,DPEX,inj,D,DPEX,DPEX
CELL.1369,CELL.1369,6,Injury_60DPI_rep3_FP200000264BL_A6,1369,10,DPEX,inj,D,DPEX,DPEX
CELL.1370,CELL.1370,6,Injury_60DPI_rep3_FP200000264BL_A6,1370,10,DPEX,inj,D,DPEX,DPEX
CELL.1371,CELL.1371,6,Injury_60DPI_rep3_FP200000264BL_A6,1371,9,MPEX,inj,D,MPEX,MPEX
CELL.1372,CELL.1372,4,Injury_60DPI_rep3_FP200000264BL_A6,1372,14,VLMC,inj,D,VLMC,VLMC
CELL.1373,CELL.1373,7,Injury_60DPI_rep3_FP200000264BL_A6,1373,9,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.1375,CELL.1375,7,Injury_60DPI_rep3_FP200000264BL_A6,1375,9,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.1376,CELL.1376,7,Injury_60DPI_rep3_FP200000264BL_A6,1376,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1377,CELL.1377,6,Injury_60DPI_rep3_FP200000264BL_A6,1377,10,DPEX,inj,D,DPEX,DPEX
CELL.1379,CELL.1379,7,Injury_60DPI_rep3_FP200000264BL_A6,1379,7,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1380,CELL.1380,4,Injury_60DPI_rep3_FP200000264BL_A6,1380,14,VLMC,uninj,D,VLMC,VLMC
CELL.1381,CELL.1381,6,Injury_60DPI_rep3_FP200000264BL_A6,1381,10,DPEX,uninj,D,DPEX,DPEX
CELL.1382,CELL.1382,2,Injury_60DPI_rep3_FP200000264BL_A6,1382,5,IMC,uninj,D,MSN,MSN
CELL.1383,CELL.1383,7,Injury_60DPI_rep3_FP200000264BL_A6,1383,9,NPTXEX,inj,D,DPEX,DPEX
CELL.1384,CELL.1384,6,Injury_60DPI_rep3_FP200000264BL_A6,1384,10,DPEX,inj,D,DPEX,DPEX
CELL.1385,CELL.1385,4,Injury_60DPI_rep3_FP200000264BL_A6,1385,4,CP,uninj,D,VLMC,VLMC
CELL.1386,CELL.1386,6,Injury_60DPI_rep3_FP200000264BL_A6,1386,10,WNTRGC,inj,D,Immature EX,TLNBL
CELL.1387,CELL.1387,6,Injury_60DPI_rep3_FP200000264BL_A6,1387,10,DPEX,uninj,D,DPEX,DPEX
CELL.1388,CELL.1388,2,Injury_60DPI_rep3_FP200000264BL_A6,1388,3,CCND1RGC,uninj,D,RIBRGC,RIBEGC
CELL.1389,CELL.1389,6,Injury_60DPI_rep3_FP200000264BL_A6,1389,12,SSTIN,inj,D,MPEX,MPEX
CELL.1390,CELL.1390,6,Injury_60DPI_rep3_FP200000264BL_A6,1390,10,WNTRGC,uninj,D,Immature EX,TLNBL
CELL.1391,CELL.1391,6,Injury_60DPI_rep3_FP200000264BL_A6,1391,8,WNTRGC,uninj,D,Immature EX,TLNBL
CELL.1392,CELL.1392,6,Injury_60DPI_rep3_FP200000264BL_A6,1392,10,DPEX,inj,D,DPEX,DPEX
CELL.1394,CELL.1394,7,Injury_60DPI_rep3_FP200000264BL_A6,1394,9,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.1396,CELL.1396,6,Injury_60DPI_rep3_FP200000264BL_A6,1396,10,DPEX,inj,D,DPEX,DPEX
CELL.1398,CELL.1398,2,Injury_60DPI_rep3_FP200000264BL_A6,1398,8,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.1399,CELL.1399,7,Injury_60DPI_rep3_FP200000264BL_A6,1399,9,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.1400,CELL.1400,7,Injury_60DPI_rep3_FP200000264BL_A6,1400,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1401,CELL.1401,6,Injury_60DPI_rep3_FP200000264BL_A6,1401,10,DPEX,inj,D,DPEX,DPEX
CELL.1402,CELL.1402,2,Injury_60DPI_rep3_FP200000264BL_A6,1402,8,WNTRGC,uninj,D,Immature EX,TLNBL
CELL.1403,CELL.1403,2,Injury_60DPI_rep3_FP200000264BL_A6,1403,3,CCND1RGC,uninj,D,RIBRGC,RIBEGC
CELL.1404,CELL.1404,7,Injury_60DPI_rep3_FP200000264BL_A6,1404,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1405,CELL.1405,7,Injury_60DPI_rep3_FP200000264BL_A6,1405,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1406,CELL.1406,6,Injury_60DPI_rep3_FP200000264BL_A6,1406,10,DPEX,inj,D,DPEX,DPEX
CELL.1407,CELL.1407,6,Injury_60DPI_rep3_FP200000264BL_A6,1407,2,MPEX,inj,D,MPEX,MPEX
CELL.1408,CELL.1408,2,Injury_60DPI_rep3_FP200000264BL_A6,1408,8,WNTRGC,uninj,D,Immature EX,TLNBL
CELL.1409,CELL.1409,7,Injury_60DPI_rep3_FP200000264BL_A6,1409,9,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.1410,CELL.1410,5,Injury_60DPI_rep3_FP200000264BL_A6,1410,13,SCGNIN,inj,D,SCGNIN,SCGNIN
CELL.1411,CELL.1411,6,Injury_60DPI_rep3_FP200000264BL_A6,1411,10,DPEX,inj,D,DPEX,DPEX
CELL.1413,CELL.1413,6,Injury_60DPI_rep3_FP200000264BL_A6,1413,10,DPEX,inj,D,DPEX,DPEX
CELL.1414,CELL.1414,7,Injury_60DPI_rep3_FP200000264BL_A6,1414,12,MPEX,inj,D,MPIN,MPIN
CELL.1415,CELL.1415,6,Injury_60DPI_rep3_FP200000264BL_A6,1415,10,WNTRGC,inj,D,Immature EX,TLNBL
CELL.1416,CELL.1416,4,Injury_60DPI_rep3_FP200000264BL_A6,1416,14,VLMC,uninj,D,VLMC,VLMC
CELL.1417,CELL.1417,6,Injury_60DPI_rep3_FP200000264BL_A6,1417,10,DPEX,uninj,D,DPEX,DPEX
CELL.1418,CELL.1418,2,Injury_60DPI_rep3_FP200000264BL_A6,1418,3,CCND1RGC,uninj,D,RIBRGC,RIBEGC
CELL.1419,CELL.1419,7,Injury_60DPI_rep3_FP200000264BL_A6,1419,12,MPEX,uninj,D,MPEX,MPEX
CELL.1420,CELL.1420,7,Injury_60DPI_rep3_FP200000264BL_A6,1420,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1421,CELL.1421,7,Injury_60DPI_rep3_FP200000264BL_A6,1421,9,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.1422,CELL.1422,6,Injury_60DPI_rep3_FP200000264BL_A6,1422,10,DPEX,inj,D,DPEX,DPEX
CELL.1423,CELL.1423,7,Injury_60DPI_rep3_FP200000264BL_A6,1423,7,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1424,CELL.1424,6,Injury_60DPI_rep3_FP200000264BL_A6,1424,10,WNTRGC,inj,D,Immature EX,TLNBL
CELL.1425,CELL.1425,5,Injury_60DPI_rep3_FP200000264BL_A6,1425,4,CP,inj,D,VLMC,VLMC
CELL.1426,CELL.1426,6,Injury_60DPI_rep3_FP200000264BL_A6,1426,10,DPEX,uninj,D,DPEX,DPEX
CELL.1427,CELL.1427,2,Injury_60DPI_rep3_FP200000264BL_A6,1427,8,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.1428,CELL.1428,2,Injury_60DPI_rep3_FP200000264BL_A6,1428,8,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.1429,CELL.1429,6,Injury_60DPI_rep3_FP200000264BL_A6,1429,10,WNTRGC,inj,D,Immature EX,TLNBL
CELL.1431,CELL.1431,6,Injury_60DPI_rep3_FP200000264BL_A6,1431,10,DPEX,uninj,D,DPEX,DPEX
CELL.1432,CELL.1432,6,Injury_60DPI_rep3_FP200000264BL_A6,1432,10,DPEX,uninj,D,DPEX,DPEX
CELL.1433,CELL.1433,2,Injury_60DPI_rep3_FP200000264BL_A6,1433,3,CCND1RGC,uninj,D,RIBRGC,RIBEGC
CELL.1434,CELL.1434,7,Injury_60DPI_rep3_FP200000264BL_A6,1434,9,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.1435,CELL.1435,7,Injury_60DPI_rep3_FP200000264BL_A6,1435,9,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.1436,CELL.1436,4,Injury_60DPI_rep3_FP200000264BL_A6,1436,14,VLMC,uninj,D,VLMC,VLMC
CELL.1437,CELL.1437,2,Injury_60DPI_rep3_FP200000264BL_A6,1437,8,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.1438,CELL.1438,5,Injury_60DPI_rep3_FP200000264BL_A6,1438,14,VLMC,inj,D,VLMC,VLMC
CELL.1439,CELL.1439,7,Injury_60DPI_rep3_FP200000264BL_A6,1439,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1440,CELL.1440,4,Injury_60DPI_rep3_FP200000264BL_A6,1440,14,VLMC,uninj,D,VLMC,VLMC
CELL.1441,CELL.1441,2,Injury_60DPI_rep3_FP200000264BL_A6,1441,3,CCND1RGC,uninj,D,RIBRGC,RIBEGC
CELL.1442,CELL.1442,7,Injury_60DPI_rep3_FP200000264BL_A6,1442,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1443,CELL.1443,6,Injury_60DPI_rep3_FP200000264BL_A6,1443,10,MPEX,inj,D,MPEX,MPEX
CELL.1444,CELL.1444,4,Injury_60DPI_rep3_FP200000264BL_A6,1444,14,VLMC,inj,D,VLMC,VLMC
CELL.1445,CELL.1445,7,Injury_60DPI_rep3_FP200000264BL_A6,1445,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.1446,CELL.1446,6,Injury_60DPI_rep3_FP200000264BL_A6,1446,12,SSTIN,inj,D,MPEX,MPEX
CELL.1447,CELL.1447,4,Injury_60DPI_rep3_FP200000264BL_A6,1447,14,VLMC,inj,D,VLMC,VLMC
CELL.1448,CELL.1448,7,Injury_60DPI_rep3_FP200000264BL_A6,1448,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1449,CELL.1449,6,Injury_60DPI_rep3_FP200000264BL_A6,1449,10,DPEX,inj,D,DPEX,DPEX
CELL.1450,CELL.1450,6,Injury_60DPI_rep3_FP200000264BL_A6,1450,10,DPEX,uninj,D,DPEX,DPEX
CELL.1451,CELL.1451,7,Injury_60DPI_rep3_FP200000264BL_A6,1451,7,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.1452,CELL.1452,2,Injury_60DPI_rep3_FP200000264BL_A6,1452,8,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.1453,CELL.1453,2,Injury_60DPI_rep3_FP200000264BL_A6,1453,8,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.1454,CELL.1454,7,Injury_60DPI_rep3_FP200000264BL_A6,1454,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1455,CELL.1455,6,Injury_60DPI_rep3_FP200000264BL_A6,1455,10,DPEX,inj,D,DPEX,DPEX
CELL.1456,CELL.1456,6,Injury_60DPI_rep3_FP200000264BL_A6,1456,8,WNTRGC,inj,D,Immature EX,TLNBL
CELL.1457,CELL.1457,2,Injury_60DPI_rep3_FP200000264BL_A6,1457,8,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.1458,CELL.1458,7,Injury_60DPI_rep3_FP200000264BL_A6,1458,9,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.1459,CELL.1459,7,Injury_60DPI_rep3_FP200000264BL_A6,1459,9,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.1460,CELL.1460,6,Injury_60DPI_rep3_FP200000264BL_A6,1460,10,WNTRGC,uninj,D,Immature EX,TLNBL
CELL.1461,CELL.1461,7,Injury_60DPI_rep3_FP200000264BL_A6,1461,9,NPTXEX,uninj,D,NPTXEX,NPTXEX
CELL.1462,CELL.1462,6,Injury_60DPI_rep3_FP200000264BL_A6,1462,10,DPEX,inj,D,DPEX,DPEX
CELL.1464,CELL.1464,6,Injury_60DPI_rep3_FP200000264BL_A6,1464,10,WNTRGC,inj,D,Immature EX,TLNBL
CELL.1467,CELL.1467,5,Injury_60DPI_rep3_FP200000264BL_A6,1467,5,StriatumIN,inj,D,MSN,MSN
CELL.1468,CELL.1468,6,Injury_60DPI_rep3_FP200000264BL_A6,1468,2,MPEX,inj,D,MPEX,MPEX
CELL.1469,CELL.1469,6,Injury_60DPI_rep3_FP200000264BL_A6,1469,12,SSTIN,inj,D,MPEX,MPEX
