,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,x_center,y_center,inj_uninj,D_V,inj_M_L,Annotation_Final,Annotation_0306
CELL.1716,CELL.1716,0,Injury_10DPI_rep4_SS200000147BL_B3,1716,3,1204.0,4944.0,inj,D,inj_D_LP,NPTXEX,NPTXEX
CELL.1717,CELL.1717,5,Injury_10DPI_rep4_SS200000147BL_B3,1717,3,1201.0,866.0,uninj,D,NO,SSTIN,SSTIN
CELL.1718,CELL.1718,1,Injury_10DPI_rep4_SS200000147BL_B3,1718,9,1199.0,2012.0,uninj,D,NO,WNTRGC,WNTEGC
CELL.1719,CELL.1719,9,Injury_10DPI_rep4_SS200000147BL_B3,1719,5,1203.0,4143.0,inj,D,inj_D_MP,Immature EX,TLNBL
CELL.1720,CELL.1720,0,Injury_10DPI_rep4_SS200000147BL_B3,1720,15,1207.0,3749.0,inj,D,inj_D_MP,SSTIN,SSTIN
CELL.1721,CELL.1721,0,Injury_10DPI_rep4_SS200000147BL_B3,1721,3,1209.0,1117.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.1722,CELL.1722,1,Injury_10DPI_rep4_SS200000147BL_B3,1722,9,1200.0,1650.0,uninj,D,NO,WNTRGC,WNTEGC
CELL.1723,CELL.1723,0,Injury_10DPI_rep4_SS200000147BL_B3,1723,0,1205.0,2494.0,uninj,D,NO,DPEX,DPEX
CELL.1724,CELL.1724,9,Injury_10DPI_rep4_SS200000147BL_B3,1724,5,1200.0,4386.0,inj,D,inj_D_MP,Immature EX,TLNBL
CELL.1725,CELL.1725,5,Injury_10DPI_rep4_SS200000147BL_B3,1725,3,1205.0,5138.0,inj,D,inj_D_LP,NPTXEX,NPTXEX
CELL.1726,CELL.1726,5,Injury_10DPI_rep4_SS200000147BL_B3,1726,7,1202.0,5464.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.1727,CELL.1727,0,Injury_10DPI_rep4_SS200000147BL_B3,1727,3,1206.0,1171.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.1728,CELL.1728,1,Injury_10DPI_rep4_SS200000147BL_B3,1728,9,1207.0,1951.0,uninj,D,NO,WNTRGC,WNTEGC
CELL.1729,CELL.1729,2,Injury_10DPI_rep4_SS200000147BL_B3,1729,0,1205.0,2306.0,uninj,D,NO,MPEX,MPEX
CELL.1730,CELL.1730,2,Injury_10DPI_rep4_SS200000147BL_B3,1730,0,1208.0,2540.0,uninj,D,NO,MPEX,MPEX
CELL.1731,CELL.1731,5,Injury_10DPI_rep4_SS200000147BL_B3,1731,3,1207.0,1017.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.1732,CELL.1732,2,Injury_10DPI_rep4_SS200000147BL_B3,1732,15,1210.0,903.0,uninj,D,NO,SSTIN,SSTIN
CELL.1733,CELL.1733,2,Injury_10DPI_rep4_SS200000147BL_B3,1733,1,1208.0,4971.0,inj,D,inj_D_LP,CMPN,CMPN
CELL.1734,CELL.1734,0,Injury_10DPI_rep4_SS200000147BL_B3,1734,7,1214.0,4038.0,inj,D,inj_D_MP,MPEX,MPEX
CELL.1735,CELL.1735,0,Injury_10DPI_rep4_SS200000147BL_B3,1735,5,1215.0,4237.0,inj,D,inj_D_MP,Immature EX,TLNBL
CELL.1736,CELL.1736,0,Injury_10DPI_rep4_SS200000147BL_B3,1736,3,1213.0,1064.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.1737,CELL.1737,0,Injury_10DPI_rep4_SS200000147BL_B3,1737,0,1214.0,2167.0,uninj,D,NO,MPEX,MPEX
CELL.1738,CELL.1738,7,Injury_10DPI_rep4_SS200000147BL_B3,1738,6,1205.0,3255.0,uninj,D,NO,VLMC,VLMC
CELL.1739,CELL.1739,6,Injury_10DPI_rep4_SS200000147BL_B3,1739,8,1218.0,364.0,uninj,D,NO,VLMC,VLMC
CELL.1740,CELL.1740,1,Injury_10DPI_rep4_SS200000147BL_B3,1740,9,1215.0,2100.0,uninj,D,NO,WNTRGC,WNTEGC
CELL.1741,CELL.1741,0,Injury_10DPI_rep4_SS200000147BL_B3,1741,3,1222.0,1225.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.1742,CELL.1742,0,Injury_10DPI_rep4_SS200000147BL_B3,1742,0,1216.0,1263.0,uninj,D,NO,DPEX,DPEX
CELL.1743,CELL.1743,0,Injury_10DPI_rep4_SS200000147BL_B3,1743,10,1213.0,1361.0,uninj,D,NO,Unknown,UnKnown
CELL.1744,CELL.1744,1,Injury_10DPI_rep4_SS200000147BL_B3,1744,4,1213.0,1496.0,uninj,D,NO,DIPC,TLNBL
CELL.1745,CELL.1745,9,Injury_10DPI_rep4_SS200000147BL_B3,1745,5,1213.0,4201.0,inj,D,inj_D_MP,Immature EX,TLNBL
CELL.1746,CELL.1746,6,Injury_10DPI_rep4_SS200000147BL_B3,1746,7,1222.0,5523.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.1747,CELL.1747,2,Injury_10DPI_rep4_SS200000147BL_B3,1747,3,1217.0,931.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.1748,CELL.1748,1,Injury_10DPI_rep4_SS200000147BL_B3,1748,9,1214.0,2065.0,uninj,D,NO,WNTRGC,WNTEGC
CELL.1750,CELL.1750,6,Injury_10DPI_rep4_SS200000147BL_B3,1750,8,1217.0,400.0,uninj,D,NO,VLMC,VLMC
CELL.1751,CELL.1751,1,Injury_10DPI_rep4_SS200000147BL_B3,1751,5,1224.0,2133.0,uninj,D,NO,Unknown,UnKnown
CELL.1752,CELL.1752,0,Injury_10DPI_rep4_SS200000147BL_B3,1752,0,1221.0,2365.0,uninj,D,NO,MPEX,MPEX
CELL.1753,CELL.1753,2,Injury_10DPI_rep4_SS200000147BL_B3,1753,0,1218.0,2845.0,uninj,D,NO,DPEX,DPEX
CELL.1754,CELL.1754,0,Injury_10DPI_rep4_SS200000147BL_B3,1754,5,1213.0,4808.0,inj,D,inj_D_LP,Immature EX,TLNBL
CELL.1755,CELL.1755,7,Injury_10DPI_rep4_SS200000147BL_B3,1755,7,1209.0,3436.0,inj,D,inj_D_MP,MPEX,MPEX
CELL.1756,CELL.1756,0,Injury_10DPI_rep4_SS200000147BL_B3,1756,3,1224.0,1101.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.1757,CELL.1757,1,Injury_10DPI_rep4_SS200000147BL_B3,1757,9,1209.0,1608.0,uninj,D,NO,WNTRGC,WNTEGC
CELL.1759,CELL.1759,2,Injury_10DPI_rep4_SS200000147BL_B3,1759,0,1220.0,2421.0,uninj,D,NO,MPEX,MPEX
CELL.1760,CELL.1760,2,Injury_10DPI_rep4_SS200000147BL_B3,1760,15,1217.0,2443.0,uninj,D,NO,SSTIN,SSTIN
CELL.1761,CELL.1761,7,Injury_10DPI_rep4_SS200000147BL_B3,1761,7,1213.0,3492.0,inj,D,inj_D_MP,Microglia,MCG
CELL.1762,CELL.1762,9,Injury_10DPI_rep4_SS200000147BL_B3,1762,12,1225.0,4367.0,inj,D,inj_D_MP,REARGC,REAEGC
CELL.1764,CELL.1764,0,Injury_10DPI_rep4_SS200000147BL_B3,1764,5,1223.0,4086.0,inj,D,inj_D_MP,Immature EX,TLNBL
CELL.1765,CELL.1765,9,Injury_10DPI_rep4_SS200000147BL_B3,1765,12,1223.0,4297.0,inj,D,inj_D_MP,REARGC,REAEGC
CELL.1766,CELL.1766,6,Injury_10DPI_rep4_SS200000147BL_B3,1766,7,1215.0,5499.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.1768,CELL.1768,3,Injury_10DPI_rep4_SS200000147BL_B3,1768,5,1221.0,4850.0,inj,D,inj_D_LP,Unknown,UnKnown
CELL.1770,CELL.1770,0,Injury_10DPI_rep4_SS200000147BL_B3,1770,3,1224.0,964.0,uninj,D,NO,Striatum IN,MSN
CELL.1771,CELL.1771,0,Injury_10DPI_rep4_SS200000147BL_B3,1771,3,1226.0,1328.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.1772,CELL.1772,1,Injury_10DPI_rep4_SS200000147BL_B3,1772,4,1228.0,1448.0,uninj,D,NO,DIPC,TLNBL
CELL.1773,CELL.1773,0,Injury_10DPI_rep4_SS200000147BL_B3,1773,0,1226.0,2191.0,uninj,D,NO,Striatum IN,MSN
CELL.1774,CELL.1774,0,Injury_10DPI_rep4_SS200000147BL_B3,1774,1,1228.0,2760.0,uninj,D,NO,Striatum IN,MSN
CELL.1775,CELL.1775,1,Injury_10DPI_rep4_SS200000147BL_B3,1775,9,1224.0,1576.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.1776,CELL.1776,0,Injury_10DPI_rep4_SS200000147BL_B3,1776,0,1226.0,2227.0,uninj,D,NO,MPEX,MPEX
CELL.1777,CELL.1777,9,Injury_10DPI_rep4_SS200000147BL_B3,1777,5,1217.0,4261.0,inj,D,inj_D_MP,Immature EX,TLNBL
CELL.1778,CELL.1778,9,Injury_10DPI_rep4_SS200000147BL_B3,1778,12,1225.0,4671.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1780,CELL.1780,9,Injury_10DPI_rep4_SS200000147BL_B3,1780,5,1226.0,4761.0,inj,D,inj_D_LP,Unknown,UnKnown
CELL.1781,CELL.1781,9,Injury_10DPI_rep4_SS200000147BL_B3,1781,12,1233.0,4333.0,inj,D,inj_D_MP,REARGC,REAEGC
CELL.1782,CELL.1782,0,Injury_10DPI_rep4_SS200000147BL_B3,1782,3,1225.0,1392.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.1783,CELL.1783,1,Injury_10DPI_rep4_SS200000147BL_B3,1783,9,1228.0,1543.0,uninj,D,NO,WNTRGC,WNTEGC
CELL.1784,CELL.1784,2,Injury_10DPI_rep4_SS200000147BL_B3,1784,0,1230.0,2701.0,uninj,D,NO,DPEX,DPEX
CELL.1785,CELL.1785,5,Injury_10DPI_rep4_SS200000147BL_B3,1785,14,1231.0,2258.0,uninj,D,NO,NPYIN,NPYIN
CELL.1786,CELL.1786,0,Injury_10DPI_rep4_SS200000147BL_B3,1786,5,1231.0,4826.0,inj,D,inj_D_LP,Unknown,UnKnown
CELL.1787,CELL.1787,10,Injury_10DPI_rep4_SS200000147BL_B3,1787,4,1224.0,1419.0,uninj,D,NO,DIPC,TLNBL
CELL.1788,CELL.1788,0,Injury_10DPI_rep4_SS200000147BL_B3,1788,5,1234.0,4120.0,inj,D,inj_D_MP,Immature EX,TLNBL
CELL.1789,CELL.1789,0,Injury_10DPI_rep4_SS200000147BL_B3,1789,0,1232.0,2336.0,uninj,D,NO,DPEX,DPEX
CELL.1790,CELL.1790,2,Injury_10DPI_rep4_SS200000147BL_B3,1790,0,1233.0,2664.0,uninj,D,NO,Striatum IN,MSN
CELL.1791,CELL.1791,2,Injury_10DPI_rep4_SS200000147BL_B3,1791,7,1230.0,3610.0,inj,D,inj_D_MP,Microglia,MCG
CELL.1792,CELL.1792,2,Injury_10DPI_rep4_SS200000147BL_B3,1792,3,1234.0,886.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.1793,CELL.1793,0,Injury_10DPI_rep4_SS200000147BL_B3,1793,0,1242.0,2577.0,uninj,D,NO,MPEX,MPEX
CELL.1794,CELL.1794,2,Injury_10DPI_rep4_SS200000147BL_B3,1794,15,1224.0,3719.0,inj,D,inj_D_MP,SSTIN,SSTIN
CELL.1795,CELL.1795,2,Injury_10DPI_rep4_SS200000147BL_B3,1795,7,1237.0,918.0,uninj,D,NO,VLMC,VLMC
CELL.1797,CELL.1797,0,Injury_10DPI_rep4_SS200000147BL_B3,1797,3,1237.0,1173.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.1798,CELL.1798,1,Injury_10DPI_rep4_SS200000147BL_B3,1798,9,1235.0,1969.0,uninj,D,NO,WNTRGC,WNTEGC
CELL.1799,CELL.1799,7,Injury_10DPI_rep4_SS200000147BL_B3,1799,7,1232.0,5187.0,inj,D,inj_D_LP,MPEX,MPEX
CELL.1800,CELL.1800,6,Injury_10DPI_rep4_SS200000147BL_B3,1800,6,1238.0,5551.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.1801,CELL.1801,1,Injury_10DPI_rep4_SS200000147BL_B3,1801,9,1243.0,2029.0,uninj,D,NO,WNTRGC,WNTEGC
CELL.1802,CELL.1802,0,Injury_10DPI_rep4_SS200000147BL_B3,1802,0,1236.0,2488.0,uninj,D,NO,Striatum IN,MSN
CELL.1803,CELL.1803,0,Injury_10DPI_rep4_SS200000147BL_B3,1803,7,1241.0,3971.0,inj,D,inj_D_MP,MPEX,MPEX
CELL.1804,CELL.1804,0,Injury_10DPI_rep4_SS200000147BL_B3,1804,3,1236.0,5003.0,inj,D,inj_D_LP,NPTXEX,NPTXEX
CELL.1805,CELL.1805,0,Injury_10DPI_rep4_SS200000147BL_B3,1805,3,1240.0,1297.0,uninj,D,NO,Unknown,UnKnown
CELL.1806,CELL.1806,0,Injury_10DPI_rep4_SS200000147BL_B3,1806,10,1242.0,1358.0,uninj,D,NO,Unknown,UnKnown
CELL.1807,CELL.1807,1,Injury_10DPI_rep4_SS200000147BL_B3,1807,9,1232.0,1998.0,uninj,D,NO,WNTRGC,WNTEGC
CELL.1808,CELL.1808,1,Injury_10DPI_rep4_SS200000147BL_B3,1808,9,1242.0,2072.0,uninj,D,NO,WNTRGC,WNTEGC
CELL.1809,CELL.1809,0,Injury_10DPI_rep4_SS200000147BL_B3,1809,0,1245.0,2842.0,uninj,D,NO,DPEX,DPEX
CELL.1810,CELL.1810,0,Injury_10DPI_rep4_SS200000147BL_B3,1810,3,1238.0,4870.0,inj,D,inj_D_LP,Striatum IN,MSN
CELL.1811,CELL.1811,0,Injury_10DPI_rep4_SS200000147BL_B3,1811,3,1243.0,4970.0,inj,D,inj_D_LP,NPTXEX,NPTXEX
CELL.1812,CELL.1812,0,Injury_10DPI_rep4_SS200000147BL_B3,1812,0,1238.0,2303.0,uninj,D,NO,MPEX,MPEX
CELL.1813,CELL.1813,0,Injury_10DPI_rep4_SS200000147BL_B3,1813,17,1241.0,2978.0,uninj,D,NO,OLIGO,OLIGO
CELL.1814,CELL.1814,6,Injury_10DPI_rep4_SS200000147BL_B3,1814,8,1242.0,346.0,uninj,D,NO,VLMC,VLMC
CELL.1815,CELL.1815,0,Injury_10DPI_rep4_SS200000147BL_B3,1815,3,1242.0,1011.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.1816,CELL.1816,2,Injury_10DPI_rep4_SS200000147BL_B3,1816,0,1241.0,2151.0,uninj,D,NO,SSTIN,SSTIN
CELL.1817,CELL.1817,0,Injury_10DPI_rep4_SS200000147BL_B3,1817,5,1242.0,4228.0,inj,D,inj_D_MP,Immature EX,TLNBL
CELL.1818,CELL.1818,0,Injury_10DPI_rep4_SS200000147BL_B3,1818,3,1245.0,1079.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.1819,CELL.1819,5,Injury_10DPI_rep4_SS200000147BL_B3,1819,5,1244.0,1712.0,uninj,D,NO,Unknown,UnKnown
CELL.1820,CELL.1820,0,Injury_10DPI_rep4_SS200000147BL_B3,1820,3,1248.0,1039.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.1821,CELL.1821,1,Injury_10DPI_rep4_SS200000147BL_B3,1821,4,1243.0,1493.0,uninj,D,NO,DIPC,TLNBL
CELL.1822,CELL.1822,0,Injury_10DPI_rep4_SS200000147BL_B3,1822,0,1243.0,2805.0,uninj,D,NO,SSTIN,SSTIN
CELL.1823,CELL.1823,5,Injury_10DPI_rep4_SS200000147BL_B3,1823,7,1245.0,3818.0,inj,D,inj_D_MP,MPEX,MPEX
CELL.1824,CELL.1824,0,Injury_10DPI_rep4_SS200000147BL_B3,1824,7,1237.0,4060.0,inj,D,inj_D_MP,MPEX,MPEX
CELL.1825,CELL.1825,6,Injury_10DPI_rep4_SS200000147BL_B3,1825,8,1242.0,381.0,uninj,D,NO,VLMC,VLMC
CELL.1826,CELL.1826,0,Injury_10DPI_rep4_SS200000147BL_B3,1826,3,1247.0,1147.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.1828,CELL.1828,0,Injury_10DPI_rep4_SS200000147BL_B3,1828,3,1250.0,1198.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.1829,CELL.1829,1,Injury_10DPI_rep4_SS200000147BL_B3,1829,4,1245.0,1599.0,uninj,D,NO,DIPC,TLNBL
CELL.1830,CELL.1830,5,Injury_10DPI_rep4_SS200000147BL_B3,1830,0,1247.0,2260.0,uninj,D,NO,MPEX,MPEX
CELL.1831,CELL.1831,6,Injury_10DPI_rep4_SS200000147BL_B3,1831,8,1246.0,5464.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.1832,CELL.1832,0,Injury_10DPI_rep4_SS200000147BL_B3,1832,3,1249.0,1280.0,uninj,D,NO,Striatum IN,MSN
CELL.1833,CELL.1833,7,Injury_10DPI_rep4_SS200000147BL_B3,1833,6,1258.0,3404.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.1835,CELL.1835,2,Injury_10DPI_rep4_SS200000147BL_B3,1835,7,1253.0,4099.0,inj,D,inj_D_MP,MPEX,MPEX
CELL.1836,CELL.1836,2,Injury_10DPI_rep4_SS200000147BL_B3,1836,0,1251.0,2182.0,uninj,D,NO,MPEX,MPEX
CELL.1837,CELL.1837,6,Injury_10DPI_rep4_SS200000147BL_B3,1837,7,1257.0,3438.0,inj,D,inj_D_MP,VLMC,VLMC
CELL.1838,CELL.1838,0,Injury_10DPI_rep4_SS200000147BL_B3,1838,3,1259.0,1109.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.1839,CELL.1839,7,Injury_10DPI_rep4_SS200000147BL_B3,1839,7,1251.0,3771.0,inj,D,inj_D_MP,MPEX,MPEX
CELL.1840,CELL.1840,4,Injury_10DPI_rep4_SS200000147BL_B3,1840,1,1251.0,983.0,uninj,D,NO,Striatum IN,MSN
CELL.1841,CELL.1841,2,Injury_10DPI_rep4_SS200000147BL_B3,1841,0,1257.0,2631.0,uninj,D,NO,MPEX,MPEX
CELL.1842,CELL.1842,0,Injury_10DPI_rep4_SS200000147BL_B3,1842,3,1257.0,4905.0,inj,D,inj_D_LP,NPTXEX,NPTXEX
CELL.1844,CELL.1844,2,Injury_10DPI_rep4_SS200000147BL_B3,1844,7,1253.0,3646.0,inj,D,inj_D_MP,MPEX,MPEX
CELL.1845,CELL.1845,0,Injury_10DPI_rep4_SS200000147BL_B3,1845,10,1259.0,1320.0,uninj,D,NO,Unknown,UnKnown
CELL.1846,CELL.1846,0,Injury_10DPI_rep4_SS200000147BL_B3,1846,5,1260.0,4846.0,inj,D,inj_D_LP,Unknown,UnKnown
CELL.1847,CELL.1847,0,Injury_10DPI_rep4_SS200000147BL_B3,1847,4,1253.0,1387.0,uninj,D,NO,DIPC,TLNBL
CELL.1849,CELL.1849,0,Injury_10DPI_rep4_SS200000147BL_B3,1849,5,1254.0,4256.0,inj,D,inj_D_MP,Immature EX,TLNBL
CELL.1850,CELL.1850,9,Injury_10DPI_rep4_SS200000147BL_B3,1850,12,1257.0,4684.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1851,CELL.1851,0,Injury_10DPI_rep4_SS200000147BL_B3,1851,3,1253.0,4817.0,inj,D,inj_D_LP,NPTXEX,NPTXEX
CELL.1852,CELL.1852,2,Injury_10DPI_rep4_SS200000147BL_B3,1852,0,1260.0,2912.0,uninj,D,NO,Striatum IN,MSN
CELL.1853,CELL.1853,7,Injury_10DPI_rep4_SS200000147BL_B3,1853,7,1262.0,3676.0,inj,D,inj_D_MP,MPEX,MPEX
CELL.1854,CELL.1854,9,Injury_10DPI_rep4_SS200000147BL_B3,1854,12,1259.0,4307.0,inj,D,inj_D_MP,REARGC,REAEGC
CELL.1855,CELL.1855,0,Injury_10DPI_rep4_SS200000147BL_B3,1855,3,1261.0,914.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.1856,CELL.1856,9,Injury_10DPI_rep4_SS200000147BL_B3,1856,5,1259.0,4162.0,inj,D,inj_D_MP,Immature EX,TLNBL
CELL.1857,CELL.1857,0,Injury_10DPI_rep4_SS200000147BL_B3,1857,5,1248.0,4790.0,inj,D,inj_D_LP,Unknown,UnKnown
CELL.1858,CELL.1858,2,Injury_10DPI_rep4_SS200000147BL_B3,1858,3,1258.0,945.0,uninj,D,NO,Striatum IN,MSN
CELL.1859,CELL.1859,2,Injury_10DPI_rep4_SS200000147BL_B3,1859,0,1263.0,2237.0,uninj,D,NO,MPEX,MPEX
CELL.1860,CELL.1860,2,Injury_10DPI_rep4_SS200000147BL_B3,1860,0,1260.0,2374.0,uninj,D,NO,MPEX,MPEX
CELL.1861,CELL.1861,1,Injury_10DPI_rep4_SS200000147BL_B3,1861,4,1263.0,1415.0,uninj,D,NO,DIPC,TLNBL
CELL.1862,CELL.1862,1,Injury_10DPI_rep4_SS200000147BL_B3,1862,9,1264.0,1534.0,uninj,D,NO,SFRPRGC,SFRPEGC
CELL.1863,CELL.1863,2,Injury_10DPI_rep4_SS200000147BL_B3,1863,0,1260.0,2153.0,uninj,D,NO,DPEX,DPEX
CELL.1864,CELL.1864,0,Injury_10DPI_rep4_SS200000147BL_B3,1864,0,1260.0,2331.0,uninj,D,NO,MPEX,MPEX
CELL.1865,CELL.1865,9,Injury_10DPI_rep4_SS200000147BL_B3,1865,12,1264.0,4347.0,inj,D,inj_D_MP,REARGC,REAEGC
CELL.1866,CELL.1866,0,Injury_10DPI_rep4_SS200000147BL_B3,1866,3,1266.0,4880.0,inj,D,inj_D_LP,NPTXEX,NPTXEX
CELL.1867,CELL.1867,0,Injury_10DPI_rep4_SS200000147BL_B3,1867,3,1267.0,5036.0,inj,D,inj_D_LP,NPTXEX,NPTXEX
CELL.1869,CELL.1869,0,Injury_10DPI_rep4_SS200000147BL_B3,1869,0,1263.0,2105.0,uninj,D,NO,Striatum IN,MSN
CELL.1870,CELL.1870,9,Injury_10DPI_rep4_SS200000147BL_B3,1870,12,1265.0,4385.0,inj,D,inj_D_MP,REARGC,REAEGC
CELL.1871,CELL.1871,0,Injury_10DPI_rep4_SS200000147BL_B3,1871,3,1269.0,4956.0,inj,D,inj_D_LP,NPTXEX,NPTXEX
CELL.1872,CELL.1872,9,Injury_10DPI_rep4_SS200000147BL_B3,1872,12,1259.0,4732.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1873,CELL.1873,6,Injury_10DPI_rep4_SS200000147BL_B3,1873,6,1269.0,5536.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.1874,CELL.1874,0,Injury_10DPI_rep4_SS200000147BL_B3,1874,0,1273.0,2306.0,uninj,D,NO,MPEX,MPEX
CELL.1875,CELL.1875,2,Injury_10DPI_rep4_SS200000147BL_B3,1875,15,1258.0,2429.0,uninj,D,NO,SSTIN,SSTIN
CELL.1876,CELL.1876,2,Injury_10DPI_rep4_SS200000147BL_B3,1876,5,1271.0,4211.0,inj,D,inj_D_MP,Immature EX,TLNBL
CELL.1878,CELL.1878,0,Injury_10DPI_rep4_SS200000147BL_B3,1878,3,1271.0,1232.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.1879,CELL.1879,9,Injury_10DPI_rep4_SS200000147BL_B3,1879,5,1268.0,4279.0,inj,D,inj_D_MP,Immature EX,TLNBL
CELL.1880,CELL.1880,0,Injury_10DPI_rep4_SS200000147BL_B3,1880,4,1266.0,1261.0,uninj,D,NO,DIPC,TLNBL
CELL.1881,CELL.1881,1,Injury_10DPI_rep4_SS200000147BL_B3,1881,4,1262.0,1455.0,uninj,D,NO,DIPC,TLNBL
CELL.1882,CELL.1882,1,Injury_10DPI_rep4_SS200000147BL_B3,1882,4,1270.0,1474.0,uninj,D,NO,DIPC,TLNBL
CELL.1883,CELL.1883,1,Injury_10DPI_rep4_SS200000147BL_B3,1883,9,1267.0,1978.0,uninj,D,NO,WNTRGC,WNTEGC
CELL.1884,CELL.1884,2,Injury_10DPI_rep4_SS200000147BL_B3,1884,0,1260.0,3054.0,uninj,D,NO,Striatum IN,MSN
CELL.1885,CELL.1885,2,Injury_10DPI_rep4_SS200000147BL_B3,1885,0,1266.0,2218.0,uninj,D,NO,MPEX,MPEX
CELL.1886,CELL.1886,2,Injury_10DPI_rep4_SS200000147BL_B3,1886,0,1263.0,2873.0,uninj,D,NO,Striatum IN,MSN
CELL.1887,CELL.1887,0,Injury_10DPI_rep4_SS200000147BL_B3,1887,3,1273.0,1075.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.1888,CELL.1888,10,Injury_10DPI_rep4_SS200000147BL_B3,1888,10,1271.0,1175.0,uninj,D,NO,Unknown,UnKnown
CELL.1889,CELL.1889,2,Injury_10DPI_rep4_SS200000147BL_B3,1889,0,1269.0,2711.0,uninj,D,NO,DPEX,DPEX
CELL.1890,CELL.1890,0,Injury_10DPI_rep4_SS200000147BL_B3,1890,0,1281.0,2796.0,uninj,D,NO,Striatum IN,MSN
CELL.1891,CELL.1891,0,Injury_10DPI_rep4_SS200000147BL_B3,1891,7,1273.0,3987.0,inj,D,inj_D_MP,MPEX,MPEX
CELL.1892,CELL.1892,1,Injury_10DPI_rep4_SS200000147BL_B3,1892,4,1267.0,1567.0,uninj,D,NO,DIPC,TLNBL
CELL.1893,CELL.1893,6,Injury_10DPI_rep4_SS200000147BL_B3,1893,8,1271.0,327.0,uninj,D,NO,VLMC,VLMC
CELL.1894,CELL.1894,1,Injury_10DPI_rep4_SS200000147BL_B3,1894,4,1277.0,1373.0,uninj,D,NO,DIPC,TLNBL
CELL.1895,CELL.1895,7,Injury_10DPI_rep4_SS200000147BL_B3,1895,7,1271.0,3800.0,inj,D,inj_D_MP,Microglia,MCG
CELL.1896,CELL.1896,0,Injury_10DPI_rep4_SS200000147BL_B3,1896,3,1276.0,1042.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.1898,CELL.1898,10,Injury_10DPI_rep4_SS200000147BL_B3,1898,10,1278.0,4764.0,inj,D,inj_D_LP,Unknown,UnKnown
CELL.1899,CELL.1899,0,Injury_10DPI_rep4_SS200000147BL_B3,1899,3,1272.0,5003.0,inj,D,inj_D_LP,NPTXEX,NPTXEX
CELL.1900,CELL.1900,6,Injury_10DPI_rep4_SS200000147BL_B3,1900,6,1288.0,5610.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.1901,CELL.1901,0,Injury_10DPI_rep4_SS200000147BL_B3,1901,0,1273.0,2847.0,uninj,D,NO,DPEX,DPEX
CELL.1902,CELL.1902,0,Injury_10DPI_rep4_SS200000147BL_B3,1902,7,1265.0,4037.0,inj,D,inj_D_MP,MPEX,MPEX
CELL.1903,CELL.1903,0,Injury_10DPI_rep4_SS200000147BL_B3,1903,3,1283.0,1152.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.1904,CELL.1904,1,Injury_10DPI_rep4_SS200000147BL_B3,1904,9,1281.0,2012.0,uninj,D,NO,WNTRGC,WNTEGC
CELL.1905,CELL.1905,2,Injury_10DPI_rep4_SS200000147BL_B3,1905,7,1280.0,4074.0,inj,D,inj_D_MP,MPEX,MPEX
CELL.1907,CELL.1907,2,Injury_10DPI_rep4_SS200000147BL_B3,1907,0,1276.0,2546.0,uninj,D,NO,MPEX,MPEX
CELL.1908,CELL.1908,0,Injury_10DPI_rep4_SS200000147BL_B3,1908,5,1291.0,4821.0,inj,D,inj_D_LP,Unknown,UnKnown
CELL.1909,CELL.1909,0,Injury_10DPI_rep4_SS200000147BL_B3,1909,3,1283.0,4927.0,inj,D,inj_D_LP,NPTXEX,NPTXEX
CELL.1910,CELL.1910,0,Injury_10DPI_rep4_SS200000147BL_B3,1910,3,1284.0,5066.0,inj,D,inj_D_LP,NPTXEX,NPTXEX
