,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Celltype,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.1276,CELL.1276,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1276,2,CMPN,inj,V,CMPN,CMPN
CELL.1277,CELL.1277,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1277,2,CMPN,inj,V,CMPN,CMPN
CELL.1278,CELL.1278,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1278,2,CMPN,inj,V,CMPN,CMPN
CELL.1279,CELL.1279,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1279,12,NBL,uninj,V,RIBRGC,RIBEGC
CELL.1280,CELL.1280,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1280,2,CMPN,uninj,V,CMPN,CMPN
CELL.1281,CELL.1281,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1281,16,CMPN,uninj,V,CMPN,CMPN
CELL.1282,CELL.1282,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1282,16,CMPN,uninj,V,CMPN,CMPN
CELL.1283,CELL.1283,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1283,16,CMPN,uninj,V,CMPN,CMPN
CELL.1284,CELL.1284,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1284,16,CMPN,uninj,V,CMPN,CMPN
CELL.1285,CELL.1285,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1285,2,CMPN,uninj,V,CMPN,CMPN
CELL.1286,CELL.1286,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1286,2,CMPN,uninj,V,CMPN,CMPN
CELL.1287,CELL.1287,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1287,2,CMPN,inj,V,CMPN,CMPN
CELL.1288,CELL.1288,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1288,16,CMPN,inj,V,CMPN,CMPN
CELL.1289,CELL.1289,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1289,6,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.1290,CELL.1290,4,Injury_15DPI_C_rep1_FP200000266TR_E6,1290,4,CP,inj,V,VLMC,VLMC
CELL.1291,CELL.1291,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1291,13,BKC,uninj,V,MSN,MSN
CELL.1292,CELL.1292,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1292,0,BKC,inj,V,MSN,MSN
CELL.1293,CELL.1293,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1293,2,CMPN,inj,V,CMPN,CMPN
CELL.1294,CELL.1294,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1294,16,CMPN,uninj,V,CMPN,CMPN
CELL.1295,CELL.1295,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1295,0,StriatumIN,inj,V,MSN,MSN
CELL.1296,CELL.1296,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1296,0,StriatumIN,inj,V,MSN,MSN
CELL.1297,CELL.1297,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1297,2,CMPN,inj,V,CMPN,CMPN
CELL.1298,CELL.1298,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1298,16,CMPN,inj,V,CMPN,CMPN
CELL.1299,CELL.1299,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1299,9,SFRP1RGC,uninj,V,SFRPRGC,SFRPEGC
CELL.1300,CELL.1300,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1300,2,CMPN,inj,V,CMPN,CMPN
CELL.1301,CELL.1301,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1301,2,CMPN,inj,V,CMPN,CMPN
CELL.1302,CELL.1302,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1302,16,CMPN,uninj,V,CMPN,CMPN
CELL.1303,CELL.1303,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1303,2,CMPN,uninj,V,CMPN,CMPN
CELL.1304,CELL.1304,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1304,2,CMPN,uninj,V,CMPN,CMPN
CELL.1305,CELL.1305,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1305,0,StriatumIN,uninj,V,MSN,MSN
CELL.1306,CELL.1306,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1306,13,BKC,uninj,V,MSN,MSN
CELL.1307,CELL.1307,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1307,2,CMPN,uninj,V,CMPN,CMPN
CELL.1308,CELL.1308,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1308,16,CMPN,uninj,V,CMPN,CMPN
CELL.1309,CELL.1309,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1309,2,CMPN,inj,V,CMPN,CMPN
CELL.1310,CELL.1310,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1310,2,CMPN,inj,V,CMPN,CMPN
CELL.1311,CELL.1311,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1311,13,BKC,inj,V,MSN,MSN
CELL.1312,CELL.1312,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1312,2,CMPN,inj,V,CMPN,CMPN
CELL.1313,CELL.1313,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1313,16,CMPN,inj,V,CMPN,CMPN
CELL.1314,CELL.1314,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1314,9,SFRP1RGC,inj,V,SFRPRGC,SFRPEGC
CELL.1315,CELL.1315,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1315,13,BKC,uninj,V,MSN,MSN
CELL.1317,CELL.1317,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1317,2,CMPN,inj,V,CMPN,CMPN
CELL.1318,CELL.1318,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1318,12,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.1319,CELL.1319,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1319,2,CMPN,uninj,V,CMPN,CMPN
CELL.1320,CELL.1320,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1320,2,CMPN,uninj,V,CMPN,CMPN
CELL.1321,CELL.1321,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1321,2,CMPN,uninj,V,CMPN,CMPN
CELL.1322,CELL.1322,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1322,2,CMPN,uninj,V,CMPN,CMPN
CELL.1323,CELL.1323,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1323,2,CMPN,uninj,V,CMPN,CMPN
CELL.1324,CELL.1324,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1324,13,BKC,uninj,V,MSN,MSN
CELL.1326,CELL.1326,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1326,2,CMPN,inj,V,CMPN,CMPN
CELL.1327,CELL.1327,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1327,16,CMPN,inj,V,CMPN,CMPN
CELL.1328,CELL.1328,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1328,16,CMPN,inj,V,CMPN,CMPN
CELL.1329,CELL.1329,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1329,16,CMPN,uninj,V,CMPN,CMPN
CELL.1330,CELL.1330,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1330,2,CMPN,inj,V,CMPN,CMPN
CELL.1331,CELL.1331,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1331,2,CMPN,inj,V,CMPN,CMPN
CELL.1332,CELL.1332,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1332,2,CMPN,inj,V,CMPN,CMPN
CELL.1333,CELL.1333,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1333,2,CMPN,uninj,V,CMPN,CMPN
CELL.1334,CELL.1334,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1334,2,CMPN,uninj,V,CMPN,CMPN
CELL.1335,CELL.1335,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1335,16,CMPN,uninj,V,CMPN,CMPN
CELL.1336,CELL.1336,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1336,0,StriatumIN,inj,V,MSN,MSN
CELL.1337,CELL.1337,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1337,16,CMPN,inj,V,CMPN,CMPN
CELL.1338,CELL.1338,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1338,12,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.1339,CELL.1339,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1339,2,CMPN,inj,V,CMPN,CMPN
CELL.1340,CELL.1340,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1340,2,CMPN,uninj,V,CMPN,CMPN
CELL.1341,CELL.1341,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1341,2,CMPN,uninj,V,CMPN,CMPN
CELL.1342,CELL.1342,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1342,6,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.1343,CELL.1343,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1343,12,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.1344,CELL.1344,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1344,9,SFRP1RGC,uninj,V,SFRPRGC,SFRPEGC
CELL.1345,CELL.1345,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1345,2,CMPN,uninj,V,CMPN,CMPN
CELL.1346,CELL.1346,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1346,2,CMPN,uninj,V,CMPN,CMPN
CELL.1347,CELL.1347,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1347,16,CMPN,inj,V,CMPN,CMPN
CELL.1348,CELL.1348,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1348,13,BKC,inj,V,MSN,MSN
CELL.1349,CELL.1349,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1349,2,CMPN,inj,V,CMPN,CMPN
CELL.1350,CELL.1350,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1350,2,CMPN,uninj,V,CMPN,CMPN
CELL.1351,CELL.1351,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1351,2,CMPN,inj,V,CMPN,CMPN
CELL.1352,CELL.1352,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1352,16,CMPN,uninj,V,CMPN,CMPN
CELL.1353,CELL.1353,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1353,16,CMPN,uninj,V,CMPN,CMPN
CELL.1354,CELL.1354,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1354,16,CMPN,uninj,V,CMPN,CMPN
CELL.1355,CELL.1355,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1355,2,CMPN,uninj,V,CMPN,CMPN
CELL.1356,CELL.1356,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1356,0,StriatumIN,uninj,V,MSN,MSN
CELL.1357,CELL.1357,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1357,0,StriatumIN,uninj,V,MSN,MSN
CELL.1358,CELL.1358,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1358,13,BKC,uninj,V,MSN,MSN
CELL.1359,CELL.1359,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1359,2,CMPN,inj,V,CMPN,CMPN
CELL.1360,CELL.1360,4,Injury_15DPI_C_rep1_FP200000266TR_E6,1360,4,CP,uninj,V,VLMC,VLMC
CELL.1361,CELL.1361,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1361,2,CMPN,uninj,V,CMPN,CMPN
CELL.1362,CELL.1362,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1362,5,CP,uninj,V,VLMC,VLMC
CELL.1363,CELL.1363,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1363,2,CMPN,uninj,V,CMPN,CMPN
CELL.1364,CELL.1364,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1364,13,BKC,inj,V,MSN,MSN
CELL.1365,CELL.1365,4,Injury_15DPI_C_rep1_FP200000266TR_E6,1365,4,CP,inj,V,VLMC,VLMC
CELL.1367,CELL.1367,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1367,2,CMPN,inj,V,CMPN,CMPN
CELL.1368,CELL.1368,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1368,0,StriatumIN,uninj,V,MSN,MSN
CELL.1369,CELL.1369,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1369,13,BKC,uninj,V,MSN,MSN
CELL.1370,CELL.1370,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1370,13,BKC,inj,V,MSN,MSN
CELL.1371,CELL.1371,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1371,12,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.1372,CELL.1372,4,Injury_15DPI_C_rep1_FP200000266TR_E6,1372,4,CP,inj,V,VLMC,VLMC
CELL.1373,CELL.1373,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1373,2,CMPN,uninj,V,CMPN,CMPN
CELL.1374,CELL.1374,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1374,13,BKC,inj,V,MSN,MSN
CELL.1375,CELL.1375,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1375,2,CMPN,inj,V,CMPN,CMPN
CELL.1376,CELL.1376,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1376,0,MSN,inj,V,MSN,MSN
CELL.1377,CELL.1377,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1377,12,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.1378,CELL.1378,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1378,14,NBL,uninj,V,CMPN,CMPN
CELL.1379,CELL.1379,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1379,16,CMPN,uninj,V,CMPN,CMPN
CELL.1380,CELL.1380,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1380,2,CMPN,uninj,V,CMPN,CMPN
CELL.1381,CELL.1381,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1381,13,BKC,uninj,V,MSN,MSN
CELL.1382,CELL.1382,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1382,2,CMPN,inj,V,CMPN,CMPN
CELL.1383,CELL.1383,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1383,2,CMPN,inj,V,CMPN,CMPN
CELL.1384,CELL.1384,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1384,5,CP,uninj,V,VLMC,VLMC
CELL.1385,CELL.1385,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1385,2,CMPN,inj,V,CMPN,CMPN
CELL.1386,CELL.1386,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1386,2,CMPN,inj,V,CMPN,CMPN
CELL.1387,CELL.1387,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1387,2,CMPN,uninj,V,CMPN,CMPN
CELL.1388,CELL.1388,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1388,2,CMPN,inj,V,CMPN,CMPN
CELL.1389,CELL.1389,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1389,9,SFRP1RGC,uninj,V,SFRPRGC,SFRPEGC
CELL.1390,CELL.1390,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1390,13,BKC,inj,V,MSN,MSN
CELL.1391,CELL.1391,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1391,2,CMPN,inj,V,CMPN,CMPN
CELL.1392,CELL.1392,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1392,2,CMPN,inj,V,CMPN,CMPN
CELL.1393,CELL.1393,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1393,16,CMPN,inj,V,CMPN,CMPN
CELL.1394,CELL.1394,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1394,9,SFRP1RGC,uninj,V,SFRPRGC,SFRPEGC
CELL.1395,CELL.1395,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1395,2,CMPN,uninj,V,CMPN,CMPN
CELL.1396,CELL.1396,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1396,13,BKC,inj,V,MSN,MSN
CELL.1397,CELL.1397,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1397,0,MSN,inj,V,MSN,MSN
CELL.1398,CELL.1398,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1398,12,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.1399,CELL.1399,4,Injury_15DPI_C_rep1_FP200000266TR_E6,1399,4,CP,inj,V,VLMC,VLMC
CELL.1400,CELL.1400,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1400,2,CMPN,inj,V,CMPN,CMPN
CELL.1401,CELL.1401,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1401,3,CP,uninj,V,VLMC,VLMC
CELL.1402,CELL.1402,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1402,16,CMPN,uninj,V,CMPN,CMPN
CELL.1403,CELL.1403,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1403,2,CMPN,uninj,V,CMPN,CMPN
CELL.1404,CELL.1404,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1404,16,CMPN,inj,V,CMPN,CMPN
CELL.1405,CELL.1405,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1405,11,IMC,inj,V,SCGNIN,SCGNIN
CELL.1406,CELL.1406,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1406,16,CMPN,uninj,V,CMPN,CMPN
CELL.1407,CELL.1407,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1407,2,CMPN,uninj,V,CMPN,CMPN
CELL.1408,CELL.1408,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1408,13,BKC,uninj,V,MSN,MSN
CELL.1409,CELL.1409,4,Injury_15DPI_C_rep1_FP200000266TR_E6,1409,4,CP,inj,V,VLMC,VLMC
CELL.1410,CELL.1410,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1410,13,BKC,inj,V,MSN,MSN
CELL.1411,CELL.1411,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1411,2,CMPN,inj,V,CMPN,CMPN
CELL.1412,CELL.1412,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1412,16,CMPN,uninj,V,CMPN,CMPN
CELL.1413,CELL.1413,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1413,2,CMPN,inj,V,CMPN,CMPN
CELL.1414,CELL.1414,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1414,13,BKC,inj,V,MSN,MSN
CELL.1415,CELL.1415,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1415,2,CMPN,inj,V,CMPN,CMPN
CELL.1416,CELL.1416,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1416,9,SFRP1RGC,inj,V,SFRPRGC,SFRPEGC
CELL.1417,CELL.1417,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1417,16,CMPN,uninj,V,CMPN,CMPN
CELL.1418,CELL.1418,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1418,2,CMPN,uninj,V,CMPN,CMPN
CELL.1419,CELL.1419,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1419,2,CMPN,uninj,V,CMPN,CMPN
CELL.1420,CELL.1420,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1420,0,StriatumIN,inj,V,MSN,MSN
CELL.1421,CELL.1421,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1421,2,CMPN,inj,V,CMPN,CMPN
CELL.1422,CELL.1422,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1422,13,BKC,uninj,V,MSN,MSN
CELL.1423,CELL.1423,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1423,12,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.1424,CELL.1424,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1424,9,SFRP1RGC,uninj,V,SFRPRGC,SFRPEGC
CELL.1425,CELL.1425,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1425,2,CMPN,uninj,V,CMPN,CMPN
CELL.1426,CELL.1426,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1426,2,CMPN,inj,V,CMPN,CMPN
CELL.1427,CELL.1427,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1427,9,SFRP1RGC,inj,V,SFRPRGC,SFRPEGC
CELL.1428,CELL.1428,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1428,16,CMPN,uninj,V,CMPN,CMPN
CELL.1429,CELL.1429,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1429,2,CMPN,uninj,V,CMPN,CMPN
CELL.1430,CELL.1430,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1430,2,CMPN,uninj,V,CMPN,CMPN
CELL.1431,CELL.1431,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1431,2,CMPN,inj,V,CMPN,CMPN
CELL.1432,CELL.1432,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1432,16,CMPN,uninj,V,CMPN,CMPN
CELL.1433,CELL.1433,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1433,2,CMPN,uninj,V,CMPN,CMPN
CELL.1434,CELL.1434,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1434,2,CMPN,inj,V,CMPN,CMPN
CELL.1435,CELL.1435,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1435,12,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.1436,CELL.1436,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1436,9,SFRP1RGC,inj,V,SFRPRGC,SFRPEGC
CELL.1437,CELL.1437,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1437,2,CMPN,uninj,V,CMPN,CMPN
CELL.1438,CELL.1438,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1438,4,CP,uninj,V,VLMC,VLMC
CELL.1440,CELL.1440,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1440,2,CMPN,uninj,V,CMPN,CMPN
CELL.1441,CELL.1441,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1441,13,BKC,uninj,V,MSN,MSN
CELL.1442,CELL.1442,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1442,16,CMPN,inj,V,CMPN,CMPN
CELL.1443,CELL.1443,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1443,16,CMPN,uninj,V,CMPN,CMPN
CELL.1444,CELL.1444,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1444,12,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.1445,CELL.1445,5,Injury_15DPI_C_rep1_FP200000266TR_E6,1445,9,SFRP1RGC,uninj,V,SFRPRGC,SFRPEGC
CELL.1446,CELL.1446,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1446,13,BKC,uninj,V,MSN,MSN
CELL.1447,CELL.1447,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1447,2,CMPN,inj,V,CMPN,CMPN
CELL.1448,CELL.1448,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1448,16,CMPN,inj,V,CMPN,CMPN
CELL.1449,CELL.1449,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1449,12,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.1450,CELL.1450,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1450,13,BKC,uninj,V,MSN,MSN
CELL.1451,CELL.1451,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1451,0,StriatumIN,inj,V,MSN,MSN
CELL.1452,CELL.1452,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1452,16,CMPN,uninj,V,CMPN,CMPN
CELL.1453,CELL.1453,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1453,16,CMPN,uninj,V,CMPN,CMPN
CELL.1454,CELL.1454,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1454,2,CMPN,inj,V,CMPN,CMPN
CELL.1455,CELL.1455,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1455,2,CMPN,inj,V,CMPN,CMPN
CELL.1456,CELL.1456,4,Injury_15DPI_C_rep1_FP200000266TR_E6,1456,5,CP,uninj,V,VLMC,VLMC
CELL.1457,CELL.1457,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1457,2,CMPN,uninj,V,CMPN,CMPN
CELL.1458,CELL.1458,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1458,2,CMPN,uninj,V,CMPN,CMPN
CELL.1459,CELL.1459,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1459,16,CMPN,inj,V,CMPN,CMPN
CELL.1460,CELL.1460,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1460,2,CMPN,inj,V,CMPN,CMPN
CELL.1461,CELL.1461,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1461,2,CMPN,inj,V,CMPN,CMPN
CELL.1462,CELL.1462,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1462,2,CMPN,inj,V,CMPN,CMPN
CELL.1463,CELL.1463,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1463,2,CMPN,uninj,V,CMPN,CMPN
CELL.1464,CELL.1464,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1464,13,BKC,uninj,V,MSN,MSN
CELL.1465,CELL.1465,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1465,13,BKC,inj,V,MSN,MSN
CELL.1466,CELL.1466,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1466,0,StriatumIN,inj,V,MSN,MSN
CELL.1467,CELL.1467,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1467,2,CMPN,inj,V,CMPN,CMPN
CELL.1468,CELL.1468,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1468,16,CMPN,inj,V,CMPN,CMPN
CELL.1469,CELL.1469,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1469,2,CMPN,inj,V,CMPN,CMPN
CELL.1470,CELL.1470,3,Injury_15DPI_C_rep1_FP200000266TR_E6,1470,9,SFRP1RGC,uninj,V,SFRPRGC,SFRPEGC
CELL.1471,CELL.1471,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1471,2,CMPN,uninj,V,CMPN,CMPN
CELL.1472,CELL.1472,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1472,13,BKC,inj,V,MSN,MSN
CELL.1473,CELL.1473,4,Injury_15DPI_C_rep1_FP200000266TR_E6,1473,4,CP,inj,V,VLMC,VLMC
CELL.1474,CELL.1474,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1474,2,CMPN,uninj,V,CMPN,CMPN
CELL.1475,CELL.1475,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1475,2,CP,uninj,V,VLMC,VLMC
CELL.1476,CELL.1476,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1476,5,CP,inj,V,VLMC,VLMC
CELL.1477,CELL.1477,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1477,2,CMPN,inj,V,CMPN,CMPN
CELL.1478,CELL.1478,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1478,16,CMPN,uninj,V,CMPN,CMPN
CELL.1479,CELL.1479,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1479,2,CMPN,uninj,V,CMPN,CMPN
CELL.1480,CELL.1480,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1480,2,CMPN,uninj,V,CMPN,CMPN
CELL.1481,CELL.1481,1,Injury_15DPI_C_rep1_FP200000266TR_E6,1481,0,StriatumIN,uninj,V,MSN,MSN
CELL.1482,CELL.1482,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1482,16,CMPN,inj,V,CMPN,CMPN
CELL.1483,CELL.1483,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1483,2,CMPN,uninj,V,CMPN,CMPN
CELL.1484,CELL.1484,0,Injury_15DPI_C_rep1_FP200000266TR_E6,1484,16,CMPN,uninj,V,CMPN,CMPN
