,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Celltype,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.3253,CELL.3253,3,Injury_15DPI_rep3_FP200000266TR_E3,3253,12,BKC,inj,V,CCKIN,CCKIN
CELL.3254,CELL.3254,1,Injury_15DPI_rep3_FP200000266TR_E3,3254,2,CP,uninj,V,VLMC,VLMC
CELL.3255,CELL.3255,8,Injury_15DPI_rep3_FP200000266TR_E3,3255,11,NPYIN,uninj,V,NPYIN,NPYIN
CELL.3256,CELL.3256,0,Injury_15DPI_rep3_FP200000266TR_E3,3256,8,DMIN,uninj,V,MSN,MSN
CELL.3257,CELL.3257,3,Injury_15DPI_rep3_FP200000266TR_E3,3257,4,MSN,uninj,V,MSN,MSN
CELL.3258,CELL.3258,3,Injury_15DPI_rep3_FP200000266TR_E3,3258,4,MSN,uninj,V,MSN,MSN
CELL.3259,CELL.3259,9,Injury_15DPI_rep3_FP200000266TR_E3,3259,10,WNTRGC,uninj,V,WNTRGC,WNTEGC
CELL.3260,CELL.3260,9,Injury_15DPI_rep3_FP200000266TR_E3,3260,10,WNTRGC,inj,V,WNTRGC,WNTEGC
CELL.3261,CELL.3261,0,Injury_15DPI_rep3_FP200000266TR_E3,3261,11,NPYIN,uninj,V,NPYIN,NPYIN
CELL.3262,CELL.3262,3,Injury_15DPI_rep3_FP200000266TR_E3,3262,4,StriatumIN,uninj,V,MSN,MSN
CELL.3263,CELL.3263,3,Injury_15DPI_rep3_FP200000266TR_E3,3263,4,MSN,inj,V,MSN,MSN
CELL.3264,CELL.3264,5,Injury_15DPI_rep3_FP200000266TR_E3,3264,4,StriatumIN,uninj,V,MSN,MSN
CELL.3265,CELL.3265,1,Injury_15DPI_rep3_FP200000266TR_E3,3265,6,VLMC,uninj,V,VLMC,VLMC
CELL.3266,CELL.3266,6,Injury_15DPI_rep3_FP200000266TR_E3,3266,5,CCND1RGC,inj,V,DIPC,TLNBL
CELL.3267,CELL.3267,8,Injury_15DPI_rep3_FP200000266TR_E3,3267,1,CCND1RGC,inj,V,DIPC,TLNBL
CELL.3268,CELL.3268,0,Injury_15DPI_rep3_FP200000266TR_E3,3268,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.3269,CELL.3269,5,Injury_15DPI_rep3_FP200000266TR_E3,3269,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.3270,CELL.3270,0,Injury_15DPI_rep3_FP200000266TR_E3,3270,1,CMPN,uninj,V,CMPN,CMPN
CELL.3271,CELL.3271,1,Injury_15DPI_rep3_FP200000266TR_E3,3271,5,StriatumIN,uninj,V,Unknown,UnKnown
CELL.3272,CELL.3272,0,Injury_15DPI_rep3_FP200000266TR_E3,3272,4,StriatumIN,uninj,V,MSN,MSN
CELL.3273,CELL.3273,11,Injury_15DPI_rep3_FP200000266TR_E3,3273,4,MSN,inj,V,MSN,MSN
CELL.3274,CELL.3274,1,Injury_15DPI_rep3_FP200000266TR_E3,3274,15,IMC,inj,V,Microglia,MCG
CELL.3275,CELL.3275,1,Injury_15DPI_rep3_FP200000266TR_E3,3275,2,CP,uninj,V,VLMC,VLMC
CELL.3276,CELL.3276,6,Injury_15DPI_rep3_FP200000266TR_E3,3276,5,SFRP1RGC,uninj,V,Unknown,UnKnown
CELL.3277,CELL.3277,0,Injury_15DPI_rep3_FP200000266TR_E3,3277,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.3278,CELL.3278,1,Injury_15DPI_rep3_FP200000266TR_E3,3278,6,VLMC,uninj,V,VLMC,VLMC
CELL.3279,CELL.3279,1,Injury_15DPI_rep3_FP200000266TR_E3,3279,2,CP,inj,V,VLMC,VLMC
CELL.3280,CELL.3280,0,Injury_15DPI_rep3_FP200000266TR_E3,3280,1,CMPN,inj,V,CMPN,CMPN
CELL.3281,CELL.3281,0,Injury_15DPI_rep3_FP200000266TR_E3,3281,11,NPYIN,inj,V,NPYIN,NPYIN
CELL.3282,CELL.3282,6,Injury_15DPI_rep3_FP200000266TR_E3,3282,5,SFRP1RGC,uninj,V,Unknown,UnKnown
CELL.3283,CELL.3283,3,Injury_15DPI_rep3_FP200000266TR_E3,3283,1,StriatumIN,uninj,V,CMPN,CMPN
CELL.3284,CELL.3284,6,Injury_15DPI_rep3_FP200000266TR_E3,3284,4,StriatumIN,inj,V,MSN,MSN
CELL.3285,CELL.3285,0,Injury_15DPI_rep3_FP200000266TR_E3,3285,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.3286,CELL.3286,0,Injury_15DPI_rep3_FP200000266TR_E3,3286,1,CCND1RGC,uninj,V,DIPC,TLNBL
CELL.3287,CELL.3287,11,Injury_15DPI_rep3_FP200000266TR_E3,3287,5,StriatumIN,inj,V,Unknown,UnKnown
CELL.3288,CELL.3288,0,Injury_15DPI_rep3_FP200000266TR_E3,3288,11,NPYIN,uninj,V,NPYIN,NPYIN
CELL.3289,CELL.3289,0,Injury_15DPI_rep3_FP200000266TR_E3,3289,1,CMPN,uninj,V,CMPN,CMPN
CELL.3290,CELL.3290,11,Injury_15DPI_rep3_FP200000266TR_E3,3290,5,StriatumIN,inj,V,Unknown,UnKnown
CELL.3291,CELL.3291,0,Injury_15DPI_rep3_FP200000266TR_E3,3291,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.3292,CELL.3292,0,Injury_15DPI_rep3_FP200000266TR_E3,3292,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.3293,CELL.3293,0,Injury_15DPI_rep3_FP200000266TR_E3,3293,11,NPYIN,uninj,V,NPYIN,NPYIN
CELL.3294,CELL.3294,3,Injury_15DPI_rep3_FP200000266TR_E3,3294,4,MSN,inj,V,MSN,MSN
CELL.3295,CELL.3295,6,Injury_15DPI_rep3_FP200000266TR_E3,3295,5,StriatumIN,inj,V,Unknown,UnKnown
CELL.3296,CELL.3296,0,Injury_15DPI_rep3_FP200000266TR_E3,3296,1,CMPN,uninj,V,CMPN,CMPN
CELL.3297,CELL.3297,5,Injury_15DPI_rep3_FP200000266TR_E3,3297,14,SSTIN,uninj,V,SSTIN,SSTIN
CELL.3298,CELL.3298,6,Injury_15DPI_rep3_FP200000266TR_E3,3298,5,CCND1RGC,inj,V,DIPC,TLNBL
CELL.3299,CELL.3299,1,Injury_15DPI_rep3_FP200000266TR_E3,3299,1,CCND1RGC,inj,V,DIPC,TLNBL
CELL.3300,CELL.3300,5,Injury_15DPI_rep3_FP200000266TR_E3,3300,9,NBL,uninj,V,NTNG1EX,NTNG1EX
CELL.3301,CELL.3301,0,Injury_15DPI_rep3_FP200000266TR_E3,3301,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.3302,CELL.3302,0,Injury_15DPI_rep3_FP200000266TR_E3,3302,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.3303,CELL.3303,1,Injury_15DPI_rep3_FP200000266TR_E3,3303,2,CP,inj,V,VLMC,VLMC
CELL.3304,CELL.3304,0,Injury_15DPI_rep3_FP200000266TR_E3,3304,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.3305,CELL.3305,0,Injury_15DPI_rep3_FP200000266TR_E3,3305,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.3306,CELL.3306,3,Injury_15DPI_rep3_FP200000266TR_E3,3306,1,StriatumIN,uninj,V,DIPC,TLNBL
CELL.3307,CELL.3307,6,Injury_15DPI_rep3_FP200000266TR_E3,3307,5,CCND1RGC,uninj,V,DIPC,TLNBL
CELL.3308,CELL.3308,5,Injury_15DPI_rep3_FP200000266TR_E3,3308,2,CP,inj,V,VLMC,VLMC
CELL.3309,CELL.3309,8,Injury_15DPI_rep3_FP200000266TR_E3,3309,1,CMPN,inj,V,CMPN,CMPN
CELL.3310,CELL.3310,9,Injury_15DPI_rep3_FP200000266TR_E3,3310,5,CCND1RGC,uninj,V,DIPC,TLNBL
CELL.3311,CELL.3311,3,Injury_15DPI_rep3_FP200000266TR_E3,3311,4,MSN,inj,V,MSN,MSN
CELL.3312,CELL.3312,8,Injury_15DPI_rep3_FP200000266TR_E3,3312,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.3313,CELL.3313,0,Injury_15DPI_rep3_FP200000266TR_E3,3313,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.3314,CELL.3314,0,Injury_15DPI_rep3_FP200000266TR_E3,3314,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.3315,CELL.3315,8,Injury_15DPI_rep3_FP200000266TR_E3,3315,11,NPYIN,uninj,V,NPYIN,NPYIN
CELL.3316,CELL.3316,0,Injury_15DPI_rep3_FP200000266TR_E3,3316,11,NPYIN,uninj,V,NPYIN,NPYIN
CELL.3317,CELL.3317,9,Injury_15DPI_rep3_FP200000266TR_E3,3317,5,CCND1RGC,uninj,V,DIPC,TLNBL
CELL.3318,CELL.3318,6,Injury_15DPI_rep3_FP200000266TR_E3,3318,5,SFRP1RGC,uninj,V,Unknown,UnKnown
CELL.3319,CELL.3319,6,Injury_15DPI_rep3_FP200000266TR_E3,3319,5,CCND1RGC,uninj,V,DIPC,TLNBL
CELL.3320,CELL.3320,3,Injury_15DPI_rep3_FP200000266TR_E3,3320,4,MSN,uninj,V,MSN,MSN
CELL.3321,CELL.3321,3,Injury_15DPI_rep3_FP200000266TR_E3,3321,4,MSN,uninj,V,MSN,MSN
CELL.3322,CELL.3322,3,Injury_15DPI_rep3_FP200000266TR_E3,3322,4,MSN,inj,V,MSN,MSN
CELL.3324,CELL.3324,3,Injury_15DPI_rep3_FP200000266TR_E3,3324,4,MSN,inj,V,MSN,MSN
CELL.3325,CELL.3325,0,Injury_15DPI_rep3_FP200000266TR_E3,3325,1,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.3326,CELL.3326,9,Injury_15DPI_rep3_FP200000266TR_E3,3326,10,WNTRGC,uninj,V,WNTRGC,WNTEGC
CELL.3327,CELL.3327,6,Injury_15DPI_rep3_FP200000266TR_E3,3327,5,SFRP1RGC,uninj,V,Unknown,UnKnown
CELL.3328,CELL.3328,6,Injury_15DPI_rep3_FP200000266TR_E3,3328,5,SFRP1RGC,uninj,V,DIPC,TLNBL
CELL.3329,CELL.3329,1,Injury_15DPI_rep3_FP200000266TR_E3,3329,2,CP,inj,V,VLMC,VLMC
CELL.3330,CELL.3330,3,Injury_15DPI_rep3_FP200000266TR_E3,3330,12,BKC,inj,V,CCKIN,CCKIN
CELL.3331,CELL.3331,3,Injury_15DPI_rep3_FP200000266TR_E3,3331,4,MSN,inj,V,MSN,MSN
CELL.3332,CELL.3332,3,Injury_15DPI_rep3_FP200000266TR_E3,3332,4,MSN,uninj,V,MSN,MSN
CELL.3333,CELL.3333,5,Injury_15DPI_rep3_FP200000266TR_E3,3333,15,CP,inj,V,Microglia,MCG
CELL.3334,CELL.3334,0,Injury_15DPI_rep3_FP200000266TR_E3,3334,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.3335,CELL.3335,3,Injury_15DPI_rep3_FP200000266TR_E3,3335,4,StriatumIN,uninj,V,MSN,MSN
CELL.3337,CELL.3337,0,Injury_15DPI_rep3_FP200000266TR_E3,3337,1,CMPN,inj,V,CMPN,CMPN
CELL.3338,CELL.3338,0,Injury_15DPI_rep3_FP200000266TR_E3,3338,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.3339,CELL.3339,5,Injury_15DPI_rep3_FP200000266TR_E3,3339,11,NPYIN,inj,V,NPYIN,NPYIN
CELL.3340,CELL.3340,0,Injury_15DPI_rep3_FP200000266TR_E3,3340,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.3341,CELL.3341,3,Injury_15DPI_rep3_FP200000266TR_E3,3341,4,MSN,uninj,V,MSN,MSN
CELL.3342,CELL.3342,3,Injury_15DPI_rep3_FP200000266TR_E3,3342,4,MSN,inj,V,MSN,MSN
CELL.3343,CELL.3343,9,Injury_15DPI_rep3_FP200000266TR_E3,3343,10,WNTRGC,inj,V,WNTRGC,WNTEGC
CELL.3344,CELL.3344,0,Injury_15DPI_rep3_FP200000266TR_E3,3344,1,CMPN,uninj,V,CMPN,CMPN
CELL.3345,CELL.3345,8,Injury_15DPI_rep3_FP200000266TR_E3,3345,1,CMPN,uninj,V,CMPN,CMPN
CELL.3346,CELL.3346,9,Injury_15DPI_rep3_FP200000266TR_E3,3346,10,WNTRGC,uninj,V,WNTRGC,WNTEGC
CELL.3347,CELL.3347,1,Injury_15DPI_rep3_FP200000266TR_E3,3347,6,CP,uninj,V,VLMC,VLMC
CELL.3348,CELL.3348,0,Injury_15DPI_rep3_FP200000266TR_E3,3348,1,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.3349,CELL.3349,6,Injury_15DPI_rep3_FP200000266TR_E3,3349,5,CCND1RGC,uninj,V,DIPC,TLNBL
CELL.3350,CELL.3350,3,Injury_15DPI_rep3_FP200000266TR_E3,3350,4,MSN,inj,V,MSN,MSN
CELL.3351,CELL.3351,9,Injury_15DPI_rep3_FP200000266TR_E3,3351,5,CCND1RGC,inj,V,DIPC,TLNBL
CELL.3353,CELL.3353,9,Injury_15DPI_rep3_FP200000266TR_E3,3353,10,WNTRGC,uninj,V,WNTRGC,WNTEGC
CELL.3354,CELL.3354,6,Injury_15DPI_rep3_FP200000266TR_E3,3354,5,SFRP1RGC,inj,V,Unknown,UnKnown
CELL.3355,CELL.3355,1,Injury_15DPI_rep3_FP200000266TR_E3,3355,2,CP,inj,V,VLMC,VLMC
CELL.3356,CELL.3356,3,Injury_15DPI_rep3_FP200000266TR_E3,3356,5,StriatumIN,inj,V,Unknown,UnKnown
CELL.3357,CELL.3357,5,Injury_15DPI_rep3_FP200000266TR_E3,3357,2,CP,inj,V,VLMC,VLMC
CELL.3358,CELL.3358,1,Injury_15DPI_rep3_FP200000266TR_E3,3358,2,CP,inj,V,VLMC,VLMC
CELL.3359,CELL.3359,0,Injury_15DPI_rep3_FP200000266TR_E3,3359,1,CMPN,uninj,V,CMPN,CMPN
CELL.3360,CELL.3360,3,Injury_15DPI_rep3_FP200000266TR_E3,3360,4,MSN,uninj,V,MSN,MSN
CELL.3361,CELL.3361,1,Injury_15DPI_rep3_FP200000266TR_E3,3361,6,VLMC,uninj,V,VLMC,VLMC
CELL.3362,CELL.3362,3,Injury_15DPI_rep3_FP200000266TR_E3,3362,4,MSN,inj,V,MSN,MSN
CELL.3363,CELL.3363,9,Injury_15DPI_rep3_FP200000266TR_E3,3363,10,WNTRGC,uninj,V,WNTRGC,WNTEGC
CELL.3364,CELL.3364,5,Injury_15DPI_rep3_FP200000266TR_E3,3364,1,StriatumIN,inj,V,DIPC,TLNBL
CELL.3365,CELL.3365,9,Injury_15DPI_rep3_FP200000266TR_E3,3365,10,WNTRGC,inj,V,WNTRGC,WNTEGC
CELL.3366,CELL.3366,0,Injury_15DPI_rep3_FP200000266TR_E3,3366,4,MSN,uninj,V,MSN,MSN
CELL.3369,CELL.3369,8,Injury_15DPI_rep3_FP200000266TR_E3,3369,11,NPYIN,uninj,V,NPYIN,NPYIN
CELL.3370,CELL.3370,5,Injury_15DPI_rep3_FP200000266TR_E3,3370,4,MSN,uninj,V,MSN,MSN
CELL.3371,CELL.3371,5,Injury_15DPI_rep3_FP200000266TR_E3,3371,2,CP,uninj,V,VLMC,VLMC
CELL.3372,CELL.3372,8,Injury_15DPI_rep3_FP200000266TR_E3,3372,11,NPYIN,uninj,V,NPYIN,NPYIN
CELL.3373,CELL.3373,5,Injury_15DPI_rep3_FP200000266TR_E3,3373,4,StriatumIN,uninj,V,MSN,MSN
CELL.3374,CELL.3374,0,Injury_15DPI_rep3_FP200000266TR_E3,3374,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.3376,CELL.3376,0,Injury_15DPI_rep3_FP200000266TR_E3,3376,1,StriatumIN,inj,V,CMPN,CMPN
CELL.3378,CELL.3378,0,Injury_15DPI_rep3_FP200000266TR_E3,3378,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.3379,CELL.3379,0,Injury_15DPI_rep3_FP200000266TR_E3,3379,11,NPYIN,uninj,V,NPYIN,NPYIN
CELL.3380,CELL.3380,1,Injury_15DPI_rep3_FP200000266TR_E3,3380,6,CP,uninj,V,VLMC,VLMC
CELL.3381,CELL.3381,6,Injury_15DPI_rep3_FP200000266TR_E3,3381,5,CCND1RGC,uninj,V,DIPC,TLNBL
CELL.3382,CELL.3382,6,Injury_15DPI_rep3_FP200000266TR_E3,3382,5,SFRP1RGC,inj,V,DIPC,TLNBL
CELL.3383,CELL.3383,1,Injury_15DPI_rep3_FP200000266TR_E3,3383,2,CCND1RGC,inj,V,VLMC,VLMC
CELL.3384,CELL.3384,0,Injury_15DPI_rep3_FP200000266TR_E3,3384,11,NPYIN,uninj,V,NPYIN,NPYIN
CELL.3385,CELL.3385,6,Injury_15DPI_rep3_FP200000266TR_E3,3385,5,SFRP1RGC,uninj,V,Unknown,UnKnown
CELL.3386,CELL.3386,3,Injury_15DPI_rep3_FP200000266TR_E3,3386,4,StriatumIN,uninj,V,MSN,MSN
CELL.3387,CELL.3387,0,Injury_15DPI_rep3_FP200000266TR_E3,3387,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.3389,CELL.3389,0,Injury_15DPI_rep3_FP200000266TR_E3,3389,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.3390,CELL.3390,5,Injury_15DPI_rep3_FP200000266TR_E3,3390,2,CP,inj,V,VLMC,VLMC
CELL.3391,CELL.3391,8,Injury_15DPI_rep3_FP200000266TR_E3,3391,11,NPYIN,uninj,V,NPYIN,NPYIN
CELL.3392,CELL.3392,8,Injury_15DPI_rep3_FP200000266TR_E3,3392,11,NPYIN,uninj,V,NPYIN,NPYIN
CELL.3394,CELL.3394,3,Injury_15DPI_rep3_FP200000266TR_E3,3394,4,MSN,inj,V,MSN,MSN
CELL.3395,CELL.3395,0,Injury_15DPI_rep3_FP200000266TR_E3,3395,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.3396,CELL.3396,0,Injury_15DPI_rep3_FP200000266TR_E3,3396,1,CMPN,uninj,V,CMPN,CMPN
CELL.3397,CELL.3397,1,Injury_15DPI_rep3_FP200000266TR_E3,3397,15,CP,inj,V,Microglia,MCG
CELL.3398,CELL.3398,0,Injury_15DPI_rep3_FP200000266TR_E3,3398,11,SCGNIN,uninj,V,NPYIN,NPYIN
CELL.3399,CELL.3399,9,Injury_15DPI_rep3_FP200000266TR_E3,3399,5,CCND1RGC,uninj,V,DIPC,TLNBL
CELL.3401,CELL.3401,6,Injury_15DPI_rep3_FP200000266TR_E3,3401,5,StriatumIN,uninj,V,DIPC,TLNBL
CELL.3402,CELL.3402,3,Injury_15DPI_rep3_FP200000266TR_E3,3402,4,MSN,uninj,V,MSN,MSN
CELL.3404,CELL.3404,1,Injury_15DPI_rep3_FP200000266TR_E3,3404,2,CP,uninj,V,VLMC,VLMC
CELL.3405,CELL.3405,6,Injury_15DPI_rep3_FP200000266TR_E3,3405,1,StriatumIN,uninj,V,DIPC,TLNBL
CELL.3406,CELL.3406,3,Injury_15DPI_rep3_FP200000266TR_E3,3406,1,CMPN,uninj,V,CMPN,CMPN
CELL.3407,CELL.3407,5,Injury_15DPI_rep3_FP200000266TR_E3,3407,4,StriatumIN,uninj,V,MSN,MSN
CELL.3408,CELL.3408,0,Injury_15DPI_rep3_FP200000266TR_E3,3408,1,CMPN,inj,V,CMPN,CMPN
CELL.3410,CELL.3410,5,Injury_15DPI_rep3_FP200000266TR_E3,3410,11,NPYIN,uninj,V,NPYIN,NPYIN
CELL.3411,CELL.3411,5,Injury_15DPI_rep3_FP200000266TR_E3,3411,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.3412,CELL.3412,3,Injury_15DPI_rep3_FP200000266TR_E3,3412,4,StriatumIN,inj,V,MSN,MSN
CELL.3413,CELL.3413,5,Injury_15DPI_rep3_FP200000266TR_E3,3413,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.3414,CELL.3414,0,Injury_15DPI_rep3_FP200000266TR_E3,3414,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.3415,CELL.3415,5,Injury_15DPI_rep3_FP200000266TR_E3,3415,4,StriatumIN,uninj,V,MSN,MSN
CELL.3416,CELL.3416,6,Injury_15DPI_rep3_FP200000266TR_E3,3416,5,CCND1RGC,uninj,V,DIPC,TLNBL
CELL.3417,CELL.3417,3,Injury_15DPI_rep3_FP200000266TR_E3,3417,4,StriatumIN,uninj,V,MSN,MSN
CELL.3418,CELL.3418,5,Injury_15DPI_rep3_FP200000266TR_E3,3418,4,MSN,uninj,V,MSN,MSN
CELL.3419,CELL.3419,7,Injury_15DPI_rep3_FP200000266TR_E3,3419,14,SSTIN,uninj,V,SSTIN,SSTIN
CELL.3420,CELL.3420,3,Injury_15DPI_rep3_FP200000266TR_E3,3420,4,MSN,inj,V,MSN,MSN
CELL.3421,CELL.3421,5,Injury_15DPI_rep3_FP200000266TR_E3,3421,15,CP,inj,V,Microglia,MCG
CELL.3422,CELL.3422,0,Injury_15DPI_rep3_FP200000266TR_E3,3422,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.3423,CELL.3423,0,Injury_15DPI_rep3_FP200000266TR_E3,3423,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.3424,CELL.3424,8,Injury_15DPI_rep3_FP200000266TR_E3,3424,1,CMPN,uninj,V,CMPN,CMPN
CELL.3425,CELL.3425,5,Injury_15DPI_rep3_FP200000266TR_E3,3425,15,CP,uninj,V,Microglia,MCG
CELL.3426,CELL.3426,6,Injury_15DPI_rep3_FP200000266TR_E3,3426,5,CCND1RGC,uninj,V,DIPC,TLNBL
CELL.3427,CELL.3427,5,Injury_15DPI_rep3_FP200000266TR_E3,3427,15,CP,inj,V,Microglia,MCG
CELL.3428,CELL.3428,3,Injury_15DPI_rep3_FP200000266TR_E3,3428,4,MSN,inj,V,MSN,MSN
CELL.3429,CELL.3429,0,Injury_15DPI_rep3_FP200000266TR_E3,3429,1,NPYIN,inj,V,CMPN,CMPN
CELL.3430,CELL.3430,1,Injury_15DPI_rep3_FP200000266TR_E3,3430,15,CP,uninj,V,Microglia,MCG
CELL.3431,CELL.3431,0,Injury_15DPI_rep3_FP200000266TR_E3,3431,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.3432,CELL.3432,0,Injury_15DPI_rep3_FP200000266TR_E3,3432,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.3433,CELL.3433,0,Injury_15DPI_rep3_FP200000266TR_E3,3433,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.3434,CELL.3434,0,Injury_15DPI_rep3_FP200000266TR_E3,3434,11,NPYIN,uninj,V,NPYIN,NPYIN
CELL.3435,CELL.3435,9,Injury_15DPI_rep3_FP200000266TR_E3,3435,10,WNTRGC,uninj,V,WNTRGC,WNTEGC
CELL.3436,CELL.3436,6,Injury_15DPI_rep3_FP200000266TR_E3,3436,1,StriatumIN,uninj,V,DIPC,TLNBL
CELL.3437,CELL.3437,3,Injury_15DPI_rep3_FP200000266TR_E3,3437,4,MSN,inj,V,MSN,MSN
CELL.3438,CELL.3438,3,Injury_15DPI_rep3_FP200000266TR_E3,3438,12,BKC,inj,V,CCKIN,CCKIN
CELL.3439,CELL.3439,6,Injury_15DPI_rep3_FP200000266TR_E3,3439,5,CCND1RGC,inj,V,DIPC,TLNBL
CELL.3440,CELL.3440,1,Injury_15DPI_rep3_FP200000266TR_E3,3440,2,CP,inj,V,VLMC,VLMC
CELL.3441,CELL.3441,0,Injury_15DPI_rep3_FP200000266TR_E3,3441,11,NPYIN,inj,V,NPYIN,NPYIN
CELL.3442,CELL.3442,5,Injury_15DPI_rep3_FP200000266TR_E3,3442,14,SSTIN,inj,V,SSTIN,SSTIN
CELL.3444,CELL.3444,9,Injury_15DPI_rep3_FP200000266TR_E3,3444,10,WNTRGC,inj,V,WNTRGC,WNTEGC
CELL.3445,CELL.3445,1,Injury_15DPI_rep3_FP200000266TR_E3,3445,6,CP,uninj,V,VLMC,VLMC
CELL.3446,CELL.3446,5,Injury_15DPI_rep3_FP200000266TR_E3,3446,1,CMPN,inj,V,CMPN,CMPN
CELL.3447,CELL.3447,9,Injury_15DPI_rep3_FP200000266TR_E3,3447,10,WNTRGC,uninj,V,WNTRGC,WNTEGC
CELL.3448,CELL.3448,9,Injury_15DPI_rep3_FP200000266TR_E3,3448,10,WNTRGC,uninj,V,WNTRGC,WNTEGC
CELL.3449,CELL.3449,1,Injury_15DPI_rep3_FP200000266TR_E3,3449,2,CP,inj,V,VLMC,VLMC
CELL.3450,CELL.3450,6,Injury_15DPI_rep3_FP200000266TR_E3,3450,5,StriatumIN,inj,V,Unknown,UnKnown
CELL.3451,CELL.3451,5,Injury_15DPI_rep3_FP200000266TR_E3,3451,1,CMPN,uninj,V,CMPN,CMPN
CELL.3452,CELL.3452,6,Injury_15DPI_rep3_FP200000266TR_E3,3452,5,StriatumIN,inj,V,Unknown,UnKnown
CELL.3453,CELL.3453,1,Injury_15DPI_rep3_FP200000266TR_E3,3453,2,CP,inj,V,VLMC,VLMC
CELL.3454,CELL.3454,0,Injury_15DPI_rep3_FP200000266TR_E3,3454,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.3455,CELL.3455,0,Injury_15DPI_rep3_FP200000266TR_E3,3455,11,NPYIN,uninj,V,NPYIN,NPYIN
CELL.3456,CELL.3456,3,Injury_15DPI_rep3_FP200000266TR_E3,3456,4,Immature NPTXEX,inj,V,MSN,MSN
CELL.3457,CELL.3457,6,Injury_15DPI_rep3_FP200000266TR_E3,3457,5,SFRP1RGC,inj,V,SFRPRGC,SFRPEGC
CELL.3458,CELL.3458,6,Injury_15DPI_rep3_FP200000266TR_E3,3458,5,CCND1RGC,uninj,V,DIPC,TLNBL
CELL.3459,CELL.3459,3,Injury_15DPI_rep3_FP200000266TR_E3,3459,12,BKC,inj,V,CCKIN,CCKIN
CELL.3460,CELL.3460,8,Injury_15DPI_rep3_FP200000266TR_E3,3460,1,SCGNIN,inj,V,CMPN,CMPN
CELL.3461,CELL.3461,3,Injury_15DPI_rep3_FP200000266TR_E3,3461,12,BKC,inj,V,CCKIN,CCKIN
CELL.3462,CELL.3462,8,Injury_15DPI_rep3_FP200000266TR_E3,3462,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.3463,CELL.3463,0,Injury_15DPI_rep3_FP200000266TR_E3,3463,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.3465,CELL.3465,5,Injury_15DPI_rep3_FP200000266TR_E3,3465,2,CP,uninj,V,VLMC,VLMC
CELL.3466,CELL.3466,0,Injury_15DPI_rep3_FP200000266TR_E3,3466,1,CMPN,inj,V,CMPN,CMPN
CELL.3468,CELL.3468,8,Injury_15DPI_rep3_FP200000266TR_E3,3468,11,NPYIN,uninj,V,NPYIN,NPYIN
CELL.3469,CELL.3469,6,Injury_15DPI_rep3_FP200000266TR_E3,3469,5,SFRP1RGC,uninj,V,DIPC,TLNBL
CELL.3470,CELL.3470,3,Injury_15DPI_rep3_FP200000266TR_E3,3470,4,MSN,uninj,V,MSN,MSN
CELL.3471,CELL.3471,0,Injury_15DPI_rep3_FP200000266TR_E3,3471,1,NPYIN,inj,V,CMPN,CMPN
CELL.3474,CELL.3474,8,Injury_15DPI_rep3_FP200000266TR_E3,3474,11,NPYIN,uninj,V,NPYIN,NPYIN
CELL.3475,CELL.3475,1,Injury_15DPI_rep3_FP200000266TR_E3,3475,6,VLMC,uninj,V,VLMC,VLMC
