,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Celltype,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.2038,CELL.2038,1,Injury_30DPI_rep2_FP200000264BL_A6,2038,10,BKC,uninj,V,CCKIN,CCKIN
CELL.2039,CELL.2039,2,Injury_30DPI_rep2_FP200000264BL_A6,2039,8,CCND1RGC,inj,V,WNTRGC,WNTEGC
CELL.2040,CELL.2040,0,Injury_30DPI_rep2_FP200000264BL_A6,2040,0,CMPN,uninj,V,CMPN,CMPN
CELL.2041,CELL.2041,8,Injury_30DPI_rep2_FP200000264BL_A6,2041,0,NPYIN,uninj,V,CMPN,CMPN
CELL.2042,CELL.2042,3,Injury_30DPI_rep2_FP200000264BL_A6,2042,1,CP,inj,V,VLMC,VLMC
CELL.2043,CELL.2043,1,Injury_30DPI_rep2_FP200000264BL_A6,2043,0,CMPN,inj,V,CMPN,CMPN
CELL.2044,CELL.2044,9,Injury_30DPI_rep2_FP200000264BL_A6,2044,4,SFRP1RGC,inj,V,MSN,MSN
CELL.2045,CELL.2045,8,Injury_30DPI_rep2_FP200000264BL_A6,2045,0,CMPN,inj,V,CMPN,CMPN
CELL.2046,CELL.2046,9,Injury_30DPI_rep2_FP200000264BL_A6,2046,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.2047,CELL.2047,9,Injury_30DPI_rep2_FP200000264BL_A6,2047,4,SFRP1RGC,uninj,V,MSN,MSN
CELL.2048,CELL.2048,1,Injury_30DPI_rep2_FP200000264BL_A6,2048,7,StriatumIN,uninj,V,MSN,MSN
CELL.2049,CELL.2049,1,Injury_30DPI_rep2_FP200000264BL_A6,2049,7,StriatumIN,uninj,V,MSN,MSN
CELL.2050,CELL.2050,2,Injury_30DPI_rep2_FP200000264BL_A6,2050,8,CCND1RGC,inj,V,WNTRGC,WNTEGC
CELL.2051,CELL.2051,0,Injury_30DPI_rep2_FP200000264BL_A6,2051,0,CMPN,inj,V,CMPN,CMPN
CELL.2052,CELL.2052,0,Injury_30DPI_rep2_FP200000264BL_A6,2052,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.2053,CELL.2053,2,Injury_30DPI_rep2_FP200000264BL_A6,2053,16,CCND1RGC,uninj,V,Immature CMPN,TLNBL
CELL.2054,CELL.2054,3,Injury_30DPI_rep2_FP200000264BL_A6,2054,1,CP,uninj,V,VLMC,VLMC
CELL.2055,CELL.2055,2,Injury_30DPI_rep2_FP200000264BL_A6,2055,8,CCND1RGC,inj,V,WNTRGC,WNTEGC
CELL.2056,CELL.2056,2,Injury_30DPI_rep2_FP200000264BL_A6,2056,8,SFRP1RGC,inj,V,SFRPRGC,SFRPEGC
CELL.2057,CELL.2057,0,Injury_30DPI_rep2_FP200000264BL_A6,2057,0,CCND1RGC,inj,V,Immature CMPN,TLNBL
CELL.2058,CELL.2058,8,Injury_30DPI_rep2_FP200000264BL_A6,2058,0,CMPN,inj,V,CMPN,CMPN
CELL.2059,CELL.2059,8,Injury_30DPI_rep2_FP200000264BL_A6,2059,0,NPYIN,uninj,V,CMPN,CMPN
CELL.2060,CELL.2060,1,Injury_30DPI_rep2_FP200000264BL_A6,2060,4,SFRP1RGC,inj,V,MSN,MSN
CELL.2061,CELL.2061,1,Injury_30DPI_rep2_FP200000264BL_A6,2061,7,StriatumIN,inj,V,MSN,MSN
CELL.2062,CELL.2062,9,Injury_30DPI_rep2_FP200000264BL_A6,2062,8,CCND1RGC,inj,V,WNTRGC,WNTEGC
CELL.2063,CELL.2063,0,Injury_30DPI_rep2_FP200000264BL_A6,2063,2,VLMC,uninj,V,VLMC,VLMC
CELL.2064,CELL.2064,0,Injury_30DPI_rep2_FP200000264BL_A6,2064,0,CMPN,inj,V,CMPN,CMPN
CELL.2065,CELL.2065,0,Injury_30DPI_rep2_FP200000264BL_A6,2065,1,CP,inj,V,VLMC,VLMC
CELL.2066,CELL.2066,9,Injury_30DPI_rep2_FP200000264BL_A6,2066,4,SFRP1RGC,uninj,V,MSN,MSN
CELL.2067,CELL.2067,1,Injury_30DPI_rep2_FP200000264BL_A6,2067,10,BKC,inj,V,CCKIN,CCKIN
CELL.2068,CELL.2068,0,Injury_30DPI_rep2_FP200000264BL_A6,2068,0,NPYIN,uninj,V,CMPN,CMPN
CELL.2069,CELL.2069,2,Injury_30DPI_rep2_FP200000264BL_A6,2069,8,SFRP1RGC,uninj,V,SFRPRGC,SFRPEGC
CELL.2070,CELL.2070,9,Injury_30DPI_rep2_FP200000264BL_A6,2070,4,SFRP1RGC,inj,V,MSN,MSN
CELL.2071,CELL.2071,2,Injury_30DPI_rep2_FP200000264BL_A6,2071,6,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.2072,CELL.2072,0,Injury_30DPI_rep2_FP200000264BL_A6,2072,0,NPYIN,uninj,V,CMPN,CMPN
CELL.2073,CELL.2073,0,Injury_30DPI_rep2_FP200000264BL_A6,2073,0,NPYIN,uninj,V,CMPN,CMPN
CELL.2074,CELL.2074,9,Injury_30DPI_rep2_FP200000264BL_A6,2074,6,VLMC,uninj,V,RIBRGC,RIBEGC
CELL.2075,CELL.2075,9,Injury_30DPI_rep2_FP200000264BL_A6,2075,7,StriatumIN,uninj,V,MSN,MSN
CELL.2076,CELL.2076,1,Injury_30DPI_rep2_FP200000264BL_A6,2076,7,MSN,inj,V,MSN,MSN
CELL.2077,CELL.2077,2,Injury_30DPI_rep2_FP200000264BL_A6,2077,6,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.2078,CELL.2078,0,Injury_30DPI_rep2_FP200000264BL_A6,2078,1,CP,inj,V,VLMC,VLMC
CELL.2079,CELL.2079,5,Injury_30DPI_rep2_FP200000264BL_A6,2079,4,SFRP1RGC,inj,V,MSN,MSN
CELL.2080,CELL.2080,8,Injury_30DPI_rep2_FP200000264BL_A6,2080,0,SFRP1RGC,uninj,V,CMPN,CMPN
CELL.2081,CELL.2081,9,Injury_30DPI_rep2_FP200000264BL_A6,2081,4,SFRP1RGC,uninj,V,MSN,MSN
CELL.2082,CELL.2082,0,Injury_30DPI_rep2_FP200000264BL_A6,2082,0,CMPN,uninj,V,CMPN,CMPN
CELL.2083,CELL.2083,2,Injury_30DPI_rep2_FP200000264BL_A6,2083,6,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.2084,CELL.2084,2,Injury_30DPI_rep2_FP200000264BL_A6,2084,8,CCND1RGC,inj,V,WNTRGC,WNTEGC
CELL.2085,CELL.2085,0,Injury_30DPI_rep2_FP200000264BL_A6,2085,0,CMPN,inj,V,CMPN,CMPN
CELL.2086,CELL.2086,0,Injury_30DPI_rep2_FP200000264BL_A6,2086,0,NBL,inj,V,CMPN,CMPN
CELL.2087,CELL.2087,0,Injury_30DPI_rep2_FP200000264BL_A6,2087,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.2088,CELL.2088,9,Injury_30DPI_rep2_FP200000264BL_A6,2088,16,CCND1RGC,uninj,V,Immature CMPN,TLNBL
CELL.2089,CELL.2089,9,Injury_30DPI_rep2_FP200000264BL_A6,2089,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.2090,CELL.2090,1,Injury_30DPI_rep2_FP200000264BL_A6,2090,10,BKC,uninj,V,CCKIN,CCKIN
CELL.2091,CELL.2091,1,Injury_30DPI_rep2_FP200000264BL_A6,2091,10,BKC,inj,V,CCKIN,CCKIN
CELL.2092,CELL.2092,1,Injury_30DPI_rep2_FP200000264BL_A6,2092,10,BKC,inj,V,CCKIN,CCKIN
CELL.2093,CELL.2093,2,Injury_30DPI_rep2_FP200000264BL_A6,2093,6,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.2094,CELL.2094,0,Injury_30DPI_rep2_FP200000264BL_A6,2094,0,CMPN,inj,V,CMPN,CMPN
CELL.2095,CELL.2095,0,Injury_30DPI_rep2_FP200000264BL_A6,2095,0,CMPN,uninj,V,CMPN,CMPN
CELL.2096,CELL.2096,9,Injury_30DPI_rep2_FP200000264BL_A6,2096,6,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.2097,CELL.2097,2,Injury_30DPI_rep2_FP200000264BL_A6,2097,8,CCND1RGC,inj,V,WNTRGC,WNTEGC
CELL.2098,CELL.2098,0,Injury_30DPI_rep2_FP200000264BL_A6,2098,0,CMPN,inj,V,CMPN,CMPN
CELL.2099,CELL.2099,9,Injury_30DPI_rep2_FP200000264BL_A6,2099,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.2100,CELL.2100,1,Injury_30DPI_rep2_FP200000264BL_A6,2100,7,StriatumIN,uninj,V,MSN,MSN
CELL.2101,CELL.2101,1,Injury_30DPI_rep2_FP200000264BL_A6,2101,7,StriatumIN,inj,V,MSN,MSN
CELL.2102,CELL.2102,1,Injury_30DPI_rep2_FP200000264BL_A6,2102,10,BKC,uninj,V,CCKIN,CCKIN
CELL.2104,CELL.2104,0,Injury_30DPI_rep2_FP200000264BL_A6,2104,0,CMPN,uninj,V,CMPN,CMPN
CELL.2105,CELL.2105,1,Injury_30DPI_rep2_FP200000264BL_A6,2105,7,StriatumIN,uninj,V,MSN,MSN
CELL.2106,CELL.2106,1,Injury_30DPI_rep2_FP200000264BL_A6,2106,4,DMIN,inj,V,MSN,MSN
CELL.2107,CELL.2107,9,Injury_30DPI_rep2_FP200000264BL_A6,2107,16,CCND1RGC,inj,V,Immature CMPN,TLNBL
CELL.2108,CELL.2108,1,Injury_30DPI_rep2_FP200000264BL_A6,2108,7,StriatumIN,uninj,V,MSN,MSN
CELL.2109,CELL.2109,3,Injury_30DPI_rep2_FP200000264BL_A6,2109,1,CP,inj,V,VLMC,VLMC
CELL.2110,CELL.2110,1,Injury_30DPI_rep2_FP200000264BL_A6,2110,7,MSN,inj,V,MSN,MSN
CELL.2111,CELL.2111,0,Injury_30DPI_rep2_FP200000264BL_A6,2111,0,CMPN,uninj,V,CMPN,CMPN
CELL.2112,CELL.2112,1,Injury_30DPI_rep2_FP200000264BL_A6,2112,10,BKC,uninj,V,CCKIN,CCKIN
CELL.2113,CELL.2113,1,Injury_30DPI_rep2_FP200000264BL_A6,2113,10,MSN,uninj,V,MSN,MSN
CELL.2114,CELL.2114,2,Injury_30DPI_rep2_FP200000264BL_A6,2114,8,CCND1RGC,inj,V,WNTRGC,WNTEGC
CELL.2115,CELL.2115,8,Injury_30DPI_rep2_FP200000264BL_A6,2115,0,CMPN,inj,V,CMPN,CMPN
CELL.2116,CELL.2116,0,Injury_30DPI_rep2_FP200000264BL_A6,2116,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.2117,CELL.2117,2,Injury_30DPI_rep2_FP200000264BL_A6,2117,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.2118,CELL.2118,1,Injury_30DPI_rep2_FP200000264BL_A6,2118,7,MSN,uninj,V,MSN,MSN
CELL.2119,CELL.2119,0,Injury_30DPI_rep2_FP200000264BL_A6,2119,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.2120,CELL.2120,1,Injury_30DPI_rep2_FP200000264BL_A6,2120,10,BKC,uninj,V,CCKIN,CCKIN
CELL.2121,CELL.2121,2,Injury_30DPI_rep2_FP200000264BL_A6,2121,8,CCND1RGC,inj,V,WNTRGC,WNTEGC
CELL.2122,CELL.2122,0,Injury_30DPI_rep2_FP200000264BL_A6,2122,0,CMPN,uninj,V,CMPN,CMPN
CELL.2123,CELL.2123,1,Injury_30DPI_rep2_FP200000264BL_A6,2123,4,SFRP1RGC,inj,V,MSN,MSN
CELL.2124,CELL.2124,0,Injury_30DPI_rep2_FP200000264BL_A6,2124,18,NPYIN,uninj,V,CMPN,CMPN
CELL.2125,CELL.2125,3,Injury_30DPI_rep2_FP200000264BL_A6,2125,1,CP,uninj,V,VLMC,VLMC
CELL.2126,CELL.2126,8,Injury_30DPI_rep2_FP200000264BL_A6,2126,0,NPYIN,uninj,V,CMPN,CMPN
CELL.2127,CELL.2127,1,Injury_30DPI_rep2_FP200000264BL_A6,2127,10,BKC,inj,V,CCKIN,CCKIN
CELL.2128,CELL.2128,8,Injury_30DPI_rep2_FP200000264BL_A6,2128,0,NPYIN,uninj,V,CMPN,CMPN
CELL.2129,CELL.2129,2,Injury_30DPI_rep2_FP200000264BL_A6,2129,8,CCND1RGC,uninj,V,WNTRGC,WNTEGC
CELL.2130,CELL.2130,2,Injury_30DPI_rep2_FP200000264BL_A6,2130,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.2131,CELL.2131,0,Injury_30DPI_rep2_FP200000264BL_A6,2131,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.2132,CELL.2132,0,Injury_30DPI_rep2_FP200000264BL_A6,2132,0,CMPN,uninj,V,CMPN,CMPN
CELL.2133,CELL.2133,2,Injury_30DPI_rep2_FP200000264BL_A6,2133,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.2134,CELL.2134,1,Injury_30DPI_rep2_FP200000264BL_A6,2134,7,StriatumIN,uninj,V,MSN,MSN
CELL.2135,CELL.2135,1,Injury_30DPI_rep2_FP200000264BL_A6,2135,7,StriatumIN,uninj,V,MSN,MSN
CELL.2136,CELL.2136,1,Injury_30DPI_rep2_FP200000264BL_A6,2136,7,StriatumIN,inj,V,MSN,MSN
CELL.2137,CELL.2137,2,Injury_30DPI_rep2_FP200000264BL_A6,2137,8,CCND1RGC,inj,V,WNTRGC,WNTEGC
CELL.2138,CELL.2138,9,Injury_30DPI_rep2_FP200000264BL_A6,2138,8,CCND1RGC,inj,V,WNTRGC,WNTEGC
CELL.2139,CELL.2139,0,Injury_30DPI_rep2_FP200000264BL_A6,2139,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.2140,CELL.2140,0,Injury_30DPI_rep2_FP200000264BL_A6,2140,0,CMPN,uninj,V,CMPN,CMPN
CELL.2141,CELL.2141,9,Injury_30DPI_rep2_FP200000264BL_A6,2141,7,StriatumIN,uninj,V,MSN,MSN
CELL.2142,CELL.2142,2,Injury_30DPI_rep2_FP200000264BL_A6,2142,6,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.2143,CELL.2143,0,Injury_30DPI_rep2_FP200000264BL_A6,2143,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.2144,CELL.2144,2,Injury_30DPI_rep2_FP200000264BL_A6,2144,8,CCND1RGC,uninj,V,WNTRGC,WNTEGC
CELL.2146,CELL.2146,9,Injury_30DPI_rep2_FP200000264BL_A6,2146,6,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.2147,CELL.2147,0,Injury_30DPI_rep2_FP200000264BL_A6,2147,0,NPYIN,inj,V,CMPN,CMPN
CELL.2148,CELL.2148,2,Injury_30DPI_rep2_FP200000264BL_A6,2148,8,CCND1RGC,uninj,V,WNTRGC,WNTEGC
CELL.2149,CELL.2149,2,Injury_30DPI_rep2_FP200000264BL_A6,2149,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.2150,CELL.2150,0,Injury_30DPI_rep2_FP200000264BL_A6,2150,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.2151,CELL.2151,0,Injury_30DPI_rep2_FP200000264BL_A6,2151,0,CMPN,uninj,V,CMPN,CMPN
CELL.2152,CELL.2152,0,Injury_30DPI_rep2_FP200000264BL_A6,2152,0,CMPN,uninj,V,CMPN,CMPN
CELL.2153,CELL.2153,9,Injury_30DPI_rep2_FP200000264BL_A6,2153,9,WNTRGC,inj,V,Immature EX,TLNBL
CELL.2154,CELL.2154,8,Injury_30DPI_rep2_FP200000264BL_A6,2154,0,CCND1RGC,inj,V,CMPN,CMPN
CELL.2155,CELL.2155,0,Injury_30DPI_rep2_FP200000264BL_A6,2155,0,CMPN,uninj,V,CMPN,CMPN
CELL.2156,CELL.2156,1,Injury_30DPI_rep2_FP200000264BL_A6,2156,7,StriatumIN,uninj,V,MSN,MSN
CELL.2157,CELL.2157,1,Injury_30DPI_rep2_FP200000264BL_A6,2157,7,StriatumIN,uninj,V,MSN,MSN
CELL.2158,CELL.2158,8,Injury_30DPI_rep2_FP200000264BL_A6,2158,18,NPYIN,uninj,V,CMPN,CMPN
CELL.2159,CELL.2159,9,Injury_30DPI_rep2_FP200000264BL_A6,2159,4,SFRP1RGC,inj,V,MSN,MSN
CELL.2160,CELL.2160,2,Injury_30DPI_rep2_FP200000264BL_A6,2160,8,CCND1RGC,inj,V,WNTRGC,WNTEGC
CELL.2161,CELL.2161,8,Injury_30DPI_rep2_FP200000264BL_A6,2161,0,CMPN,inj,V,CMPN,CMPN
CELL.2162,CELL.2162,5,Injury_30DPI_rep2_FP200000264BL_A6,2162,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.2163,CELL.2163,2,Injury_30DPI_rep2_FP200000264BL_A6,2163,8,CCND1RGC,uninj,V,WNTRGC,WNTEGC
CELL.2164,CELL.2164,1,Injury_30DPI_rep2_FP200000264BL_A6,2164,10,BKC,inj,V,CCKIN,CCKIN
CELL.2165,CELL.2165,2,Injury_30DPI_rep2_FP200000264BL_A6,2165,8,CCND1RGC,inj,V,WNTRGC,WNTEGC
CELL.2166,CELL.2166,0,Injury_30DPI_rep2_FP200000264BL_A6,2166,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.2167,CELL.2167,0,Injury_30DPI_rep2_FP200000264BL_A6,2167,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.2168,CELL.2168,9,Injury_30DPI_rep2_FP200000264BL_A6,2168,16,CCND1RGC,uninj,V,Immature CMPN,TLNBL
CELL.2169,CELL.2169,1,Injury_30DPI_rep2_FP200000264BL_A6,2169,10,BKC,uninj,V,CCKIN,CCKIN
CELL.2170,CELL.2170,1,Injury_30DPI_rep2_FP200000264BL_A6,2170,7,StriatumIN,inj,V,MSN,MSN
CELL.2171,CELL.2171,0,Injury_30DPI_rep2_FP200000264BL_A6,2171,0,CMPN,inj,V,CMPN,CMPN
CELL.2172,CELL.2172,0,Injury_30DPI_rep2_FP200000264BL_A6,2172,0,NPYIN,inj,V,CMPN,CMPN
CELL.2173,CELL.2173,0,Injury_30DPI_rep2_FP200000264BL_A6,2173,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.2174,CELL.2174,1,Injury_30DPI_rep2_FP200000264BL_A6,2174,10,BKC,inj,V,CCKIN,CCKIN
CELL.2175,CELL.2175,2,Injury_30DPI_rep2_FP200000264BL_A6,2175,6,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.2176,CELL.2176,2,Injury_30DPI_rep2_FP200000264BL_A6,2176,8,SFRP1RGC,inj,V,SFRPRGC,SFRPEGC
CELL.2177,CELL.2177,2,Injury_30DPI_rep2_FP200000264BL_A6,2177,8,CCND1RGC,inj,V,WNTRGC,WNTEGC
CELL.2178,CELL.2178,8,Injury_30DPI_rep2_FP200000264BL_A6,2178,0,NPYIN,inj,V,CMPN,CMPN
CELL.2179,CELL.2179,0,Injury_30DPI_rep2_FP200000264BL_A6,2179,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.2180,CELL.2180,1,Injury_30DPI_rep2_FP200000264BL_A6,2180,10,BKC,uninj,V,CCKIN,CCKIN
CELL.2181,CELL.2181,9,Injury_30DPI_rep2_FP200000264BL_A6,2181,4,SFRP1RGC,uninj,V,MSN,MSN
CELL.2182,CELL.2182,9,Injury_30DPI_rep2_FP200000264BL_A6,2182,4,SFRP1RGC,inj,V,MSN,MSN
CELL.2183,CELL.2183,0,Injury_30DPI_rep2_FP200000264BL_A6,2183,0,CMPN,inj,V,CMPN,CMPN
CELL.2184,CELL.2184,8,Injury_30DPI_rep2_FP200000264BL_A6,2184,0,CMPN,uninj,V,CMPN,CMPN
CELL.2185,CELL.2185,0,Injury_30DPI_rep2_FP200000264BL_A6,2185,0,NPYIN,uninj,V,CMPN,CMPN
CELL.2186,CELL.2186,8,Injury_30DPI_rep2_FP200000264BL_A6,2186,0,NPYIN,uninj,V,CMPN,CMPN
CELL.2189,CELL.2189,9,Injury_30DPI_rep2_FP200000264BL_A6,2189,6,CCND1RGC,uninj,V,Immature CMPN,TLNBL
CELL.2190,CELL.2190,1,Injury_30DPI_rep2_FP200000264BL_A6,2190,10,BKC,inj,V,CCKIN,CCKIN
CELL.2191,CELL.2191,2,Injury_30DPI_rep2_FP200000264BL_A6,2191,6,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.2192,CELL.2192,2,Injury_30DPI_rep2_FP200000264BL_A6,2192,8,CCND1RGC,inj,V,WNTRGC,WNTEGC
CELL.2193,CELL.2193,0,Injury_30DPI_rep2_FP200000264BL_A6,2193,18,NPYIN,inj,V,CMPN,CMPN
CELL.2194,CELL.2194,3,Injury_30DPI_rep2_FP200000264BL_A6,2194,1,CP,uninj,V,VLMC,VLMC
CELL.2195,CELL.2195,2,Injury_30DPI_rep2_FP200000264BL_A6,2195,6,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.2196,CELL.2196,1,Injury_30DPI_rep2_FP200000264BL_A6,2196,10,BKC,uninj,V,CCKIN,CCKIN
CELL.2197,CELL.2197,1,Injury_30DPI_rep2_FP200000264BL_A6,2197,10,BKC,inj,V,CCKIN,CCKIN
CELL.2198,CELL.2198,2,Injury_30DPI_rep2_FP200000264BL_A6,2198,8,CCND1RGC,inj,V,WNTRGC,WNTEGC
CELL.2199,CELL.2199,2,Injury_30DPI_rep2_FP200000264BL_A6,2199,9,WNTRGC,inj,V,WNTRGC,WNTEGC
CELL.2200,CELL.2200,0,Injury_30DPI_rep2_FP200000264BL_A6,2200,18,NPYIN,inj,V,CMPN,CMPN
CELL.2201,CELL.2201,1,Injury_30DPI_rep2_FP200000264BL_A6,2201,10,BKC,uninj,V,CCKIN,CCKIN
CELL.2202,CELL.2202,1,Injury_30DPI_rep2_FP200000264BL_A6,2202,10,BKC,uninj,V,CCKIN,CCKIN
CELL.2203,CELL.2203,1,Injury_30DPI_rep2_FP200000264BL_A6,2203,10,BKC,inj,V,CCKIN,CCKIN
CELL.2204,CELL.2204,2,Injury_30DPI_rep2_FP200000264BL_A6,2204,6,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.2205,CELL.2205,2,Injury_30DPI_rep2_FP200000264BL_A6,2205,8,CCND1RGC,inj,V,WNTRGC,WNTEGC
CELL.2206,CELL.2206,0,Injury_30DPI_rep2_FP200000264BL_A6,2206,0,CMPN,uninj,V,CMPN,CMPN
CELL.2207,CELL.2207,2,Injury_30DPI_rep2_FP200000264BL_A6,2207,8,CCND1RGC,uninj,V,WNTRGC,WNTEGC
CELL.2208,CELL.2208,1,Injury_30DPI_rep2_FP200000264BL_A6,2208,7,StriatumIN,uninj,V,MSN,MSN
CELL.2209,CELL.2209,1,Injury_30DPI_rep2_FP200000264BL_A6,2209,10,BKC,uninj,V,CCKIN,CCKIN
CELL.2210,CELL.2210,2,Injury_30DPI_rep2_FP200000264BL_A6,2210,8,CCND1RGC,inj,V,WNTRGC,WNTEGC
CELL.2211,CELL.2211,9,Injury_30DPI_rep2_FP200000264BL_A6,2211,16,CCND1RGC,inj,V,Immature CMPN,TLNBL
CELL.2212,CELL.2212,8,Injury_30DPI_rep2_FP200000264BL_A6,2212,0,CMPN,inj,V,CMPN,CMPN
CELL.2214,CELL.2214,1,Injury_30DPI_rep2_FP200000264BL_A6,2214,7,MSN,inj,V,MSN,MSN
CELL.2215,CELL.2215,1,Injury_30DPI_rep2_FP200000264BL_A6,2215,10,BKC,uninj,V,CCKIN,CCKIN
CELL.2216,CELL.2216,2,Injury_30DPI_rep2_FP200000264BL_A6,2216,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.2217,CELL.2217,2,Injury_30DPI_rep2_FP200000264BL_A6,2217,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.2218,CELL.2218,1,Injury_30DPI_rep2_FP200000264BL_A6,2218,10,BKC,uninj,V,CCKIN,CCKIN
CELL.2220,CELL.2220,1,Injury_30DPI_rep2_FP200000264BL_A6,2220,7,StriatumIN,inj,V,MSN,MSN
CELL.2221,CELL.2221,1,Injury_30DPI_rep2_FP200000264BL_A6,2221,7,StriatumIN,inj,V,MSN,MSN
CELL.2222,CELL.2222,2,Injury_30DPI_rep2_FP200000264BL_A6,2222,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.2223,CELL.2223,2,Injury_30DPI_rep2_FP200000264BL_A6,2223,6,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.2224,CELL.2224,0,Injury_30DPI_rep2_FP200000264BL_A6,2224,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.2225,CELL.2225,1,Injury_30DPI_rep2_FP200000264BL_A6,2225,7,StriatumIN,uninj,V,MSN,MSN
CELL.2226,CELL.2226,0,Injury_30DPI_rep2_FP200000264BL_A6,2226,0,CMPN,inj,V,CMPN,CMPN
CELL.2228,CELL.2228,3,Injury_30DPI_rep2_FP200000264BL_A6,2228,1,CP,inj,V,VLMC,VLMC
CELL.2229,CELL.2229,2,Injury_30DPI_rep2_FP200000264BL_A6,2229,6,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.2230,CELL.2230,0,Injury_30DPI_rep2_FP200000264BL_A6,2230,13,CMPN,uninj,V,CMPN,CMPN
CELL.2231,CELL.2231,0,Injury_30DPI_rep2_FP200000264BL_A6,2231,0,CMPN,uninj,V,CMPN,CMPN
CELL.2232,CELL.2232,9,Injury_30DPI_rep2_FP200000264BL_A6,2232,6,VLMC,uninj,V,Microglia,MCG
CELL.2233,CELL.2233,2,Injury_30DPI_rep2_FP200000264BL_A6,2233,8,SFRP1RGC,inj,V,SFRPRGC,SFRPEGC
CELL.2234,CELL.2234,0,Injury_30DPI_rep2_FP200000264BL_A6,2234,0,CMPN,inj,V,CMPN,CMPN
CELL.2235,CELL.2235,8,Injury_30DPI_rep2_FP200000264BL_A6,2235,0,CMPN,uninj,V,CMPN,CMPN
CELL.2236,CELL.2236,2,Injury_30DPI_rep2_FP200000264BL_A6,2236,8,SFRP1RGC,uninj,V,SFRPRGC,SFRPEGC
CELL.2237,CELL.2237,2,Injury_30DPI_rep2_FP200000264BL_A6,2237,6,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.2238,CELL.2238,0,Injury_30DPI_rep2_FP200000264BL_A6,2238,0,CMPN,uninj,V,CMPN,CMPN
CELL.2239,CELL.2239,0,Injury_30DPI_rep2_FP200000264BL_A6,2239,0,CMPN,uninj,V,CMPN,CMPN
CELL.2240,CELL.2240,8,Injury_30DPI_rep2_FP200000264BL_A6,2240,0,NPYIN,uninj,V,CMPN,CMPN
CELL.2241,CELL.2241,2,Injury_30DPI_rep2_FP200000264BL_A6,2241,6,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.2242,CELL.2242,1,Injury_30DPI_rep2_FP200000264BL_A6,2242,0,CMPN,inj,V,CMPN,CMPN
CELL.2243,CELL.2243,8,Injury_30DPI_rep2_FP200000264BL_A6,2243,16,CCND1RGC,inj,V,Immature CMPN,TLNBL
CELL.2244,CELL.2244,8,Injury_30DPI_rep2_FP200000264BL_A6,2244,0,CMPN,inj,V,CMPN,CMPN
CELL.2245,CELL.2245,0,Injury_30DPI_rep2_FP200000264BL_A6,2245,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.2246,CELL.2246,1,Injury_30DPI_rep2_FP200000264BL_A6,2246,7,StriatumIN,uninj,V,MSN,MSN
CELL.2247,CELL.2247,2,Injury_30DPI_rep2_FP200000264BL_A6,2247,8,CCND1RGC,inj,V,WNTRGC,WNTEGC
